Date,Locality,Health District,Vaccine Phase,Website
2021-02-26,Buckingham,Piedmont,1b,https://www.vdh.virginia.gov/piedmont/
2021-02-26,Louisa,Blue Ridge,1b,https://www.vdh.virginia.gov/blue-ridge/
2021-02-26,Mecklenburg,Southside,1b,https://www.vdh.virginia.gov/southside/
2021-02-26,Lexington,Central Shenandoah,1b,https://www.vdh.virginia.gov/central-shenandoah/
2021-02-26,Franklin City,Western Tidewater,1b,https://www.vdh.virginia.gov/western-tidewater/
2021-02-26,Dinwiddie,Crater,1b,https://www.vdh.virginia.gov/crater/
2021-02-26,Prince George,Crater,1b,https://www.vdh.virginia.gov/crater/
2021-02-26,Petersburg,Crater,1b,https://www.vdh.virginia.gov/crater/
2021-02-26,New Kent,Chickahominy,1b,https://www.vdh.virginia.gov/chickahominy/
2021-02-26,Newport News,Peninsula,1b,https://www.vdh.virginia.gov/peninsula/
2021-02-26,Scott,Lenowisco,1b,https://www.vdh.virginia.gov/lenowisco/
2021-02-26,Southampton,Western Tidewater,1b,https://www.vdh.virginia.gov/western-tidewater/
2021-02-26,Roanoke City,Roanoke,1b,https://www.vdh.virginia.gov/roanoke/
2021-02-26,Warren,Lord Fairfax,1b,https://www.vdh.virginia.gov/lord-fairfax/
2021-02-26,Franklin County,West Piedmont,1b,https://www.vdh.virginia.gov/west-piedmont/
2021-02-26,Charles City,Chickahominy,1b,https://www.vdh.virginia.gov/chickahominy/
2021-02-26,Loudoun,Loudoun,1b,https://www.loudoun.gov/health
2021-02-26,Middlesex,Three Rivers,1b,https://www.vdh.virginia.gov/three-rivers/
2021-02-26,Danville,Pittsylvania-Danville,1b,http://www.danvilleva.gov/2287/Preregistration-for-COVID-19-Vaccination
2021-02-26,Russell,Cumberland Plateau,1b,https://www.vdh.virginia.gov/cumberland-plateau/
2021-02-26,Charlottesville,Blue Ridge,1b,https://www.vdh.virginia.gov/blue-ridge/
2021-02-26,King William,Three Rivers,1b,https://www.vdh.virginia.gov/three-rivers/
2021-02-26,Mathews,Three Rivers,1b,https://www.vdh.virginia.gov/three-rivers/
2021-02-26,Richmond City,Richmond,1b,https://www.vdh.virginia.gov/richmond-city/
2021-02-26,Westmoreland,Three Rivers,1b,https://www.vdh.virginia.gov/three-rivers/
2021-02-26,Pulaski,New River,1b,https://www.nrvroadtowellness.com/
2021-02-26,Henrico,Henrico,1b,https://henrico.us/health/
2021-02-26,Hopewell,Crater,1b,https://www.vdh.virginia.gov/crater/
2021-02-26,Caroline,Rappahannock,1b,https://www.vdh.virginia.gov/rappahannock/
2021-02-26,Nelson,Blue Ridge,1b,https://www.vdh.virginia.gov/blue-ridge/
2021-02-26,Powhatan,Chesterfield,1b,https://www.vdh.virginia.gov/chesterfield/
2021-02-26,Campbell,Central Virginia,1b,https://www.vdh.virginia.gov/central-virginia/
2021-02-26,Hanover,Chickahominy,1b,https://www.vdh.virginia.gov/chickahominy/
2021-02-26,Chesapeake,Chesapeake,1b,https://www.vdh.virginia.gov/chesapeake/
2021-02-26,Buchanan,Cumberland Plateau,1b,https://www.vdh.virginia.gov/cumberland-plateau/
2021-02-26,Fluvanna,Blue Ridge,1b,https://www.vdh.virginia.gov/blue-ridge/
2021-02-26,Poquoson,Peninsula,1b,https://www.vdh.virginia.gov/peninsula/
2021-02-26,Fauquier,Rappahannock Rapidan,1b,https://www.vdh.virginia.gov/rappahannock-rapidan/
2021-02-26,Amherst,Central Virginia,1b,https://www.vdh.virginia.gov/central-virginia/
2021-02-26,Fredericksburg,Rappahannock,1b,https://www.vdh.virginia.gov/rappahannock/
2021-02-26,Grayson,Mount Rogers,1b,https://www.vdh.virginia.gov/mount-rogers/
2021-02-26,Martinsville,West Piedmont,1b,https://www.vdh.virginia.gov/west-piedmont/
2021-02-26,Bristol,Mount Rogers,1b,https://www.vdh.virginia.gov/mount-rogers/
2021-02-26,Harrisonburg,Central Shenandoah,1b,https://www.vdh.virginia.gov/central-shenandoah/
2021-02-26,Prince Edward,Piedmont,1b,https://www.vdh.virginia.gov/piedmont/
2021-02-26,Cumberland,Piedmont,1b,https://www.vdh.virginia.gov/piedmont/
2021-02-26,Greensville,Crater,1b,https://www.vdh.virginia.gov/crater/
2021-02-26,Carroll,Mount Rogers,1b,https://www.vdh.virginia.gov/mount-rogers/
2021-02-26,Rockingham,Central Shenandoah,1b,https://www.vdh.virginia.gov/central-shenandoah/
2021-02-26,Montgomery,New River,1b,https://www.nrvroadtowellness.com/
2021-02-26,Chesterfield,Chesterfield,1b,https://www.vdh.virginia.gov/chesterfield/
2021-02-26,Manassas City,Prince William,1b,https://www.vdh.virginia.gov/prince-william/
2021-02-26,Page,Lord Fairfax,1b,https://www.vdh.virginia.gov/lord-fairfax/
2021-02-26,Arlington,Arlington,1b,https://www.arlingtonva.us/covid-19/
2021-02-26,Bedford,Central Virginia,1b,https://www.vdh.virginia.gov/central-virginia/
2021-02-26,Lunenburg,Piedmont,1b,https://www.vdh.virginia.gov/piedmont/
2021-02-26,Essex,Three Rivers,1b,https://www.vdh.virginia.gov/three-rivers/
2021-02-26,Greene,Blue Ridge,1b,https://www.vdh.virginia.gov/blue-ridge/
2021-02-26,Washington,Mount Rogers,1b,https://www.vdh.virginia.gov/mount-rogers/
2021-02-26,Virginia Beach,Virginia Beach,1b,https://www.vdh.virginia.gov/virginia-beach/
2021-02-26,Giles,New River,1b,https://www.nrvroadtowellness.com/
2021-02-26,Clarke,Lord Fairfax,1b,https://www.vdh.virginia.gov/lord-fairfax/
2021-02-26,Alleghany,Alleghany,1b,https://www.vdh.virginia.gov/alleghany/
2021-02-26,Gloucester,Three Rivers,1b,https://www.vdh.virginia.gov/three-rivers/
2021-02-26,Bland,Mount Rogers,1b,https://www.vdh.virginia.gov/mount-rogers/
2021-02-26,York,Peninsula,1b,https://www.vdh.virginia.gov/peninsula/
2021-02-26,Norfolk,Norfolk,1b,https://www.norfolk.gov/153/Public-Health
2021-02-26,Henry,West Piedmont,1b,https://www.vdh.virginia.gov/west-piedmont/
2021-02-26,Staunton,Central Shenandoah,1b,https://www.vdh.virginia.gov/central-shenandoah/
2021-02-26,Smyth,Mount Rogers,1b,https://www.vdh.virginia.gov/mount-rogers/
2021-02-26,Roanoke County,Alleghany,1b,https://www.vdh.virginia.gov/alleghany/
2021-02-26,Prince William,Prince William,1b,https://www.vdh.virginia.gov/prince-william/
2021-02-26,Fairfax City,Fairfax,1b,https://www.fairfaxcounty.gov/health/
2021-02-26,Stafford,Rappahannock,1b,https://www.vdh.virginia.gov/rappahannock/
2021-02-26,Salem,Alleghany,1b,https://www.vdh.virginia.gov/alleghany/
2021-02-26,Halifax,Southside,1b,https://www.vdh.virginia.gov/southside/
2021-02-26,Sussex,Crater,1b,https://www.vdh.virginia.gov/crater/
2021-02-26,Colonial Heights,Chesterfield,1b,https://www.vdh.virginia.gov/chesterfield/
2021-02-26,Albemarle,Blue Ridge,1b,https://www.vdh.virginia.gov/blue-ridge/
2021-02-26,Floyd,New River,1b,https://www.nrvroadtowellness.com/
2021-02-26,Nottoway,Piedmont,1b,https://www.vdh.virginia.gov/piedmont/
2021-02-26,Shenandoah,Lord Fairfax,1b,https://www.vdh.virginia.gov/lord-fairfax/
2021-02-26,Portsmouth,Portsmouth,1b,https://www.vdh.virginia.gov/portsmouth/
2021-02-26,Alexandria,Alexandria,1b,https://www.alexandriava.gov/Health
2021-02-26,Covington,Alleghany,1b,https://www.vdh.virginia.gov/alleghany/
2021-02-26,Pittsylvania,Pittsylvania-Danville,1b,http://www.danvilleva.gov/2287/Preregistration-for-COVID-19-Vaccination
2021-02-26,Northumberland,Three Rivers,1b,https://www.vdh.virginia.gov/three-rivers/
2021-02-26,Highland,Central Shenandoah,1b,https://www.vdh.virginia.gov/central-shenandoah/
