Date,Locality,Health District,Vaccine Phase,Website
2021-01-22,Chesterfield,Chesterfield,1b,https://www.vdh.virginia.gov/chesterfield/
2021-01-22,Manassas City,Prince William,1b,https://www.vdh.virginia.gov/prince-william/
2021-01-22,Page,Lord Fairfax,1b,https://www.vdh.virginia.gov/lord-fairfax/
2021-01-22,Arlington,Arlington,1b,https://www.arlingtonva.us/covid-19/
2021-01-22,Bedford,Central Virginia,1b,https://www.vdh.virginia.gov/central-virginia/
2021-01-22,Lunenburg,Piedmont,1b,https://www.vdh.virginia.gov/piedmont/
2021-01-22,Essex,Three Rivers,1b,https://www.vdh.virginia.gov/three-rivers/
2021-01-22,Greene,Blue Ridge,1b,https://www.vdh.virginia.gov/blue-ridge/
2021-01-22,Washington,Mount Rogers,1b,https://www.vdh.virginia.gov/mount-rogers/
2021-01-22,Virginia Beach,Virginia Beach,1b,https://www.vdh.virginia.gov/virginia-beach/
2021-01-22,Giles,New River,1b,https://www.nrvroadtowellness.com/
2021-01-22,Clarke,Lord Fairfax,1b,https://www.vdh.virginia.gov/lord-fairfax/
2021-01-22,Alleghany,Alleghany,1b,https://www.vdh.virginia.gov/alleghany/
2021-01-22,Gloucester,Three Rivers,1b,https://www.vdh.virginia.gov/three-rivers/
2021-01-22,Bland,Mount Rogers,1b,https://www.vdh.virginia.gov/mount-rogers/
2021-01-22,York,Peninsula,1a,https://www.vdh.virginia.gov/peninsula/
2021-01-22,Norfolk,Norfolk,1a,https://www.norfolk.gov/153/Public-Health
2021-01-22,Henry,West Piedmont,1b,https://www.vdh.virginia.gov/west-piedmont/
2021-01-22,Staunton,Central Shenandoah,1b,https://www.vdh.virginia.gov/central-shenandoah/
2021-01-22,Smyth,Mount Rogers,1b,https://www.vdh.virginia.gov/mount-rogers/
2021-01-22,Roanoke County,Alleghany,1b,https://www.vdh.virginia.gov/alleghany/
2021-01-22,Prince William,Prince William,1b,https://www.vdh.virginia.gov/prince-william/
2021-01-22,Fairfax City,Fairfax,1b,https://www.fairfaxcounty.gov/health/
2021-01-22,Stafford,Rappahannock,1b,https://www.vdh.virginia.gov/rappahannock/
2021-01-22,Salem,Alleghany,1b,https://www.vdh.virginia.gov/alleghany/
2021-01-22,Halifax,Southside,1b,https://www.vdh.virginia.gov/southside/
2021-01-22,Sussex,Crater,1b,https://www.vdh.virginia.gov/crater/
2021-01-22,Colonial Heights,Chesterfield,1b,https://www.vdh.virginia.gov/chesterfield/
2021-01-22,Albemarle,Blue Ridge,1b,https://www.vdh.virginia.gov/blue-ridge/
2021-01-22,Floyd,New River,1b,https://www.nrvroadtowellness.com/
2021-01-22,Nottoway,Piedmont,1b,https://www.vdh.virginia.gov/piedmont/
2021-01-22,Shenandoah,Lord Fairfax,1b,https://www.vdh.virginia.gov/lord-fairfax/
2021-01-22,Portsmouth,Portsmouth,1a,https://www.vdh.virginia.gov/portsmouth/
2021-01-22,Alexandria,Alexandria,1b,https://www.alexandriava.gov/Health
2021-01-22,Covington,Alleghany,1b,https://www.vdh.virginia.gov/alleghany/
2021-01-22,Pittsylvania,Pittsylvania-Danville,1b,https://www.vdh.virginia.gov/pittsylvania-danville/
2021-01-22,Northumberland,Three Rivers,1b,https://www.vdh.virginia.gov/three-rivers/
2021-01-22,Highland,Central Shenandoah,1b,https://www.vdh.virginia.gov/central-shenandoah/
