Date,Locality,Health District,Vaccine Phase,Website
2021-01-16,Pulaski,New River,1b,https://www.nrvroadtowellness.com/
2021-01-16,Henrico,Henrico,1a,https://henrico.us/health/
2021-01-16,Hopewell,Crater,1a,https://www.vdh.virginia.gov/crater/
2021-01-16,Caroline,Rappahannock,1a,https://www.vdh.virginia.gov/rappahannock/
2021-01-16,Nelson,Blue Ridge,1a,https://www.vdh.virginia.gov/blue-ridge/
2021-01-16,Powhatan,Chesterfield,1a,https://www.vdh.virginia.gov/chesterfield/
2021-01-16,Campbell,Central Virginia,1a,https://www.vdh.virginia.gov/central-virginia/
2021-01-16,Hanover,Chickahominy,1a,https://www.vdh.virginia.gov/chickahominy/
2021-01-16,Chesapeake,Chesapeake,1a,https://www.vdh.virginia.gov/chesapeake/
2021-01-16,Buchanan,Cumberland Plateau,1b,https://www.vdh.virginia.gov/cumberland-plateau/
2021-01-16,Fluvanna,Blue Ridge,1a,https://www.vdh.virginia.gov/blue-ridge/
2021-01-16,Poquoson,Peninsula,1a,https://www.vdh.virginia.gov/peninsula/
2021-01-16,Fauquier,Rappahannock Rapidan,1a,https://www.vdh.virginia.gov/rappahannock-rapidan/
2021-01-16,Amherst,Central Virginia,1a,https://www.vdh.virginia.gov/central-virginia/
2021-01-16,Fredericksburg,Rappahannock,1a,https://www.vdh.virginia.gov/rappahannock/
2021-01-16,Grayson,Mount Rogers,1b,https://www.vdh.virginia.gov/mount-rogers/
2021-01-16,Martinsville,West Piedmont,1a,https://www.vdh.virginia.gov/west-piedmont/
2021-01-16,Bristol,Mount Rogers,1b,https://www.vdh.virginia.gov/mount-rogers/
2021-01-16,Harrisonburg,Central Shenandoah,1a,https://www.vdh.virginia.gov/central-shenandoah/
2021-01-16,Prince Edward,Piedmont,1a,https://www.vdh.virginia.gov/piedmont/
2021-01-16,Cumberland,Piedmont,1a,https://www.vdh.virginia.gov/piedmont/
2021-01-16,Greensville,Crater,1a,https://www.vdh.virginia.gov/crater/
2021-01-16,Carroll,Mount Rogers,1b,https://www.vdh.virginia.gov/mount-rogers/
2021-01-16,Rockingham,Central Shenandoah,1a,https://www.vdh.virginia.gov/central-shenandoah/
2021-01-16,Montgomery,New River,1b,https://www.nrvroadtowellness.com/
2021-01-16,Chesterfield,Chesterfield,1a,https://www.vdh.virginia.gov/chesterfield/
2021-01-16,Manassas City,Prince William,1b,https://www.vdh.virginia.gov/prince-william/
2021-01-16,Page,Lord Fairfax,1b,https://www.vdh.virginia.gov/lord-fairfax/
2021-01-16,Arlington,Arlington,1b,https://www.arlingtonva.us/covid-19/
2021-01-16,Bedford,Central Virginia,1a,https://www.vdh.virginia.gov/central-virginia/
2021-01-16,Lunenburg,Piedmont,1a,https://www.vdh.virginia.gov/piedmont/
2021-01-16,Essex,Three Rivers,1b,https://www.vdh.virginia.gov/three-rivers/
2021-01-16,Greene,Blue Ridge,1a,https://www.vdh.virginia.gov/blue-ridge/
2021-01-16,Washington,Mount Rogers,1b,https://www.vdh.virginia.gov/mount-rogers/
2021-01-16,Virginia Beach,Virginia Beach,1a,https://www.vdh.virginia.gov/virginia-beach/
2021-01-16,Giles,New River,1b,https://www.nrvroadtowellness.com/
2021-01-16,Clarke,Lord Fairfax,1b,https://www.vdh.virginia.gov/lord-fairfax/
2021-01-16,Alleghany,Alleghany,1b,https://www.vdh.virginia.gov/alleghany/
2021-01-16,Gloucester,Three Rivers,1b,https://www.vdh.virginia.gov/three-rivers/
2021-01-16,Bland,Mount Rogers,1b,https://www.vdh.virginia.gov/mount-rogers/
2021-01-16,York,Peninsula,1a,https://www.vdh.virginia.gov/peninsula/
2021-01-16,Norfolk,Norfolk,1a,https://www.norfolk.gov/153/Public-Health
2021-01-16,Henry,West Piedmont,1a,https://www.vdh.virginia.gov/west-piedmont/
2021-01-16,Staunton,Central Shenandoah,1a,https://www.vdh.virginia.gov/central-shenandoah/
2021-01-16,Smyth,Mount Rogers,1b,https://www.vdh.virginia.gov/mount-rogers/
2021-01-16,Roanoke County,Alleghany,1b,https://www.vdh.virginia.gov/alleghany/
2021-01-16,Prince William,Prince William,1b,https://www.vdh.virginia.gov/prince-william/
2021-01-16,Fairfax City,Fairfax,1b,https://www.fairfaxcounty.gov/health/
2021-01-16,Stafford,Rappahannock,1a,https://www.vdh.virginia.gov/rappahannock/
2021-01-16,Salem,Alleghany,1b,https://www.vdh.virginia.gov/alleghany/
2021-01-16,Halifax,Southside,1a,https://www.vdh.virginia.gov/southside/
2021-01-16,Sussex,Crater,1a,https://www.vdh.virginia.gov/crater/
2021-01-16,Colonial Heights,Chesterfield,1a,https://www.vdh.virginia.gov/chesterfield/
2021-01-16,Albemarle,Blue Ridge,1a,https://www.vdh.virginia.gov/blue-ridge/
2021-01-16,Floyd,New River,1b,https://www.nrvroadtowellness.com/
2021-01-16,Nottoway,Piedmont,1a,https://www.vdh.virginia.gov/piedmont/
2021-01-16,Shenandoah,Lord Fairfax,1b,https://www.vdh.virginia.gov/lord-fairfax/
2021-01-16,Portsmouth,Portsmouth,1a,https://www.vdh.virginia.gov/portsmouth/
2021-01-16,Alexandria,Alexandria,1b,https://www.alexandriava.gov/Health
2021-01-16,Covington,Alleghany,1b,https://www.vdh.virginia.gov/alleghany/
2021-01-16,Pittsylvania,Pittsylvania-Danville,1a,https://www.vdh.virginia.gov/pittsylvania-danville/
2021-01-16,Northumberland,Three Rivers,1b,https://www.vdh.virginia.gov/three-rivers/
2021-01-16,Highland,Central Shenandoah,1a,https://www.vdh.virginia.gov/central-shenandoah/
2021-01-16,,Central Shenandoah,1a,https://www.vdh.virginia.gov/central-shenandoah/
