Date,Locality,Health District,Vaccine Phase,Website
2021-01-19,Buena Vista City,Central Shenandoah,1b,https://www.vdh.virginia.gov/central-shenandoah/
2021-01-19,Frederick,Lord Fairfax,1b,https://www.vdh.virginia.gov/lord-fairfax/
2021-01-19,Dickenson,Cumberland Plateau,1b,https://www.vdh.virginia.gov/cumberland-plateau/
2021-01-19,King and Queen,Three Rivers,1b,https://www.vdh.virginia.gov/three-rivers/
2021-01-19,Appomattox,Central Virginia,1a,https://www.vdh.virginia.gov/central-virginia/
2021-01-19,Isle of Wight,Western Tidewater,1a,https://www.vdh.virginia.gov/western-tidewater/
2021-01-19,Buckingham,Piedmont,1a,https://www.vdh.virginia.gov/piedmont/
2021-01-19,Louisa,Blue Ridge,1b,https://www.vdh.virginia.gov/blue-ridge/
2021-01-19,Mecklenburg,Southside,1b,https://www.vdh.virginia.gov/southside/
2021-01-19,Lexington,Central Shenandoah,1b,https://www.vdh.virginia.gov/central-shenandoah/
2021-01-19,Franklin City,Western Tidewater,1a,https://www.vdh.virginia.gov/western-tidewater/
2021-01-19,Dinwiddie,Crater,1a,https://www.vdh.virginia.gov/crater/
2021-01-19,Prince George,Crater,1a,https://www.vdh.virginia.gov/crater/
2021-01-19,Petersburg,Crater,1a,https://www.vdh.virginia.gov/crater/
2021-01-19,New Kent,Chickahominy,1b,https://www.vdh.virginia.gov/chickahominy/
2021-01-19,Newport News,Peninsula,1a,https://www.vdh.virginia.gov/peninsula/
2021-01-19,Scott,Lenowisco,1b,https://www.vdh.virginia.gov/lenowisco/
2021-01-19,Southampton,Western Tidewater,1a,https://www.vdh.virginia.gov/western-tidewater/
2021-01-19,Roanoke City,Roanoke,1b,https://www.vdh.virginia.gov/roanoke/
2021-01-19,Warren,Lord Fairfax,1b,https://www.vdh.virginia.gov/lord-fairfax/
2021-01-19,Franklin County,West Piedmont,1a,https://www.vdh.virginia.gov/west-piedmont/
2021-01-19,Charles City,Chickahominy,1b,https://www.vdh.virginia.gov/chickahominy/
2021-01-19,Loudoun,Loudoun,1b,https://www.loudoun.gov/health
2021-01-19,Middlesex,Three Rivers,1b,https://www.vdh.virginia.gov/three-rivers/
2021-01-19,Danville,Pittsylvania-Danville,1b,https://www.vdh.virginia.gov/pittsylvania-danville/
2021-01-19,Russell,Cumberland Plateau,1b,https://www.vdh.virginia.gov/cumberland-plateau/
2021-01-19,Charlottesville,Blue Ridge,1b,https://www.vdh.virginia.gov/blue-ridge/
2021-01-19,King William,Three Rivers,1b,https://www.vdh.virginia.gov/three-rivers/
2021-01-19,Mathews,Three Rivers,1b,https://www.vdh.virginia.gov/three-rivers/
2021-01-19,Richmond City,Richmond,1b,https://www.vdh.virginia.gov/richmond-city/
2021-01-19,Westmoreland,Three Rivers,1b,https://www.vdh.virginia.gov/three-rivers/
2021-01-19,Pulaski,New River,1b,https://www.nrvroadtowellness.com/
2021-01-19,Henrico,Henrico,1b,https://henrico.us/health/
2021-01-19,Hopewell,Crater,1a,https://www.vdh.virginia.gov/crater/
2021-01-19,Caroline,Rappahannock,1b,https://www.vdh.virginia.gov/rappahannock/
2021-01-19,Nelson,Blue Ridge,1b,https://www.vdh.virginia.gov/blue-ridge/
2021-01-19,Powhatan,Chesterfield,1b,https://www.vdh.virginia.gov/chesterfield/
2021-01-19,Campbell,Central Virginia,1a,https://www.vdh.virginia.gov/central-virginia/
2021-01-19,Hanover,Chickahominy,1b,https://www.vdh.virginia.gov/chickahominy/
2021-01-19,Chesapeake,Chesapeake,1b,https://www.vdh.virginia.gov/chesapeake/
2021-01-19,Buchanan,Cumberland Plateau,1b,https://www.vdh.virginia.gov/cumberland-plateau/
2021-01-19,Fluvanna,Blue Ridge,1b,https://www.vdh.virginia.gov/blue-ridge/
2021-01-19,Poquoson,Peninsula,1a,https://www.vdh.virginia.gov/peninsula/
2021-01-19,Fauquier,Rappahannock Rapidan,1b,https://www.vdh.virginia.gov/rappahannock-rapidan/
2021-01-19,Amherst,Central Virginia,1a,https://www.vdh.virginia.gov/central-virginia/
2021-01-19,Fredericksburg,Rappahannock,1b,https://www.vdh.virginia.gov/rappahannock/
2021-01-19,Grayson,Mount Rogers,1b,https://www.vdh.virginia.gov/mount-rogers/
2021-01-19,Martinsville,West Piedmont,1a,https://www.vdh.virginia.gov/west-piedmont/
2021-01-19,Bristol,Mount Rogers,1b,https://www.vdh.virginia.gov/mount-rogers/
2021-01-19,Harrisonburg,Central Shenandoah,1b,https://www.vdh.virginia.gov/central-shenandoah/
2021-01-19,Prince Edward,Piedmont,1a,https://www.vdh.virginia.gov/piedmont/
2021-01-19,Cumberland,Piedmont,1a,https://www.vdh.virginia.gov/piedmont/
2021-01-19,Greensville,Crater,1a,https://www.vdh.virginia.gov/crater/
2021-01-19,Carroll,Mount Rogers,1b,https://www.vdh.virginia.gov/mount-rogers/
2021-01-19,Rockingham,Central Shenandoah,1b,https://www.vdh.virginia.gov/central-shenandoah/
2021-01-19,Montgomery,New River,1b,https://www.nrvroadtowellness.com/
2021-01-19,Chesterfield,Chesterfield,1b,https://www.vdh.virginia.gov/chesterfield/
2021-01-19,Manassas City,Prince William,1b,https://www.vdh.virginia.gov/prince-william/
2021-01-19,Page,Lord Fairfax,1b,https://www.vdh.virginia.gov/lord-fairfax/
2021-01-19,Arlington,Arlington,1b,https://www.arlingtonva.us/covid-19/
2021-01-19,Bedford,Central Virginia,1a,https://www.vdh.virginia.gov/central-virginia/
2021-01-19,Lunenburg,Piedmont,1a,https://www.vdh.virginia.gov/piedmont/
2021-01-19,Essex,Three Rivers,1b,https://www.vdh.virginia.gov/three-rivers/
2021-01-19,Greene,Blue Ridge,1b,https://www.vdh.virginia.gov/blue-ridge/
2021-01-19,Washington,Mount Rogers,1b,https://www.vdh.virginia.gov/mount-rogers/
2021-01-19,Virginia Beach,Virginia Beach,1a,https://www.vdh.virginia.gov/virginia-beach/
2021-01-19,Giles,New River,1b,https://www.nrvroadtowellness.com/
2021-01-19,Clarke,Lord Fairfax,1b,https://www.vdh.virginia.gov/lord-fairfax/
2021-01-19,Alleghany,Alleghany,1b,https://www.vdh.virginia.gov/alleghany/
2021-01-19,Gloucester,Three Rivers,1b,https://www.vdh.virginia.gov/three-rivers/
2021-01-19,Bland,Mount Rogers,1b,https://www.vdh.virginia.gov/mount-rogers/
2021-01-19,York,Peninsula,1a,https://www.vdh.virginia.gov/peninsula/
2021-01-19,Norfolk,Norfolk,1a,https://www.norfolk.gov/153/Public-Health
2021-01-19,Henry,West Piedmont,1a,https://www.vdh.virginia.gov/west-piedmont/
2021-01-19,Staunton,Central Shenandoah,1b,https://www.vdh.virginia.gov/central-shenandoah/
2021-01-19,Smyth,Mount Rogers,1b,https://www.vdh.virginia.gov/mount-rogers/
2021-01-19,Roanoke County,Alleghany,1b,https://www.vdh.virginia.gov/alleghany/
2021-01-19,Prince William,Prince William,1b,https://www.vdh.virginia.gov/prince-william/
2021-01-19,Fairfax City,Fairfax,1b,https://www.fairfaxcounty.gov/health/
2021-01-19,Stafford,Rappahannock,1b,https://www.vdh.virginia.gov/rappahannock/
2021-01-19,Salem,Alleghany,1b,https://www.vdh.virginia.gov/alleghany/
2021-01-19,Halifax,Southside,1b,https://www.vdh.virginia.gov/southside/
2021-01-19,Sussex,Crater,1a,https://www.vdh.virginia.gov/crater/
2021-01-19,Colonial Heights,Chesterfield,1b,https://www.vdh.virginia.gov/chesterfield/
2021-01-19,Albemarle,Blue Ridge,1b,https://www.vdh.virginia.gov/blue-ridge/
2021-01-19,Floyd,New River,1b,https://www.nrvroadtowellness.com/
2021-01-19,Nottoway,Piedmont,1a,https://www.vdh.virginia.gov/piedmont/
2021-01-19,Shenandoah,Lord Fairfax,1b,https://www.vdh.virginia.gov/lord-fairfax/
2021-01-19,Portsmouth,Portsmouth,1a,https://www.vdh.virginia.gov/portsmouth/
2021-01-19,Alexandria,Alexandria,1b,https://www.alexandriava.gov/Health
2021-01-19,Covington,Alleghany,1b,https://www.vdh.virginia.gov/alleghany/
2021-01-19,Pittsylvania,Pittsylvania-Danville,1b,https://www.vdh.virginia.gov/pittsylvania-danville/
2021-01-19,Northumberland,Three Rivers,1b,https://www.vdh.virginia.gov/three-rivers/
2021-01-19,Highland,Central Shenandoah,1b,https://www.vdh.virginia.gov/central-shenandoah/
