Report Date,Week End Date,Geography Type,Geography Name,Facility Type,Count of CLI Visits,Count of ED Visits,Count of UC Visits,Percent of CLI Visits,Count of CLI Hospitalizations,Percent of  CLI Hospitalizations
11/23/2020,11/14/2020,Health Region,Southwest Region,Urgent Care,162,0,1612,10,0,0
11/23/2020,10/17/2020,Health Region,Northwest Region,Emergency Department,468,8478,0,6,147,31
11/23/2020,05/30/2020,Health Region,Central Region,Emergency Department,840,10299,0,8,330,39
11/23/2020,09/26/2020,Health Region,Southwest Region,Urgent Care,106,0,1526,7,0,0
11/23/2020,10/17/2020,Health Region,Southwest Region,Emergency Department,856,9373,0,9,243,28
11/23/2020,06/27/2020,Health Region,Central Region,Urgent Care,1760,0,6132,29,0,0
11/23/2020,04/11/2020,Health Region,Central Region,Emergency Department,778,7803,0,10,307,39
11/23/2020,08/15/2020,Health Region,Central Region,Urgent Care,1095,0,6067,18,0,0
11/23/2020,06/13/2020,Health Region,Eastern Region,Urgent Care,1090,0,7462,15,0,0
11/23/2020,08/15/2020,Health Region,Northwest Region,Urgent Care,302,0,2672,11,0,0
11/23/2020,10/03/2020,Health Region,Northwest Region,Urgent Care,379,0,2970,13,0,0
11/23/2020,03/28/2020,Health Region,Central Region,Emergency Department,1064,9789,0,11,253,24
11/23/2020,07/25/2020,Health Region,Southwest Region,Urgent Care,215,0,2927,7,0,0
11/23/2020,11/21/2020,Health Region,Eastern Region,Emergency Department,1128,14736,0,8,205,18
11/23/2020,11/21/2020,Health Region,Northern Region,Emergency Department,1188,9607,0,12,115,10
11/23/2020,11/07/2020,Health Region,Eastern Region,Emergency Department,874,14409,0,6,218,25
11/23/2020,09/19/2020,Health Region,Eastern Region,Emergency Department,797,14461,0,6,244,31
11/23/2020,10/03/2020,Health Region,Northern Region,Emergency Department,587,9822,0,6,55,9
11/23/2020,10/17/2020,Health Region,Northwest Region,Urgent Care,543,0,3047,18,0,0
11/23/2020,04/25/2020,Health Region,Central Region,Urgent Care,736,0,3692,20,0,0
11/23/2020,06/13/2020,Health Region,Central Region,Urgent Care,1793,0,6315,28,0,0
11/23/2020,04/11/2020,Health Region,Eastern Region,Urgent Care,170,0,4661,4,0,0
11/23/2020,03/28/2020,Health Region,Southwest Region,Emergency Department,706,7355,0,10,177,25
11/23/2020,08/29/2020,Health Region,Central Region,Urgent Care,966,0,5921,16,0,0
11/23/2020,09/19/2020,Health Region,Northern Region,Emergency Department,575,9332,0,6,64,11
11/23/2020,09/05/2020,Health Region,Eastern Region,Emergency Department,1004,14899,0,7,276,27
11/23/2020,06/13/2020,Health Region,Central Region,Emergency Department,684,11151,0,6,263,38
11/23/2020,03/14/2020,Health Region,Northwest Region,Urgent Care,299,0,3805,8,0,0
11/23/2020,08/15/2020,Health Region,Southwest Region,Emergency Department,639,9623,0,7,184,29
11/23/2020,04/11/2020,Health Region,Central Region,Urgent Care,100,0,2892,3,0,0
11/23/2020,04/18/2020,Health Region,Eastern Region,Emergency Department,694,9490,0,7,222,32
11/23/2020,07/04/2020,Health Region,Northern Region,Emergency Department,555,9037,0,6,59,11
11/23/2020,04/25/2020,Health Region,Eastern Region,Urgent Care,304,0,4938,6,0,0
11/23/2020,06/13/2020,Health Region,Southwest Region,Emergency Department,322,9111,0,4,139,43
11/23/2020,08/15/2020,Health Region,Northwest Region,Emergency Department,512,9015,0,6,155,30
11/23/2020,07/18/2020,Health Region,Northern Region,Emergency Department,591,9107,0,6,76,13
11/23/2020,10/03/2020,Health Region,Northern Region,Urgent Care,2305,0,7749,30,0,0
11/23/2020,05/23/2020,Health Region,Southwest Region,Urgent Care,27,0,1013,3,0,0
11/23/2020,06/27/2020,Health Region,Eastern Region,Urgent Care,1531,0,7760,20,0,0
11/23/2020,03/28/2020,Health Region,Northwest Region,Emergency Department,756,7025,0,11,150,20
11/23/2020,10/31/2020,Health Region,Southwest Region,Emergency Department,999,9411,0,11,272,27
11/23/2020,10/31/2020,Health Region,Central Region,Emergency Department,922,11884,0,8,288,31
11/23/2020,08/01/2020,Health Region,Northwest Region,Urgent Care,312,0,2730,11,0,0
11/23/2020,04/11/2020,Health Region,Northwest Region,Emergency Department,600,6025,0,10,168,28
11/23/2020,08/22/2020,Health Region,Eastern Region,Emergency Department,1215,15052,0,8,289,24
11/23/2020,08/29/2020,Health Region,Eastern Region,Urgent Care,950,0,8466,11,0,0
11/23/2020,05/30/2020,Health Region,Northwest Region,Emergency Department,530,7779,0,7,144,27
11/23/2020,03/28/2020,Health Region,Northern Region,Urgent Care,316,0,3692,9,0,0
11/23/2020,05/16/2020,Health Region,Northern Region,Urgent Care,1620,0,4469,36,0,0
11/23/2020,09/12/2020,Health Region,Central Region,Urgent Care,1452,0,6444,23,0,0
11/23/2020,10/17/2020,Health Region,Eastern Region,Urgent Care,1958,0,9553,20,0,0
11/23/2020,10/17/2020,Health Region,Central Region,Emergency Department,934,12252,0,8,330,35
11/23/2020,07/04/2020,Health Region,Eastern Region,Emergency Department,1011,14858,0,7,235,23
11/23/2020,04/11/2020,Health Region,Southwest Region,Emergency Department,460,6244,0,7,160,35
11/23/2020,05/30/2020,Health Region,Southwest Region,Emergency Department,314,8593,0,4,126,40
11/23/2020,05/16/2020,Health Region,Northern Region,Emergency Department,1312,8119,0,16,137,10
11/23/2020,05/09/2020,Health Region,Southwest Region,Urgent Care,47,0,956,5,0,0
11/23/2020,03/21/2020,Health Region,Southwest Region,Urgent Care,200,0,1744,11,0,0
11/23/2020,05/02/2020,Health Region,Eastern Region,Emergency Department,694,10369,0,7,205,30
11/23/2020,08/29/2020,Health Region,Central Region,Emergency Department,865,12258,0,7,269,31
11/23/2020,08/01/2020,Health Region,Northern Region,Urgent Care,1315,0,6070,22,0,0
11/23/2020,09/19/2020,Health Region,Northern Region,Urgent Care,1960,0,7294,27,0,0
11/23/2020,05/30/2020,Health Region,Northwest Region,Urgent Care,380,0,2174,17,0,0
11/23/2020,04/11/2020,Health Region,Northwest Region,Urgent Care,99,0,1481,7,0,0
11/23/2020,10/31/2020,Health Region,Central Region,Urgent Care,1706,0,6626,26,0,0
11/23/2020,08/15/2020,Health Region,Central Region,Emergency Department,836,11942,0,7,304,36
11/23/2020,05/16/2020,Health Region,Northwest Region,Urgent Care,333,0,1911,17,0,0
11/23/2020,11/14/2020,Health Region,Central Region,Urgent Care,1907,0,7052,27,0,0
11/23/2020,10/31/2020,Health Region,Eastern Region,Urgent Care,2277,0,9604,24,0,0
11/23/2020,08/01/2020,Health Region,Northwest Region,Emergency Department,496,9076,0,5,132,27
11/23/2020,06/13/2020,Health Region,Northwest Region,Emergency Department,379,8128,0,5,118,31
11/23/2020,06/27/2020,Health Region,Central Region,Emergency Department,716,11668,0,6,268,37
11/23/2020,05/02/2020,Health Region,Northern Region,Emergency Department,1498,7927,0,19,147,10
11/23/2020,07/18/2020,Health Region,Northern Region,Urgent Care,2561,0,7482,34,0,0
11/23/2020,03/28/2020,Health Region,Northwest Region,Urgent Care,161,0,1745,9,0,0
11/23/2020,03/07/2020,Health Region,Southwest Region,Urgent Care,212,0,2596,8,0,0
11/23/2020,06/20/2020,Health Region,Eastern Region,Emergency Department,525,13537,0,4,183,35
11/23/2020,03/14/2020,Health Region,Northern Region,Emergency Department,1165,12639,0,9,69,6
11/23/2020,03/21/2020,Health Region,Eastern Region,Emergency Department,1691,14983,0,11,248,15
11/23/2020,05/16/2020,Health Region,Northwest Region,Emergency Department,605,6985,0,9,166,27
11/23/2020,04/04/2020,Health Region,Southwest Region,Urgent Care,77,0,949,8,0,0
11/23/2020,03/14/2020,Health Region,Central Region,Urgent Care,417,0,7210,6,0,0
11/23/2020,04/04/2020,Health Region,Northern Region,Emergency Department,1005,6820,0,15,95,9
11/23/2020,06/20/2020,Health Region,Northern Region,Urgent Care,2205,0,6196,36,0,0
11/23/2020,08/22/2020,Health Region,Southwest Region,Urgent Care,61,0,1499,4,0,0
11/23/2020,08/01/2020,Health Region,Central Region,Emergency Department,960,12150,0,8,300,31
11/23/2020,11/07/2020,Health Region,Northern Region,Emergency Department,738,9343,0,8,77,10
11/23/2020,11/07/2020,Health Region,Northern Region,Urgent Care,2389,0,7212,33,0,0
11/23/2020,05/30/2020,Health Region,Central Region,Urgent Care,1838,0,5755,32,0,0
11/23/2020,03/14/2020,Health Region,Central Region,Emergency Department,978,15867,0,6,192,20
11/23/2020,03/28/2020,Health Region,Eastern Region,Urgent Care,384,0,5652,7,0,0
11/23/2020,06/06/2020,Health Region,Eastern Region,Emergency Department,518,12701,0,4,211,41
11/23/2020,08/22/2020,Health Region,Northern Region,Emergency Department,686,9571,0,7,69,10
11/23/2020,10/31/2020,Health Region,Northwest Region,Urgent Care,606,0,3116,19,0,0
11/23/2020,07/18/2020,Health Region,Southwest Region,Emergency Department,609,9581,0,6,163,27
11/23/2020,11/07/2020,Health Region,Central Region,Emergency Department,1019,11824,0,9,325,32
11/23/2020,11/14/2020,Health Region,Northwest Region,Urgent Care,808,0,3161,26,0,0
11/23/2020,05/23/2020,Health Region,Eastern Region,Emergency Department,596,11713,0,5,216,36
11/23/2020,05/16/2020,Health Region,Central Region,Urgent Care,1466,0,4999,29,0,0
11/23/2020,11/21/2020,Health Region,Eastern Region,Urgent Care,3860,0,10958,35,0,0
11/23/2020,03/07/2020,Health Region,Northwest Region,Urgent Care,262,0,3831,7,0,0
11/23/2020,07/18/2020,Health Region,Central Region,Emergency Department,878,12100,0,7,272,31
11/23/2020,10/03/2020,Health Region,Central Region,Urgent Care,1584,0,6905,23,0,0
11/23/2020,10/24/2020,Health Region,Northern Region,Emergency Department,640,9614,0,7,81,13
11/23/2020,09/05/2020,Health Region,Central Region,Emergency Department,960,12361,0,8,324,34
11/23/2020,11/07/2020,Health Region,Southwest Region,Emergency Department,1006,9410,0,11,307,31
11/23/2020,08/01/2020,Health Region,Eastern Region,Urgent Care,1362,0,8581,16,0,0
11/23/2020,05/09/2020,Health Region,Northwest Region,Urgent Care,250,0,1727,14,0,0
11/23/2020,05/02/2020,Health Region,Northwest Region,Emergency Department,633,6897,0,9,137,22
11/23/2020,04/18/2020,Health Region,Southwest Region,Urgent Care,47,0,811,6,0,0
11/23/2020,11/21/2020,Health Region,Central Region,Urgent Care,2221,0,7222,31,0,0
11/23/2020,09/19/2020,Health Region,Eastern Region,Urgent Care,1408,0,8963,16,0,0
11/23/2020,03/14/2020,Health Region,Northwest Region,Emergency Department,774,11149,0,7,139,18
11/23/2020,06/27/2020,Health Region,Northwest Region,Urgent Care,350,0,2465,14,0,0
11/23/2020,05/02/2020,Health Region,Central Region,Emergency Department,647,8448,0,8,225,35
11/23/2020,04/18/2020,Health Region,Northern Region,Urgent Care,355,0,2861,12,0,0
11/23/2020,06/06/2020,Health Region,Southwest Region,Urgent Care,30,0,1330,2,0,0
11/23/2020,08/08/2020,Health Region,Southwest Region,Urgent Care,65,0,1733,4,0,0
11/23/2020,05/02/2020,Health Region,Southwest Region,Urgent Care,33,0,883,4,0,0
11/23/2020,06/20/2020,Health Region,Southwest Region,Urgent Care,35,0,1890,2,0,0
11/23/2020,07/04/2020,Health Region,Central Region,Emergency Department,710,11502,0,6,257,36
11/23/2020,05/16/2020,Health Region,Central Region,Emergency Department,699,9334,0,7,300,43
11/23/2020,08/29/2020,Health Region,Northwest Region,Urgent Care,261,0,2708,10,0,0
11/23/2020,09/19/2020,Health Region,Central Region,Urgent Care,1507,0,6857,22,0,0
11/23/2020,08/01/2020,Health Region,Central Region,Urgent Care,972,0,5889,17,0,0
11/23/2020,05/30/2020,Health Region,Eastern Region,Urgent Care,1249,0,7116,18,0,0
11/23/2020,07/18/2020,Health Region,Eastern Region,Urgent Care,2406,0,9986,24,0,0
11/23/2020,04/18/2020,Health Region,Northwest Region,Emergency Department,600,6171,0,10,155,26
11/23/2020,10/10/2020,Health Region,Southwest Region,Urgent Care,132,0,1629,8,0,0
11/23/2020,10/03/2020,Health Region,Eastern Region,Urgent Care,1661,0,9536,17,0,0
11/23/2020,07/11/2020,Health Region,Northwest Region,Urgent Care,427,0,2937,15,0,0
11/23/2020,07/04/2020,Health Region,Northwest Region,Emergency Department,414,8342,0,5,140,34
11/23/2020,11/21/2020,Health Region,Northwest Region,Emergency Department,800,8825,0,9,177,22
11/23/2020,11/21/2020,Health Region,Southwest Region,Emergency Department,1076,8952,0,12,321,30
11/23/2020,05/16/2020,Health Region,Eastern Region,Urgent Care,894,0,6213,14,0,0
11/23/2020,05/02/2020,Health Region,Northern Region,Urgent Care,838,0,3571,23,0,0
11/23/2020,10/10/2020,Health Region,Northern Region,Emergency Department,618,9514,0,6,71,11
11/23/2020,07/18/2020,Health Region,Central Region,Urgent Care,1815,0,6731,27,0,0
11/23/2020,09/05/2020,Health Region,Southwest Region,Emergency Department,640,9545,0,7,183,29
11/23/2020,09/12/2020,Health Region,Northwest Region,Urgent Care,323,0,2699,12,0,0
11/23/2020,09/19/2020,Health Region,Central Region,Emergency Department,921,12265,0,8,297,32
11/23/2020,07/04/2020,Health Region,Southwest Region,Urgent Care,80,0,1949,4,0,0
11/23/2020,09/19/2020,Health Region,Southwest Region,Emergency Department,562,9391,0,6,162,29
11/23/2020,04/04/2020,Health Region,Eastern Region,Emergency Department,1130,10157,0,11,254,22
11/23/2020,04/25/2020,Health Region,Northwest Region,Urgent Care,105,0,1446,7,0,0
11/23/2020,03/28/2020,Health Region,Central Region,Urgent Care,154,0,3394,5,0,0
11/23/2020,10/10/2020,Health Region,Eastern Region,Emergency Department,990,15132,0,7,272,27
11/23/2020,03/14/2020,Health Region,Eastern Region,Urgent Care,983,0,12420,8,0,0
11/23/2020,04/18/2020,Health Region,Northern Region,Emergency Department,1109,6628,0,17,121,11
11/23/2020,09/05/2020,Health Region,Southwest Region,Urgent Care,100,0,1478,7,0,0
11/23/2020,07/04/2020,Health Region,Northern Region,Urgent Care,2269,0,6925,33,0,0
11/23/2020,08/22/2020,Health Region,Northern Region,Urgent Care,1387,0,6304,22,0,0
11/23/2020,07/18/2020,Health Region,Northwest Region,Emergency Department,521,8797,0,6,155,30
11/23/2020,06/06/2020,Health Region,Northern Region,Emergency Department,766,8283,0,9,82,11
11/23/2020,10/24/2020,Health Region,Southwest Region,Urgent Care,171,0,1650,10,0,0
11/23/2020,07/25/2020,Health Region,Eastern Region,Emergency Department,1867,16096,0,12,329,18
11/23/2020,03/14/2020,Health Region,Southwest Region,Emergency Department,722,11677,0,6,166,23
11/23/2020,05/02/2020,Health Region,Southwest Region,Emergency Department,351,7033,0,5,147,42
11/23/2020,10/03/2020,Health Region,Central Region,Emergency Department,1008,12455,0,8,319,32
11/23/2020,08/08/2020,Health Region,Northern Region,Emergency Department,643,9396,0,7,68,11
11/23/2020,10/24/2020,Health Region,Northern Region,Urgent Care,2242,0,7368,30,0,0
11/23/2020,11/21/2020,Health Region,Central Region,Emergency Department,1204,11818,0,10,304,25
11/23/2020,09/05/2020,Health Region,Northern Region,Urgent Care,1774,0,6743,26,0,0
11/23/2020,09/05/2020,Health Region,Northwest Region,Emergency Department,428,8728,0,5,133,31
11/23/2020,11/07/2020,Health Region,Northwest Region,Emergency Department,540,8556,0,6,156,29
11/23/2020,09/19/2020,Health Region,Northwest Region,Emergency Department,429,8791,0,5,132,31
11/23/2020,08/08/2020,Health Region,Eastern Region,Emergency Department,1452,15117,0,10,306,21
11/23/2020,07/04/2020,Health Region,Southwest Region,Emergency Department,481,9321,0,5,140,29
11/23/2020,09/26/2020,Health Region,Eastern Region,Emergency Department,828,14542,0,6,272,33
11/23/2020,06/20/2020,Health Region,Northern Region,Emergency Department,526,8290,0,6,67,13
11/23/2020,05/16/2020,Health Region,Southwest Region,Emergency Department,320,7468,0,4,140,44
11/23/2020,11/07/2020,Health Region,Southwest Region,Urgent Care,169,0,1517,11,0,0
11/23/2020,11/14/2020,Health Region,Eastern Region,Emergency Department,1065,15280,0,7,221,21
11/23/2020,08/22/2020,Health Region,Central Region,Emergency Department,964,12136,0,8,310,32
11/23/2020,05/23/2020,Health Region,Northwest Region,Urgent Care,374,0,2080,18,0,0
11/23/2020,06/20/2020,Health Region,Central Region,Urgent Care,1959,0,6475,30,0,0
11/23/2020,04/18/2020,Health Region,Eastern Region,Urgent Care,138,0,4585,3,0,0
11/23/2020,09/26/2020,Health Region,Northern Region,Urgent Care,2041,0,7131,29,0,0
11/23/2020,07/11/2020,Health Region,Northern Region,Emergency Department,616,9156,0,7,68,11
11/23/2020,06/27/2020,Health Region,Eastern Region,Emergency Department,610,14192,0,4,225,37
11/23/2020,10/24/2020,Health Region,Southwest Region,Emergency Department,919,9551,0,10,282,31
11/23/2020,04/04/2020,Health Region,Central Region,Emergency Department,848,8312,0,10,268,32
11/23/2020,07/04/2020,Health Region,Eastern Region,Urgent Care,1967,0,9062,22,0,0
11/23/2020,04/04/2020,Health Region,Northwest Region,Emergency Department,659,6228,0,11,161,24
