"Report Date","Week End Date","Geography Type","Geography Name","Facility Type","Count of CLI Visits","Count of ED Visits","Count of UC Visits","Percent of CLI Visits","Count of CLI Hospitalizations","Percent of  CLI Hospitalizations"
07/27/2020,04/11/2020,"Health Region","Southwest Region","Urgent Care",60,0,852,7,0,0
07/27/2020,03/28/2020,"Health Region","Northern Region","Emergency Department",1129,7966,0,14,94,8
07/27/2020,06/27/2020,"Health Region","Southwest Region","Urgent Care",111,0,2085,5,0,0
07/27/2020,07/04/2020,"Health Region","Northwest Region","Urgent Care",364,0,2707,13,0,0
07/27/2020,07/11/2020,"Health Region","Central Region","Emergency Department",868,12359,0,7,278,32
07/27/2020,03/14/2020,"Health Region","Eastern Region","Emergency Department",1356,18861,0,7,238,18
07/27/2020,04/25/2020,"Health Region","Southwest Region","Urgent Care",36,0,782,5,0,0
07/27/2020,05/30/2020,"Health Region","Northern Region","Urgent Care",2374,0,5864,40,0,0
07/27/2020,04/25/2020,"Health Region","Central Region","Emergency Department",555,7997,0,7,211,38
07/27/2020,03/14/2020,"Health Region","Northern Region","Urgent Care",629,0,8753,7,0,0
07/27/2020,06/13/2020,"Health Region","Northwest Region","Urgent Care",367,0,2473,15,0,0
07/27/2020,05/30/2020,"Health Region","Northern Region","Emergency Department",999,8397,0,12,108,11
07/27/2020,07/11/2020,"Health Region","Southwest Region","Urgent Care",147,0,2499,6,0,0
07/27/2020,05/30/2020,"Health Region","Central Region","Emergency Department",840,10301,0,8,330,39
07/27/2020,04/11/2020,"Health Region","Central Region","Emergency Department",779,7802,0,10,307,39
07/27/2020,06/27/2020,"Health Region","Central Region","Urgent Care",1760,0,6131,29,0,0
07/27/2020,06/13/2020,"Health Region","Eastern Region","Urgent Care",1090,0,7462,15,0,0
07/27/2020,03/28/2020,"Health Region","Central Region","Emergency Department",1063,9787,0,11,253,24
07/27/2020,07/25/2020,"Health Region","Southwest Region","Urgent Care",215,0,2927,7,0,0
07/27/2020,04/25/2020,"Health Region","Central Region","Urgent Care",736,0,3692,20,0,0
07/27/2020,06/13/2020,"Health Region","Central Region","Urgent Care",1793,0,6315,28,0,0
07/27/2020,04/11/2020,"Health Region","Eastern Region","Urgent Care",170,0,4660,4,0,0
07/27/2020,03/28/2020,"Health Region","Southwest Region","Emergency Department",706,7355,0,10,177,25
07/27/2020,06/13/2020,"Health Region","Central Region","Emergency Department",681,11147,0,6,260,38
07/27/2020,03/14/2020,"Health Region","Northwest Region","Urgent Care",299,0,3805,8,0,0
07/27/2020,04/11/2020,"Health Region","Central Region","Urgent Care",100,0,2892,3,0,0
07/27/2020,04/18/2020,"Health Region","Eastern Region","Emergency Department",694,9487,0,7,222,32
07/27/2020,07/04/2020,"Health Region","Northern Region","Emergency Department",554,9027,0,6,59,11
07/27/2020,04/25/2020,"Health Region","Eastern Region","Urgent Care",304,0,4938,6,0,0
07/27/2020,06/13/2020,"Health Region","Southwest Region","Emergency Department",322,9113,0,4,139,43
07/27/2020,07/18/2020,"Health Region","Northern Region","Emergency Department",590,9097,0,6,76,13
07/27/2020,05/23/2020,"Health Region","Southwest Region","Urgent Care",27,0,1013,3,0,0
07/27/2020,06/27/2020,"Health Region","Eastern Region","Urgent Care",1531,0,7760,20,0,0
07/27/2020,03/28/2020,"Health Region","Northwest Region","Emergency Department",756,7024,0,11,150,20
07/27/2020,04/11/2020,"Health Region","Northwest Region","Emergency Department",600,6025,0,10,168,28
07/27/2020,05/30/2020,"Health Region","Northwest Region","Emergency Department",531,7778,0,7,144,27
07/27/2020,03/28/2020,"Health Region","Northern Region","Urgent Care",316,0,3692,9,0,0
07/27/2020,05/16/2020,"Health Region","Northern Region","Urgent Care",1619,0,4468,36,0,0
07/27/2020,07/04/2020,"Health Region","Eastern Region","Emergency Department",1011,14860,0,7,233,23
07/27/2020,04/11/2020,"Health Region","Southwest Region","Emergency Department",460,6244,0,7,160,35
07/27/2020,05/30/2020,"Health Region","Southwest Region","Emergency Department",314,8593,0,4,126,40
07/27/2020,05/16/2020,"Health Region","Northern Region","Emergency Department",1309,8111,0,16,137,10
07/27/2020,03/21/2020,"Health Region","Southwest Region","Urgent Care",200,0,1744,11,0,0
07/27/2020,05/09/2020,"Health Region","Southwest Region","Urgent Care",47,0,956,5,0,0
07/27/2020,05/02/2020,"Health Region","Eastern Region","Emergency Department",691,10367,0,7,205,30
07/27/2020,04/11/2020,"Health Region","Northwest Region","Urgent Care",99,0,1481,7,0,0
07/27/2020,05/30/2020,"Health Region","Northwest Region","Urgent Care",380,0,2174,17,0,0
07/27/2020,05/16/2020,"Health Region","Northwest Region","Urgent Care",333,0,1911,17,0,0
07/27/2020,06/13/2020,"Health Region","Northwest Region","Emergency Department",379,8128,0,5,118,31
07/27/2020,06/27/2020,"Health Region","Central Region","Emergency Department",714,11668,0,6,265,37
07/27/2020,05/02/2020,"Health Region","Northern Region","Emergency Department",1493,7923,0,19,147,10
07/27/2020,07/18/2020,"Health Region","Northern Region","Urgent Care",2555,0,7469,34,0,0
07/27/2020,03/28/2020,"Health Region","Northwest Region","Urgent Care",161,0,1745,9,0,0
07/27/2020,03/07/2020,"Health Region","Southwest Region","Urgent Care",212,0,2596,8,0,0
07/27/2020,06/20/2020,"Health Region","Eastern Region","Emergency Department",525,13532,0,4,183,35
07/27/2020,03/14/2020,"Health Region","Northern Region","Emergency Department",1165,12640,0,9,69,6
07/27/2020,03/21/2020,"Health Region","Eastern Region","Emergency Department",1692,14983,0,11,248,15
07/27/2020,05/16/2020,"Health Region","Northwest Region","Emergency Department",604,6984,0,9,166,27
07/27/2020,04/04/2020,"Health Region","Southwest Region","Urgent Care",77,0,949,8,0,0
07/27/2020,03/14/2020,"Health Region","Central Region","Urgent Care",417,0,7210,6,0,0
07/27/2020,04/04/2020,"Health Region","Northern Region","Emergency Department",1004,6819,0,15,95,9
07/27/2020,06/20/2020,"Health Region","Northern Region","Urgent Care",2203,0,6192,36,0,0
07/27/2020,03/14/2020,"Health Region","Central Region","Emergency Department",978,15865,0,6,192,20
07/27/2020,05/30/2020,"Health Region","Central Region","Urgent Care",1838,0,5755,32,0,0
07/27/2020,03/28/2020,"Health Region","Eastern Region","Urgent Care",384,0,5652,7,0,0
07/27/2020,06/06/2020,"Health Region","Eastern Region","Emergency Department",518,12699,0,4,211,41
07/27/2020,07/18/2020,"Health Region","Southwest Region","Emergency Department",594,9565,0,6,159,27
07/27/2020,05/23/2020,"Health Region","Eastern Region","Emergency Department",598,11708,0,5,216,36
07/27/2020,05/16/2020,"Health Region","Central Region","Urgent Care",1466,0,4999,29,0,0
07/27/2020,03/07/2020,"Health Region","Northwest Region","Urgent Care",262,0,3831,7,0,0
07/27/2020,07/18/2020,"Health Region","Central Region","Emergency Department",856,12087,0,7,244,29
07/27/2020,05/02/2020,"Health Region","Northwest Region","Emergency Department",633,6898,0,9,137,22
07/27/2020,05/09/2020,"Health Region","Northwest Region","Urgent Care",250,0,1728,14,0,0
07/27/2020,04/18/2020,"Health Region","Southwest Region","Urgent Care",47,0,811,6,0,0
07/27/2020,03/14/2020,"Health Region","Northwest Region","Emergency Department",774,11146,0,7,139,18
07/27/2020,06/27/2020,"Health Region","Northwest Region","Urgent Care",349,0,2464,14,0,0
07/27/2020,05/02/2020,"Health Region","Central Region","Emergency Department",647,8448,0,8,225,35
07/27/2020,04/18/2020,"Health Region","Northern Region","Urgent Care",355,0,2860,12,0,0
07/27/2020,06/06/2020,"Health Region","Southwest Region","Urgent Care",30,0,1330,2,0,0
07/27/2020,05/02/2020,"Health Region","Southwest Region","Urgent Care",33,0,883,4,0,0
07/27/2020,06/20/2020,"Health Region","Southwest Region","Urgent Care",35,0,1890,2,0,0
07/27/2020,05/16/2020,"Health Region","Central Region","Emergency Department",699,9336,0,7,300,43
07/27/2020,07/04/2020,"Health Region","Central Region","Emergency Department",707,11495,0,6,254,36
07/27/2020,05/30/2020,"Health Region","Eastern Region","Urgent Care",1249,0,7116,18,0,0
07/27/2020,07/18/2020,"Health Region","Eastern Region","Urgent Care",2406,0,9986,24,0,0
07/27/2020,04/18/2020,"Health Region","Northwest Region","Emergency Department",599,6171,0,10,155,26
07/27/2020,07/04/2020,"Health Region","Northwest Region","Emergency Department",414,8339,0,5,140,34
07/27/2020,07/11/2020,"Health Region","Northwest Region","Urgent Care",428,0,2938,15,0,0
07/27/2020,05/16/2020,"Health Region","Eastern Region","Urgent Care",894,0,6213,14,0,0
07/27/2020,05/02/2020,"Health Region","Northern Region","Urgent Care",828,0,3560,23,0,0
07/27/2020,07/18/2020,"Health Region","Central Region","Urgent Care",1815,0,6731,27,0,0
07/27/2020,07/04/2020,"Health Region","Southwest Region","Urgent Care",80,0,1949,4,0,0
07/27/2020,04/04/2020,"Health Region","Eastern Region","Emergency Department",1130,10156,0,11,254,22
07/27/2020,04/25/2020,"Health Region","Northwest Region","Urgent Care",105,0,1446,7,0,0
07/27/2020,03/28/2020,"Health Region","Central Region","Urgent Care",154,0,3394,5,0,0
07/27/2020,03/14/2020,"Health Region","Eastern Region","Urgent Care",983,0,12420,8,0,0
07/27/2020,04/18/2020,"Health Region","Northern Region","Emergency Department",1110,6628,0,17,121,11
07/27/2020,07/04/2020,"Health Region","Northern Region","Urgent Care",2269,0,6924,33,0,0
07/27/2020,07/18/2020,"Health Region","Northwest Region","Emergency Department",518,8795,0,6,154,30
07/27/2020,06/06/2020,"Health Region","Northern Region","Emergency Department",765,8269,0,9,82,11
07/27/2020,07/25/2020,"Health Region","Eastern Region","Emergency Department",1846,16082,0,11,323,17
07/27/2020,03/14/2020,"Health Region","Southwest Region","Emergency Department",722,11678,0,6,166,23
07/27/2020,05/02/2020,"Health Region","Southwest Region","Emergency Department",351,7033,0,5,147,42
07/27/2020,07/04/2020,"Health Region","Southwest Region","Emergency Department",481,9316,0,5,140,29
07/27/2020,06/20/2020,"Health Region","Northern Region","Emergency Department",526,8279,0,6,67,13
07/27/2020,05/16/2020,"Health Region","Southwest Region","Emergency Department",320,7466,0,4,140,44
07/27/2020,05/23/2020,"Health Region","Northwest Region","Urgent Care",374,0,2080,18,0,0
07/27/2020,06/20/2020,"Health Region","Central Region","Urgent Care",1959,0,6474,30,0,0
07/27/2020,04/18/2020,"Health Region","Eastern Region","Urgent Care",138,0,4585,3,0,0
07/27/2020,07/11/2020,"Health Region","Northern Region","Emergency Department",614,9151,0,7,68,11
07/27/2020,06/27/2020,"Health Region","Eastern Region","Emergency Department",609,14182,0,4,225,37
07/27/2020,04/04/2020,"Health Region","Central Region","Emergency Department",848,8312,0,10,268,32
07/27/2020,07/04/2020,"Health Region","Eastern Region","Urgent Care",1967,0,9062,22,0,0
07/27/2020,04/04/2020,"Health Region","Northwest Region","Emergency Department",659,6226,0,11,161,24
07/27/2020,05/16/2020,"Health Region","Southwest Region","Urgent Care",44,0,967,5,0,0
07/27/2020,06/20/2020,"Health Region","Eastern Region","Urgent Care",1248,0,7538,17,0,0
07/27/2020,03/21/2020,"Health Region","Northwest Region","Emergency Department",991,8683,0,11,162,16
07/27/2020,06/06/2020,"Health Region","Southwest Region","Emergency Department",358,8476,0,4,141,39
07/27/2020,06/06/2020,"Health Region","Central Region","Emergency Department",750,10395,0,7,296,39
07/27/2020,05/09/2020,"Health Region","Northern Region","Urgent Care",1102,0,3995,28,0,0
07/27/2020,04/25/2020,"Health Region","Eastern Region","Emergency Department",736,10264,0,7,240,33
07/27/2020,06/06/2020,"Health Region","Northwest Region","Urgent Care",308,0,2231,14,0,0
07/27/2020,05/09/2020,"Health Region","Northern Region","Emergency Department",1562,8163,0,19,192,12
07/27/2020,07/25/2020,"Health Region","Northwest Region","Urgent Care",330,0,2731,12,0,0
07/27/2020,06/20/2020,"Health Region","Central Region","Emergency Department",668,10861,0,6,270,40
07/27/2020,04/04/2020,"Health Region","Northern Region","Urgent Care",300,0,3044,10,0,0
07/27/2020,06/20/2020,"Health Region","Northwest Region","Emergency Department",364,8033,0,5,98,27
07/27/2020,03/21/2020,"Health Region","Northwest Region","Urgent Care",187,0,2509,7,0,0
07/27/2020,03/07/2020,"Health Region","Northern Region","Emergency Department",690,12715,0,5,71,10
07/27/2020,05/23/2020,"Health Region","Northern Region","Urgent Care",2124,0,5376,40,0,0
07/27/2020,04/04/2020,"Health Region","Southwest Region","Emergency Department",541,6178,0,9,151,28
07/27/2020,03/21/2020,"Health Region","Northern Region","Emergency Department",1412,10265,0,14,67,5
07/27/2020,03/14/2020,"Health Region","Southwest Region","Urgent Care",241,0,2342,10,0,0
07/27/2020,03/07/2020,"Health Region","Eastern Region","Emergency Department",1058,18689,0,6,233,22
07/27/2020,06/06/2020,"Health Region","Northern Region","Urgent Care",2202,0,5987,37,0,0
07/27/2020,07/25/2020,"Health Region","Northern Region","Urgent Care",1613,0,6431,25,0,0
07/27/2020,04/04/2020,"Health Region","Northwest Region","Urgent Care",133,0,1585,8,0,0
07/27/2020,06/06/2020,"Health Region","Northwest Region","Emergency Department",461,7704,0,6,142,31
07/27/2020,07/25/2020,"Health Region","Northwest Region","Emergency Department",442,8759,0,5,128,29
07/27/2020,05/02/2020,"Health Region","Central Region","Urgent Care",749,0,3981,19,0,0
07/27/2020,06/06/2020,"Health Region","Eastern Region","Urgent Care",1144,0,7128,16,0,0
07/27/2020,05/23/2020,"Health Region","Northern Region","Emergency Department",1296,8135,0,16,153,12
07/27/2020,05/09/2020,"Health Region","Eastern Region","Emergency Department",606,11035,0,5,215,35
07/27/2020,05/23/2020,"Health Region","Northwest Region","Emergency Department",656,7523,0,9,162,25
07/27/2020,03/28/2020,"Health Region","Southwest Region","Urgent Care",136,0,1108,12,0,0
07/27/2020,04/18/2020,"Health Region","Southwest Region","Emergency Department",392,6237,0,6,156,40
07/27/2020,07/04/2020,"Health Region","Central Region","Urgent Care",1630,0,6380,26,0,0
07/27/2020,07/11/2020,"Health Region","Eastern Region","Emergency Department",1392,16558,0,8,258,19
07/27/2020,04/18/2020,"Health Region","Central Region","Emergency Department",636,7860,0,8,253,40
07/27/2020,03/21/2020,"Health Region","Northern Region","Urgent Care",393,0,5200,8,0,0
07/27/2020,03/07/2020,"Health Region","Northern Region","Urgent Care",656,0,9520,7,0,0
07/27/2020,05/02/2020,"Health Region","Eastern Region","Urgent Care",543,0,5347,10,0,0
07/27/2020,07/18/2020,"Health Region","Southwest Region","Urgent Care",169,0,2658,6,0,0
07/27/2020,04/18/2020,"Health Region","Central Region","Urgent Care",245,0,2984,8,0,0
07/27/2020,07/25/2020,"Health Region","Northern Region","Emergency Department",533,8931,0,6,66,12
07/27/2020,05/30/2020,"Health Region","Southwest Region","Urgent Care",30,0,1140,3,0,0
07/27/2020,06/20/2020,"Health Region","Southwest Region","Emergency Department",382,8783,0,4,133,35
07/27/2020,04/04/2020,"Health Region","Eastern Region","Urgent Care",207,0,4825,4,0,0
07/27/2020,05/23/2020,State,Virginia,"Urgent Care",5418,0,20616,26,0,0
07/27/2020,07/25/2020,State,Virginia,"Urgent Care",4752,0,26813,18,0,0
07/27/2020,06/13/2020,State,Virginia,"Emergency Department",2474,50294,0,5,798,32
07/27/2020,04/11/2020,State,Virginia,"Emergency Department",3821,36310,0,11,954,25
07/27/2020,05/30/2020,State,Virginia,"Emergency Department",3210,47364,0,7,893,28
07/27/2020,03/28/2020,State,Virginia,"Emergency Department",4955,44246,0,11,933,19
07/27/2020,04/04/2020,State,Virginia,"Urgent Care",810,0,13406,6,0,0
07/27/2020,06/06/2020,State,Virginia,"Urgent Care",5573,0,22685,25,0,0
07/27/2020,03/21/2020,State,Virginia,"Urgent Care",1769,0,22240,8,0,0
07/27/2020,07/04/2020,State,Virginia,"Emergency Department",3167,53037,0,6,826,26
07/27/2020,03/07/2020,State,Virginia,"Urgent Care",2508,0,36064,7,0,0
07/27/2020,05/02/2020,State,Virginia,"Emergency Department",3815,40669,0,9,861,23
07/27/2020,07/18/2020,State,Virginia,"Emergency Department",4294,56524,0,8,955,22
07/27/2020,05/16/2020,State,Virginia,"Emergency Department",3499,43202,0,8,946,27
07/27/2020,04/25/2020,State,Virginia,"Urgent Care",1710,0,13979,12,0,0
07/27/2020,07/11/2020,State,Virginia,"Urgent Care",7429,0,29743,25,0,0
07/27/2020,03/14/2020,State,Virginia,"Emergency Department",4995,70190,0,7,804,16
07/27/2020,05/09/2020,State,Virginia,"Urgent Care",3242,0,17013,19,0,0
07/27/2020,06/27/2020,State,Virginia,"Urgent Care",6013,0,24840,24,0,0
07/27/2020,06/13/2020,State,Virginia,"Urgent Care",5470,0,24260,23,0,0
07/27/2020,04/18/2020,State,Virginia,"Emergency Department",3431,36383,0,9,907,26
07/27/2020,04/11/2020,State,Virginia,"Urgent Care",808,0,12870,6,0,0
07/27/2020,06/20/2020,State,Virginia,"Emergency Department",2465,49488,0,5,751,30
07/27/2020,03/28/2020,State,Virginia,"Urgent Care",1151,0,15591,7,0,0
07/27/2020,03/14/2020,State,Virginia,"Urgent Care",2569,0,34530,7,0,0
07/27/2020,06/06/2020,State,Virginia,"Emergency Department",2852,47543,0,6,872,31
07/27/2020,05/30/2020,State,Virginia,"Urgent Care",5871,0,22049,27,0,0
07/27/2020,03/21/2020,State,Virginia,"Emergency Department",6297,55489,0,11,875,14
07/27/2020,04/04/2020,State,Virginia,"Emergency Department",4182,37691,0,11,929,22
07/27/2020,07/25/2020,State,Virginia,"Emergency Department",4159,54901,0,8,869,21
07/27/2020,04/18/2020,State,Virginia,"Urgent Care",890,0,12655,7,0,0
07/27/2020,03/07/2020,State,Virginia,"Emergency Department",3695,70145,0,5,835,23
07/27/2020,07/18/2020,State,Virginia,"Urgent Care",7461,0,29783,25,0,0
07/27/2020,06/20/2020,State,Virginia,"Urgent Care",5769,0,24590,23,0,0
07/27/2020,05/02/2020,State,Virginia,"Urgent Care",2364,0,15407,15,0,0
07/27/2020,05/16/2020,State,Virginia,"Urgent Care",4356,0,18558,23,0,0
07/27/2020,07/04/2020,State,Virginia,"Urgent Care",6310,0,27022,23,0,0
07/27/2020,04/25/2020,State,Virginia,"Emergency Department",3627,38563,0,9,878,24
07/27/2020,05/09/2020,State,Virginia,"Emergency Department",3911,42323,0,9,1099,28
07/27/2020,06/27/2020,State,Virginia,"Emergency Department",2693,52459,0,5,842,31
07/27/2020,05/23/2020,State,Virginia,"Emergency Department",3687,45241,0,8,1012,27
07/27/2020,07/11/2020,State,Virginia,"Emergency Department",3936,56845,0,7,914,23
