Report Date,Week End Date,Geography Type,Geography Name,Facility Type,Count of CLI Visits,Count of ED Visits,Count of UC Visits,Percent of CLI Visits,Count of CLI Hospitalizations,Percent of  CLI Hospitalizations
12/28/2020,06/27/2020,Health Region,Southwest Region,Emergency Department,477,9462,0,5,158,33
12/28/2020,11/28/2020,Health Region,Central Region,Emergency Department,1297,11626,0,11,360,28
12/28/2020,10/31/2020,Health Region,Northwest Region,Emergency Department,533,8396,0,6,151,28
12/28/2020,10/31/2020,Health Region,Northern Region,Urgent Care,2305,0,7226,32,0,0
12/28/2020,03/07/2020,Health Region,Central Region,Urgent Care,398,0,7414,5,0,0
12/28/2020,06/13/2020,Health Region,Southwest Region,Urgent Care,37,0,1694,2,0,0
12/28/2020,04/11/2020,Health Region,Northern Region,Urgent Care,379,0,2984,13,0,0
12/28/2020,07/25/2020,Health Region,Southwest Region,Emergency Department,590,9370,0,6,137,23
12/28/2020,05/30/2020,Health Region,Eastern Region,Emergency Department,527,12296,0,4,185,35
12/28/2020,03/07/2020,Health Region,Northwest Region,Emergency Department,595,11249,0,5,145,24
12/28/2020,03/07/2020,Health Region,Central Region,Emergency Department,709,15697,0,5,206,29
12/28/2020,10/31/2020,Health Region,Southwest Region,Urgent Care,166,0,1619,10,0,0
12/28/2020,06/13/2020,Health Region,Northern Region,Emergency Department,608,8493,0,7,86,14
12/28/2020,11/14/2020,Health Region,Northern Region,Urgent Care,2634,0,7741,34,0,0
12/28/2020,05/23/2020,Health Region,Central Region,Emergency Department,817,10003,0,8,337,41
12/28/2020,08/29/2020,Health Region,Northern Region,Urgent Care,1652,0,6546,25,0,0
12/28/2020,08/29/2020,Health Region,Southwest Region,Urgent Care,90,0,1479,6,0,0
12/28/2020,06/27/2020,Health Region,Northern Region,Urgent Care,2262,0,6401,35,0,0
12/28/2020,03/21/2020,Health Region,Central Region,Urgent Care,329,0,4706,7,0,0
12/28/2020,04/11/2020,Health Region,Northern Region,Emergency Department,1118,6591,0,17,101,9
12/28/2020,03/28/2020,Health Region,Eastern Region,Emergency Department,1302,12120,0,11,259,20
12/28/2020,03/21/2020,Health Region,Eastern Region,Urgent Care,660,0,8081,8,0,0
12/28/2020,11/14/2020,Health Region,Eastern Region,Urgent Care,3154,0,10700,29,0,0
12/28/2020,08/08/2020,Health Region,Eastern Region,Urgent Care,1136,0,7995,14,0,0
12/28/2020,05/09/2020,Health Region,Northwest Region,Emergency Department,617,6781,0,9,160,26
12/28/2020,10/10/2020,Health Region,Central Region,Urgent Care,1585,0,6772,23,0,0
12/28/2020,10/31/2020,Health Region,Northern Region,Emergency Department,619,9282,0,7,70,11
12/28/2020,08/29/2020,Health Region,Northern Region,Emergency Department,680,9513,0,7,77,11
12/28/2020,06/20/2020,Health Region,Northwest Region,Urgent Care,324,0,2496,13,0,0
12/28/2020,03/07/2020,Health Region,Southwest Region,Emergency Department,643,11799,0,5,180,28
12/28/2020,10/17/2020,Health Region,Eastern Region,Emergency Department,895,15016,0,6,257,29
12/28/2020,05/23/2020,Health Region,Central Region,Urgent Care,1717,0,5535,31,0,0
12/28/2020,11/07/2020,Health Region,Northwest Region,Urgent Care,726,0,3017,24,0,0
12/28/2020,07/25/2020,Health Region,Central Region,Emergency Department,901,11926,0,8,278,31
12/28/2020,07/11/2020,Health Region,Eastern Region,Urgent Care,2680,0,10349,26,0,0
12/28/2020,06/06/2020,Health Region,Central Region,Urgent Care,1889,0,6009,31,0,0
12/28/2020,03/21/2020,Health Region,Central Region,Emergency Department,1355,12505,0,11,217,16
12/28/2020,12/19/2020,Health Region,Eastern Region,Emergency Department,1692,14406,0,12,329,19
12/28/2020,10/24/2020,Health Region,Northwest Region,Urgent Care,573,0,3079,19,0,0
12/28/2020,05/23/2020,Health Region,Eastern Region,Urgent Care,1176,0,6611,18,0,0
12/28/2020,05/09/2020,Health Region,Central Region,Emergency Department,733,9093,0,8,353,48
12/28/2020,07/25/2020,Health Region,Central Region,Urgent Care,1114,0,5976,19,0,0
12/28/2020,04/11/2020,Health Region,Southwest Region,Urgent Care,60,0,852,7,0,0
12/28/2020,05/16/2020,Health Region,Eastern Region,Emergency Department,569,11312,0,5,203,36
12/28/2020,06/13/2020,Health Region,Northern Region,Urgent Care,2184,0,6317,35,0,0
12/28/2020,04/25/2020,Health Region,Northern Region,Urgent Care,532,0,3124,17,0,0
12/28/2020,09/05/2020,Health Region,Northwest Region,Urgent Care,313,0,2733,11,0,0
12/28/2020,07/18/2020,Health Region,Northwest Region,Urgent Care,517,0,2941,18,0,0
12/28/2020,09/26/2020,Health Region,Southwest Region,Emergency Department,590,9353,0,6,163,28
12/28/2020,06/27/2020,Health Region,Southwest Region,Urgent Care,111,0,2085,5,0,0
12/28/2020,08/15/2020,Health Region,Southwest Region,Urgent Care,54,0,1455,4,0,0
12/28/2020,03/28/2020,Health Region,Northern Region,Emergency Department,1129,7964,0,14,94,8
12/28/2020,07/04/2020,Health Region,Northwest Region,Urgent Care,364,0,2707,13,0,0
12/28/2020,07/11/2020,Health Region,Central Region,Emergency Department,878,12366,0,7,290,33
12/28/2020,08/22/2020,Health Region,Northwest Region,Urgent Care,261,0,2741,10,0,0
12/28/2020,09/26/2020,Health Region,Central Region,Urgent Care,1505,0,6757,22,0,0
12/28/2020,08/08/2020,Health Region,Central Region,Urgent Care,994,0,5764,17,0,0
12/28/2020,09/12/2020,Health Region,Eastern Region,Urgent Care,1398,0,8906,16,0,0
12/28/2020,04/25/2020,Health Region,Southwest Region,Urgent Care,36,0,782,5,0,0
12/28/2020,03/14/2020,Health Region,Eastern Region,Emergency Department,1356,18864,0,7,238,18
12/28/2020,11/28/2020,Health Region,Southwest Region,Emergency Department,1174,9071,0,13,364,31
12/28/2020,12/19/2020,Health Region,Central Region,Emergency Department,1602,11671,0,14,518,32
12/28/2020,08/15/2020,Health Region,Eastern Region,Urgent Care,1148,0,8597,13,0,0
12/28/2020,08/01/2020,Health Region,Northern Region,Emergency Department,613,9206,0,7,76,12
12/28/2020,05/30/2020,Health Region,Northern Region,Urgent Care,2375,0,5866,40,0,0
12/28/2020,11/28/2020,Health Region,Southwest Region,Urgent Care,161,0,1374,12,0,0
12/28/2020,10/03/2020,Health Region,Southwest Region,Emergency Department,755,9452,0,8,211,28
12/28/2020,04/25/2020,Health Region,Central Region,Emergency Department,555,7997,0,7,211,38
12/28/2020,09/12/2020,Health Region,Southwest Region,Urgent Care,97,0,1555,6,0,0
12/28/2020,12/19/2020,Health Region,Southwest Region,Emergency Department,1796,9782,0,18,534,30
12/28/2020,08/01/2020,Health Region,Southwest Region,Emergency Department,686,9688,0,7,168,24
12/28/2020,03/14/2020,Health Region,Northern Region,Urgent Care,629,0,8754,7,0,0
12/28/2020,10/03/2020,Health Region,Northwest Region,Emergency Department,562,8961,0,6,162,29
12/28/2020,06/13/2020,Health Region,Northwest Region,Urgent Care,367,0,2473,15,0,0
12/28/2020,10/24/2020,Health Region,Eastern Region,Emergency Department,853,14957,0,6,238,28
12/28/2020,10/17/2020,Health Region,Central Region,Urgent Care,1466,0,6452,23,0,0
12/28/2020,07/11/2020,Health Region,Southwest Region,Urgent Care,147,0,2499,6,0,0
12/28/2020,05/30/2020,Health Region,Northern Region,Emergency Department,999,8406,0,12,108,11
12/28/2020,11/21/2020,Health Region,Northern Region,Urgent Care,3594,0,8690,41,0,0
12/28/2020,09/05/2020,Health Region,Northern Region,Emergency Department,597,9633,0,6,65,11
12/28/2020,11/14/2020,Health Region,Southwest Region,Urgent Care,163,0,1612,10,0,0
12/28/2020,10/17/2020,Health Region,Northwest Region,Emergency Department,468,8477,0,6,147,31
12/28/2020,12/05/2020,Health Region,Northwest Region,Emergency Department,1053,9021,0,12,267,25
12/28/2020,10/17/2020,Health Region,Southwest Region,Emergency Department,856,9373,0,9,243,28
12/28/2020,09/26/2020,Health Region,Southwest Region,Urgent Care,106,0,1526,7,0,0
12/28/2020,05/30/2020,Health Region,Central Region,Emergency Department,840,10299,0,8,330,39
12/28/2020,12/05/2020,Health Region,Southwest Region,Emergency Department,1336,9282,0,14,389,29
12/28/2020,04/11/2020,Health Region,Central Region,Emergency Department,778,7803,0,10,307,39
12/28/2020,06/27/2020,Health Region,Central Region,Urgent Care,1760,0,6132,29,0,0
12/28/2020,06/13/2020,Health Region,Eastern Region,Urgent Care,1090,0,7462,15,0,0
12/28/2020,08/15/2020,Health Region,Central Region,Urgent Care,1095,0,6067,18,0,0
12/28/2020,08/15/2020,Health Region,Northwest Region,Urgent Care,302,0,2672,11,0,0
12/28/2020,10/03/2020,Health Region,Northwest Region,Urgent Care,379,0,2970,13,0,0
12/28/2020,12/05/2020,Health Region,Northwest Region,Urgent Care,1176,0,3486,34,0,0
12/28/2020,07/25/2020,Health Region,Southwest Region,Urgent Care,215,0,2927,7,0,0
12/28/2020,03/28/2020,Health Region,Central Region,Emergency Department,1064,9789,0,11,253,24
12/28/2020,11/21/2020,Health Region,Eastern Region,Emergency Department,1140,14819,0,8,211,19
12/28/2020,11/21/2020,Health Region,Northern Region,Emergency Department,1198,9640,0,12,117,10
12/28/2020,12/26/2020,Health Region,Eastern Region,Emergency Department,1492,13371,0,11,312,21
12/28/2020,11/07/2020,Health Region,Eastern Region,Emergency Department,874,14414,0,6,218,25
12/28/2020,09/19/2020,Health Region,Eastern Region,Emergency Department,797,14462,0,6,244,31
12/28/2020,12/19/2020,Health Region,Northern Region,Urgent Care,4440,0,9221,48,0,0
12/28/2020,10/03/2020,Health Region,Northern Region,Emergency Department,587,9820,0,6,55,9
12/28/2020,12/19/2020,Health Region,Northwest Region,Emergency Department,1104,8365,0,13,269,24
12/28/2020,10/17/2020,Health Region,Northwest Region,Urgent Care,543,0,3047,18,0,0
12/28/2020,06/13/2020,Health Region,Central Region,Urgent Care,1793,0,6315,28,0,0
12/28/2020,04/25/2020,Health Region,Central Region,Urgent Care,736,0,3692,20,0,0
12/28/2020,04/11/2020,Health Region,Eastern Region,Urgent Care,170,0,4661,4,0,0
12/28/2020,03/28/2020,Health Region,Southwest Region,Emergency Department,706,7355,0,10,177,25
12/28/2020,09/19/2020,Health Region,Northern Region,Emergency Department,575,9338,0,6,64,11
12/28/2020,08/29/2020,Health Region,Central Region,Urgent Care,966,0,5921,16,0,0
12/28/2020,09/05/2020,Health Region,Eastern Region,Emergency Department,1004,14900,0,7,276,27
12/28/2020,08/15/2020,Health Region,Southwest Region,Emergency Department,639,9623,0,7,184,29
12/28/2020,03/14/2020,Health Region,Northwest Region,Urgent Care,299,0,3805,8,0,0
12/28/2020,06/13/2020,Health Region,Central Region,Emergency Department,684,11151,0,6,263,38
12/28/2020,04/11/2020,Health Region,Central Region,Urgent Care,100,0,2892,3,0,0
12/28/2020,12/19/2020,Health Region,Northwest Region,Urgent Care,1304,0,3391,38,0,0
12/28/2020,04/18/2020,Health Region,Eastern Region,Emergency Department,694,9491,0,7,222,32
12/28/2020,12/05/2020,Health Region,Northern Region,Urgent Care,4270,0,9131,47,0,0
12/28/2020,07/04/2020,Health Region,Northern Region,Emergency Department,555,9038,0,6,59,11
12/28/2020,06/13/2020,Health Region,Southwest Region,Emergency Department,322,9111,0,4,139,43
12/28/2020,04/25/2020,Health Region,Eastern Region,Urgent Care,304,0,4938,6,0,0
12/28/2020,12/12/2020,Health Region,Southwest Region,Urgent Care,174,0,1461,12,0,0
12/28/2020,08/15/2020,Health Region,Northwest Region,Emergency Department,512,9014,0,6,155,30
12/28/2020,12/05/2020,Health Region,Northern Region,Emergency Department,1355,9690,0,14,137,10
12/28/2020,05/23/2020,Health Region,Southwest Region,Urgent Care,27,0,1013,3,0,0
12/28/2020,07/18/2020,Health Region,Northern Region,Emergency Department,591,9106,0,6,76,13
12/28/2020,10/03/2020,Health Region,Northern Region,Urgent Care,2305,0,7749,30,0,0
12/28/2020,10/31/2020,Health Region,Southwest Region,Emergency Department,998,9411,0,11,272,27
12/28/2020,06/27/2020,Health Region,Eastern Region,Urgent Care,1531,0,7760,20,0,0
12/28/2020,03/28/2020,Health Region,Northwest Region,Emergency Department,756,7028,0,11,150,20
12/28/2020,08/01/2020,Health Region,Northwest Region,Urgent Care,312,0,2730,11,0,0
12/28/2020,10/31/2020,Health Region,Central Region,Emergency Department,924,11888,0,8,290,31
12/28/2020,04/11/2020,Health Region,Northwest Region,Emergency Department,600,6025,0,10,168,28
12/28/2020,08/22/2020,Health Region,Eastern Region,Emergency Department,1219,15055,0,8,289,24
12/28/2020,08/29/2020,Health Region,Eastern Region,Urgent Care,950,0,8466,11,0,0
12/28/2020,05/30/2020,Health Region,Northwest Region,Emergency Department,530,7779,0,7,144,27
12/28/2020,05/16/2020,Health Region,Northern Region,Urgent Care,1621,0,4470,36,0,0
12/28/2020,03/28/2020,Health Region,Northern Region,Urgent Care,316,0,3692,9,0,0
12/28/2020,10/17/2020,Health Region,Eastern Region,Urgent Care,1958,0,9553,20,0,0
12/28/2020,09/12/2020,Health Region,Central Region,Urgent Care,1452,0,6444,23,0,0
12/28/2020,04/11/2020,Health Region,Southwest Region,Emergency Department,460,6244,0,7,160,35
12/28/2020,05/30/2020,Health Region,Southwest Region,Emergency Department,314,8593,0,4,126,40
12/28/2020,07/04/2020,Health Region,Eastern Region,Emergency Department,1011,14858,0,7,235,23
12/28/2020,10/17/2020,Health Region,Central Region,Emergency Department,935,12257,0,8,331,35
12/28/2020,05/09/2020,Health Region,Southwest Region,Urgent Care,47,0,956,5,0,0
12/28/2020,03/21/2020,Health Region,Southwest Region,Urgent Care,200,0,1744,11,0,0
12/28/2020,05/16/2020,Health Region,Northern Region,Emergency Department,1312,8119,0,16,137,10
12/28/2020,05/02/2020,Health Region,Eastern Region,Emergency Department,695,10369,0,7,205,29
12/28/2020,12/19/2020,Health Region,Central Region,Urgent Care,3213,0,7855,41,0,0
12/28/2020,08/01/2020,Health Region,Northern Region,Urgent Care,1315,0,6070,22,0,0
12/28/2020,05/30/2020,Health Region,Northwest Region,Urgent Care,380,0,2174,17,0,0
12/28/2020,04/11/2020,Health Region,Northwest Region,Urgent Care,99,0,1481,7,0,0
12/28/2020,08/29/2020,Health Region,Central Region,Emergency Department,865,12259,0,7,269,31
12/28/2020,09/19/2020,Health Region,Northern Region,Urgent Care,1960,0,7294,27,0,0
12/28/2020,05/16/2020,Health Region,Northwest Region,Urgent Care,332,0,1910,17,0,0
12/28/2020,08/15/2020,Health Region,Central Region,Emergency Department,836,11942,0,7,304,36
12/28/2020,10/31/2020,Health Region,Central Region,Urgent Care,1706,0,6626,26,0,0
12/28/2020,10/31/2020,Health Region,Eastern Region,Urgent Care,2277,0,9604,24,0,0
12/28/2020,08/01/2020,Health Region,Northwest Region,Emergency Department,496,9076,0,5,132,27
12/28/2020,06/13/2020,Health Region,Northwest Region,Emergency Department,379,8127,0,5,118,31
12/28/2020,11/14/2020,Health Region,Central Region,Urgent Care,1907,0,7052,27,0,0
12/28/2020,12/19/2020,Health Region,Eastern Region,Urgent Care,5507,0,11989,46,0,0
12/28/2020,03/07/2020,Health Region,Southwest Region,Urgent Care,212,0,2596,8,0,0
12/28/2020,07/18/2020,Health Region,Northern Region,Urgent Care,2561,0,7483,34,0,0
12/28/2020,05/02/2020,Health Region,Northern Region,Emergency Department,1498,7927,0,19,147,10
12/28/2020,03/28/2020,Health Region,Northwest Region,Urgent Care,161,0,1745,9,0,0
12/28/2020,06/27/2020,Health Region,Central Region,Emergency Department,716,11668,0,6,268,37
12/28/2020,06/20/2020,Health Region,Eastern Region,Emergency Department,525,13537,0,4,183,35
12/28/2020,03/14/2020,Health Region,Northern Region,Emergency Department,1165,12641,0,9,69,6
12/28/2020,04/04/2020,Health Region,Southwest Region,Urgent Care,77,0,949,8,0,0
12/28/2020,05/16/2020,Health Region,Northwest Region,Emergency Department,605,6985,0,9,166,27
12/28/2020,03/21/2020,Health Region,Eastern Region,Emergency Department,1691,14985,0,11,248,15
12/28/2020,08/22/2020,Health Region,Southwest Region,Urgent Care,61,0,1499,4,0,0
12/28/2020,03/14/2020,Health Region,Central Region,Urgent Care,417,0,7210,6,0,0
12/28/2020,06/20/2020,Health Region,Northern Region,Urgent Care,2205,0,6196,36,0,0
12/28/2020,04/04/2020,Health Region,Northern Region,Emergency Department,1005,6820,0,15,95,9
12/28/2020,08/01/2020,Health Region,Central Region,Emergency Department,960,12150,0,8,300,31
12/28/2020,11/07/2020,Health Region,Northern Region,Urgent Care,2389,0,7213,33,0,0
12/28/2020,11/07/2020,Health Region,Northern Region,Emergency Department,739,9345,0,8,77,10
12/28/2020,03/28/2020,Health Region,Eastern Region,Urgent Care,384,0,5652,7,0,0
12/28/2020,05/30/2020,Health Region,Central Region,Urgent Care,1838,0,5755,32,0,0
12/28/2020,03/14/2020,Health Region,Central Region,Emergency Department,978,15868,0,6,192,20
12/28/2020,06/06/2020,Health Region,Eastern Region,Emergency Department,518,12701,0,4,211,41
12/28/2020,08/22/2020,Health Region,Northern Region,Emergency Department,686,9573,0,7,69,10
12/28/2020,10/31/2020,Health Region,Northwest Region,Urgent Care,607,0,3117,19,0,0
12/28/2020,07/18/2020,Health Region,Southwest Region,Emergency Department,609,9581,0,6,163,27
12/28/2020,11/07/2020,Health Region,Central Region,Emergency Department,1028,11827,0,9,334,32
12/28/2020,11/14/2020,Health Region,Northwest Region,Urgent Care,808,0,3161,26,0,0
12/28/2020,05/23/2020,Health Region,Eastern Region,Emergency Department,596,11716,0,5,216,36
12/28/2020,11/21/2020,Health Region,Eastern Region,Urgent Care,3922,0,11162,35,0,0
12/28/2020,05/16/2020,Health Region,Central Region,Urgent Care,1466,0,4999,29,0,0
12/28/2020,03/07/2020,Health Region,Northwest Region,Urgent Care,262,0,3831,7,0,0
12/28/2020,10/24/2020,Health Region,Northern Region,Emergency Department,640,9622,0,7,81,13
12/28/2020,10/03/2020,Health Region,Central Region,Urgent Care,1584,0,6905,23,0,0
12/28/2020,07/18/2020,Health Region,Central Region,Emergency Department,878,12100,0,7,272,31
12/28/2020,11/07/2020,Health Region,Southwest Region,Emergency Department,1005,9406,0,11,306,30
12/28/2020,09/05/2020,Health Region,Central Region,Emergency Department,960,12361,0,8,324,34
12/28/2020,04/18/2020,Health Region,Southwest Region,Urgent Care,47,0,811,6,0,0
12/28/2020,08/01/2020,Health Region,Eastern Region,Urgent Care,1362,0,8581,16,0,0
12/28/2020,05/02/2020,Health Region,Northwest Region,Emergency Department,633,6897,0,9,137,22
12/28/2020,05/09/2020,Health Region,Northwest Region,Urgent Care,250,0,1727,14,0,0
12/28/2020,09/19/2020,Health Region,Eastern Region,Urgent Care,1408,0,8963,16,0,0
12/28/2020,03/14/2020,Health Region,Northwest Region,Emergency Department,774,11149,0,7,139,18
12/28/2020,06/27/2020,Health Region,Northwest Region,Urgent Care,350,0,2465,14,0,0
12/28/2020,11/21/2020,Health Region,Central Region,Urgent Care,2222,0,7227,31,0,0
12/28/2020,05/02/2020,Health Region,Central Region,Emergency Department,647,8448,0,8,225,35
12/28/2020,04/18/2020,Health Region,Northern Region,Urgent Care,355,0,2861,12,0,0
12/28/2020,06/06/2020,Health Region,Southwest Region,Urgent Care,30,0,1330,2,0,0
12/28/2020,08/08/2020,Health Region,Southwest Region,Urgent Care,65,0,1733,4,0,0
12/28/2020,05/02/2020,Health Region,Southwest Region,Urgent Care,33,0,883,4,0,0
12/28/2020,06/20/2020,Health Region,Southwest Region,Urgent Care,35,0,1890,2,0,0
12/28/2020,08/29/2020,Health Region,Northwest Region,Urgent Care,261,0,2707,10,0,0
12/28/2020,05/16/2020,Health Region,Central Region,Emergency Department,699,9334,0,7,300,43
12/28/2020,07/04/2020,Health Region,Central Region,Emergency Department,710,11502,0,6,257,36
12/28/2020,05/30/2020,Health Region,Eastern Region,Urgent Care,1249,0,7116,18,0,0
12/28/2020,07/18/2020,Health Region,Eastern Region,Urgent Care,2406,0,9986,24,0,0
12/28/2020,04/18/2020,Health Region,Northwest Region,Emergency Department,599,6170,0,10,155,26
12/28/2020,08/01/2020,Health Region,Central Region,Urgent Care,972,0,5889,17,0,0
12/28/2020,09/19/2020,Health Region,Central Region,Urgent Care,1507,0,6857,22,0,0
12/28/2020,10/10/2020,Health Region,Southwest Region,Urgent Care,132,0,1629,8,0,0
12/28/2020,07/11/2020,Health Region,Northwest Region,Urgent Care,427,0,2937,15,0,0
12/28/2020,07/04/2020,Health Region,Northwest Region,Emergency Department,414,8342,0,5,140,34
12/28/2020,10/03/2020,Health Region,Eastern Region,Urgent Care,1661,0,9536,17,0,0
12/28/2020,11/21/2020,Health Region,Northwest Region,Emergency Department,838,8834,0,9,181,22
12/28/2020,11/21/2020,Health Region,Southwest Region,Emergency Department,1133,8979,0,13,339,30
12/28/2020,05/16/2020,Health Region,Eastern Region,Urgent Care,894,0,6213,14,0,0
12/28/2020,05/02/2020,Health Region,Northern Region,Urgent Care,838,0,3571,23,0,0
12/28/2020,12/26/2020,Health Region,Northern Region,Emergency Department,1346,9118,0,15,122,9
12/28/2020,12/26/2020,Health Region,Northern Region,Urgent Care,4906,0,10344,47,0,0
12/28/2020,10/10/2020,Health Region,Northern Region,Emergency Department,618,9518,0,6,71,11
12/28/2020,07/18/2020,Health Region,Central Region,Urgent Care,1815,0,6731,27,0,0
12/28/2020,09/05/2020,Health Region,Southwest Region,Emergency Department,640,9545,0,7,183,29
12/28/2020,12/12/2020,Health Region,Eastern Region,Emergency Department,1551,14381,0,11,306,20
12/28/2020,09/12/2020,Health Region,Northwest Region,Urgent Care,323,0,2699,12,0,0
12/28/2020,09/19/2020,Health Region,Central Region,Emergency Department,921,12266,0,8,297,32
12/28/2020,09/19/2020,Health Region,Southwest Region,Emergency Department,562,9391,0,6,162,29
12/28/2020,07/04/2020,Health Region,Southwest Region,Urgent Care,80,0,1949,4,0,0
12/28/2020,12/05/2020,Health Region,Central Region,Urgent Care,2291,0,7041,33,0,0
12/28/2020,04/04/2020,Health Region,Eastern Region,Emergency Department,1130,10157,0,11,254,22
12/28/2020,12/12/2020,Health Region,Northern Region,Emergency Department,1366,9561,0,14,146,11
12/28/2020,04/25/2020,Health Region,Northwest Region,Urgent Care,105,0,1446,7,0,0
12/28/2020,09/05/2020,Health Region,Southwest Region,Urgent Care,100,0,1478,7,0,0
12/28/2020,10/10/2020,Health Region,Eastern Region,Emergency Department,990,15135,0,7,272,27
12/28/2020,03/14/2020,Health Region,Eastern Region,Urgent Care,983,0,12420,8,0,0
12/28/2020,04/18/2020,Health Region,Northern Region,Emergency Department,1110,6628,0,17,121,11
12/28/2020,03/28/2020,Health Region,Central Region,Urgent Care,154,0,3394,5,0,0
12/28/2020,08/22/2020,Health Region,Northern Region,Urgent Care,1387,0,6303,22,0,0
12/28/2020,07/04/2020,Health Region,Northern Region,Urgent Care,2269,0,6925,33,0,0
12/28/2020,07/18/2020,Health Region,Northwest Region,Emergency Department,521,8797,0,6,155,30
