Report Date,Week End Date,Geography Type,Geography Name,VDH Health Region,Facility Type,Count of CLI Visits,Percent of CLI Visits
2020-11-23,2020-05-09,Health District,Western Tidewater,Eastern Region,Urgent Care,34,16
2020-11-23,2020-09-05,Health District,Virginia Beach,Eastern Region,Urgent Care,282,12
2020-11-23,2020-09-19,Health District,Central Shenandoah,Northwest Region,Urgent Care,13,5
2020-11-23,2020-09-05,Health District,Central Shenandoah,Northwest Region,Emergency Department,100,5
2020-11-23,2020-05-16,Health District,Rappahannock Rapidan,Northwest Region,Urgent Care,33,19
2020-11-23,2020-09-26,Health District,Chesapeake,Eastern Region,Emergency Department,117,7
2020-11-23,2020-09-12,Health District,Eastern Shore,Eastern Region,Emergency Department,15,4
2020-11-23,2020-03-28,Health District,Hampton,Eastern Region,Emergency Department,79,9
2020-11-23,2020-04-11,Health District,Norfolk,Eastern Region,Emergency Department,101,7
2020-11-23,2020-07-18,Health District,Western Tidewater,Eastern Region,Emergency Department,129,8
2020-11-23,2020-08-22,Health District,Central Shenandoah,Northwest Region,Emergency Department,104,5
2020-11-23,2020-06-20,Health District,Pittsylvania-Danville,Southwest Region,Emergency Department,26,4
2020-11-23,2020-10-03,Health District,Central Shenandoah,Northwest Region,Urgent Care,19,7
2020-11-23,2020-09-12,Health District,Lord Fairfax,Northwest Region,Urgent Care,46,6
2020-11-23,2020-03-28,Health District,Lord Fairfax,Northwest Region,Emergency Department,125,9
2020-11-23,2020-10-31,Health District,Alleghany,Southwest Region,Emergency Department,156,13
2020-11-23,2020-08-22,Health District,Lenowisco,Southwest Region,Emergency Department,27,4
2020-11-23,2020-07-25,Health District,Mount Rogers,Southwest Region,Emergency Department,89,6
2020-11-23,2020-03-21,Health District,Richmond,Central Region,Urgent Care,40,5
2020-11-23,2020-11-14,Health District,Hampton,Eastern Region,Urgent Care,270,27
2020-11-23,2020-05-16,Health District,Norfolk,Eastern Region,Urgent Care,61,13
2020-11-23,2020-04-18,Health District,Portsmouth,Eastern Region,Emergency Department,55,7
2020-11-23,2020-06-20,Health District,Three Rivers,Eastern Region,Urgent Care,103,19
2020-11-23,2020-09-12,Health District,Arlington,Northern Region,Urgent Care,65,16
2020-11-23,2020-09-19,Health District,Prince William,Northern Region,Emergency Department,159,7
2020-11-23,2020-10-17,Health District,Rappahannock,Northwest Region,Urgent Care,282,19
2020-11-23,2020-09-05,Health District,Alleghany,Southwest Region,Urgent Care,22,4
2020-11-23,2020-07-25,Health District,Thomas Jefferson,Northwest Region,Emergency Department,69,6
2020-11-23,2020-03-14,Health District,Central Virginia,Southwest Region,Emergency Department,66,4
2020-11-23,2020-05-16,Health District,Mount Rogers,Southwest Region,Urgent Care,0,0
2020-11-23,2020-07-11,Health District,Crater,Central Region,Emergency Department,168,8
2020-11-23,2020-08-01,Health District,Southside,Central Region,Emergency Department,55,7
2020-11-23,2020-04-25,Health District,Peninsula,Eastern Region,Emergency Department,101,6
2020-11-23,2020-09-12,Health District,Portsmouth,Eastern Region,Urgent Care,80,16
2020-11-23,2020-08-08,Health District,Arlington,Northern Region,Emergency Department,50,7
2020-11-23,2020-09-26,Health District,Western Tidewater,Eastern Region,Urgent Care,53,16
2020-11-23,2020-10-03,Health District,Rappahannock Rapidan,Northwest Region,Urgent Care,49,16
2020-11-23,2020-04-11,Health District,Central Virginia,Southwest Region,Urgent Care,3,5
2020-11-23,2020-11-07,Health District,Central Virginia,Southwest Region,Emergency Department,43,4
2020-11-23,2020-08-22,Health District,West Piedmont,Southwest Region,Urgent Care,9,4
2020-11-23,2020-10-17,Health District,Alexandria,Northern Region,Urgent Care,77,31
2020-11-23,2020-04-25,Health District,Eastern Shore,Eastern Region,Emergency Department,95,34
2020-11-23,2020-04-25,Health District,Prince William,Northern Region,Urgent Care,173,18
2020-11-23,2020-08-29,Health District,Fairfax,Northern Region,Emergency Department,286,7
2020-11-23,2020-04-25,Health District,Lord Fairfax,Northwest Region,Urgent Care,37,7
2020-11-23,2020-11-14,Health District,Cumberland Plateau,Southwest Region,Emergency Department,136,14
2020-11-23,2020-06-20,Health District,Lenowisco,Southwest Region,Urgent Care,0,0
2020-11-23,2020-04-04,Health District,Lenowisco,Southwest Region,Emergency Department,43,10
2020-11-23,2020-07-18,Health District,Henrico,Central Region,Urgent Care,471,26
2020-11-23,2020-05-02,Health District,Chickahominy,Central Region,Emergency Department,62,9
2020-11-23,2020-09-26,Health District,Crater,Central Region,Urgent Care,189,22
2020-11-23,2020-09-26,Health District,Henrico,Central Region,Emergency Department,179,6
2020-11-23,2020-04-11,Health District,Southside,Central Region,Urgent Care,1,9
2020-11-23,2020-03-07,Health District,Chesapeake,Eastern Region,Emergency Department,128,6
2020-11-23,2020-07-11,Health District,Peninsula,Eastern Region,Urgent Care,701,30
2020-11-23,2020-06-06,Health District,West Piedmont,Southwest Region,Emergency Department,43,4
2020-11-23,2020-05-23,Health District,Three Rivers,Eastern Region,Emergency Department,67,7
2020-11-23,2020-04-18,Health District,Virginia Beach,Eastern Region,Urgent Care,25,2
2020-11-23,2020-07-18,Health District,Alexandria,Northern Region,Emergency Department,53,9
2020-11-23,2020-06-20,Health District,Fairfax,Northern Region,Urgent Care,757,30
2020-11-23,2020-07-18,Health District,Rappahannock Rapidan,Northwest Region,Emergency Department,74,6
2020-11-23,2020-07-04,Health District,Roanoke,Southwest Region,Urgent Care,16,6
2020-11-23,2020-10-03,Health District,Chickahominy,Central Region,Urgent Care,152,25
2020-11-23,2020-10-10,Health District,Piedmont,Central Region,Emergency Department,85,10
2020-11-23,2020-05-02,Health District,Southside,Central Region,Emergency Department,11,2
2020-11-23,2020-09-12,Health District,Peninsula,Eastern Region,Urgent Care,192,10
2020-11-23,2020-06-27,Health District,Peninsula,Eastern Region,Emergency Department,108,4
2020-11-23,2020-05-02,Health District,Virginia Beach,Eastern Region,Urgent Care,98,7
2020-11-23,2020-10-03,Health District,New River,Southwest Region,Emergency Department,122,10
2020-11-23,2020-09-12,Health District,Richmond,Central Region,Urgent Care,278,28
2020-11-23,2020-09-19,Health District,Western Tidewater,Eastern Region,Emergency Department,103,8
2020-11-23,2020-08-22,Health District,Arlington,Northern Region,Emergency Department,61,9
2020-11-23,2020-07-11,Health District,Cumberland Plateau,Southwest Region,Urgent Care,0,0
2020-11-23,2020-11-07,Health District,Mount Rogers,Southwest Region,Urgent Care,0,0
2020-11-23,2020-05-02,Health District,Lenowisco,Southwest Region,Emergency Department,21,6
2020-11-23,2020-04-25,Health District,New River,Southwest Region,Urgent Care,6,4
2020-11-23,2020-07-11,Health District,Chesapeake,Eastern Region,Emergency Department,220,12
2020-11-23,2020-05-23,Health District,Chesapeake,Eastern Region,Emergency Department,95,7
2020-11-23,2020-08-15,Health District,Norfolk,Eastern Region,Emergency Department,169,8
2020-11-23,2020-10-03,Health District,Norfolk,Eastern Region,Emergency Department,118,5
2020-11-23,2020-03-14,Health District,Rappahannock Rapidan,Northwest Region,Urgent Care,30,8
2020-11-23,2020-06-27,Health District,Alleghany,Southwest Region,Emergency Department,90,8
2020-11-23,2020-10-24,Health District,Pittsylvania-Danville,Southwest Region,Emergency Department,57,7
2020-11-23,2020-09-19,Health District,Roanoke,Southwest Region,Urgent Care,26,10
2020-11-23,2020-11-07,Health District,Roanoke,Southwest Region,Urgent Care,40,16
2020-11-23,2020-11-14,Health District,Southside,Central Region,Urgent Care,4,20
2020-11-23,2020-03-14,Health District,Southside,Central Region,Emergency Department,29,3
2020-11-23,2020-05-09,Health District,Peninsula,Eastern Region,Emergency Department,96,5
2020-11-23,2020-07-11,Health District,Eastern Shore,Eastern Region,Emergency Department,15,4
2020-11-23,2020-07-11,Health District,Hampton,Eastern Region,Urgent Care,365,34
2020-11-23,2020-08-01,Health District,Western Tidewater,Eastern Region,Emergency Department,140,10
2020-11-23,2020-06-20,Health District,Lenowisco,Southwest Region,Emergency Department,15,3
2020-11-23,2020-09-19,Health District,Mount Rogers,Southwest Region,Urgent Care,2,25
2020-11-23,2020-04-04,Health District,Piedmont,Central Region,Emergency Department,36,8
2020-11-23,2020-05-23,Health District,Piedmont,Central Region,Emergency Department,57,8
2020-11-23,2020-05-16,Health District,Hampton,Eastern Region,Emergency Department,27,3
2020-11-23,2020-04-04,Health District,Loudoun,Northern Region,Urgent Care,50,9
2020-11-23,2020-05-16,Health District,Central Shenandoah,Northwest Region,Emergency Department,144,8
2020-11-23,2020-05-16,Health District,Thomas Jefferson,Northwest Region,Urgent Care,15,23
2020-11-23,2020-07-04,Health District,Thomas Jefferson,Northwest Region,Urgent Care,11,13
2020-11-23,2020-07-04,Health District,Central Virginia,Southwest Region,Emergency Department,28,2
2020-11-23,2020-05-16,Health District,Central Virginia,Southwest Region,Emergency Department,17,2
2020-11-23,2020-04-18,Health District,Chickahominy,Central Region,Emergency Department,53,8
2020-11-23,2020-11-07,Health District,Eastern Shore,Eastern Region,Urgent Care,0,0
2020-11-23,2020-08-29,Health District,Hampton,Eastern Region,Urgent Care,155,16
2020-11-23,2020-05-16,Health District,Alexandria,Northern Region,Emergency Department,104,20
2020-11-23,2020-11-21,Health District,Alleghany,Southwest Region,Urgent Care,66,11
2020-11-23,2020-03-07,Health District,Mount Rogers,Southwest Region,Emergency Department,84,5
2020-11-23,2020-05-23,Health District,Mount Rogers,Southwest Region,Emergency Department,38,3
2020-11-23,2020-07-04,Health District,Chesterfield,Central Region,Emergency Department,181,7
2020-11-23,2020-05-23,Health District,Chesterfield,Central Region,Urgent Care,619,32
2020-11-23,2020-04-04,Health District,Chesterfield,Central Region,Urgent Care,32,3
2020-11-23,2020-05-16,Health District,Henrico,Central Region,Urgent Care,382,28
2020-11-23,2020-10-24,Health District,Portsmouth,Eastern Region,Emergency Department,58,5
2020-11-23,2020-03-07,Health District,Virginia Beach,Eastern Region,Emergency Department,160,4
2020-11-23,2020-09-12,Health District,Central Virginia,Southwest Region,Urgent Care,10,9
2020-11-23,2020-10-31,Health District,Central Virginia,Southwest Region,Urgent Care,10,9
2020-11-23,2020-05-23,Health District,Roanoke,Southwest Region,Emergency Department,44,5
2020-11-23,2020-04-04,Health District,Roanoke,Southwest Region,Emergency Department,79,11
2020-11-23,2020-10-31,Health District,Fairfax,Northern Region,Emergency Department,259,6
2020-11-23,2020-04-18,Health District,Central Shenandoah,Northwest Region,Emergency Department,190,11
2020-11-23,2020-06-13,Health District,Lord Fairfax,Northwest Region,Emergency Department,82,5
2020-11-23,2020-08-01,Health District,Lord Fairfax,Northwest Region,Emergency Department,74,4
2020-11-23,2020-05-09,Health District,Alleghany,Southwest Region,Emergency Department,81,9
2020-11-23,2020-11-14,Health District,Thomas Jefferson,Northwest Region,Emergency Department,70,5
2020-11-23,2020-06-06,Health District,Chickahominy,Central Region,Emergency Department,47,6
2020-11-23,2020-10-31,Health District,Peninsula,Eastern Region,Urgent Care,475,23
2020-11-23,2020-03-07,Health District,Portsmouth,Eastern Region,Urgent Care,41,6
2020-11-23,2020-07-04,Health District,Alexandria,Northern Region,Emergency Department,49,8
2020-11-23,2020-10-10,Health District,Arlington,Northern Region,Emergency Department,56,8
2020-11-23,2020-06-20,Health District,Virginia Beach,Eastern Region,Urgent Care,299,16
2020-11-23,2020-10-17,Health District,Rappahannock Rapidan,Northwest Region,Urgent Care,70,25
2020-11-23,2020-08-01,Health District,Rappahannock Rapidan,Northwest Region,Emergency Department,66,5
2020-11-23,2020-09-26,Health District,West Piedmont,Southwest Region,Emergency Department,59,6
2020-11-23,2020-09-12,Health District,Alexandria,Northern Region,Urgent Care,97,38
2020-11-23,2020-11-07,Health District,Chesterfield,Central Region,Emergency Department,261,10
2020-11-23,2020-09-19,Health District,Chesterfield,Central Region,Emergency Department,198,7
2020-11-23,2020-11-07,Health District,Three Rivers,Eastern Region,Urgent Care,255,36
2020-11-23,2020-07-11,Health District,Arlington,Northern Region,Urgent Care,85,23
2020-11-23,2020-11-07,Health District,Loudoun,Northern Region,Emergency Department,131,9
2020-11-23,2020-03-07,Health District,Roanoke,Southwest Region,Emergency Department,88,7
2020-11-23,2020-05-23,Health District,Arlington,Northern Region,Urgent Care,52,19
2020-11-23,2020-03-21,Health District,Chesterfield,Central Region,Urgent Care,109,7
2020-11-23,2020-07-25,Health District,Crater,Central Region,Emergency Department,196,9
2020-11-23,2020-04-18,Health District,Piedmont,Central Region,Urgent Care,6,16
2020-11-23,2020-07-25,Health District,Piedmont,Central Region,Emergency Department,51,7
2020-11-23,2020-07-18,Health District,Southside,Central Region,Emergency Department,59,8
2020-11-23,2020-03-14,Health District,Hampton,Eastern Region,Emergency Department,93,6
2020-11-23,2020-08-08,Health District,West Piedmont,Southwest Region,Emergency Department,98,10
2020-11-23,2020-03-21,Health District,Three Rivers,Eastern Region,Emergency Department,162,13
2020-11-23,2020-03-21,Health District,Arlington,Northern Region,Urgent Care,35,9
2020-11-23,2020-03-28,Health District,Prince William,Northern Region,Emergency Department,278,13
2020-11-23,2020-04-25,Health District,Rappahannock,Northwest Region,Urgent Care,45,7
2020-11-23,2020-09-19,Health District,Rappahannock Rapidan,Northwest Region,Emergency Department,62,5
2020-11-23,2020-09-05,Health District,Central Virginia,Southwest Region,Emergency Department,64,5
2020-11-23,2020-07-04,Health District,Henrico,Central Region,Urgent Care,413,23
2020-11-23,2020-03-14,Health District,Norfolk,Eastern Region,Urgent Care,53,8
2020-11-23,2020-05-02,Health District,Norfolk,Eastern Region,Urgent Care,35,9
2020-11-23,2020-08-22,Health District,Virginia Beach,Eastern Region,Urgent Care,242,11
2020-11-23,2020-04-04,Health District,Fairfax,Northern Region,Urgent Care,154,12
2020-11-23,2020-09-12,Health District,Crater,Central Region,Emergency Department,144,7
2020-11-23,2020-06-06,Health District,Piedmont,Central Region,Emergency Department,36,5
2020-11-23,2020-05-30,Health District,Southside,Central Region,Emergency Department,38,6
2020-11-23,2020-05-16,Health District,Prince William,Northern Region,Emergency Department,324,16
2020-11-23,2020-06-13,Health District,Rappahannock,Northwest Region,Urgent Care,196,17
2020-11-23,2020-03-14,Health District,Thomas Jefferson,Northwest Region,Urgent Care,4,5
2020-11-23,2020-07-18,Health District,Central Virginia,Southwest Region,Emergency Department,41,3
2020-11-23,2020-09-19,Health District,Chesapeake,Eastern Region,Urgent Care,351,19
2020-11-23,2020-09-12,Health District,Hampton,Eastern Region,Urgent Care,169,19
2020-11-23,2020-08-29,Health District,Peninsula,Eastern Region,Emergency Department,154,6
2020-11-23,2020-09-19,Health District,Alleghany,Southwest Region,Urgent Care,32,6
2020-11-23,2020-11-07,Health District,Alleghany,Southwest Region,Urgent Care,66,12
2020-11-23,2020-07-18,Health District,Mount Rogers,Southwest Region,Urgent Care,0,0
2020-11-23,2020-09-05,Health District,Mount Rogers,Southwest Region,Urgent Care,1,8
2020-11-23,2020-11-07,Health District,Chesapeake,Eastern Region,Urgent Care,531,27
2020-11-23,2020-10-31,Health District,Hampton,Eastern Region,Urgent Care,214,23
2020-11-23,2020-08-29,Health District,Eastern Shore,Eastern Region,Emergency Department,26,7
2020-11-23,2020-03-21,Health District,Richmond,Central Region,Emergency Department,202,10
2020-11-23,2020-07-04,Health District,Portsmouth,Eastern Region,Emergency Department,94,8
2020-11-23,2020-09-05,Health District,Three Rivers,Eastern Region,Urgent Care,131,21
2020-11-23,2020-05-02,Health District,Thomas Jefferson,Northwest Region,Urgent Care,4,10
2020-11-23,2020-08-29,Health District,Alleghany,Southwest Region,Emergency Department,49,5
2020-11-23,2020-10-24,Health District,Lenowisco,Southwest Region,Urgent Care,0,0
2020-11-23,2020-08-08,Health District,Lenowisco,Southwest Region,Emergency Department,58,10
2020-11-23,2020-10-24,Health District,Loudoun,Northern Region,Emergency Department,104,7
2020-11-23,2020-09-26,Health District,Peninsula,Eastern Region,Urgent Care,192,11
2020-11-23,2020-08-29,Health District,Chesapeake,Eastern Region,Emergency Department,202,12
2020-11-23,2020-11-14,Health District,Peninsula,Eastern Region,Urgent Care,800,34
2020-11-23,2020-03-07,Health District,Three Rivers,Eastern Region,Emergency Department,136,9
2020-11-23,2020-10-03,Health District,Rappahannock Rapidan,Northwest Region,Emergency Department,66,6
2020-11-23,2020-11-21,Health District,Rappahannock Rapidan,Northwest Region,Emergency Department,94,8
2020-11-23,2020-10-10,Health District,West Piedmont,Southwest Region,Emergency Department,96,9
2020-11-23,2020-07-04,Health District,Virginia Beach,Eastern Region,Urgent Care,485,20
2020-11-23,2020-07-18,Health District,Chesterfield,Central Region,Emergency Department,218,8
2020-11-23,2020-08-15,Health District,Chickahominy,Central Region,Urgent Care,104,18
2020-11-23,2020-07-25,Health District,Richmond,Central Region,Urgent Care,180,19
2020-11-23,2020-08-22,Health District,Portsmouth,Eastern Region,Emergency Department,137,11
