Report Date,Week End Date,Geography Type,Geography Name,VDH Health Region,Facility Type,Count of CLI Visits,Percent of CLI Visits
2020-08-03,2020-06-27,Health District,Peninsula,Eastern Region,Emergency Department,107,4
2020-08-03,2020-05-02,Health District,Virginia Beach,Eastern Region,Urgent Care,98,7
2020-08-03,2020-07-11,Health District,Cumberland Plateau,Southwest Region,Urgent Care,0,0
2020-08-03,2020-05-02,Health District,Lenowisco,Southwest Region,Emergency Department,21,6
2020-08-03,2020-04-25,Health District,New River,Southwest Region,Urgent Care,6,4
2020-08-03,2020-05-23,Health District,Chesapeake,Eastern Region,Emergency Department,95,7
2020-08-03,2020-07-11,Health District,Chesapeake,Eastern Region,Emergency Department,220,12
2020-08-03,2020-03-14,Health District,Rappahannock Rapidan,Northwest Region,Urgent Care,30,8
2020-08-03,2020-06-27,Health District,Alleghany,Southwest Region,Emergency Department,90,8
2020-08-03,2020-03-14,Health District,Southside,Central Region,Emergency Department,29,3
2020-08-03,2020-07-11,Health District,Eastern Shore,Eastern Region,Emergency Department,15,4
2020-08-03,2020-07-11,Health District,Hampton,Eastern Region,Urgent Care,365,34
2020-08-03,2020-05-09,Health District,Peninsula,Eastern Region,Emergency Department,97,5
2020-08-03,2020-08-01,Health District,Western Tidewater,Eastern Region,Emergency Department,126,9
2020-08-03,2020-06-20,Health District,Lenowisco,Southwest Region,Emergency Department,15,3
2020-08-03,2020-04-04,Health District,Piedmont,Central Region,Emergency Department,36,8
2020-08-03,2020-05-23,Health District,Piedmont,Central Region,Emergency Department,57,8
2020-08-03,2020-05-16,Health District,Hampton,Eastern Region,Emergency Department,27,3
2020-08-03,2020-04-04,Health District,Loudoun,Northern Region,Urgent Care,50,9
2020-08-03,2020-05-16,Health District,Central Shenandoah,Northwest Region,Emergency Department,144,8
2020-08-03,2020-05-16,Health District,Thomas Jefferson,Northwest Region,Urgent Care,15,23
2020-08-03,2020-07-04,Health District,Thomas Jefferson,Northwest Region,Urgent Care,11,13
2020-08-03,2020-05-16,Health District,Central Virginia,Southwest Region,Emergency Department,17,2
2020-08-03,2020-07-04,Health District,Central Virginia,Southwest Region,Emergency Department,28,2
2020-08-03,2020-04-18,Health District,Chickahominy,Central Region,Emergency Department,53,8
2020-08-03,2020-05-16,Health District,Alexandria,Northern Region,Emergency Department,103,20
2020-08-03,2020-03-07,Health District,Mount Rogers,Southwest Region,Emergency Department,84,5
2020-08-03,2020-05-23,Health District,Mount Rogers,Southwest Region,Emergency Department,38,3
2020-08-03,2020-07-04,Health District,Chesterfield,Central Region,Emergency Department,181,7
2020-08-03,2020-04-04,Health District,Chesterfield,Central Region,Urgent Care,32,3
2020-08-03,2020-05-23,Health District,Chesterfield,Central Region,Urgent Care,619,32
2020-08-03,2020-05-16,Health District,Henrico,Central Region,Urgent Care,382,28
2020-08-03,2020-03-07,Health District,Virginia Beach,Eastern Region,Emergency Department,160,4
2020-08-03,2020-04-18,Health District,Central Shenandoah,Northwest Region,Emergency Department,190,11
2020-08-03,2020-06-13,Health District,Lord Fairfax,Northwest Region,Emergency Department,82,5
2020-08-03,2020-08-01,Health District,Lord Fairfax,Northwest Region,Emergency Department,73,4
2020-08-03,2020-05-09,Health District,Alleghany,Southwest Region,Emergency Department,81,9
2020-08-03,2020-04-04,Health District,Roanoke,Southwest Region,Emergency Department,79,11
2020-08-03,2020-05-23,Health District,Roanoke,Southwest Region,Emergency Department,44,5
2020-08-03,2020-06-06,Health District,Chickahominy,Central Region,Emergency Department,47,6
2020-08-03,2020-03-07,Health District,Portsmouth,Eastern Region,Urgent Care,41,6
2020-08-03,2020-06-20,Health District,Virginia Beach,Eastern Region,Urgent Care,299,16
2020-08-03,2020-07-04,Health District,Alexandria,Northern Region,Emergency Department,48,8
2020-08-03,2020-08-01,Health District,Rappahannock Rapidan,Northwest Region,Emergency Department,63,5
2020-08-03,2020-05-23,Health District,Arlington,Northern Region,Urgent Care,52,19
2020-08-03,2020-07-11,Health District,Arlington,Northern Region,Urgent Care,85,23
2020-08-03,2020-03-07,Health District,Roanoke,Southwest Region,Emergency Department,88,7
2020-08-03,2020-03-21,Health District,Chesterfield,Central Region,Urgent Care,109,7
2020-08-03,2020-07-25,Health District,Crater,Central Region,Emergency Department,194,9
2020-08-03,2020-07-25,Health District,Piedmont,Central Region,Emergency Department,51,7
2020-08-03,2020-04-18,Health District,Piedmont,Central Region,Urgent Care,6,16
2020-08-03,2020-07-18,Health District,Southside,Central Region,Emergency Department,58,7
2020-08-03,2020-03-14,Health District,Hampton,Eastern Region,Emergency Department,93,6
2020-08-03,2020-03-21,Health District,Three Rivers,Eastern Region,Emergency Department,162,13
2020-08-03,2020-03-21,Health District,Arlington,Northern Region,Urgent Care,35,9
2020-08-03,2020-03-28,Health District,Prince William,Northern Region,Emergency Department,278,13
2020-08-03,2020-04-25,Health District,Rappahannock,Northwest Region,Urgent Care,45,7
2020-08-03,2020-07-04,Health District,Henrico,Central Region,Urgent Care,413,23
2020-08-03,2020-03-14,Health District,Norfolk,Eastern Region,Urgent Care,53,8
2020-08-03,2020-05-02,Health District,Norfolk,Eastern Region,Urgent Care,35,9
2020-08-03,2020-04-04,Health District,Fairfax,Northern Region,Urgent Care,154,12
2020-08-03,2020-06-06,Health District,Piedmont,Central Region,Emergency Department,36,5
2020-08-03,2020-05-30,Health District,Southside,Central Region,Emergency Department,38,6
2020-08-03,2020-05-16,Health District,Prince William,Northern Region,Emergency Department,323,16
2020-08-03,2020-06-13,Health District,Rappahannock,Northwest Region,Urgent Care,196,17
2020-08-03,2020-03-14,Health District,Thomas Jefferson,Northwest Region,Urgent Care,4,5
2020-08-03,2020-07-18,Health District,Central Virginia,Southwest Region,Emergency Department,41,3
2020-08-03,2020-07-18,Health District,Mount Rogers,Southwest Region,Urgent Care,0,0
2020-08-03,2020-03-21,Health District,Richmond,Central Region,Emergency Department,202,10
2020-08-03,2020-07-04,Health District,Portsmouth,Eastern Region,Emergency Department,94,8
2020-08-03,2020-05-02,Health District,Thomas Jefferson,Northwest Region,Urgent Care,4,10
2020-08-03,2020-03-07,Health District,Three Rivers,Eastern Region,Emergency Department,136,9
2020-08-03,2020-07-04,Health District,Virginia Beach,Eastern Region,Urgent Care,485,20
2020-08-03,2020-07-18,Health District,Chesterfield,Central Region,Emergency Department,218,8
2020-08-03,2020-07-25,Health District,Richmond,Central Region,Urgent Care,180,19
2020-08-03,2020-05-09,Health District,Arlington,Northern Region,Urgent Care,33,17
2020-08-03,2020-05-23,Health District,Cumberland Plateau,Southwest Region,Urgent Care,0,0
2020-08-03,2020-03-07,Health District,New River,Southwest Region,Urgent Care,54,8
2020-08-03,2020-05-09,Health District,Roanoke,Southwest Region,Emergency Department,81,10
2020-08-03,2020-03-21,Health District,Portsmouth,Eastern Region,Urgent Care,26,6
2020-08-03,2020-05-09,Health District,Portsmouth,Eastern Region,Urgent Care,40,11
2020-08-03,2020-03-14,Health District,Henrico,Central Region,Urgent Care,120,6
2020-08-03,2020-04-25,Health District,Southside,Central Region,Urgent Care,1,8
2020-08-03,2020-05-09,Health District,Virginia Beach,Eastern Region,Emergency Department,82,4
2020-08-03,2020-04-18,Health District,Loudoun,Northern Region,Urgent Care,45,10
2020-08-03,2020-05-02,Health District,Central Shenandoah,Northwest Region,Emergency Department,160,9
2020-08-03,2020-05-23,Health District,West Piedmont,Southwest Region,Emergency Department,53,6
2020-08-03,2020-04-04,Health District,Chickahominy,Central Region,Emergency Department,79,13
2020-08-03,2020-04-04,Health District,Richmond,Central Region,Emergency Department,123,9
2020-08-03,2020-07-04,Health District,Chesapeake,Eastern Region,Urgent Care,359,21
2020-08-03,2020-07-04,Health District,Three Rivers,Eastern Region,Urgent Care,140,23
2020-08-03,2020-03-14,Health District,Alexandria,Northern Region,Emergency Department,89,10
2020-08-03,2020-05-30,Health District,Central Shenandoah,Northwest Region,Urgent Care,8,5
2020-08-03,2020-03-21,Health District,Mount Rogers,Southwest Region,Emergency Department,97,7
2020-08-03,2020-07-18,Health District,Hampton,Eastern Region,Emergency Department,112,10
2020-08-03,2020-04-11,Health District,Lord Fairfax,Northwest Region,Emergency Department,103,8
2020-08-03,2020-07-11,Health District,Alleghany,Southwest Region,Emergency Department,86,7
2020-08-03,2020-05-02,Health District,Central Virginia,Southwest Region,Emergency Department,23,2
2020-08-03,2020-03-07,Health District,Henrico,Central Region,Emergency Department,167,5
2020-08-03,2020-03-28,Health District,Southside,Central Region,Emergency Department,31,6
2020-08-03,2020-04-18,Health District,Loudoun,Northern Region,Emergency Department,119,13
2020-08-03,2020-07-11,Health District,Thomas Jefferson,Northwest Region,Emergency Department,53,5
2020-08-03,2020-05-09,Health District,Central Virginia,Southwest Region,Urgent Care,4,6
2020-08-03,2020-06-06,Health District,Eastern Shore,Eastern Region,Urgent Care,0,0
2020-08-03,2020-08-01,Health District,Norfolk,Eastern Region,Emergency Department,306,13
2020-08-03,2020-03-28,Health District,Western Tidewater,Eastern Region,Emergency Department,95,8
2020-08-03,2020-07-18,Health District,Thomas Jefferson,Northwest Region,Urgent Care,14,16
2020-08-03,2020-07-18,Health District,Piedmont,Central Region,Urgent Care,21,25
2020-08-03,2020-07-11,Health District,Richmond,Central Region,Urgent Care,336,30
2020-08-03,2020-05-09,Health District,Eastern Shore,Eastern Region,Emergency Department,65,23
2020-08-03,2020-04-25,Health District,Western Tidewater,Eastern Region,Urgent Care,9,6
2020-08-03,2020-03-07,Health District,Arlington,Northern Region,Urgent Care,62,9
2020-08-03,2020-07-04,Health District,Loudoun,Northern Region,Emergency Department,101,7
2020-08-03,2020-04-18,Health District,Lenowisco,Southwest Region,Emergency Department,29,7
2020-08-03,2020-05-09,Health District,New River,Southwest Region,Urgent Care,8,4
2020-08-03,2020-03-21,Health District,West Piedmont,Southwest Region,Urgent Care,21,9
2020-08-03,2020-05-30,Health District,Prince William,Northern Region,Emergency Department,225,10
2020-08-03,2020-05-09,Health District,Lord Fairfax,Northwest Region,Urgent Care,68,13
2020-08-03,2020-04-25,Health District,Rappahannock,Northwest Region,Emergency Department,137,9
2020-08-03,2020-06-27,Health District,Rappahannock,Northwest Region,Urgent Care,225,19
2020-08-03,2020-05-09,Health District,Cumberland Plateau,Southwest Region,Emergency Department,32,5
2020-08-03,2020-07-25,Health District,Cumberland Plateau,Southwest Region,Urgent Care,0,0
2020-08-03,2020-06-27,Health District,Crater,Central Region,Emergency Department,140,7
2020-08-03,2020-07-25,Health District,Henrico,Central Region,Emergency Department,189,7
2020-08-03,2020-03-21,Health District,Chesapeake,Eastern Region,Emergency Department,205,12
2020-08-03,2020-06-27,Health District,Chesapeake,Eastern Region,Emergency Department,92,6
2020-08-03,2020-05-23,Health District,Portsmouth,Eastern Region,Urgent Care,43,12
2020-08-03,2020-06-06,Health District,Fairfax,Northern Region,Urgent Care,718,29
2020-08-03,2020-07-18,Health District,Roanoke,Southwest Region,Urgent Care,54,12
2020-08-03,2020-08-01,Health District,Henrico,Central Region,Urgent Care,225,14
2020-08-03,2020-05-02,Health District,Piedmont,Central Region,Urgent Care,13,18
2020-08-03,2020-04-18,Health District,Chesapeake,Eastern Region,Urgent Care,18,2
2020-08-03,2020-05-30,Health District,Norfolk,Eastern Region,Urgent Care,134,24
2020-08-03,2020-05-02,Health District,Portsmouth,Eastern Region,Emergency Department,51,6
2020-08-03,2020-04-11,Health District,Prince William,Northern Region,Urgent Care,87,10
2020-08-03,2020-05-09,Health District,Cumberland Plateau,Southwest Region,Urgent Care,0,0
2020-08-03,2020-07-04,Health District,Lenowisco,Southwest Region,Urgent Care,0,0
2020-08-03,2020-07-18,Health District,Chickahominy,Central Region,Urgent Care,157,25
2020-08-03,2020-07-11,Health District,Southside,Central Region,Urgent Care,9,23
2020-08-03,2020-03-07,Health District,Eastern Shore,Eastern Region,Emergency Department,26,6
2020-08-03,2020-03-07,Health District,Hampton,Eastern Region,Urgent Care,73,6
2020-08-03,2020-04-11,Health District,Peninsula,Eastern Region,Emergency Department,151,9
2020-08-03,2020-07-04,Health District,Loudoun,Northern Region,Urgent Care,484,34
2020-08-03,2020-07-18,Health District,Central Shenandoah,Northwest Region,Emergency Department,118,5
2020-08-03,2020-03-07,Health District,Lord Fairfax,Northwest Region,Urgent Care,113,10
2020-08-03,2020-05-02,Health District,Lenowisco,Southwest Region,Urgent Care,0,0
2020-08-03,2020-07-18,Health District,New River,Southwest Region,Emergency Department,57,4
2020-08-03,2020-07-11,Health District,New River,Southwest Region,Urgent Care,15,2
2020-08-03,2020-06-13,Health District,Chickahominy,Central Region,Urgent Care,150,27
2020-08-03,2020-04-04,Health District,Eastern Shore,Eastern Region,Urgent Care,0,0
2020-08-03,2020-03-07,Health District,Peninsula,Eastern Region,Emergency Department,221,6
2020-08-03,2020-07-11,Health District,Roanoke,Southwest Region,Emergency Department,103,10
2020-08-03,2020-03-21,Health District,Crater,Central Region,Urgent Care,40,7
2020-08-03,2020-05-09,Health District,Richmond,Central Region,Urgent Care,171,22
2020-08-03,2020-05-02,Health District,Three Rivers,Eastern Region,Urgent Care,43,11
2020-08-03,2020-04-11,Health District,Alexandria,Northern Region,Urgent Care,14,18
2020-08-03,2020-07-11,Health District,Central Virginia,Southwest Region,Urgent Care,11,8
2020-08-03,2020-03-07,Health District,Cumberland Plateau,Southwest Region,Emergency Department,73,6
2020-08-03,2020-07-04,Health District,Mount Rogers,Southwest Region,Urgent Care,2,2
2020-08-03,2020-07-25,Health District,Roanoke,Southwest Region,Emergency Department,93,9
2020-08-03,2020-05-30,Health District,Norfolk,Eastern Region,Emergency Department,70,4
2020-08-03,2020-05-30,Health District,Western Tidewater,Eastern Region,Emergency Department,41,3
2020-08-03,2020-03-14,Health District,Prince William,Northern Region,Emergency Department,284,8
2020-08-03,2020-07-04,Health District,Central Shenandoah,Northwest Region,Emergency Department,105,5
2020-08-03,2020-07-25,Health District,Lord Fairfax,Northwest Region,Urgent Care,59,8
2020-08-03,2020-04-11,Health District,Rappahannock,Northwest Region,Urgent Care,22,3
2020-08-03,2020-07-04,Health District,Lenowisco,Southwest Region,Emergency Department,20,3
2020-08-03,2020-06-06,Health District,Mount Rogers,Southwest Region,Emergency Department,46,4
2020-08-03,2020-03-14,Health District,Chesterfield,Central Region,Emergency Department,210,6
2020-08-03,2020-04-11,Health District,Chickahominy,Central Region,Urgent Care,6,3
2020-08-03,2020-06-06,Health District,Richmond,Central Region,Emergency Department,141,9
2020-08-03,2020-03-21,Health District,Western Tidewater,Eastern Region,Urgent Care,22,9
2020-08-03,2020-06-13,Health District,Prince William,Northern Region,Urgent Care,888,43
2020-08-03,2020-03-28,Health District,Rappahannock Rapidan,Northwest Region,Urgent Care,15,10
2020-08-03,2020-05-23,Health District,Crater,Central Region,Emergency Department,118,7
2020-08-03,2020-05-09,Health District,Hampton,Eastern Region,Urgent Care,106,17
2020-08-03,2020-06-13,Health District,Peninsula,Eastern Region,Emergency Department,82,3
2020-08-03,2020-07-25,Health District,Portsmouth,Eastern Region,Urgent Care,67,13
2020-08-03,2020-06-20,Health District,Arlington,Northern Region,Emergency Department,35,6
2020-08-03,2020-06-20,Health District,Loudoun,Northern Region,Urgent Care,405,36
2020-08-03,2020-07-25,Health District,Pittsylvania-Danville,Southwest Region,Urgent Care,1,6
2020-08-03,2020-07-25,Health District,Chesterfield,Central Region,Urgent Care,357,18
2020-08-03,2020-05-16,Health District,Piedmont,Central Region,Urgent Care,17,26
2020-08-03,2020-07-04,Health District,Norfolk,Eastern Region,Urgent Care,121,19
2020-08-03,2020-06-06,Health District,Portsmouth,Eastern Region,Emergency Department,69,7
2020-08-03,2020-07-25,Health District,Arlington,Northern Region,Urgent Care,68,19
2020-08-03,2020-08-01,Health District,Prince William,Northern Region,Emergency Department,154,6
2020-08-03,2020-04-11,Health District,Rappahannock,Northwest Region,Emergency Department,181,12
2020-08-03,2020-04-25,Health District,Alleghany,Southwest Region,Emergency Department,72,9
2020-08-03,2020-03-07,Health District,Cumberland Plateau,Southwest Region,Urgent Care,1,25
2020-08-03,2020-06-20,Health District,Chickahominy,Central Region,Emergency Department,50,6
2020-08-03,2020-04-25,Health District,Chesapeake,Eastern Region,Emergency Department,108,9
2020-08-03,2020-07-11,Health District,Three Rivers,Eastern Region,Emergency Department,58,4
2020-08-03,2020-03-14,Health District,Central Shenandoah,Northwest Region,Urgent Care,44,9
2020-08-03,2020-05-30,Health District,Rappahannock Rapidan,Northwest Region,Emergency Department,117,11
2020-08-03,2020-05-16,Health District,Roanoke,Southwest Region,Urgent Care,12,6
2020-08-03,2020-07-25,Health District,West Piedmont,Southwest Region,Emergency Department,65,6
2020-08-03,2020-03-21,Health District,Henrico,Central Region,Emergency Department,345,12
2020-08-03,2020-07-04,Health District,Piedmont,Central Region,Urgent Care,21,27
2020-08-03,2020-05-02,Health District,Loudoun,Northern Region,Emergency Department,171,15
2020-08-03,2020-05-23,Health District,Lord Fairfax,Northwest Region,Urgent Care,88,15
2020-08-03,2020-06-13,Health District,Central Virginia,Southwest Region,Urgent Care,5,4
2020-08-03,2020-07-11,Health District,Cumberland Plateau,Southwest Region,Emergency Department,54,5
2020-08-03,2020-03-07,Health District,Pittsylvania-Danville,Southwest Region,Urgent Care,0,0
2020-08-03,2020-03-14,Health District,Roanoke,Southwest Region,Urgent Care,26,7
2020-08-03,2020-03-07,Health District,Peninsula,Eastern Region,Urgent Care,253,9
2020-08-03,2020-03-14,Health District,Western Tidewater,Eastern Region,Emergency Department,99,6
2020-08-03,2020-07-04,Health District,Alleghany,Southwest Region,Urgent Care,28,6
2020-08-03,2020-03-14,Health District,Mount Rogers,Southwest Region,Urgent Care,1,7
2020-08-03,2020-05-02,Health District,Mount Rogers,Southwest Region,Urgent Care,0,0
2020-08-03,2020-05-09,Health District,Henrico,Central Region,Emergency Department,158,8
2020-08-03,2020-03-28,Health District,Norfolk,Eastern Region,Emergency Department,139,8
2020-08-03,2020-06-27,Health District,Alexandria,Northern Region,Urgent Care,78,39
2020-08-03,2020-06-20,Health District,Loudoun,Northern Region,Emergency Department,103,7
2020-08-03,2020-07-11,Health District,Lord Fairfax,Northwest Region,Urgent Care,60,8
