"Report Date","Week End Date","Geography Type","Geography Name","VDH Health Region","Facility Type","Count of CLI Visits","Percent of CLI Visits"
08/03/2020,05/02/2020,"Health District",Henrico,"Central Region","Urgent Care",228,21
08/03/2020,03/21/2020,"Health District",Piedmont,"Central Region","Emergency Department",77,10
08/03/2020,03/21/2020,"Health District","Virginia Beach","Eastern Region","Emergency Department",297,10
08/03/2020,07/25/2020,"Health District","Western Tidewater","Eastern Region","Urgent Care",37,12
08/03/2020,06/06/2020,"Health District",Loudoun,"Northern Region","Urgent Care",397,37
08/03/2020,06/20/2020,"Health District","Central Shenandoah","Northwest Region","Emergency Department",73,3
08/03/2020,03/14/2020,"Health District","New River","Southwest Region","Emergency Department",109,7
08/03/2020,06/20/2020,"Health District","West Piedmont","Southwest Region","Urgent Care",3,1
08/03/2020,03/07/2020,"Health District",Crater,"Central Region","Urgent Care",47,6
08/03/2020,05/16/2020,"Health District",Southside,"Central Region","Emergency Department",42,8
08/03/2020,07/11/2020,"Health District",Peninsula,"Eastern Region","Emergency Department",194,7
08/03/2020,05/23/2020,"Health District","Thomas Jefferson","Northwest Region","Emergency Department",42,5
08/03/2020,06/27/2020,"Health District","Central Virginia","Southwest Region","Urgent Care",15,11
08/03/2020,07/04/2020,"Health District",Chickahominy,"Central Region","Emergency Department",47,5
08/03/2020,05/09/2020,"Health District",Chesapeake,"Eastern Region","Emergency Department",91,7
08/03/2020,07/25/2020,"Health District",Chesapeake,"Eastern Region","Emergency Department",311,17
08/03/2020,04/18/2020,"Health District",Fairfax,"Northern Region","Urgent Care",201,16
08/03/2020,08/01/2020,"Health District",Chickahominy,"Central Region","Urgent Care",64,13
08/03/2020,03/21/2020,"Health District","Lord Fairfax","Northwest Region","Urgent Care",83,9
08/03/2020,06/27/2020,"Health District","Cumberland Plateau","Southwest Region","Emergency Department",30,3
08/03/2020,08/01/2020,"Health District","New River","Southwest Region","Emergency Department",79,6
08/03/2020,06/27/2020,"Health District","New River","Southwest Region","Urgent Care",13,2
08/03/2020,03/07/2020,"Health District",Southside,"Central Region","Urgent Care",3,8
08/03/2020,06/13/2020,"Health District",Southside,"Central Region","Urgent Care",3,15
08/03/2020,04/18/2020,"Health District","Eastern Shore","Eastern Region","Urgent Care",0,0
08/03/2020,05/09/2020,"Health District",Peninsula,"Eastern Region","Urgent Care",133,11
08/03/2020,05/09/2020,"Health District","Three Rivers","Eastern Region","Emergency Department",77,8
08/03/2020,07/25/2020,"Health District","Three Rivers","Eastern Region","Emergency Department",92,8
08/03/2020,04/04/2020,"Health District","West Piedmont","Southwest Region","Emergency Department",48,7
08/03/2020,03/14/2020,"Health District",Piedmont,"Central Region","Urgent Care",11,10
08/03/2020,06/20/2020,"Health District",Piedmont,"Central Region","Urgent Care",29,31
08/03/2020,07/18/2020,"Health District",Norfolk,"Eastern Region","Urgent Care",162,22
08/03/2020,06/20/2020,"Health District",Portsmouth,"Eastern Region","Emergency Department",58,6
08/03/2020,06/27/2020,"Health District",Fairfax,"Northern Region","Emergency Department",212,5
08/03/2020,04/18/2020,"Health District",Alleghany,"Southwest Region","Urgent Care",30,9
08/03/2020,03/21/2020,"Health District","Cumberland Plateau","Southwest Region","Urgent Care",0,0
08/03/2020,06/27/2020,"Health District","Cumberland Plateau","Southwest Region","Urgent Care",0,0
08/03/2020,05/09/2020,"Health District",Crater,"Central Region","Urgent Care",61,13
08/03/2020,03/14/2020,"Health District","Lord Fairfax","Northwest Region","Emergency Department",145,6
08/03/2020,03/07/2020,"Health District",Alleghany,"Southwest Region","Emergency Department",72,5
08/03/2020,04/25/2020,"Health District","Cumberland Plateau","Southwest Region","Emergency Department",36,6
08/03/2020,04/25/2020,"Health District","Cumberland Plateau","Southwest Region","Urgent Care",0,0
08/03/2020,06/06/2020,"Health District",Roanoke,"Southwest Region","Emergency Department",67,8
08/03/2020,05/16/2020,"Health District",Chesterfield,"Central Region","Emergency Department",181,8
08/03/2020,05/23/2020,"Health District",Richmond,"Central Region","Urgent Care",299,33
08/03/2020,04/11/2020,"Health District",Fairfax,"Northern Region","Emergency Department",516,18
08/03/2020,03/07/2020,"Health District","Thomas Jefferson","Northwest Region","Emergency Department",104,6
08/03/2020,05/02/2020,"Health District",Chesterfield,"Central Region","Emergency Department",155,8
08/03/2020,05/30/2020,"Health District",Chickahominy,"Central Region","Urgent Care",131,27
08/03/2020,07/25/2020,"Health District",Richmond,"Central Region","Emergency Department",133,7
08/03/2020,06/13/2020,"Health District",Norfolk,"Eastern Region","Emergency Department",79,4
08/03/2020,05/16/2020,"Health District","Western Tidewater","Eastern Region","Emergency Department",54,5
08/03/2020,05/09/2020,"Health District","Western Tidewater","Eastern Region","Urgent Care",34,16
08/03/2020,05/16/2020,"Health District","Rappahannock Rapidan","Northwest Region","Urgent Care",33,19
08/03/2020,07/11/2020,"Health District","Mount Rogers","Southwest Region","Emergency Department",48,3
08/03/2020,05/30/2020,"Health District","New River","Southwest Region","Emergency Department",46,4
08/03/2020,04/04/2020,"Health District","West Piedmont","Southwest Region","Urgent Care",9,6
08/03/2020,03/28/2020,"Health District",Hampton,"Eastern Region","Emergency Department",79,9
08/03/2020,04/11/2020,"Health District",Norfolk,"Eastern Region","Emergency Department",101,7
08/03/2020,07/18/2020,"Health District","Western Tidewater","Eastern Region","Emergency Department",128,8
08/03/2020,03/28/2020,"Health District","Lord Fairfax","Northwest Region","Emergency Department",125,9
08/03/2020,07/25/2020,"Health District","Mount Rogers","Southwest Region","Emergency Department",86,6
08/03/2020,06/20/2020,"Health District",Pittsylvania-Danville,"Southwest Region","Emergency Department",26,4
08/03/2020,03/21/2020,"Health District",Richmond,"Central Region","Urgent Care",40,5
08/03/2020,05/16/2020,"Health District",Norfolk,"Eastern Region","Urgent Care",61,13
08/03/2020,04/18/2020,"Health District",Portsmouth,"Eastern Region","Emergency Department",55,7
08/03/2020,06/20/2020,"Health District","Three Rivers","Eastern Region","Urgent Care",103,19
08/03/2020,07/25/2020,"Health District","Thomas Jefferson","Northwest Region","Emergency Department",69,6
08/03/2020,03/14/2020,"Health District","Central Virginia","Southwest Region","Emergency Department",66,4
08/03/2020,05/16/2020,"Health District","Mount Rogers","Southwest Region","Urgent Care",0,0
08/03/2020,07/11/2020,"Health District",Crater,"Central Region","Emergency Department",166,8
08/03/2020,08/01/2020,"Health District",Southside,"Central Region","Emergency Department",49,6
08/03/2020,04/25/2020,"Health District",Peninsula,"Eastern Region","Emergency Department",101,6
08/03/2020,04/11/2020,"Health District","Central Virginia","Southwest Region","Urgent Care",3,5
08/03/2020,07/18/2020,"Health District",Henrico,"Central Region","Urgent Care",471,26
08/03/2020,04/25/2020,"Health District","Eastern Shore","Eastern Region","Emergency Department",95,34
08/03/2020,04/25/2020,"Health District","Prince William","Northern Region","Urgent Care",173,18
08/03/2020,04/25/2020,"Health District","Lord Fairfax","Northwest Region","Urgent Care",37,7
08/03/2020,04/04/2020,"Health District",Lenowisco,"Southwest Region","Emergency Department",43,10
08/03/2020,06/20/2020,"Health District",Lenowisco,"Southwest Region","Urgent Care",0,0
08/03/2020,05/02/2020,"Health District",Chickahominy,"Central Region","Emergency Department",62,9
08/03/2020,04/11/2020,"Health District",Southside,"Central Region","Urgent Care",1,9
08/03/2020,03/07/2020,"Health District",Chesapeake,"Eastern Region","Emergency Department",128,6
08/03/2020,07/11/2020,"Health District",Peninsula,"Eastern Region","Urgent Care",701,30
08/03/2020,05/23/2020,"Health District","Three Rivers","Eastern Region","Emergency Department",67,7
08/03/2020,04/18/2020,"Health District","Virginia Beach","Eastern Region","Urgent Care",25,2
08/03/2020,07/18/2020,"Health District",Alexandria,"Northern Region","Emergency Department",53,9
08/03/2020,06/20/2020,"Health District",Fairfax,"Northern Region","Urgent Care",755,30
08/03/2020,07/18/2020,"Health District","Rappahannock Rapidan","Northwest Region","Emergency Department",74,6
08/03/2020,07/04/2020,"Health District",Roanoke,"Southwest Region","Urgent Care",16,6
08/03/2020,06/06/2020,"Health District","West Piedmont","Southwest Region","Emergency Department",43,4
08/03/2020,05/02/2020,"Health District",Southside,"Central Region","Emergency Department",11,2
08/03/2020,06/27/2020,"Health District",Peninsula,"Eastern Region","Emergency Department",107,4
08/03/2020,05/02/2020,"Health District","Virginia Beach","Eastern Region","Urgent Care",98,7
08/03/2020,07/11/2020,"Health District","Cumberland Plateau","Southwest Region","Urgent Care",0,0
08/03/2020,05/02/2020,"Health District",Lenowisco,"Southwest Region","Emergency Department",21,6
08/03/2020,04/25/2020,"Health District","New River","Southwest Region","Urgent Care",6,4
08/03/2020,05/23/2020,"Health District",Chesapeake,"Eastern Region","Emergency Department",95,7
08/03/2020,07/11/2020,"Health District",Chesapeake,"Eastern Region","Emergency Department",220,12
08/03/2020,03/14/2020,"Health District","Rappahannock Rapidan","Northwest Region","Urgent Care",30,8
08/03/2020,06/27/2020,"Health District",Alleghany,"Southwest Region","Emergency Department",90,8
08/03/2020,03/14/2020,"Health District",Southside,"Central Region","Emergency Department",29,3
08/03/2020,07/11/2020,"Health District","Eastern Shore","Eastern Region","Emergency Department",15,4
08/03/2020,07/11/2020,"Health District",Hampton,"Eastern Region","Urgent Care",365,34
08/03/2020,05/09/2020,"Health District",Peninsula,"Eastern Region","Emergency Department",97,5
08/03/2020,08/01/2020,"Health District","Western Tidewater","Eastern Region","Emergency Department",126,9
08/03/2020,06/20/2020,"Health District",Lenowisco,"Southwest Region","Emergency Department",15,3
08/03/2020,04/04/2020,"Health District",Piedmont,"Central Region","Emergency Department",36,8
08/03/2020,05/23/2020,"Health District",Piedmont,"Central Region","Emergency Department",57,8
08/03/2020,05/16/2020,"Health District",Hampton,"Eastern Region","Emergency Department",27,3
08/03/2020,04/04/2020,"Health District",Loudoun,"Northern Region","Urgent Care",50,9
08/03/2020,05/16/2020,"Health District","Central Shenandoah","Northwest Region","Emergency Department",144,8
08/03/2020,05/16/2020,"Health District","Thomas Jefferson","Northwest Region","Urgent Care",15,23
08/03/2020,07/04/2020,"Health District","Thomas Jefferson","Northwest Region","Urgent Care",11,13
08/03/2020,05/16/2020,"Health District","Central Virginia","Southwest Region","Emergency Department",17,2
08/03/2020,07/04/2020,"Health District","Central Virginia","Southwest Region","Emergency Department",28,2
08/03/2020,04/18/2020,"Health District",Chickahominy,"Central Region","Emergency Department",53,8
08/03/2020,05/16/2020,"Health District",Alexandria,"Northern Region","Emergency Department",103,20
08/03/2020,03/07/2020,"Health District","Mount Rogers","Southwest Region","Emergency Department",84,5
08/03/2020,05/23/2020,"Health District","Mount Rogers","Southwest Region","Emergency Department",38,3
08/03/2020,07/04/2020,"Health District",Chesterfield,"Central Region","Emergency Department",181,7
08/03/2020,04/04/2020,"Health District",Chesterfield,"Central Region","Urgent Care",32,3
08/03/2020,05/23/2020,"Health District",Chesterfield,"Central Region","Urgent Care",619,32
08/03/2020,05/16/2020,"Health District",Henrico,"Central Region","Urgent Care",382,28
08/03/2020,03/07/2020,"Health District","Virginia Beach","Eastern Region","Emergency Department",160,4
08/03/2020,04/18/2020,"Health District","Central Shenandoah","Northwest Region","Emergency Department",190,11
08/03/2020,06/13/2020,"Health District","Lord Fairfax","Northwest Region","Emergency Department",82,5
08/03/2020,08/01/2020,"Health District","Lord Fairfax","Northwest Region","Emergency Department",73,4
08/03/2020,05/09/2020,"Health District",Alleghany,"Southwest Region","Emergency Department",81,9
08/03/2020,04/04/2020,"Health District",Roanoke,"Southwest Region","Emergency Department",79,11
08/03/2020,05/23/2020,"Health District",Roanoke,"Southwest Region","Emergency Department",44,5
08/03/2020,06/06/2020,"Health District",Chickahominy,"Central Region","Emergency Department",47,6
08/03/2020,03/07/2020,"Health District",Portsmouth,"Eastern Region","Urgent Care",41,6
08/03/2020,06/20/2020,"Health District","Virginia Beach","Eastern Region","Urgent Care",299,16
08/03/2020,07/04/2020,"Health District",Alexandria,"Northern Region","Emergency Department",48,8
08/03/2020,08/01/2020,"Health District","Rappahannock Rapidan","Northwest Region","Emergency Department",63,5
08/03/2020,05/23/2020,"Health District",Arlington,"Northern Region","Urgent Care",52,19
08/03/2020,07/11/2020,"Health District",Arlington,"Northern Region","Urgent Care",85,23
08/03/2020,03/07/2020,"Health District",Roanoke,"Southwest Region","Emergency Department",88,7
08/03/2020,03/21/2020,"Health District",Chesterfield,"Central Region","Urgent Care",109,7
08/03/2020,07/25/2020,"Health District",Crater,"Central Region","Emergency Department",194,9
08/03/2020,07/25/2020,"Health District",Piedmont,"Central Region","Emergency Department",51,7
08/03/2020,04/18/2020,"Health District",Piedmont,"Central Region","Urgent Care",6,16
08/03/2020,07/18/2020,"Health District",Southside,"Central Region","Emergency Department",58,7
08/03/2020,03/14/2020,"Health District",Hampton,"Eastern Region","Emergency Department",93,6
08/03/2020,03/21/2020,"Health District","Three Rivers","Eastern Region","Emergency Department",162,13
08/03/2020,03/21/2020,"Health District",Arlington,"Northern Region","Urgent Care",35,9
08/03/2020,03/28/2020,"Health District","Prince William","Northern Region","Emergency Department",278,13
08/03/2020,04/25/2020,"Health District",Rappahannock,"Northwest Region","Urgent Care",45,7
08/03/2020,07/04/2020,"Health District",Henrico,"Central Region","Urgent Care",413,23
08/03/2020,03/14/2020,"Health District",Norfolk,"Eastern Region","Urgent Care",53,8
08/03/2020,05/02/2020,"Health District",Norfolk,"Eastern Region","Urgent Care",35,9
08/03/2020,04/04/2020,"Health District",Fairfax,"Northern Region","Urgent Care",154,12
08/03/2020,06/06/2020,"Health District",Piedmont,"Central Region","Emergency Department",36,5
08/03/2020,05/30/2020,"Health District",Southside,"Central Region","Emergency Department",38,6
08/03/2020,05/16/2020,"Health District","Prince William","Northern Region","Emergency Department",323,16
08/03/2020,06/13/2020,"Health District",Rappahannock,"Northwest Region","Urgent Care",196,17
08/03/2020,03/14/2020,"Health District","Thomas Jefferson","Northwest Region","Urgent Care",4,5
08/03/2020,07/18/2020,"Health District","Central Virginia","Southwest Region","Emergency Department",41,3
08/03/2020,07/18/2020,"Health District","Mount Rogers","Southwest Region","Urgent Care",0,0
08/03/2020,03/21/2020,"Health District",Richmond,"Central Region","Emergency Department",202,10
08/03/2020,07/04/2020,"Health District",Portsmouth,"Eastern Region","Emergency Department",94,8
08/03/2020,05/02/2020,"Health District","Thomas Jefferson","Northwest Region","Urgent Care",4,10
08/03/2020,03/07/2020,"Health District","Three Rivers","Eastern Region","Emergency Department",136,9
08/03/2020,07/04/2020,"Health District","Virginia Beach","Eastern Region","Urgent Care",485,20
08/03/2020,07/18/2020,"Health District",Chesterfield,"Central Region","Emergency Department",218,8
08/03/2020,07/25/2020,"Health District",Richmond,"Central Region","Urgent Care",180,19
08/03/2020,05/09/2020,"Health District",Arlington,"Northern Region","Urgent Care",33,17
08/03/2020,05/23/2020,"Health District","Cumberland Plateau","Southwest Region","Urgent Care",0,0
08/03/2020,03/07/2020,"Health District","New River","Southwest Region","Urgent Care",54,8
08/03/2020,05/09/2020,"Health District",Roanoke,"Southwest Region","Emergency Department",81,10
08/03/2020,03/21/2020,"Health District",Portsmouth,"Eastern Region","Urgent Care",26,6
08/03/2020,05/09/2020,"Health District",Portsmouth,"Eastern Region","Urgent Care",40,11
08/03/2020,03/14/2020,"Health District",Henrico,"Central Region","Urgent Care",120,6
08/03/2020,04/25/2020,"Health District",Southside,"Central Region","Urgent Care",1,8
08/03/2020,05/09/2020,"Health District","Virginia Beach","Eastern Region","Emergency Department",82,4
08/03/2020,04/18/2020,"Health District",Loudoun,"Northern Region","Urgent Care",45,10
08/03/2020,05/02/2020,"Health District","Central Shenandoah","Northwest Region","Emergency Department",160,9
08/03/2020,05/23/2020,"Health District","West Piedmont","Southwest Region","Emergency Department",53,6
08/03/2020,04/04/2020,"Health District",Chickahominy,"Central Region","Emergency Department",79,13
08/03/2020,04/04/2020,"Health District",Richmond,"Central Region","Emergency Department",123,9
08/03/2020,07/04/2020,"Health District",Chesapeake,"Eastern Region","Urgent Care",359,21
08/03/2020,07/04/2020,"Health District","Three Rivers","Eastern Region","Urgent Care",140,23
08/03/2020,03/14/2020,"Health District",Alexandria,"Northern Region","Emergency Department",89,10
08/03/2020,05/30/2020,"Health District","Central Shenandoah","Northwest Region","Urgent Care",8,5
08/03/2020,03/21/2020,"Health District","Mount Rogers","Southwest Region","Emergency Department",97,7
08/03/2020,07/18/2020,"Health District",Hampton,"Eastern Region","Emergency Department",112,10
08/03/2020,04/11/2020,"Health District","Lord Fairfax","Northwest Region","Emergency Department",103,8
08/03/2020,07/11/2020,"Health District",Alleghany,"Southwest Region","Emergency Department",86,7
08/03/2020,05/02/2020,"Health District","Central Virginia","Southwest Region","Emergency Department",23,2
08/03/2020,03/07/2020,"Health District",Henrico,"Central Region","Emergency Department",167,5
08/03/2020,03/28/2020,"Health District",Southside,"Central Region","Emergency Department",31,6
08/03/2020,04/18/2020,"Health District",Loudoun,"Northern Region","Emergency Department",119,13
08/03/2020,07/11/2020,"Health District","Thomas Jefferson","Northwest Region","Emergency Department",53,5
08/03/2020,05/09/2020,"Health District","Central Virginia","Southwest Region","Urgent Care",4,6
08/03/2020,06/06/2020,"Health District","Eastern Shore","Eastern Region","Urgent Care",0,0
08/03/2020,08/01/2020,"Health District",Norfolk,"Eastern Region","Emergency Department",306,13
08/03/2020,03/28/2020,"Health District","Western Tidewater","Eastern Region","Emergency Department",95,8
08/03/2020,07/18/2020,"Health District","Thomas Jefferson","Northwest Region","Urgent Care",14,16
08/03/2020,07/18/2020,"Health District",Piedmont,"Central Region","Urgent Care",21,25
08/03/2020,07/11/2020,"Health District",Richmond,"Central Region","Urgent Care",336,30
08/03/2020,05/09/2020,"Health District","Eastern Shore","Eastern Region","Emergency Department",65,23
08/03/2020,04/25/2020,"Health District","Western Tidewater","Eastern Region","Urgent Care",9,6
08/03/2020,03/07/2020,"Health District",Arlington,"Northern Region","Urgent Care",62,9
08/03/2020,07/04/2020,"Health District",Loudoun,"Northern Region","Emergency Department",101,7
08/03/2020,04/18/2020,"Health District",Lenowisco,"Southwest Region","Emergency Department",29,7
08/03/2020,05/09/2020,"Health District","New River","Southwest Region","Urgent Care",8,4
08/03/2020,03/21/2020,"Health District","West Piedmont","Southwest Region","Urgent Care",21,9
08/03/2020,05/30/2020,"Health District","Prince William","Northern Region","Emergency Department",225,10
08/03/2020,05/09/2020,"Health District","Lord Fairfax","Northwest Region","Urgent Care",68,13
08/03/2020,04/25/2020,"Health District",Rappahannock,"Northwest Region","Emergency Department",137,9
08/03/2020,06/27/2020,"Health District",Rappahannock,"Northwest Region","Urgent Care",225,19
08/03/2020,05/09/2020,"Health District","Cumberland Plateau","Southwest Region","Emergency Department",32,5
08/03/2020,07/25/2020,"Health District","Cumberland Plateau","Southwest Region","Urgent Care",0,0
08/03/2020,06/27/2020,"Health District",Crater,"Central Region","Emergency Department",140,7
08/03/2020,07/25/2020,"Health District",Henrico,"Central Region","Emergency Department",189,7
08/03/2020,03/21/2020,"Health District",Chesapeake,"Eastern Region","Emergency Department",205,12
08/03/2020,06/27/2020,"Health District",Chesapeake,"Eastern Region","Emergency Department",92,6
08/03/2020,05/23/2020,"Health District",Portsmouth,"Eastern Region","Urgent Care",43,12
08/03/2020,06/06/2020,"Health District",Fairfax,"Northern Region","Urgent Care",718,29
08/03/2020,07/18/2020,"Health District",Roanoke,"Southwest Region","Urgent Care",54,12
08/03/2020,08/01/2020,"Health District",Henrico,"Central Region","Urgent Care",225,14
08/03/2020,05/02/2020,"Health District",Piedmont,"Central Region","Urgent Care",13,18
08/03/2020,04/18/2020,"Health District",Chesapeake,"Eastern Region","Urgent Care",18,2
08/03/2020,05/30/2020,"Health District",Norfolk,"Eastern Region","Urgent Care",134,24
08/03/2020,05/02/2020,"Health District",Portsmouth,"Eastern Region","Emergency Department",51,6
08/03/2020,04/11/2020,"Health District","Prince William","Northern Region","Urgent Care",87,10
08/03/2020,05/09/2020,"Health District","Cumberland Plateau","Southwest Region","Urgent Care",0,0
08/03/2020,07/04/2020,"Health District",Lenowisco,"Southwest Region","Urgent Care",0,0
08/03/2020,07/18/2020,"Health District",Chickahominy,"Central Region","Urgent Care",157,25
08/03/2020,07/11/2020,"Health District",Southside,"Central Region","Urgent Care",9,23
08/03/2020,03/07/2020,"Health District","Eastern Shore","Eastern Region","Emergency Department",26,6
08/03/2020,03/07/2020,"Health District",Hampton,"Eastern Region","Urgent Care",73,6
08/03/2020,04/11/2020,"Health District",Peninsula,"Eastern Region","Emergency Department",151,9
08/03/2020,07/04/2020,"Health District",Loudoun,"Northern Region","Urgent Care",484,34
08/03/2020,07/18/2020,"Health District","Central Shenandoah","Northwest Region","Emergency Department",118,5
08/03/2020,03/07/2020,"Health District","Lord Fairfax","Northwest Region","Urgent Care",113,10
08/03/2020,05/02/2020,"Health District",Lenowisco,"Southwest Region","Urgent Care",0,0
08/03/2020,07/18/2020,"Health District","New River","Southwest Region","Emergency Department",57,4
08/03/2020,07/11/2020,"Health District","New River","Southwest Region","Urgent Care",15,2
08/03/2020,06/13/2020,"Health District",Chickahominy,"Central Region","Urgent Care",150,27
08/03/2020,04/04/2020,"Health District","Eastern Shore","Eastern Region","Urgent Care",0,0
08/03/2020,03/07/2020,"Health District",Peninsula,"Eastern Region","Emergency Department",221,6
08/03/2020,07/11/2020,"Health District",Roanoke,"Southwest Region","Emergency Department",103,10
08/03/2020,03/21/2020,"Health District",Crater,"Central Region","Urgent Care",40,7
08/03/2020,05/09/2020,"Health District",Richmond,"Central Region","Urgent Care",171,22
08/03/2020,05/02/2020,"Health District","Three Rivers","Eastern Region","Urgent Care",43,11
08/03/2020,04/11/2020,"Health District",Alexandria,"Northern Region","Urgent Care",14,18
08/03/2020,07/11/2020,"Health District","Central Virginia","Southwest Region","Urgent Care",11,8
08/03/2020,03/07/2020,"Health District","Cumberland Plateau","Southwest Region","Emergency Department",73,6
08/03/2020,07/04/2020,"Health District","Mount Rogers","Southwest Region","Urgent Care",2,2
08/03/2020,07/25/2020,"Health District",Roanoke,"Southwest Region","Emergency Department",93,9
08/03/2020,05/30/2020,"Health District",Norfolk,"Eastern Region","Emergency Department",70,4
08/03/2020,05/30/2020,"Health District","Western Tidewater","Eastern Region","Emergency Department",41,3
08/03/2020,03/14/2020,"Health District","Prince William","Northern Region","Emergency Department",284,8
08/03/2020,07/04/2020,"Health District","Central Shenandoah","Northwest Region","Emergency Department",105,5
08/03/2020,07/25/2020,"Health District","Lord Fairfax","Northwest Region","Urgent Care",59,8
08/03/2020,04/11/2020,"Health District",Rappahannock,"Northwest Region","Urgent Care",22,3
08/03/2020,07/04/2020,"Health District",Lenowisco,"Southwest Region","Emergency Department",20,3
08/03/2020,06/06/2020,"Health District","Mount Rogers","Southwest Region","Emergency Department",46,4
08/03/2020,03/14/2020,"Health District",Chesterfield,"Central Region","Emergency Department",210,6
08/03/2020,04/11/2020,"Health District",Chickahominy,"Central Region","Urgent Care",6,3
08/03/2020,06/06/2020,"Health District",Richmond,"Central Region","Emergency Department",141,9
08/03/2020,03/21/2020,"Health District","Western Tidewater","Eastern Region","Urgent Care",22,9
08/03/2020,06/13/2020,"Health District","Prince William","Northern Region","Urgent Care",888,43
08/03/2020,03/28/2020,"Health District","Rappahannock Rapidan","Northwest Region","Urgent Care",15,10
08/03/2020,05/23/2020,"Health District",Crater,"Central Region","Emergency Department",118,7
08/03/2020,05/09/2020,"Health District",Hampton,"Eastern Region","Urgent Care",106,17
08/03/2020,06/13/2020,"Health District",Peninsula,"Eastern Region","Emergency Department",82,3
08/03/2020,07/25/2020,"Health District",Portsmouth,"Eastern Region","Urgent Care",67,13
08/03/2020,06/20/2020,"Health District",Arlington,"Northern Region","Emergency Department",35,6
08/03/2020,06/20/2020,"Health District",Loudoun,"Northern Region","Urgent Care",405,36
08/03/2020,07/25/2020,"Health District",Pittsylvania-Danville,"Southwest Region","Urgent Care",1,6
08/03/2020,07/25/2020,"Health District",Chesterfield,"Central Region","Urgent Care",357,18
08/03/2020,05/16/2020,"Health District",Piedmont,"Central Region","Urgent Care",17,26
08/03/2020,07/04/2020,"Health District",Norfolk,"Eastern Region","Urgent Care",121,19
08/03/2020,06/06/2020,"Health District",Portsmouth,"Eastern Region","Emergency Department",69,7
08/03/2020,07/25/2020,"Health District",Arlington,"Northern Region","Urgent Care",68,19
08/03/2020,08/01/2020,"Health District","Prince William","Northern Region","Emergency Department",154,6
08/03/2020,04/11/2020,"Health District",Rappahannock,"Northwest Region","Emergency Department",181,12
08/03/2020,04/25/2020,"Health District",Alleghany,"Southwest Region","Emergency Department",72,9
08/03/2020,03/07/2020,"Health District","Cumberland Plateau","Southwest Region","Urgent Care",1,25
08/03/2020,06/20/2020,"Health District",Chickahominy,"Central Region","Emergency Department",50,6
08/03/2020,04/25/2020,"Health District",Chesapeake,"Eastern Region","Emergency Department",108,9
08/03/2020,07/11/2020,"Health District","Three Rivers","Eastern Region","Emergency Department",58,4
08/03/2020,03/14/2020,"Health District","Central Shenandoah","Northwest Region","Urgent Care",44,9
08/03/2020,05/30/2020,"Health District","Rappahannock Rapidan","Northwest Region","Emergency Department",117,11
08/03/2020,05/16/2020,"Health District",Roanoke,"Southwest Region","Urgent Care",12,6
08/03/2020,07/25/2020,"Health District","West Piedmont","Southwest Region","Emergency Department",65,6
08/03/2020,03/21/2020,"Health District",Henrico,"Central Region","Emergency Department",345,12
08/03/2020,07/04/2020,"Health District",Piedmont,"Central Region","Urgent Care",21,27
08/03/2020,05/02/2020,"Health District",Loudoun,"Northern Region","Emergency Department",171,15
08/03/2020,05/23/2020,"Health District","Lord Fairfax","Northwest Region","Urgent Care",88,15
08/03/2020,06/13/2020,"Health District","Central Virginia","Southwest Region","Urgent Care",5,4
08/03/2020,07/11/2020,"Health District","Cumberland Plateau","Southwest Region","Emergency Department",54,5
