"﻿Report Date","VDH Health Region","Percent of CLI Visits","Count of CLI Visits","Geography Name","Facility Type","Week End Date","Geography Type"
7/20/2020,"Northwest Region",9,83,"Lord Fairfax","Urgent Care",3/21/2020,"Health District"
7/20/2020,"Northwest Region",8,99,"Lord Fairfax","Urgent Care",3/14/2020,"Health District"
7/20/2020,"Northwest Region",10,113,"Lord Fairfax","Urgent Care",3/7/2020,"Health District"
7/20/2020,"Northwest Region",6,103,"Lord Fairfax","Emergency Department",7/18/2020,"Health District"
7/20/2020,"Northwest Region",5,100,"Lord Fairfax","Emergency Department",7/11/2020,"Health District"
7/20/2020,"Northwest Region",4,70,"Lord Fairfax","Emergency Department",7/4/2020,"Health District"
7/20/2020,"Northwest Region",5,98,"Lord Fairfax","Emergency Department",6/27/2020,"Health District"
7/20/2020,"Northwest Region",5,93,"Lord Fairfax","Emergency Department",6/20/2020,"Health District"
7/20/2020,"Northwest Region",5,82,"Lord Fairfax","Emergency Department",6/13/2020,"Health District"
7/20/2020,"Northwest Region",7,116,"Lord Fairfax","Emergency Department",6/6/2020,"Health District"
7/20/2020,"Northwest Region",7,117,"Lord Fairfax","Emergency Department",5/30/2020,"Health District"
7/20/2020,"Northwest Region",10,169,"Lord Fairfax","Emergency Department",5/23/2020,"Health District"
7/20/2020,"Northwest Region",10,151,"Lord Fairfax","Emergency Department",5/16/2020,"Health District"
7/20/2020,"Northwest Region",10,147,"Lord Fairfax","Emergency Department",5/9/2020,"Health District"
7/20/2020,"Northwest Region",10,157,"Lord Fairfax","Emergency Department",5/2/2020,"Health District"
7/20/2020,"Northwest Region",7,100,"Lord Fairfax","Emergency Department",4/25/2020,"Health District"
7/20/2020,"Northwest Region",7,89,"Lord Fairfax","Emergency Department",4/18/2020,"Health District"
7/20/2020,"Northwest Region",8,103,"Lord Fairfax","Emergency Department",4/11/2020,"Health District"
7/20/2020,"Northwest Region",9,110,"Lord Fairfax","Emergency Department",4/4/2020,"Health District"
7/20/2020,"Northwest Region",9,125,"Lord Fairfax","Emergency Department",3/28/2020,"Health District"
7/20/2020,"Northwest Region",9,169,"Lord Fairfax","Emergency Department",3/21/2020,"Health District"
7/20/2020,"Northwest Region",6,145,"Lord Fairfax","Emergency Department",3/14/2020,"Health District"
7/20/2020,"Northwest Region",6,131,"Lord Fairfax","Emergency Department",3/7/2020,"Health District"
7/20/2020,"Central Region",31,11,Southside,"Urgent Care",7/18/2020,"Health District"
7/20/2020,"Central Region",23,9,Southside,"Urgent Care",7/11/2020,"Health District"
7/20/2020,"Central Region",26,10,Southside,"Urgent Care",7/4/2020,"Health District"
7/20/2020,"Central Region",33,10,Southside,"Urgent Care",6/27/2020,"Health District"
7/20/2020,"Central Region",29,9,Southside,"Urgent Care",6/20/2020,"Health District"
7/20/2020,"Central Region",15,3,Southside,"Urgent Care",6/13/2020,"Health District"
7/20/2020,"Central Region",73,19,Southside,"Urgent Care",6/6/2020,"Health District"
7/20/2020,"Central Region",39,14,Southside,"Urgent Care",5/30/2020,"Health District"
7/20/2020,"Central Region",14,3,Southside,"Urgent Care",5/23/2020,"Health District"
7/20/2020,"Central Region",10,2,Southside,"Urgent Care",5/16/2020,"Health District"
7/20/2020,"Central Region",10,2,Southside,"Urgent Care",5/9/2020,"Health District"
7/20/2020,"Central Region",8,3,Southside,"Urgent Care",5/2/2020,"Health District"
7/20/2020,"Central Region",8,1,Southside,"Urgent Care",4/25/2020,"Health District"
7/20/2020,"Central Region",0,0,Southside,"Urgent Care",4/18/2020,"Health District"
7/20/2020,"Central Region",9,1,Southside,"Urgent Care",4/11/2020,"Health District"
7/20/2020,"Central Region",0,0,Southside,"Urgent Care",4/4/2020,"Health District"
7/20/2020,"Central Region",0,0,Southside,"Urgent Care",3/28/2020,"Health District"
7/20/2020,"Central Region",7,2,Southside,"Urgent Care",3/21/2020,"Health District"
7/20/2020,"Central Region",6,2,Southside,"Urgent Care",3/14/2020,"Health District"
7/20/2020,"Central Region",8,3,Southside,"Urgent Care",3/7/2020,"Health District"
7/20/2020,"Central Region",7,52,Southside,"Emergency Department",7/18/2020,"Health District"
7/20/2020,"Central Region",6,45,Southside,"Emergency Department",7/11/2020,"Health District"
7/20/2020,"Central Region",5,35,Southside,"Emergency Department",7/4/2020,"Health District"
7/20/2020,"Central Region",5,34,Southside,"Emergency Department",6/27/2020,"Health District"
7/20/2020,"Central Region",5,33,Southside,"Emergency Department",6/20/2020,"Health District"
7/20/2020,"Central Region",4,29,Southside,"Emergency Department",6/13/2020,"Health District"
7/20/2020,"Central Region",6,36,Southside,"Emergency Department",6/6/2020,"Health District"
7/20/2020,"Central Region",6,38,Southside,"Emergency Department",5/30/2020,"Health District"
7/20/2020,"Central Region",8,48,Southside,"Emergency Department",5/23/2020,"Health District"
7/20/2020,"Central Region",8,42,Southside,"Emergency Department",5/16/2020,"Health District"
7/20/2020,"Central Region",5,27,Southside,"Emergency Department",5/9/2020,"Health District"
7/20/2020,"Central Region",2,11,Southside,"Emergency Department",5/2/2020,"Health District"
7/20/2020,"Central Region",4,20,Southside,"Emergency Department",4/25/2020,"Health District"
7/20/2020,"Central Region",4,18,Southside,"Emergency Department",4/18/2020,"Health District"
7/20/2020,"Central Region",6,25,Southside,"Emergency Department",4/11/2020,"Health District"
7/20/2020,"Central Region",4,16,Southside,"Emergency Department",4/4/2020,"Health District"
7/20/2020,"Central Region",6,31,Southside,"Emergency Department",3/28/2020,"Health District"
7/20/2020,"Central Region",4,30,Southside,"Emergency Department",3/21/2020,"Health District"
7/20/2020,"Central Region",3,29,Southside,"Emergency Department",3/14/2020,"Health District"
7/20/2020,"Central Region",2,21,Southside,"Emergency Department",3/7/2020,"Health District"
7/20/2020,"Northern Region",33,465,Loudoun,"Urgent Care",7/18/2020,"Health District"
7/20/2020,"Northern Region",36,468,Loudoun,"Urgent Care",7/11/2020,"Health District"
7/20/2020,"Northern Region",34,484,Loudoun,"Urgent Care",7/4/2020,"Health District"
7/20/2020,"Northern Region",41,519,Loudoun,"Urgent Care",6/27/2020,"Health District"
7/20/2020,"Northern Region",36,405,Loudoun,"Urgent Care",6/20/2020,"Health District"
7/20/2020,"Northern Region",36,418,Loudoun,"Urgent Care",6/13/2020,"Health District"
7/20/2020,"Northern Region",37,397,Loudoun,"Urgent Care",6/6/2020,"Health District"
7/20/2020,"Northern Region",41,426,Loudoun,"Urgent Care",5/30/2020,"Health District"
7/20/2020,"Northern Region",39,376,Loudoun,"Urgent Care",5/23/2020,"Health District"
7/20/2020,"Northern Region",31,211,Loudoun,"Urgent Care",5/16/2020,"Health District"
7/20/2020,"Northern Region",22,138,Loudoun,"Urgent Care",5/9/2020,"Health District"
7/20/2020,"Northern Region",22,133,Loudoun,"Urgent Care",5/2/2020,"Health District"
7/20/2020,"Northern Region",17,86,Loudoun,"Urgent Care",4/25/2020,"Health District"
7/20/2020,"Northern Region",10,45,Loudoun,"Urgent Care",4/18/2020,"Health District"
7/20/2020,"Northern Region",11,57,Loudoun,"Urgent Care",4/11/2020,"Health District"
7/20/2020,"Northern Region",9,50,Loudoun,"Urgent Care",4/4/2020,"Health District"
7/20/2020,"Northern Region",6,48,Loudoun,"Urgent Care",3/28/2020,"Health District"
7/20/2020,"Northern Region",6,58,Loudoun,"Urgent Care",3/21/2020,"Health District"
7/20/2020,"Northern Region",7,116,Loudoun,"Urgent Care",3/14/2020,"Health District"
7/20/2020,"Northern Region",6,118,Loudoun,"Urgent Care",3/7/2020,"Health District"
7/20/2020,"Northern Region",8,110,Loudoun,"Emergency Department",7/18/2020,"Health District"
7/20/2020,"Northern Region",9,135,Loudoun,"Emergency Department",7/11/2020,"Health District"
7/20/2020,"Northern Region",7,101,Loudoun,"Emergency Department",7/4/2020,"Health District"
7/20/2020,"Northern Region",8,115,Loudoun,"Emergency Department",6/27/2020,"Health District"
7/20/2020,"Northern Region",7,103,Loudoun,"Emergency Department",6/20/2020,"Health District"
7/20/2020,"Northern Region",7,100,Loudoun,"Emergency Department",6/13/2020,"Health District"
7/20/2020,"Northern Region",10,136,Loudoun,"Emergency Department",6/6/2020,"Health District"
7/20/2020,"Northern Region",13,166,Loudoun,"Emergency Department",5/30/2020,"Health District"
7/20/2020,"Northern Region",16,207,Loudoun,"Emergency Department",5/23/2020,"Health District"
7/20/2020,"Northern Region",14,166,Loudoun,"Emergency Department",5/16/2020,"Health District"
7/20/2020,"Northern Region",14,170,Loudoun,"Emergency Department",5/9/2020,"Health District"
7/20/2020,"Northern Region",15,171,Loudoun,"Emergency Department",5/2/2020,"Health District"
7/20/2020,"Northern Region",13,140,Loudoun,"Emergency Department",4/25/2020,"Health District"
7/20/2020,"Northern Region",13,119,Loudoun,"Emergency Department",4/18/2020,"Health District"
7/20/2020,"Northern Region",14,128,Loudoun,"Emergency Department",4/11/2020,"Health District"
7/20/2020,"Northern Region",15,151,Loudoun,"Emergency Department",4/4/2020,"Health District"
7/20/2020,"Northern Region",16,179,Loudoun,"Emergency Department",3/28/2020,"Health District"
7/20/2020,"Northern Region",17,264,Loudoun,"Emergency Department",3/21/2020,"Health District"
7/20/2020,"Northern Region",11,202,Loudoun,"Emergency Department",3/14/2020,"Health District"
7/20/2020,"Northern Region",5,108,Loudoun,"Emergency Department",3/7/2020,"Health District"
7/20/2020,"Southwest Region",0,0,"Cumberland Plateau","Urgent Care",7/18/2020,"Health District"
7/20/2020,"Southwest Region",0,0,"Cumberland Plateau","Urgent Care",7/11/2020,"Health District"
7/20/2020,"Southwest Region",13,1,"Cumberland Plateau","Urgent Care",7/4/2020,"Health District"
7/20/2020,"Southwest Region",0,0,"Cumberland Plateau","Urgent Care",6/27/2020,"Health District"
7/20/2020,"Southwest Region",0,0,"Cumberland Plateau","Urgent Care",6/20/2020,"Health District"
7/20/2020,"Southwest Region",0,0,"Cumberland Plateau","Urgent Care",6/13/2020,"Health District"
7/20/2020,"Southwest Region",0,0,"Cumberland Plateau","Urgent Care",6/6/2020,"Health District"
7/20/2020,"Southwest Region",0,0,"Cumberland Plateau","Urgent Care",5/30/2020,"Health District"
7/20/2020,"Southwest Region",0,0,"Cumberland Plateau","Urgent Care",5/23/2020,"Health District"
7/20/2020,"Southwest Region",0,0,"Cumberland Plateau","Urgent Care",5/16/2020,"Health District"
7/20/2020,"Southwest Region",0,0,"Cumberland Plateau","Urgent Care",5/9/2020,"Health District"
7/20/2020,"Southwest Region",0,0,"Cumberland Plateau","Urgent Care",5/2/2020,"Health District"
7/20/2020,"Southwest Region",0,0,"Cumberland Plateau","Urgent Care",4/25/2020,"Health District"
7/20/2020,"Southwest Region",0,0,"Cumberland Plateau","Urgent Care",4/18/2020,"Health District"
7/20/2020,"Southwest Region",0,0,"Cumberland Plateau","Urgent Care",4/11/2020,"Health District"
7/20/2020,"Southwest Region",0,0,"Cumberland Plateau","Urgent Care",4/4/2020,"Health District"
7/20/2020,"Southwest Region",0,0,"Cumberland Plateau","Urgent Care",3/28/2020,"Health District"
7/20/2020,"Southwest Region",0,0,"Cumberland Plateau","Urgent Care",3/21/2020,"Health District"
7/20/2020,"Southwest Region",50,1,"Cumberland Plateau","Urgent Care",3/14/2020,"Health District"
7/20/2020,"Southwest Region",25,1,"Cumberland Plateau","Urgent Care",3/7/2020,"Health District"
7/20/2020,"Southwest Region",5,45,"Cumberland Plateau","Emergency Department",7/18/2020,"Health District"
7/20/2020,"Southwest Region",5,48,"Cumberland Plateau","Emergency Department",7/11/2020,"Health District"
7/20/2020,"Southwest Region",4,39,"Cumberland Plateau","Emergency Department",7/4/2020,"Health District"
7/20/2020,"Southwest Region",3,30,"Cumberland Plateau","Emergency Department",6/27/2020,"Health District"
7/20/2020,"Southwest Region",3,24,"Cumberland Plateau","Emergency Department",6/20/2020,"Health District"
7/20/2020,"Southwest Region",3,29,"Cumberland Plateau","Emergency Department",6/13/2020,"Health District"
7/20/2020,"Southwest Region",3,28,"Cumberland Plateau","Emergency Department",6/6/2020,"Health District"
7/20/2020,"Southwest Region",2,19,"Cumberland Plateau","Emergency Department",5/30/2020,"Health District"
7/20/2020,"Southwest Region",3,27,"Cumberland Plateau","Emergency Department",5/23/2020,"Health District"
7/20/2020,"Southwest Region",4,34,"Cumberland Plateau","Emergency Department",5/16/2020,"Health District"
7/20/2020,"Southwest Region",5,32,"Cumberland Plateau","Emergency Department",5/9/2020,"Health District"
7/20/2020,"Southwest Region",5,37,"Cumberland Plateau","Emergency Department",5/2/2020,"Health District"
7/20/2020,"Southwest Region",6,36,"Cumberland Plateau","Emergency Department",4/25/2020,"Health District"
7/20/2020,"Southwest Region",8,49,"Cumberland Plateau","Emergency Department",4/18/2020,"Health District"
7/20/2020,"Southwest Region",8,52,"Cumberland Plateau","Emergency Department",4/11/2020,"Health District"
7/20/2020,"Southwest Region",10,62,"Cumberland Plateau","Emergency Department",4/4/2020,"Health District"
7/20/2020,"Southwest Region",9,71,"Cumberland Plateau","Emergency Department",3/28/2020,"Health District"
7/20/2020,"Southwest Region",10,92,"Cumberland Plateau","Emergency Department",3/21/2020,"Health District"
7/20/2020,"Southwest Region",7,88,"Cumberland Plateau","Emergency Department",3/14/2020,"Health District"
7/20/2020,"Southwest Region",6,73,"Cumberland Plateau","Emergency Department",3/7/2020,"Health District"
7/20/2020,"Southwest Region",8,28,"West Piedmont","Urgent Care",7/18/2020,"Health District"
7/20/2020,"Southwest Region",7,22,"West Piedmont","Urgent Care",7/11/2020,"Health District"
7/20/2020,"Southwest Region",4,12,"West Piedmont","Urgent Care",7/4/2020,"Health District"
7/20/2020,"Southwest Region",12,36,"West Piedmont","Urgent Care",6/27/2020,"Health District"
7/20/2020,"Southwest Region",1,3,"West Piedmont","Urgent Care",6/20/2020,"Health District"
7/20/2020,"Southwest Region",3,6,"West Piedmont","Urgent Care",6/13/2020,"Health District"
7/20/2020,"Southwest Region",4,7,"West Piedmont","Urgent Care",6/6/2020,"Health District"
7/20/2020,"Southwest Region",4,6,"West Piedmont","Urgent Care",5/30/2020,"Health District"
7/20/2020,"Southwest Region",5,8,"West Piedmont","Urgent Care",5/23/2020,"Health District"
7/20/2020,"Southwest Region",7,9,"West Piedmont","Urgent Care",5/16/2020,"Health District"
7/20/2020,"Southwest Region",1,2,"West Piedmont","Urgent Care",5/9/2020,"Health District"
7/20/2020,"Southwest Region",3,4,"West Piedmont","Urgent Care",5/2/2020,"Health District"
7/20/2020,"Southwest Region",4,5,"West Piedmont","Urgent Care",4/25/2020,"Health District"
7/20/2020,"Southwest Region",2,2,"West Piedmont","Urgent Care",4/18/2020,"Health District"
7/20/2020,"Southwest Region",9,12,"West Piedmont","Urgent Care",4/11/2020,"Health District"
7/20/2020,"Southwest Region",6,9,"West Piedmont","Urgent Care",4/4/2020,"Health District"
7/20/2020,"Southwest Region",9,15,"West Piedmont","Urgent Care",3/28/2020,"Health District"
7/20/2020,"Southwest Region",9,21,"West Piedmont","Urgent Care",3/21/2020,"Health District"
7/20/2020,"Southwest Region",9,32,"West Piedmont","Urgent Care",3/14/2020,"Health District"
7/20/2020,"Southwest Region",8,32,"West Piedmont","Urgent Care",3/7/2020,"Health District"
7/20/2020,"Southwest Region",7,71,"West Piedmont","Emergency Department",7/18/2020,"Health District"
7/20/2020,"Southwest Region",6,66,"West Piedmont","Emergency Department",7/11/2020,"Health District"
7/20/2020,"Southwest Region",7,65,"West Piedmont","Emergency Department",7/4/2020,"Health District"
7/20/2020,"Southwest Region",5,55,"West Piedmont","Emergency Department",6/27/2020,"Health District"
7/20/2020,"Southwest Region",5,46,"West Piedmont","Emergency Department",6/20/2020,"Health District"
7/20/2020,"Southwest Region",4,35,"West Piedmont","Emergency Department",6/13/2020,"Health District"
7/20/2020,"Southwest Region",4,43,"West Piedmont","Emergency Department",6/6/2020,"Health District"
7/20/2020,"Southwest Region",4,36,"West Piedmont","Emergency Department",5/30/2020,"Health District"
7/20/2020,"Southwest Region",6,53,"West Piedmont","Emergency Department",5/23/2020,"Health District"
7/20/2020,"Southwest Region",5,43,"West Piedmont","Emergency Department",5/16/2020,"Health District"
7/20/2020,"Southwest Region",5,37,"West Piedmont","Emergency Department",5/9/2020,"Health District"
7/20/2020,"Southwest Region",5,35,"West Piedmont","Emergency Department",5/2/2020,"Health District"
7/20/2020,"Southwest Region",5,35,"West Piedmont","Emergency Department",4/25/2020,"Health District"
7/20/2020,"Southwest Region",6,40,"West Piedmont","Emergency Department",4/18/2020,"Health District"
7/20/2020,"Southwest Region",5,36,"West Piedmont","Emergency Department",4/11/2020,"Health District"
7/20/2020,"Southwest Region",7,48,"West Piedmont","Emergency Department",4/4/2020,"Health District"
7/20/2020,"Southwest Region",10,80,"West Piedmont","Emergency Department",3/28/2020,"Health District"
7/20/2020,"Southwest Region",10,100,"West Piedmont","Emergency Department",3/21/2020,"Health District"
7/20/2020,"Southwest Region",6,89,"West Piedmont","Emergency Department",3/14/2020,"Health District"
7/20/2020,"Southwest Region",6,87,"West Piedmont","Emergency Department",3/7/2020,"Health District"
7/20/2020,"Eastern Region",16,83,Portsmouth,"Urgent Care",7/18/2020,"Health District"
7/20/2020,"Eastern Region",18,97,Portsmouth,"Urgent Care",7/11/2020,"Health District"
7/20/2020,"Eastern Region",11,57,Portsmouth,"Urgent Care",7/4/2020,"Health District"
7/20/2020,"Eastern Region",11,46,Portsmouth,"Urgent Care",6/27/2020,"Health District"
7/20/2020,"Eastern Region",11,47,Portsmouth,"Urgent Care",6/20/2020,"Health District"
7/20/2020,"Eastern Region",10,47,Portsmouth,"Urgent Care",6/13/2020,"Health District"
7/20/2020,"Eastern Region",12,46,Portsmouth,"Urgent Care",6/6/2020,"Health District"
7/20/2020,"Eastern Region",18,75,Portsmouth,"Urgent Care",5/30/2020,"Health District"
7/20/2020,"Eastern Region",12,43,Portsmouth,"Urgent Care",5/23/2020,"Health District"
7/20/2020,"Eastern Region",14,54,Portsmouth,"Urgent Care",5/16/2020,"Health District"
7/20/2020,"Eastern Region",11,40,Portsmouth,"Urgent Care",5/9/2020,"Health District"
7/20/2020,"Eastern Region",12,44,Portsmouth,"Urgent Care",5/2/2020,"Health District"
7/20/2020,"Eastern Region",4,14,Portsmouth,"Urgent Care",4/25/2020,"Health District"
7/20/2020,"Eastern Region",2,7,Portsmouth,"Urgent Care",4/18/2020,"Health District"
7/20/2020,"Eastern Region",3,10,Portsmouth,"Urgent Care",4/11/2020,"Health District"
7/20/2020,"Eastern Region",3,11,Portsmouth,"Urgent Care",4/4/2020,"Health District"
7/20/2020,"Eastern Region",4,16,Portsmouth,"Urgent Care",3/28/2020,"Health District"
7/20/2020,"Eastern Region",6,26,Portsmouth,"Urgent Care",3/21/2020,"Health District"
7/20/2020,"Eastern Region",7,46,Portsmouth,"Urgent Care",3/14/2020,"Health District"
7/20/2020,"Eastern Region",6,41,Portsmouth,"Urgent Care",3/7/2020,"Health District"
7/20/2020,"Eastern Region",13,183,Portsmouth,"Emergency Department",7/18/2020,"Health District"
7/20/2020,"Eastern Region",10,138,Portsmouth,"Emergency Department",7/11/2020,"Health District"
7/20/2020,"Eastern Region",8,94,Portsmouth,"Emergency Department",7/4/2020,"Health District"
7/20/2020,"Eastern Region",6,69,Portsmouth,"Emergency Department",6/27/2020,"Health District"
7/20/2020,"Eastern Region",6,58,Portsmouth,"Emergency Department",6/20/2020,"Health District"
7/20/2020,"Eastern Region",4,44,Portsmouth,"Emergency Department",6/13/2020,"Health District"
7/20/2020,"Eastern Region",7,69,Portsmouth,"Emergency Department",6/6/2020,"Health District"
7/20/2020,"Eastern Region",5,50,Portsmouth,"Emergency Department",5/30/2020,"Health District"
7/20/2020,"Eastern Region",5,48,Portsmouth,"Emergency Department",5/23/2020,"Health District"
7/20/2020,"Eastern Region",6,51,Portsmouth,"Emergency Department",5/16/2020,"Health District"
7/20/2020,"Eastern Region",5,46,Portsmouth,"Emergency Department",5/9/2020,"Health District"
7/20/2020,"Eastern Region",6,51,Portsmouth,"Emergency Department",5/2/2020,"Health District"
7/20/2020,"Eastern Region",7,57,Portsmouth,"Emergency Department",4/25/2020,"Health District"
7/20/2020,"Eastern Region",7,55,Portsmouth,"Emergency Department",4/18/2020,"Health District"
7/20/2020,"Eastern Region",8,61,Portsmouth,"Emergency Department",4/11/2020,"Health District"
7/20/2020,"Eastern Region",12,101,Portsmouth,"Emergency Department",4/4/2020,"Health District"
7/20/2020,"Eastern Region",11,118,Portsmouth,"Emergency Department",3/28/2020,"Health District"
7/20/2020,"Eastern Region",11,126,Portsmouth,"Emergency Department",3/21/2020,"Health District"
7/20/2020,"Eastern Region",7,99,Portsmouth,"Emergency Department",3/14/2020,"Health District"
7/20/2020,"Eastern Region",6,94,Portsmouth,"Emergency Department",3/7/2020,"Health District"
7/20/2020,"Eastern Region",22,162,Norfolk,"Urgent Care",7/18/2020,"Health District"
7/20/2020,"Eastern Region",22,148,Norfolk,"Urgent Care",7/11/2020,"Health District"
7/20/2020,"Eastern Region",19,121,Norfolk,"Urgent Care",7/4/2020,"Health District"
7/20/2020,"Eastern Region",16,83,Norfolk,"Urgent Care",6/27/2020,"Health District"
7/20/2020,"Eastern Region",14,68,Norfolk,"Urgent Care",6/20/2020,"Health District"
7/20/2020,"Eastern Region",14,67,Norfolk,"Urgent Care",6/13/2020,"Health District"
7/20/2020,"Eastern Region",18,78,Norfolk,"Urgent Care",6/6/2020,"Health District"
7/20/2020,"Eastern Region",24,134,Norfolk,"Urgent Care",5/30/2020,"Health District"
7/20/2020,"Eastern Region",27,128,Norfolk,"Urgent Care",5/23/2020,"Health District"
7/20/2020,"Eastern Region",13,61,Norfolk,"Urgent Care",5/16/2020,"Health District"
7/20/2020,"Eastern Region",17,68,Norfolk,"Urgent Care",5/9/2020,"Health District"
7/20/2020,"Eastern Region",9,35,Norfolk,"Urgent Care",5/2/2020,"Health District"
7/20/2020,"Eastern Region",5,15,Norfolk,"Urgent Care",4/25/2020,"Health District"
7/20/2020,"Eastern Region",3,11,Norfolk,"Urgent Care",4/18/2020,"Health District"
7/20/2020,"Eastern Region",3,11,Norfolk,"Urgent Care",4/11/2020,"Health District"
