Report Date,Week End Date,Geography Type,Geography Name,VDH Health Region,Facility Type,Count of CLI Visits,Percent of CLI Visits
7/13/2020,3/28/2020,Health District,Central Shenandoah,Northwest Region,Emergency Department,183,11
7/13/2020,3/21/2020,Health District,Central Shenandoah,Northwest Region,Emergency Department,258,12
7/13/2020,3/14/2020,Health District,Central Shenandoah,Northwest Region,Emergency Department,169,7
7/13/2020,3/7/2020,Health District,Central Shenandoah,Northwest Region,Emergency Department,115,4
7/13/2020,7/11/2020,Health District,Lord Fairfax,Northwest Region,Urgent Care,59,8
7/13/2020,7/4/2020,Health District,Lord Fairfax,Northwest Region,Urgent Care,52,7
7/13/2020,6/27/2020,Health District,Lord Fairfax,Northwest Region,Urgent Care,56,8
7/13/2020,6/20/2020,Health District,Lord Fairfax,Northwest Region,Urgent Care,55,8
7/13/2020,6/13/2020,Health District,Lord Fairfax,Northwest Region,Urgent Care,72,11
7/13/2020,6/6/2020,Health District,Lord Fairfax,Northwest Region,Urgent Care,56,9
7/13/2020,5/30/2020,Health District,Lord Fairfax,Northwest Region,Urgent Care,78,12
7/13/2020,5/23/2020,Health District,Lord Fairfax,Northwest Region,Urgent Care,88,15
7/13/2020,5/16/2020,Health District,Lord Fairfax,Northwest Region,Urgent Care,109,18
7/13/2020,5/9/2020,Health District,Lord Fairfax,Northwest Region,Urgent Care,68,13
7/13/2020,5/2/2020,Health District,Lord Fairfax,Northwest Region,Urgent Care,78,14
7/13/2020,4/25/2020,Health District,Lord Fairfax,Northwest Region,Urgent Care,37,7
7/13/2020,4/18/2020,Health District,Lord Fairfax,Northwest Region,Urgent Care,58,12
7/13/2020,4/11/2020,Health District,Lord Fairfax,Northwest Region,Urgent Care,61,12
7/13/2020,4/4/2020,Health District,Lord Fairfax,Northwest Region,Urgent Care,92,15
7/13/2020,3/28/2020,Health District,Lord Fairfax,Northwest Region,Urgent Care,83,13
7/13/2020,3/21/2020,Health District,Lord Fairfax,Northwest Region,Urgent Care,83,9
7/13/2020,3/14/2020,Health District,Lord Fairfax,Northwest Region,Urgent Care,99,8
7/13/2020,3/7/2020,Health District,Lord Fairfax,Northwest Region,Urgent Care,113,10
7/13/2020,7/11/2020,Health District,Lord Fairfax,Northwest Region,Emergency Department,99,5
7/13/2020,7/4/2020,Health District,Lord Fairfax,Northwest Region,Emergency Department,70,4
7/13/2020,6/27/2020,Health District,Lord Fairfax,Northwest Region,Emergency Department,98,5
7/13/2020,6/20/2020,Health District,Lord Fairfax,Northwest Region,Emergency Department,93,5
7/13/2020,6/13/2020,Health District,Lord Fairfax,Northwest Region,Emergency Department,82,5
7/13/2020,6/6/2020,Health District,Lord Fairfax,Northwest Region,Emergency Department,116,7
7/13/2020,5/30/2020,Health District,Lord Fairfax,Northwest Region,Emergency Department,117,7
7/13/2020,5/23/2020,Health District,Lord Fairfax,Northwest Region,Emergency Department,169,10
7/13/2020,5/16/2020,Health District,Lord Fairfax,Northwest Region,Emergency Department,151,10
7/13/2020,5/9/2020,Health District,Lord Fairfax,Northwest Region,Emergency Department,147,10
7/13/2020,5/2/2020,Health District,Lord Fairfax,Northwest Region,Emergency Department,157,10
7/13/2020,4/25/2020,Health District,Lord Fairfax,Northwest Region,Emergency Department,100,7
7/13/2020,4/18/2020,Health District,Lord Fairfax,Northwest Region,Emergency Department,89,7
7/13/2020,4/11/2020,Health District,Lord Fairfax,Northwest Region,Emergency Department,103,8
7/13/2020,4/4/2020,Health District,Lord Fairfax,Northwest Region,Emergency Department,110,9
7/13/2020,3/28/2020,Health District,Lord Fairfax,Northwest Region,Emergency Department,125,9
7/13/2020,3/21/2020,Health District,Lord Fairfax,Northwest Region,Emergency Department,169,9
7/13/2020,3/14/2020,Health District,Lord Fairfax,Northwest Region,Emergency Department,145,6
7/13/2020,3/7/2020,Health District,Lord Fairfax,Northwest Region,Emergency Department,131,6
7/13/2020,7/11/2020,Health District,Southside,Central Region,Urgent Care,9,23
7/13/2020,7/4/2020,Health District,Southside,Central Region,Urgent Care,10,26
7/13/2020,6/27/2020,Health District,Southside,Central Region,Urgent Care,10,33
7/13/2020,6/20/2020,Health District,Southside,Central Region,Urgent Care,9,29
7/13/2020,6/13/2020,Health District,Southside,Central Region,Urgent Care,3,15
7/13/2020,6/6/2020,Health District,Southside,Central Region,Urgent Care,19,73
7/13/2020,5/30/2020,Health District,Southside,Central Region,Urgent Care,14,39
7/13/2020,5/23/2020,Health District,Southside,Central Region,Urgent Care,3,14
7/13/2020,5/16/2020,Health District,Southside,Central Region,Urgent Care,2,10
7/13/2020,5/9/2020,Health District,Southside,Central Region,Urgent Care,2,10
7/13/2020,5/2/2020,Health District,Southside,Central Region,Urgent Care,3,8
7/13/2020,4/25/2020,Health District,Southside,Central Region,Urgent Care,1,8
7/13/2020,4/18/2020,Health District,Southside,Central Region,Urgent Care,0,0
7/13/2020,4/11/2020,Health District,Southside,Central Region,Urgent Care,1,9
7/13/2020,4/4/2020,Health District,Southside,Central Region,Urgent Care,0,0
7/13/2020,3/28/2020,Health District,Southside,Central Region,Urgent Care,0,0
7/13/2020,3/21/2020,Health District,Southside,Central Region,Urgent Care,2,7
7/13/2020,3/14/2020,Health District,Southside,Central Region,Urgent Care,2,6
7/13/2020,3/7/2020,Health District,Southside,Central Region,Urgent Care,3,8
7/13/2020,7/11/2020,Health District,Southside,Central Region,Emergency Department,43,5
7/13/2020,7/4/2020,Health District,Southside,Central Region,Emergency Department,34,5
7/13/2020,6/27/2020,Health District,Southside,Central Region,Emergency Department,33,4
7/13/2020,6/20/2020,Health District,Southside,Central Region,Emergency Department,33,5
7/13/2020,6/13/2020,Health District,Southside,Central Region,Emergency Department,29,4
7/13/2020,6/6/2020,Health District,Southside,Central Region,Emergency Department,36,6
7/13/2020,5/30/2020,Health District,Southside,Central Region,Emergency Department,38,6
7/13/2020,5/23/2020,Health District,Southside,Central Region,Emergency Department,48,8
7/13/2020,5/16/2020,Health District,Southside,Central Region,Emergency Department,42,8
7/13/2020,5/9/2020,Health District,Southside,Central Region,Emergency Department,27,5
7/13/2020,5/2/2020,Health District,Southside,Central Region,Emergency Department,11,2
7/13/2020,4/25/2020,Health District,Southside,Central Region,Emergency Department,20,4
7/13/2020,4/18/2020,Health District,Southside,Central Region,Emergency Department,18,4
7/13/2020,4/11/2020,Health District,Southside,Central Region,Emergency Department,25,6
7/13/2020,4/4/2020,Health District,Southside,Central Region,Emergency Department,16,4
7/13/2020,3/28/2020,Health District,Southside,Central Region,Emergency Department,31,6
7/13/2020,3/21/2020,Health District,Southside,Central Region,Emergency Department,30,4
7/13/2020,3/14/2020,Health District,Southside,Central Region,Emergency Department,29,3
7/13/2020,3/7/2020,Health District,Southside,Central Region,Emergency Department,21,2
7/13/2020,7/11/2020,Health District,Loudoun,Northern Region,Urgent Care,468,36
7/13/2020,7/4/2020,Health District,Loudoun,Northern Region,Urgent Care,484,34
7/13/2020,6/27/2020,Health District,Loudoun,Northern Region,Urgent Care,519,41
7/13/2020,6/20/2020,Health District,Loudoun,Northern Region,Urgent Care,405,36
7/13/2020,6/13/2020,Health District,Loudoun,Northern Region,Urgent Care,418,36
7/13/2020,6/6/2020,Health District,Loudoun,Northern Region,Urgent Care,397,37
7/13/2020,5/30/2020,Health District,Loudoun,Northern Region,Urgent Care,426,41
7/13/2020,5/23/2020,Health District,Loudoun,Northern Region,Urgent Care,376,39
7/13/2020,5/16/2020,Health District,Loudoun,Northern Region,Urgent Care,211,31
7/13/2020,5/9/2020,Health District,Loudoun,Northern Region,Urgent Care,138,22
7/13/2020,5/2/2020,Health District,Loudoun,Northern Region,Urgent Care,133,22
7/13/2020,4/25/2020,Health District,Loudoun,Northern Region,Urgent Care,86,17
7/13/2020,4/18/2020,Health District,Loudoun,Northern Region,Urgent Care,45,10
7/13/2020,4/11/2020,Health District,Loudoun,Northern Region,Urgent Care,57,11
7/13/2020,4/4/2020,Health District,Loudoun,Northern Region,Urgent Care,50,9
7/13/2020,3/28/2020,Health District,Loudoun,Northern Region,Urgent Care,48,6
7/13/2020,3/21/2020,Health District,Loudoun,Northern Region,Urgent Care,58,6
7/13/2020,3/14/2020,Health District,Loudoun,Northern Region,Urgent Care,116,7
7/13/2020,3/7/2020,Health District,Loudoun,Northern Region,Urgent Care,118,6
7/13/2020,7/11/2020,Health District,Loudoun,Northern Region,Emergency Department,134,9
7/13/2020,7/4/2020,Health District,Loudoun,Northern Region,Emergency Department,101,7
7/13/2020,6/27/2020,Health District,Loudoun,Northern Region,Emergency Department,115,8
7/13/2020,6/20/2020,Health District,Loudoun,Northern Region,Emergency Department,103,7
7/13/2020,6/13/2020,Health District,Loudoun,Northern Region,Emergency Department,100,7
7/13/2020,6/6/2020,Health District,Loudoun,Northern Region,Emergency Department,136,10
7/13/2020,5/30/2020,Health District,Loudoun,Northern Region,Emergency Department,166,13
7/13/2020,5/23/2020,Health District,Loudoun,Northern Region,Emergency Department,207,16
7/13/2020,5/16/2020,Health District,Loudoun,Northern Region,Emergency Department,166,14
7/13/2020,5/9/2020,Health District,Loudoun,Northern Region,Emergency Department,170,14
7/13/2020,5/2/2020,Health District,Loudoun,Northern Region,Emergency Department,171,15
7/13/2020,4/25/2020,Health District,Loudoun,Northern Region,Emergency Department,140,13
7/13/2020,4/18/2020,Health District,Loudoun,Northern Region,Emergency Department,119,13
7/13/2020,4/11/2020,Health District,Loudoun,Northern Region,Emergency Department,128,14
7/13/2020,4/4/2020,Health District,Loudoun,Northern Region,Emergency Department,151,15
7/13/2020,3/28/2020,Health District,Loudoun,Northern Region,Emergency Department,179,16
7/13/2020,3/21/2020,Health District,Loudoun,Northern Region,Emergency Department,264,17
7/13/2020,3/14/2020,Health District,Loudoun,Northern Region,Emergency Department,202,11
7/13/2020,3/7/2020,Health District,Loudoun,Northern Region,Emergency Department,108,5
7/13/2020,7/11/2020,Health District,Cumberland Plateau,Southwest Region,Urgent Care,0,0
7/13/2020,7/4/2020,Health District,Cumberland Plateau,Southwest Region,Urgent Care,1,13
7/13/2020,6/27/2020,Health District,Cumberland Plateau,Southwest Region,Urgent Care,0,0
7/13/2020,6/20/2020,Health District,Cumberland Plateau,Southwest Region,Urgent Care,0,0
7/13/2020,6/13/2020,Health District,Cumberland Plateau,Southwest Region,Urgent Care,0,0
7/13/2020,6/6/2020,Health District,Cumberland Plateau,Southwest Region,Urgent Care,0,0
7/13/2020,5/30/2020,Health District,Cumberland Plateau,Southwest Region,Urgent Care,0,0
7/13/2020,5/23/2020,Health District,Cumberland Plateau,Southwest Region,Urgent Care,0,0
7/13/2020,5/16/2020,Health District,Cumberland Plateau,Southwest Region,Urgent Care,0,0
7/13/2020,5/9/2020,Health District,Cumberland Plateau,Southwest Region,Urgent Care,0,0
7/13/2020,5/2/2020,Health District,Cumberland Plateau,Southwest Region,Urgent Care,0,0
7/13/2020,4/25/2020,Health District,Cumberland Plateau,Southwest Region,Urgent Care,0,0
7/13/2020,4/18/2020,Health District,Cumberland Plateau,Southwest Region,Urgent Care,0,0
7/13/2020,4/11/2020,Health District,Cumberland Plateau,Southwest Region,Urgent Care,0,0
7/13/2020,4/4/2020,Health District,Cumberland Plateau,Southwest Region,Urgent Care,0,0
7/13/2020,3/28/2020,Health District,Cumberland Plateau,Southwest Region,Urgent Care,0,0
7/13/2020,3/21/2020,Health District,Cumberland Plateau,Southwest Region,Urgent Care,0,0
7/13/2020,3/14/2020,Health District,Cumberland Plateau,Southwest Region,Urgent Care,1,50
7/13/2020,3/7/2020,Health District,Cumberland Plateau,Southwest Region,Urgent Care,1,25
7/13/2020,7/11/2020,Health District,Cumberland Plateau,Southwest Region,Emergency Department,42,4
7/13/2020,7/4/2020,Health District,Cumberland Plateau,Southwest Region,Emergency Department,34,4
7/13/2020,6/27/2020,Health District,Cumberland Plateau,Southwest Region,Emergency Department,30,3
7/13/2020,6/20/2020,Health District,Cumberland Plateau,Southwest Region,Emergency Department,24,3
7/13/2020,6/13/2020,Health District,Cumberland Plateau,Southwest Region,Emergency Department,29,3
7/13/2020,6/6/2020,Health District,Cumberland Plateau,Southwest Region,Emergency Department,28,3
7/13/2020,5/30/2020,Health District,Cumberland Plateau,Southwest Region,Emergency Department,19,2
7/13/2020,5/23/2020,Health District,Cumberland Plateau,Southwest Region,Emergency Department,27,3
7/13/2020,5/16/2020,Health District,Cumberland Plateau,Southwest Region,Emergency Department,34,4
7/13/2020,5/9/2020,Health District,Cumberland Plateau,Southwest Region,Emergency Department,32,5
7/13/2020,5/2/2020,Health District,Cumberland Plateau,Southwest Region,Emergency Department,37,5
7/13/2020,4/25/2020,Health District,Cumberland Plateau,Southwest Region,Emergency Department,36,6
7/13/2020,4/18/2020,Health District,Cumberland Plateau,Southwest Region,Emergency Department,49,8
7/13/2020,4/11/2020,Health District,Cumberland Plateau,Southwest Region,Emergency Department,52,8
7/13/2020,4/4/2020,Health District,Cumberland Plateau,Southwest Region,Emergency Department,62,10
7/13/2020,3/28/2020,Health District,Cumberland Plateau,Southwest Region,Emergency Department,71,9
7/13/2020,3/21/2020,Health District,Cumberland Plateau,Southwest Region,Emergency Department,92,10
7/13/2020,3/14/2020,Health District,Cumberland Plateau,Southwest Region,Emergency Department,88,7
7/13/2020,3/7/2020,Health District,Cumberland Plateau,Southwest Region,Emergency Department,73,6
7/13/2020,7/11/2020,Health District,West Piedmont,Southwest Region,Urgent Care,22,7
7/13/2020,7/4/2020,Health District,West Piedmont,Southwest Region,Urgent Care,12,4
7/13/2020,6/27/2020,Health District,West Piedmont,Southwest Region,Urgent Care,36,12
7/13/2020,6/20/2020,Health District,West Piedmont,Southwest Region,Urgent Care,3,1
7/13/2020,6/13/2020,Health District,West Piedmont,Southwest Region,Urgent Care,6,3
7/13/2020,6/6/2020,Health District,West Piedmont,Southwest Region,Urgent Care,7,4
7/13/2020,5/30/2020,Health District,West Piedmont,Southwest Region,Urgent Care,6,4
7/13/2020,5/23/2020,Health District,West Piedmont,Southwest Region,Urgent Care,8,5
7/13/2020,5/16/2020,Health District,West Piedmont,Southwest Region,Urgent Care,9,7
7/13/2020,5/9/2020,Health District,West Piedmont,Southwest Region,Urgent Care,2,1
7/13/2020,5/2/2020,Health District,West Piedmont,Southwest Region,Urgent Care,4,3
7/13/2020,4/25/2020,Health District,West Piedmont,Southwest Region,Urgent Care,5,4
7/13/2020,4/18/2020,Health District,West Piedmont,Southwest Region,Urgent Care,2,2
7/13/2020,4/11/2020,Health District,West Piedmont,Southwest Region,Urgent Care,12,9
7/13/2020,4/4/2020,Health District,West Piedmont,Southwest Region,Urgent Care,9,6
7/13/2020,3/28/2020,Health District,West Piedmont,Southwest Region,Urgent Care,15,9
7/13/2020,3/21/2020,Health District,West Piedmont,Southwest Region,Urgent Care,21,9
7/13/2020,3/14/2020,Health District,West Piedmont,Southwest Region,Urgent Care,32,9
7/13/2020,3/7/2020,Health District,West Piedmont,Southwest Region,Urgent Care,32,8
7/13/2020,7/11/2020,Health District,West Piedmont,Southwest Region,Emergency Department,62,6
7/13/2020,7/4/2020,Health District,West Piedmont,Southwest Region,Emergency Department,65,7
7/13/2020,6/27/2020,Health District,West Piedmont,Southwest Region,Emergency Department,55,5
7/13/2020,6/20/2020,Health District,West Piedmont,Southwest Region,Emergency Department,46,5
7/13/2020,6/13/2020,Health District,West Piedmont,Southwest Region,Emergency Department,35,4
7/13/2020,6/6/2020,Health District,West Piedmont,Southwest Region,Emergency Department,43,4
7/13/2020,5/30/2020,Health District,West Piedmont,Southwest Region,Emergency Department,36,4
7/13/2020,5/23/2020,Health District,West Piedmont,Southwest Region,Emergency Department,53,6
7/13/2020,5/16/2020,Health District,West Piedmont,Southwest Region,Emergency Department,43,5
7/13/2020,5/9/2020,Health District,West Piedmont,Southwest Region,Emergency Department,37,5
7/13/2020,5/2/2020,Health District,West Piedmont,Southwest Region,Emergency Department,35,5
7/13/2020,4/25/2020,Health District,West Piedmont,Southwest Region,Emergency Department,35,5
7/13/2020,4/18/2020,Health District,West Piedmont,Southwest Region,Emergency Department,40,6
7/13/2020,4/11/2020,Health District,West Piedmont,Southwest Region,Emergency Department,36,5
7/13/2020,4/4/2020,Health District,West Piedmont,Southwest Region,Emergency Department,48,7
7/13/2020,3/28/2020,Health District,West Piedmont,Southwest Region,Emergency Department,80,10
7/13/2020,3/21/2020,Health District,West Piedmont,Southwest Region,Emergency Department,100,10
7/13/2020,3/14/2020,Health District,West Piedmont,Southwest Region,Emergency Department,89,6
7/13/2020,3/7/2020,Health District,West Piedmont,Southwest Region,Emergency Department,87,6
7/13/2020,7/11/2020,Health District,Portsmouth,Eastern Region,Urgent Care,97,18
7/13/2020,7/4/2020,Health District,Portsmouth,Eastern Region,Urgent Care,57,11
7/13/2020,6/27/2020,Health District,Portsmouth,Eastern Region,Urgent Care,46,11
7/13/2020,6/20/2020,Health District,Portsmouth,Eastern Region,Urgent Care,47,11
7/13/2020,6/13/2020,Health District,Portsmouth,Eastern Region,Urgent Care,47,10
7/13/2020,6/6/2020,Health District,Portsmouth,Eastern Region,Urgent Care,46,12
7/13/2020,5/30/2020,Health District,Portsmouth,Eastern Region,Urgent Care,75,18
7/13/2020,5/23/2020,Health District,Portsmouth,Eastern Region,Urgent Care,43,12
7/13/2020,5/16/2020,Health District,Portsmouth,Eastern Region,Urgent Care,54,14
7/13/2020,5/9/2020,Health District,Portsmouth,Eastern Region,Urgent Care,40,11
7/13/2020,5/2/2020,Health District,Portsmouth,Eastern Region,Urgent Care,44,12
7/13/2020,4/25/2020,Health District,Portsmouth,Eastern Region,Urgent Care,14,4
7/13/2020,4/18/2020,Health District,Portsmouth,Eastern Region,Urgent Care,7,2
7/13/2020,4/11/2020,Health District,Portsmouth,Eastern Region,Urgent Care,10,3
7/13/2020,4/4/2020,Health District,Portsmouth,Eastern Region,Urgent Care,11,3
7/13/2020,3/28/2020,Health District,Portsmouth,Eastern Region,Urgent Care,16,4
7/13/2020,3/21/2020,Health District,Portsmouth,Eastern Region,Urgent Care,26,6
7/13/2020,3/14/2020,Health District,Portsmouth,Eastern Region,Urgent Care,46,7
7/13/2020,3/7/2020,Health District,Portsmouth,Eastern Region,Urgent Care,41,6
7/13/2020,7/11/2020,Health District,Portsmouth,Eastern Region,Emergency Department,138,10
7/13/2020,7/4/2020,Health District,Portsmouth,Eastern Region,Emergency Department,94,8
7/13/2020,6/27/2020,Health District,Portsmouth,Eastern Region,Emergency Department,69,6
7/13/2020,6/20/2020,Health District,Portsmouth,Eastern Region,Emergency Department,58,6
7/13/2020,6/13/2020,Health District,Portsmouth,Eastern Region,Emergency Department,44,4
7/13/2020,6/6/2020,Health District,Portsmouth,Eastern Region,Emergency Department,69,7
7/13/2020,5/30/2020,Health District,Portsmouth,Eastern Region,Emergency Department,50,5
7/13/2020,5/23/2020,Health District,Portsmouth,Eastern Region,Emergency Department,48,5
7/13/2020,5/16/2020,Health District,Portsmouth,Eastern Region,Emergency Department,51,6
7/13/2020,5/9/2020,Health District,Portsmouth,Eastern Region,Emergency Department,46,5
7/13/2020,5/2/2020,Health District,Portsmouth,Eastern Region,Emergency Department,51,6
7/13/2020,4/25/2020,Health District,Portsmouth,Eastern Region,Emergency Department,57,7
7/13/2020,4/18/2020,Health District,Portsmouth,Eastern Region,Emergency Department,55,7
7/13/2020,4/11/2020,Health District,Portsmouth,Eastern Region,Emergency Department,61,8
7/13/2020,4/4/2020,Health District,Portsmouth,Eastern Region,Emergency Department,101,12
7/13/2020,3/28/2020,Health District,Portsmouth,Eastern Region,Emergency Department,118,11
7/13/2020,3/21/2020,Health District,Portsmouth,Eastern Region,Emergency Department,126,11
7/13/2020,3/14/2020,Health District,Portsmouth,Eastern Region,Emergency Department,99,7
7/13/2020,3/7/2020,Health District,Portsmouth,Eastern Region,Emergency Department,94,6
7/13/2020,7/11/2020,Health District,Norfolk,Eastern Region,Urgent Care,148,22
7/13/2020,7/4/2020,Health District,Norfolk,Eastern Region,Urgent Care,121,19
7/13/2020,6/27/2020,Health District,Norfolk,Eastern Region,Urgent Care,83,16
7/13/2020,6/20/2020,Health District,Norfolk,Eastern Region,Urgent Care,68,14
7/13/2020,6/13/2020,Health District,Norfolk,Eastern Region,Urgent Care,67,14
7/13/2020,6/6/2020,Health District,Norfolk,Eastern Region,Urgent Care,78,18
7/13/2020,5/30/2020,Health District,Norfolk,Eastern Region,Urgent Care,134,24
7/13/2020,5/23/2020,Health District,Norfolk,Eastern Region,Urgent Care,128,27
7/13/2020,5/16/2020,Health District,Norfolk,Eastern Region,Urgent Care,61,13
7/13/2020,5/9/2020,Health District,Norfolk,Eastern Region,Urgent Care,68,17
7/13/2020,5/2/2020,Health District,Norfolk,Eastern Region,Urgent Care,35,9
7/13/2020,4/25/2020,Health District,Norfolk,Eastern Region,Urgent Care,15,5
7/13/2020,4/18/2020,Health District,Norfolk,Eastern Region,Urgent Care,11,3
7/13/2020,4/11/2020,Health District,Norfolk,Eastern Region,Urgent Care,11,3
7/13/2020,4/4/2020,Health District,Norfolk,Eastern Region,Urgent Care,8,2
7/13/2020,3/28/2020,Health District,Norfolk,Eastern Region,Urgent Care,24,7
7/13/2020,3/21/2020,Health District,Norfolk,Eastern Region,Urgent Care,26,5
7/13/2020,3/14/2020,Health District,Norfolk,Eastern Region,Urgent Care,53,8
7/13/2020,3/7/2020,Health District,Norfolk,Eastern Region,Urgent Care,41,6
7/13/2020,7/11/2020,Health District,Norfolk,Eastern Region,Emergency Department,298,11
7/13/2020,7/4/2020,Health District,Norfolk,Eastern Region,Emergency Department,197,8
7/13/2020,6/27/2020,Health District,Norfolk,Eastern Region,Emergency Department,86,4
7/13/2020,6/20/2020,Health District,Norfolk,Eastern Region,Emergency Department,91,4
7/13/2020,6/13/2020,Health District,Norfolk,Eastern Region,Emergency Department,79,4
7/13/2020,6/6/2020,Health District,Norfolk,Eastern Region,Emergency Department,55,3
7/13/2020,5/30/2020,Health District,Norfolk,Eastern Region,Emergency Department,70,4
7/13/2020,5/23/2020,Health District,Norfolk,Eastern Region,Emergency Department,76,4
7/13/2020,5/16/2020,Health District,Norfolk,Eastern Region,Emergency Department,80,4
7/13/2020,5/9/2020,Health District,Norfolk,Eastern Region,Emergency Department,65,4
7/13/2020,5/2/2020,Health District,Norfolk,Eastern Region,Emergency Department,63,4
7/13/2020,4/25/2020,Health District,Norfolk,Eastern Region,Emergency Department,66,4
7/13/2020,4/18/2020,Health District,Norfolk,Eastern Region,Emergency Department,65,4
7/13/2020,4/11/2020,Health District,Norfolk,Eastern Region,Emergency Department,101,7
7/13/2020,4/4/2020,Health District,Norfolk,Eastern Region,Emergency Department,99,6
7/13/2020,3/28/2020,Health District,Norfolk,Eastern Region,Emergency Department,139,8
7/13/2020,3/21/2020,Health District,Norfolk,Eastern Region,Emergency Department,217,10
7/13/2020,3/14/2020,Health District,Norfolk,Eastern Region,Emergency Department,159,6
7/13/2020,3/7/2020,Health District,Norfolk,Eastern Region,Emergency Department,123,5
7/13/2020,7/11/2020,Health District,Henrico,Central Region,Urgent Care,492,27
7/13/2020,7/4/2020,Health District,Henrico,Central Region,Urgent Care,413,23
7/13/2020,6/27/2020,Health District,Henrico,Central Region,Urgent Care,460,27
7/13/2020,6/20/2020,Health District,Henrico,Central Region,Urgent Care,448,26
7/13/2020,6/13/2020,Health District,Henrico,Central Region,Urgent Care,396,24
7/13/2020,6/6/2020,Health District,Henrico,Central Region,Urgent Care,436,28
7/13/2020,5/30/2020,Health District,Henrico,Central Region,Urgent Care,459,30
7/13/2020,5/23/2020,Health District,Henrico,Central Region,Urgent Care,458,30
7/13/2020,5/16/2020,Health District,Henrico,Central Region,Urgent Care,382,28
7/13/2020,5/9/2020,Health District,Henrico,Central Region,Urgent Care,324,26
7/13/2020,5/2/2020,Health District,Henrico,Central Region,Urgent Care,228,21
7/13/2020,4/25/2020,Health District,Henrico,Central Region,Urgent Care,238,23
7/13/2020,4/18/2020,Health District,Henrico,Central Region,Urgent Care,69,8
7/13/2020,4/11/2020,Health District,Henrico,Central Region,Urgent Care,25,3
7/13/2020,4/4/2020,Health District,Henrico,Central Region,Urgent Care,31,4
7/13/2020,3/28/2020,Health District,Henrico,Central Region,Urgent Care,41,4
7/13/2020,3/21/2020,Health District,Henrico,Central Region,Urgent Care,113,9
7/13/2020,3/14/2020,Health District,Henrico,Central Region,Urgent Care,120,6
7/13/2020,3/7/2020,Health District,Henrico,Central Region,Urgent Care,131,6
7/13/2020,7/11/2020,Health District,Henrico,Central Region,Emergency Department,175,6
7/13/2020,7/4/2020,Health District,Henrico,Central Region,Emergency Department,173,7
