Report Date,Week End Date,Geography Type,Geography Name,VDH Health Region,Facility Type,Count of CLI Visits,Percent of CLI Visits
01/18/2021,09/19/2020,Health District,Roanoke,Southwest Region,Urgent Care,26,10
01/18/2021,12/26/2020,Health District,Chesterfield,Central Region,Urgent Care,1243,45
01/18/2021,11/28/2020,Health District,Crater,Central Region,Emergency Department,204,11
01/18/2021,11/14/2020,Health District,Southside,Central Region,Urgent Care,4,20
01/18/2021,05/09/2020,Health District,Peninsula,Eastern Region,Emergency Department,96,5
01/18/2021,12/26/2020,Health District,Eastern Shore,Eastern Region,Urgent Care,5,38
01/18/2021,07/11/2020,Health District,Eastern Shore,Eastern Region,Emergency Department,15,4
01/18/2021,12/12/2020,Health District,West Piedmont,Southwest Region,Emergency Department,156,15
01/18/2021,07/11/2020,Health District,Hampton,Eastern Region,Urgent Care,365,34
01/18/2021,03/14/2020,Health District,Southside,Central Region,Emergency Department,29,3
01/18/2021,08/01/2020,Health District,Western Tidewater,Eastern Region,Emergency Department,140,10
01/18/2021,06/20/2020,Health District,Lenowisco,Southwest Region,Emergency Department,15,3
01/18/2021,01/09/2021,Health District,Alleghany,Southwest Region,Urgent Care,105,20
01/18/2021,09/19/2020,Health District,Mount Rogers,Southwest Region,Urgent Care,2,25
01/18/2021,05/23/2020,Health District,Piedmont,Central Region,Emergency Department,57,8
01/18/2021,04/04/2020,Health District,Piedmont,Central Region,Emergency Department,36,8
01/18/2021,05/16/2020,Health District,Hampton,Eastern Region,Emergency Department,27,3
01/18/2021,01/16/2021,Health District,Fairfax,Northern Region,Emergency Department,697,17
01/18/2021,04/04/2020,Health District,Loudoun,Northern Region,Urgent Care,50,9
01/18/2021,05/16/2020,Health District,Central Shenandoah,Northwest Region,Emergency Department,144,8
01/18/2021,11/14/2020,Health District,Blue Ridge,Northwest Region,Urgent Care,9,11
01/18/2021,07/04/2020,Health District,Central Virginia,Southwest Region,Emergency Department,28,2
01/18/2021,01/02/2021,Health District,Blue Ridge,Northwest Region,Urgent Care,54,44
01/18/2021,05/16/2020,Health District,Central Virginia,Southwest Region,Emergency Department,17,2
01/18/2021,12/26/2020,Health District,Chesapeake,Eastern Region,Urgent Care,1158,49
01/18/2021,04/18/2020,Health District,Chickahominy,Central Region,Emergency Department,53,8
01/18/2021,01/16/2021,Health District,Crater,Central Region,Urgent Care,558,45
01/18/2021,11/07/2020,Health District,Eastern Shore,Eastern Region,Urgent Care,0,0
01/18/2021,08/29/2020,Health District,Hampton,Eastern Region,Urgent Care,155,16
01/18/2021,01/16/2021,Health District,Virginia Beach,Eastern Region,Emergency Department,557,19
01/18/2021,05/16/2020,Health District,Alexandria,Northern Region,Emergency Department,104,20
01/18/2021,11/21/2020,Health District,Alleghany,Southwest Region,Urgent Care,66,11
01/18/2021,03/07/2020,Health District,Mount Rogers,Southwest Region,Emergency Department,84,5
01/18/2021,05/23/2020,Health District,Mount Rogers,Southwest Region,Emergency Department,38,3
01/18/2021,05/23/2020,Health District,Chesterfield,Central Region,Urgent Care,619,32
01/18/2021,04/04/2020,Health District,Chesterfield,Central Region,Urgent Care,32,3
01/18/2021,07/04/2020,Health District,Chesterfield,Central Region,Emergency Department,181,7
01/18/2021,05/16/2020,Health District,Henrico,Central Region,Urgent Care,382,28
01/18/2021,10/24/2020,Health District,Portsmouth,Eastern Region,Emergency Department,58,5
01/18/2021,03/07/2020,Health District,Virginia Beach,Eastern Region,Emergency Department,160,4
01/18/2021,09/12/2020,Health District,Central Virginia,Southwest Region,Urgent Care,10,9
01/18/2021,10/31/2020,Health District,Central Virginia,Southwest Region,Urgent Care,10,9
01/18/2021,04/04/2020,Health District,Roanoke,Southwest Region,Emergency Department,79,11
01/18/2021,05/23/2020,Health District,Roanoke,Southwest Region,Emergency Department,44,5
01/18/2021,12/19/2020,Health District,Fairfax,Northern Region,Emergency Department,612,14
01/18/2021,04/18/2020,Health District,Central Shenandoah,Northwest Region,Emergency Department,190,11
01/18/2021,10/31/2020,Health District,Fairfax,Northern Region,Emergency Department,260,6
01/18/2021,06/13/2020,Health District,Lord Fairfax,Northwest Region,Emergency Department,82,5
01/18/2021,08/01/2020,Health District,Lord Fairfax,Northwest Region,Emergency Department,74,4
01/18/2021,05/09/2020,Health District,Alleghany,Southwest Region,Emergency Department,81,9
01/18/2021,06/06/2020,Health District,Chickahominy,Central Region,Emergency Department,47,6
01/18/2021,11/28/2020,Health District,Crater,Central Region,Urgent Care,142,21
01/18/2021,10/31/2020,Health District,Peninsula,Eastern Region,Urgent Care,475,23
01/18/2021,03/07/2020,Health District,Portsmouth,Eastern Region,Urgent Care,41,6
01/18/2021,07/04/2020,Health District,Alexandria,Northern Region,Emergency Department,49,8
01/18/2021,01/16/2021,Health District,Western Tidewater,Eastern Region,Urgent Care,208,41
01/18/2021,12/12/2020,Health District,West Piedmont,Southwest Region,Urgent Care,27,12
01/18/2021,09/26/2020,Health District,West Piedmont,Southwest Region,Emergency Department,59,6
01/18/2021,10/10/2020,Health District,Arlington,Northern Region,Emergency Department,56,8
01/18/2021,06/20/2020,Health District,Virginia Beach,Eastern Region,Urgent Care,299,16
01/18/2021,09/12/2020,Health District,Alexandria,Northern Region,Urgent Care,97,38
01/18/2021,11/28/2020,Health District,Virginia Beach,Eastern Region,Emergency Department,206,7
01/18/2021,10/17/2020,Health District,Rappahannock Rapidan,Northwest Region,Urgent Care,70,25
01/18/2021,08/01/2020,Health District,Rappahannock Rapidan,Northwest Region,Emergency Department,66,5
01/18/2021,11/07/2020,Health District,Chesterfield,Central Region,Emergency Department,262,10
01/18/2021,09/19/2020,Health District,Chesterfield,Central Region,Emergency Department,198,7
01/18/2021,11/07/2020,Health District,Three Rivers,Eastern Region,Urgent Care,255,36
01/18/2021,12/26/2020,Health District,Three Rivers,Eastern Region,Urgent Care,431,57
01/18/2021,12/26/2020,Health District,Loudoun,Northern Region,Emergency Department,224,16
01/18/2021,05/23/2020,Health District,Arlington,Northern Region,Urgent Care,52,19
01/18/2021,01/16/2021,Health District,Central Virginia,Southwest Region,Urgent Care,22,21
01/18/2021,03/07/2020,Health District,Roanoke,Southwest Region,Emergency Department,88,7
01/18/2021,07/11/2020,Health District,Arlington,Northern Region,Urgent Care,85,23
01/18/2021,11/07/2020,Health District,Loudoun,Northern Region,Emergency Department,131,9
01/18/2021,03/21/2020,Health District,Chesterfield,Central Region,Urgent Care,109,7
