"﻿Report Date","Health District",Ethnicity,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-27,Peninsula,"Not Hispanic or Latino",375,100,29
2020-05-27,Chesapeake,"Hispanic or Latino",28,5,1
2020-05-27,Southside,"Hispanic or Latino",2,1,0
2020-05-27,"Thomas Jefferson","Not Hispanic or Latino",345,67,19
2020-05-27,Norfolk,"Not Hispanic or Latino",273,54,6
2020-05-27,Portsmouth,"Not Reported",158,7,2
2020-05-27,Norfolk,"Not Reported",103,1,0
2020-05-27,"Three Rivers","Hispanic or Latino",37,0,0
2020-05-27,"Eastern Shore","Not Reported",110,0,0
2020-05-27,Alleghany,"Hispanic or Latino",13,4,0
2020-05-27,Henrico,"Not Reported",615,19,22
2020-05-27,Henrico,"Not Hispanic or Latino",810,146,93
2020-05-27,Loudoun,"Not Hispanic or Latino",580,96,43
2020-05-27,Hampton,"Not Reported",47,1,0
2020-05-27,"Rappahannock Rapidan","Not Hispanic or Latino",222,26,7
2020-05-27,Alexandria,"Not Reported",421,4,3
2020-05-27,Rappahannock,"Not Hispanic or Latino",423,69,14
2020-05-27,"Western Tidewater","Not Reported",251,3,1
2020-05-27,"Cumberland Plateau","Not Reported",14,0,0
2020-05-27,Alexandria,"Hispanic or Latino",841,75,6
2020-05-27,"Virginia Beach","Not Hispanic or Latino",453,78,20
2020-05-27,"Prince William","Hispanic or Latino",2296,314,29
2020-05-27,"Virginia Beach","Not Reported",142,6,1
2020-05-27,"Central Shenandoah","Hispanic or Latino",651,39,2
2020-05-27,Pittsylvania-Danville,"Hispanic or Latino",7,1,0
2020-05-27,"Mount Rogers","Not Hispanic or Latino",169,20,6
2020-05-27,Piedmont,"Not Reported",342,12,3
2020-05-27,Southside,"Not Hispanic or Latino",97,10,8
2020-05-27,"Thomas Jefferson","Hispanic or Latino",64,1,0
2020-05-27,Pittsylvania-Danville,"Not Reported",17,5,0
2020-05-27,Norfolk,"Hispanic or Latino",75,7,0
2020-05-27,Portsmouth,"Not Hispanic or Latino",117,32,9
2020-05-27,"West Piedmont","Not Reported",48,5,2
2020-05-27,Richmond,"Not Hispanic or Latino",339,75,17
2020-05-27,"West Piedmont","Hispanic or Latino",28,0,0
2020-05-27,"Prince William","Not Reported",3063,16,3
2020-05-27,"Rappahannock Rapidan","Not Reported",350,11,1
2020-05-27,Chickahominy,"Hispanic or Latino",26,2,0
2020-05-27,Lenowisco,"Not Reported",19,4,2
2020-05-27,"New River","Hispanic or Latino",7,1,0
2020-05-27,Crater,"Not Reported",299,29,9
2020-05-27,Chickahominy,"Not Reported",241,15,3
2020-05-27,Loudoun,"Hispanic or Latino",573,53,3
2020-05-27,"Rappahannock Rapidan","Hispanic or Latino",517,37,3
2020-05-27,Roanoke,"Not Reported",42,0,1
2020-05-27,Rappahannock,"Hispanic or Latino",461,49,1
2020-05-27,Lenowisco,"Hispanic or Latino",0,0,0
2020-05-27,"Virginia Beach","Hispanic or Latino",51,6,1
2020-05-27,"Prince William","Not Hispanic or Latino",961,196,83
2020-05-27,"Central Virginia","Not Reported",111,3,0
2020-05-27,"Central Shenandoah","Not Hispanic or Latino",581,72,21
2020-05-27,Hampton,"Hispanic or Latino",11,0,0
2020-05-27,Roanoke,"Hispanic or Latino",29,0,0
