"﻿Report Date","Health District",Race,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-31,Lenowisco,"Not Reported",8,1,1
2020-05-31,Chesapeake,Other,44,5,2
2020-05-31,Crater,"Not Reported",212,3,2
2020-05-31,Chickahominy,"Not Reported",180,3,2
2020-05-31,"Eastern Shore","Black or African American",710,60,20
2020-05-31,Alexandria,Other,414,49,1
2020-05-31,Chesterfield,"Black or African American",258,38,10
2020-05-31,Roanoke,"Not Reported",58,0,0
2020-05-31,Southside,"Not Reported",123,13,8
2020-05-31,Chesapeake,White,241,35,8
2020-05-31,"New River",Other,5,1,0
2020-05-31,Norfolk,"Black or African American",238,42,4
2020-05-31,"Central Shenandoah",Other,237,15,1
2020-05-31,Southside,Other,36,1,5
2020-05-31,Pittsylvania-Danville,Other,1,0,0
2020-05-31,"Cumberland Plateau",White,22,2,0
2020-05-31,"Rappahannock Rapidan","Black or African American",65,12,2
2020-05-31,Fairfax,"Not Reported",2947,107,104
2020-05-31,Chesapeake,"Not Reported",60,3,0
2020-05-31,"Thomas Jefferson",White,265,29,13
2020-05-31,Richmond,Other,354,46,2
2020-05-31,Peninsula,"Black or African American",151,31,9
2020-05-31,Henrico,Other,247,22,6
2020-05-31,"Cumberland Plateau","Black or African American",12,0,0
2020-05-31,Loudoun,Other,517,58,10
2020-05-31,Crater,Other,26,2,1
2020-05-31,Arlington,"Black or African American",150,52,27
2020-05-31,Alexandria,"Black or African American",277,53,11
2020-05-31,Richmond,"Black or African American",387,83,17
2020-05-31,"Lord Fairfax","Not Reported",207,4,7
2020-05-31,Fairfax,"Black or African American",656,135,26
2020-05-31,"Thomas Jefferson","Black or African American",117,36,4
2020-05-31,"West Piedmont",White,85,6,3
2020-05-31,Rappahannock,"Not Reported",572,28,0
2020-05-31,"Central Shenandoah","Not Reported",242,8,1
2020-05-31,Peninsula,White,288,74,22
2020-05-31,"Rappahannock Rapidan",White,458,34,8
2020-05-31,"Prince William",White,1334,260,81
2020-05-31,"New River","Not Reported",30,0,0
2020-05-31,Chesterfield,"Not Reported",794,3,9
2020-05-31,Alleghany,Other,3,0,0
2020-05-31,Lenowisco,White,34,15,3
2020-05-31,"Western Tidewater",White,166,28,19
2020-05-31,Hampton,Other,11,2,0
2020-05-31,Alleghany,White,136,20,15
2020-05-31,Rappahannock,"Black or African American",153,24,3
2020-05-31,"Lord Fairfax",White,903,93,36
2020-05-31,"Three Rivers",White,176,18,4
2020-05-31,"Central Virginia","Not Reported",114,3,0
2020-05-31,"Eastern Shore",Other,36,2,1
2020-05-31,Crater,"Black or African American",363,66,9
2020-05-31,"Mount Rogers","Black or African American",5,1,0
2020-05-31,"Central Shenandoah",White,984,94,26
2020-05-31,Southside,White,66,12,6
