"﻿Report Date","Health District",Ethnicity,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-28,"Rappahannock Rapidan","Not Reported",354,12,1
2020-05-28,Chickahominy,"Hispanic or Latino",26,2,0
2020-05-28,Lenowisco,"Not Reported",19,5,2
2020-05-28,"New River","Hispanic or Latino",11,1,0
2020-05-28,Crater,"Not Reported",322,33,9
2020-05-28,Chickahominy,"Not Reported",246,15,4
2020-05-28,Loudoun,"Hispanic or Latino",580,54,5
2020-05-28,"Rappahannock Rapidan","Hispanic or Latino",523,37,4
2020-05-28,Roanoke,"Not Reported",42,0,1
2020-05-28,Rappahannock,"Hispanic or Latino",491,52,1
2020-05-28,Lenowisco,"Hispanic or Latino",0,0,0
2020-05-28,"Virginia Beach","Hispanic or Latino",52,6,1
2020-05-28,"Prince William","Not Hispanic or Latino",964,197,85
2020-05-28,"Central Virginia","Not Reported",111,3,0
2020-05-28,"Central Shenandoah","Not Hispanic or Latino",593,73,22
2020-05-28,Hampton,"Hispanic or Latino",11,0,0
2020-05-28,Roanoke,"Hispanic or Latino",30,0,0
