FIPS,District,Region,Value,Class,Measure,Week
NULL,NULL,Eastern,0,1/9/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/10/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/13/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/14/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/19/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/20/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/21/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/23/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/24/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/26/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/29/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/31/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/2/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/5/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/7/2020,Epi_Curve,NULL
NULL,NULL,NULL,0,Minimum,Age Group,NULL
NULL,NULL,NULL,0,Minimum,Onset_PH,NULL
NULL,NULL,NULL,36,Maximum,Onset_PH,NULL
NULL,NULL,NULL,53,Median,Age Group,NULL
NULL,NULL,Central,0,1/3/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/5/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/7/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/8/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/11/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/12/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/13/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/15/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/16/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/17/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/18/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/22/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/25/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/27/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/28/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/31/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/1/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/3/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/4/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/6/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/9/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/11/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/12/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/14/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/17/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/19/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/22/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/24/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/25/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/27/2020,Epi_Curve,NULL
NULL,NULL,Central,0,3/1/2020,Epi_Curve,NULL
NULL,NULL,Central,0,3/2/2020,Epi_Curve,NULL
NULL,NULL,Central,0,3/4/2020,Epi_Curve,NULL
NULL,NULL,Central,0,3/7/2020,Epi_Curve,NULL
NULL,NULL,Central,0,Minimum,Age Group,NULL
NULL,NULL,Central,4,3/9/2020,Epi_Curve,NULL
NULL,NULL,Central,4,3/10/2020,Epi_Curve,NULL
NULL,NULL,Central,4,3/15/2020,Epi_Curve,NULL
NULL,NULL,Central,5,10-19,Age Group,NULL
NULL,NULL,Central,6,3/11/2020,Epi_Curve,NULL
NULL,NULL,Central,6,3/14/2020,Epi_Curve,NULL
NULL,NULL,Central,7,3/12/2020,Epi_Curve,NULL
NULL,NULL,Central,11,NULL,Fatalities,NULL
NULL,NULL,Central,13,3/22/2020,Epi_Curve,NULL
NULL,NULL,Central,18,4/1/2020,Epi_Curve,NULL
NULL,NULL,Central,19,3/18/2020,Epi_Curve,NULL
NULL,NULL,Central,31,3/25/2020,Epi_Curve,NULL
NULL,NULL,Central,32,3/24/2020,Epi_Curve,NULL
NULL,NULL,Central,33,3/26/2020,Epi_Curve,NULL
NULL,NULL,Central,37,3/31/2020,Epi_Curve,NULL
NULL,NULL,Central,39,3/20/2020,Epi_Curve,NULL
NULL,NULL,Central,50,30-39,Age Group,NULL
NULL,NULL,Central,53,Median,Age Group,NULL
NULL,NULL,Central,59,NH White,Race,NULL
NULL,NULL,Central,61,NULL,Hospitalizations,NULL
NULL,NULL,Central,75,80+,Age Group,NULL
NULL,NULL,Central,76,40-49,Age Group,NULL
NULL,NULL,Central,83,3/30/2020,Epi_Curve,NULL
NULL,NULL,Central,99,50-59,Age Group,NULL
NULL,NULL,Central,105,NH Black,Race,NULL
NULL,NULL,Central,234,Male,Sex,NULL
NULL,NULL,Eastern,0,1/5/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/7/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/8/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/11/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/12/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/15/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/16/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/17/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/18/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/22/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/25/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/27/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/28/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/30/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/1/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/3/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/4/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/6/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/9/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/11/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/12/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/14/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/17/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/19/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/22/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/24/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/25/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/27/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,Minimum,Age Group,NULL
NULL,NULL,Eastern,1,Minimum,Onset_PH,NULL
NULL,NULL,Eastern,2,3/3/2020,Epi_Curve,NULL
NULL,NULL,Eastern,2,Not Reported,Sex,NULL
NULL,NULL,Eastern,3,0-9,Age Group,NULL
NULL,NULL,Eastern,4,3/4/2020,Epi_Curve,NULL
NULL,NULL,Eastern,5,10-19,Age Group,NULL
NULL,NULL,Eastern,5,3/8/2020,Epi_Curve,NULL
NULL,NULL,Eastern,5,3/10/2020,Epi_Curve,NULL
NULL,NULL,Eastern,9.877005,Mean,Onset_PH,NULL
NULL,NULL,Eastern,10,3/9/2020,Epi_Curve,NULL
NULL,NULL,Eastern,12,4/3/2020,Epi_Curve,NULL
NULL,NULL,Eastern,18,3/12/2020,Epi_Curve,NULL
NULL,NULL,Eastern,19,Other,Race,NULL
NULL,NULL,Eastern,21,3/30/2020,Epi_Curve,NULL
NULL,NULL,Eastern,22,3/28/2020,Epi_Curve,NULL
NULL,NULL,Eastern,24,4/1/2020,Epi_Curve,NULL
NULL,NULL,Eastern,26,3/13/2020,Epi_Curve,NULL
NULL,NULL,Eastern,26,3/16/2020,Epi_Curve,NULL
NULL,NULL,Eastern,30,3/21/2020,Epi_Curve,NULL
NULL,NULL,Eastern,37,3/23/2020,Epi_Curve,NULL
NULL,NULL,Eastern,45,3/31/2020,Epi_Curve,NULL
NULL,NULL,Eastern,53,Median,Age Group,NULL
NULL,NULL,Eastern,93,Maximum,Age Group,NULL
NULL,NULL,Eastern,101,40-49,Age Group,NULL
NULL,NULL,Eastern,103,70-79,Age Group,NULL
NULL,NULL,Eastern,181,NH White,Race,NULL
NULL,NULL,Eastern,319,Not Reported,Race,NULL
NULL,NULL,Northern,0,1/2/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/7/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/8/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/9/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/10/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/11/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/12/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/14/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/15/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/16/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/20/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/22/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/25/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/26/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/28/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/30/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/1/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/2/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/4/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/7/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/9/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/11/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/13/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/14/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/16/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/19/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/21/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/22/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/27/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,Minimum,Onset_PH,NULL
NULL,NULL,Northern,0,Not Reported,Age Group,NULL
NULL,NULL,Northern,1,2/24/2020,Epi_Curve,NULL
NULL,NULL,Northern,1,2/29/2020,Epi_Curve,NULL
NULL,NULL,Northern,2,2/28/2020,Epi_Curve,NULL
NULL,NULL,Northern,2,3/3/2020,Epi_Curve,NULL
NULL,NULL,Northern,4,3/1/2020,Epi_Curve,NULL
NULL,NULL,Northern,5,3/6/2020,Epi_Curve,NULL
NULL,NULL,Northern,9,3/7/2020,Epi_Curve,NULL
NULL,NULL,Northern,9,Median,Onset_PH,NULL
NULL,NULL,Northern,9.891176,Mean,Onset_PH,NULL
NULL,NULL,Northern,14,4/3/2020,Epi_Curve,NULL
NULL,NULL,Northern,16,4/2/2020,Epi_Curve,NULL
NULL,NULL,Northern,24,10-19,Age Group,NULL
NULL,NULL,Northern,25,4/1/2020,Epi_Curve,NULL
NULL,NULL,Northern,27,3/11/2020,Epi_Curve,NULL
NULL,NULL,Northern,32,3/15/2020,Epi_Curve,NULL
NULL,NULL,Northern,35,3/31/2020,Epi_Curve,NULL
NULL,NULL,Northern,36,Maximum,Onset_PH,NULL
NULL,NULL,Northern,37,3/29/2020,Epi_Curve,NULL
NULL,NULL,Northern,41,3/28/2020,Epi_Curve,NULL
NULL,NULL,Northern,44,3/14/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/8/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/10/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/13/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/15/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/16/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/18/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/20/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/21/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/23/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/26/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/28/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/29/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,Not Reported,Age Group,NULL
NULL,NULL,Eastern,2,3/1/2020,Epi_Curve,NULL
NULL,NULL,Eastern,3,4/4/2020,Epi_Curve,NULL
NULL,NULL,Eastern,4,3/2/2020,Epi_Curve,NULL
NULL,NULL,Eastern,4,3/5/2020,Epi_Curve,NULL
NULL,NULL,Eastern,4,3/7/2020,Epi_Curve,NULL
NULL,NULL,Eastern,5,3/6/2020,Epi_Curve,NULL
NULL,NULL,Eastern,8,3/22/2020,Epi_Curve,NULL
NULL,NULL,Eastern,8,4/2/2020,Epi_Curve,NULL
NULL,NULL,Eastern,9,Median,Onset_PH,NULL
NULL,NULL,Eastern,17,Hispanic or Latino,Race,NULL
NULL,NULL,Eastern,18,NULL,Fatalities,NULL
NULL,NULL,Eastern,20,3/11/2020,Epi_Curve,NULL
NULL,NULL,Eastern,21,3/29/2020,Epi_Curve,NULL
NULL,NULL,Eastern,22,3/15/2020,Epi_Curve,NULL
NULL,NULL,Eastern,24,3/26/2020,Epi_Curve,NULL
NULL,NULL,Eastern,28,3/19/2020,Epi_Curve,NULL
NULL,NULL,Eastern,28,3/27/2020,Epi_Curve,NULL
NULL,NULL,Eastern,29,3/14/2020,Epi_Curve,NULL
NULL,NULL,Eastern,30,Maximum,Onset_PH,NULL
NULL,NULL,Eastern,31,3/24/2020,Epi_Curve,NULL
NULL,NULL,Eastern,35,3/18/2020,Epi_Curve,NULL
NULL,NULL,Eastern,39,3/17/2020,Epi_Curve,NULL
NULL,NULL,Eastern,41,3/20/2020,Epi_Curve,NULL
NULL,NULL,Eastern,42,3/25/2020,Epi_Curve,NULL
NULL,NULL,Eastern,54,80+,Age Group,NULL
NULL,NULL,Eastern,54,Mean,Age Group,NULL
NULL,NULL,Eastern,76,30-39,Age Group,NULL
NULL,NULL,Eastern,79,20-29,Age Group,NULL
NULL,NULL,Eastern,130,50-59,Age Group,NULL
NULL,NULL,Eastern,139,60-69,Age Group,NULL
NULL,NULL,Eastern,154,NH Black,Race,NULL
NULL,NULL,Eastern,167,NULL,Hospitalizations,NULL
NULL,NULL,Eastern,321,Male,Sex,NULL
NULL,NULL,Eastern,367,Female,Sex,NULL
NULL,NULL,Northern,0,1/1/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/3/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/4/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/5/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/6/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/13/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/17/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/18/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/19/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/21/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/23/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/24/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/27/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/29/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/31/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/3/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/5/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/6/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/8/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/10/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/12/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/15/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/17/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/18/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/20/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/25/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/26/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,Minimum,Age Group,NULL
NULL,NULL,Northern,1,2/23/2020,Epi_Curve,NULL
NULL,NULL,Northern,2,3/2/2020,Epi_Curve,NULL
NULL,NULL,Northern,4,3/8/2020,Epi_Curve,NULL
NULL,NULL,Northern,5,3/5/2020,Epi_Curve,NULL
NULL,NULL,Northern,7,3/4/2020,Epi_Curve,NULL
NULL,NULL,Northern,10,3/9/2020,Epi_Curve,NULL
NULL,NULL,Northern,11,0-9,Age Group,NULL
NULL,NULL,Northern,13,Not Reported,Sex,NULL
NULL,NULL,Northern,18,NULL,Fatalities,NULL
NULL,NULL,Northern,21,3/10/2020,Epi_Curve,NULL
NULL,NULL,Northern,23,4/4/2020,Epi_Curve,NULL
NULL,NULL,Northern,47,3/21/2020,Epi_Curve,NULL
NULL,NULL,Northern,47,Mean,Age Group,NULL
NULL,NULL,Northern,49,3/26/2020,Epi_Curve,NULL
NULL,NULL,Northern,53,Median,Age Group,NULL
NULL,NULL,Northern,54,3/17/2020,Epi_Curve,NULL
NULL,NULL,Northern,57,3/20/2020,Epi_Curve,NULL
NULL,NULL,Northern,70,3/25/2020,Epi_Curve,NULL
NULL,NULL,Northern,92,70-79,Age Group,NULL
NULL,NULL,Northern,94,Maximum,Age Group,NULL
NULL,NULL,Northern,111,Hispanic or Latino,Race,NULL
NULL,NULL,Northern,198,NULL,Hospitalizations,NULL
NULL,NULL,Northern,223,40-49,Age Group,NULL
NULL,NULL,Northern,261,NH White,Race,NULL
NULL,NULL,Northwest,0,1/5/2020,Epi_Curve,NULL
NULL,NULL,Northwest,0,1/7/2020,Epi_Curve,NULL
NULL,NULL,Northwest,0,1/8/2020,Epi_Curve,NULL
NULL,NULL,Northwest,0,1/10/2020,Epi_Curve,NULL
NULL,NULL,Northwest,0,1/13/2020,Epi_Curve,NULL
NULL,NULL,Northwest,0,1/14/2020,Epi_Curve,NULL
NULL,NULL,Northwest,0,1/17/2020,Epi_Curve,NULL
NULL,NULL,Northwest,0,1/19/2020,Epi_Curve,NULL
NULL,NULL,Northwest,0,1/21/2020,Epi_Curve,NULL
NULL,NULL,Northwest,0,1/23/2020,Epi_Curve,NULL
NULL,NULL,Northwest,0,1/24/2020,Epi_Curve,NULL
NULL,NULL,Northwest,0,1/26/2020,Epi_Curve,NULL
NULL,NULL,Northwest,0,1/27/2020,Epi_Curve,NULL
NULL,NULL,Northwest,0,1/29/2020,Epi_Curve,NULL
NULL,NULL,Northwest,0,1/31/2020,Epi_Curve,NULL
NULL,NULL,Northwest,0,2/5/2020,Epi_Curve,NULL
NULL,NULL,Northwest,0,2/6/2020,Epi_Curve,NULL
NULL,NULL,Northwest,0,2/7/2020,Epi_Curve,NULL
NULL,NULL,Northwest,0,2/8/2020,Epi_Curve,NULL
NULL,NULL,Northwest,0,2/10/2020,Epi_Curve,NULL
NULL,NULL,Northwest,0,2/15/2020,Epi_Curve,NULL
NULL,NULL,Northwest,0,2/16/2020,Epi_Curve,NULL
NULL,NULL,Northwest,0,2/17/2020,Epi_Curve,NULL
NULL,NULL,Northwest,0,2/18/2020,Epi_Curve,NULL
NULL,NULL,Northwest,0,2/20/2020,Epi_Curve,NULL
NULL,NULL,Northwest,0,2/23/2020,Epi_Curve,NULL
NULL,NULL,Northwest,0,2/26/2020,Epi_Curve,NULL
NULL,NULL,Northwest,0,2/28/2020,Epi_Curve,NULL
NULL,NULL,Northwest,0,2/29/2020,Epi_Curve,NULL
NULL,NULL,Northwest,0,3/1/2020,Epi_Curve,NULL
NULL,NULL,Northwest,0,3/6/2020,Epi_Curve,NULL
NULL,NULL,Northwest,1,Minimum,Age Group,NULL
NULL,NULL,Northwest,2,3/9/2020,Epi_Curve,NULL
NULL,NULL,Northwest,3,10-19,Age Group,NULL
NULL,NULL,Northwest,3,4/4/2020,Epi_Curve,NULL
NULL,NULL,Northwest,4,NULL,Fatalities,NULL
NULL,NULL,Northwest,5,0-9,Age Group,NULL
NULL,NULL,Northwest,5,3/11/2020,Epi_Curve,NULL
NULL,NULL,Northwest,9,4/3/2020,Epi_Curve,NULL
NULL,NULL,Northwest,9,Median,Onset_PH,NULL
NULL,NULL,Northwest,9.470149,Mean,Onset_PH,NULL
NULL,NULL,Northwest,11,3/31/2020,Epi_Curve,NULL
NULL,NULL,Northwest,12,3/26/2020,Epi_Curve,NULL
NULL,NULL,Northwest,13,3/21/2020,Epi_Curve,NULL
NULL,NULL,Northwest,14,3/16/2020,Epi_Curve,NULL
NULL,NULL,Northwest,14,3/24/2020,Epi_Curve,NULL
NULL,NULL,Northwest,15,3/18/2020,Epi_Curve,NULL
NULL,NULL,Northwest,15,4/1/2020,Epi_Curve,NULL
NULL,NULL,Northwest,16,3/19/2020,Epi_Curve,NULL
NULL,NULL,Northwest,16,3/29/2020,Epi_Curve,NULL
NULL,NULL,Northwest,20,3/28/2020,Epi_Curve,NULL
NULL,NULL,Northwest,21,3/27/2020,Epi_Curve,NULL
NULL,NULL,Northwest,21,Hispanic or Latino,Race,NULL
NULL,NULL,Northwest,25,Maximum,Onset_PH,NULL
NULL,NULL,Northwest,27,70-79,Age Group,NULL
NULL,NULL,Northwest,39,NH Black,Race,NULL
NULL,NULL,Northwest,46,20-29,Age Group,NULL
NULL,NULL,Northwest,50,Mean,Age Group,NULL
NULL,NULL,Northwest,128,NH White,Race,NULL
NULL,NULL,Northwest,134,Not Reported,Race,NULL
NULL,NULL,Southwest,0,0-9,Age Group,NULL
NULL,NULL,Southwest,0,1/3/2020,Epi_Curve,NULL
NULL,NULL,Southwest,0,1/5/2020,Epi_Curve,NULL
NULL,NULL,Southwest,0,1/6/2020,Epi_Curve,NULL
NULL,NULL,Southwest,0,1/7/2020,Epi_Curve,NULL
NULL,NULL,Southwest,0,1/8/2020,Epi_Curve,NULL
NULL,NULL,Southwest,0,1/11/2020,Epi_Curve,NULL
NULL,NULL,Southwest,0,1/12/2020,Epi_Curve,NULL
NULL,NULL,Southwest,0,1/13/2020,Epi_Curve,NULL
NULL,NULL,Southwest,0,1/15/2020,Epi_Curve,NULL
NULL,NULL,Northern,29,3/12/2020,Epi_Curve,NULL
NULL,NULL,Northern,38,3/13/2020,Epi_Curve,NULL
NULL,NULL,Northern,42,3/27/2020,Epi_Curve,NULL
NULL,NULL,Northern,43,3/30/2020,Epi_Curve,NULL
NULL,NULL,Northern,55,3/22/2020,Epi_Curve,NULL
NULL,NULL,Northern,55,80+,Age Group,NULL
NULL,NULL,Northern,58,3/19/2020,Epi_Curve,NULL
NULL,NULL,Northern,64,3/16/2020,Epi_Curve,NULL
NULL,NULL,Northern,69,3/23/2020,Epi_Curve,NULL
