Report Date,Health District,Race,Number of Cases,Number of Hospitalizations,Number of Deaths
2020-04-24,Mount Rogers,Not Reported,3,1,0
2020-04-24,Piedmont,Other,2,0,0
2020-04-24,Alleghany,Not Reported,22,1,0
2020-04-24,Arlington,White,97,22,6
2020-04-24,Lord Fairfax,Not Reported,15,1,0
2020-04-24,West Piedmont,Not Reported,2,0,0
2020-04-24,Chickahominy,Other,4,1,0
2020-04-24,Chesapeake,Black or African American,64,23,2
2020-04-24,Rappahannock,Black or African American,47,14,3
2020-04-24,Portsmouth,Not Reported,14,2,1
2020-04-24,Loudoun,White,254,40,9
2020-04-24,Eastern Shore,Black or African American,77,14,2
2020-04-24,Virginia Beach,White,184,36,7
2020-04-24,Alexandria,White,189,30,8
2020-04-24,Portsmouth,Other,5,2,0
2020-04-24,Henrico,White,285,42,45
2020-04-24,Alleghany,Other,1,0,0
2020-04-24,Hampton,Black or African American,61,20,1
2020-04-24,Richmond,Black or African American,162,39,13
2020-04-24,Arlington,Black or African American,42,13,7
2020-04-24,Crater,Other,1,0,0
2020-04-24,Peninsula,White,186,62,16
2020-04-24,Crater,White,25,9,4
2020-04-24,Central Virginia,Not Reported,72,2,0
2020-04-24,Central Virginia,White,24,5,1
2020-04-24,Central Shenandoah,Other,116,7,1
2020-04-24,Loudoun,Black or African American,35,4,0
2020-04-24,Rappahannock Rapidan,Not Reported,122,7,1
2020-04-24,Rappahannock Rapidan,Other,8,4,0
2020-04-24,Alleghany,White,55,12,3
2020-04-24,Prince William,Black or African American,156,30,8
2020-04-24,Portsmouth,White,24,4,0
2020-04-24,Eastern Shore,White,29,4,1
2020-04-24,Arlington,Other,75,36,6
2020-04-24,Central Virginia,Black or African American,5,0,0
2020-04-24,Three Rivers,Not Reported,40,2,1
2020-04-24,Henrico,Not Reported,104,3,2
2020-04-24,Lenowisco,Other,1,0,0
2020-04-24,Virginia Beach,Black or African American,71,13,1
2020-04-24,Roanoke,Other,1,0,0
2020-04-24,Norfolk,Other,8,2,0
2020-04-24,Hampton,White,20,4,0
2020-04-24,Peninsula,Not Reported,52,3,0
2020-04-24,Arlington,Not Reported,508,49,5
2020-04-24,Mount Rogers,Other,2,1,0
2020-04-24,West Piedmont,Black or African American,1,0,0
2020-04-24,Virginia Beach,Other,37,14,2
2020-04-24,Hampton,Not Reported,14,1,0
2020-04-24,Virginia Beach,Not Reported,39,2,0
2020-04-24,Thomas Jefferson,Black or African American,81,32,4
2020-04-24,Henrico,Black or African American,310,60,37
2020-04-24,Prince William,Not Reported,610,8,0
2020-04-24,Henrico,Other,30,2,2
2020-04-24,Peninsula,Black or African American,71,25,3
2020-04-24,Cumberland Plateau,White,10,1,0
2020-04-24,Chesterfield,Black or African American,126,20,6
2020-04-24,Alexandria,Other,75,11,0
2020-04-24,Central Shenandoah,Not Reported,155,1,1
2020-04-24,Mount Rogers,White,54,13,4
2020-04-24,Piedmont,Not Reported,39,2,0
2020-04-24,Rappahannock,White,103,28,4
2020-04-24,Southside,Black or African American,18,6,1
2020-04-24,Richmond,Not Reported,29,2,0
2020-04-24,Southside,Other,14,0,1
2020-04-24,Lenowisco,Not Reported,9,1,1
2020-04-24,Piedmont,White,23,2,2
2020-04-24,Roanoke,Not Reported,11,0,0
2020-04-24,Chickahominy,Not Reported,101,6,2
2020-04-24,Lord Fairfax,White,207,25,0
2020-04-24,Fairfax,Not Reported,774,55,23
2020-04-24,Crater,Not Reported,64,2,1
2020-04-24,Lord Fairfax,Other,24,3,0
2020-04-24,Richmond,Other,14,3,0
2020-04-24,Chesterfield,Other,23,0,0
2020-04-24,Eastern Shore,Not Reported,5,0,0
2020-04-24,Chesapeake,White,69,16,0
2020-04-24,Norfolk,Not Reported,9,0,0
2020-04-24,Western Tidewater,Not Reported,64,1,0
2020-04-24,Pittsylvania-Danville,Not Reported,8,2,0
2020-04-24,Fairfax,White,784,160,48
