"﻿Report Date","Health District",Ethnicity,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-16,"Thomas Jefferson","Hispanic or Latino",32,1,0
2020-05-16,Pittsylvania-Danville,"Not Reported",15,5,0
2020-05-16,Norfolk,"Hispanic or Latino",37,5,0
2020-05-16,Portsmouth,"Not Hispanic or Latino",103,29,8
2020-05-16,"West Piedmont","Not Reported",16,3,0
2020-05-16,Richmond,"Not Hispanic or Latino",307,72,16
2020-05-16,"West Piedmont","Hispanic or Latino",4,0,0
2020-05-16,"Prince William","Not Reported",2010,15,4
2020-05-16,"Rappahannock Rapidan","Not Reported",227,8,1
2020-05-16,Chickahominy,"Hispanic or Latino",12,2,0
2020-05-16,Lenowisco,"Not Reported",19,4,2
2020-05-16,"New River","Hispanic or Latino",3,0,0
2020-05-16,Crater,"Not Reported",163,29,7
2020-05-16,Chickahominy,"Not Reported",172,15,4
2020-05-16,Loudoun,"Hispanic or Latino",415,45,3
2020-05-16,"Rappahannock Rapidan","Hispanic or Latino",299,26,3
2020-05-16,Roanoke,"Not Reported",32,0,1
2020-05-16,Rappahannock,"Hispanic or Latino",298,43,1
2020-05-16,Lenowisco,"Hispanic or Latino",0,0,0
2020-05-16,"Virginia Beach","Hispanic or Latino",32,5,1
2020-05-16,"Prince William","Not Hispanic or Latino",747,151,56
2020-05-16,"Central Virginia","Not Reported",96,3,0
2020-05-16,"Central Shenandoah","Not Hispanic or Latino",470,51,17
2020-05-16,Hampton,"Hispanic or Latino",10,0,0
2020-05-16,Roanoke,"Hispanic or Latino",18,0,0
