Facility Name,Facility Longitude,Facility Latitude,VA Confirmed,VA Deaths 
(521) BIRMINGHAM VAMC,-1649.2184869999992,636.5900029999998,23,4
(523) BOSTON HCS VAMC,-1137.7775905599997,677.2323904000002,274,18
(526) BRONX VAMC,-517.32190223,286.08362761999996,493,48
(528) UPSTATE NEW YORK HCS,-1497.4599741500003,816.0731830400003,131,7
(528A6) BATH VA MEDICAL CENTER,-1237.55527728,677.4951483200001,6,0
(528A7) SYRACUSE VA MEDICAL CENTER,-1142.073405,645.5793879000003,10,0
(528A8) SAMUEL S. STRATTON VAMC,-1180.4197256000002,682.42254144,25,6
(529) ABIE ABRAHAM VA CLINIC,-799.4130642999999,408.9045864,14,0
(531) BOISE VA MEDICAL CENTER,-1394.3373532800003,523.4310756000001,13,1
(534) CHARLESTON VAMC,-1199.2998286499997,491.7795675,11,0
(537) JESSE BROWN VAMC,-789.08741487,376.83838197,228,14
(538) CHILLICOTHE VA MEDICAL CENTER,-913.1395323599999,433.2989303499999,6,0
(539) CINCINNATI,-1521.1685746800003,704.52194184,48,1
(540) LOUIS A JOHNSON VAMC,-723.25281798,353.43305964,3,0
(541) CLEVELAND VAMC,-2366.782914259999,1203.866502579999,168,2
(542) COATESVILLE VA MEDICAL CENTER,-530.6329219099999,279.98125799,15,0
"(544) COLUMBIA, SC VAMC",-1376.35172438,577.6596203899999,112,3
(546) MIAMI VAMC,-1203.2425786499998,386.85656685,108,5
(548) WEST PALM BEACH VAMC,-720.9654428699998,241.07302953000004,36,2
(549) DALLAS VA MEDICAL CENTER,-3000.579869619999,1013.5173492399992,46,4
(550) ILLIANA HCS,-788.3304915599998,361.18611135000003,5,0
(552) DAYTON,-926.7856873000001,437.24334775000005,20,0
"(553) DETROIT, MI VAMC",-747.54307152,381.19626918,195,22
(554) ROCKY MOUNTAIN REGIONAL VAMC,-3564.253013999999,1351.3143599999999,205,3
(556) CAPTN JAMES LOVELL FED HLT CTR,-702.8997869599999,338.4673304,208,1
(557) DUBLIN VAMC,-912.3439587899998,357.9206838900001,14,0
(558) DURHAM VA MEDICAL CENTER,-1105.1222562800003,504.1366638000001,41,0
(561) EAST ORANGE-VA NEW JERSEY HCS,-1633.1558194600007,896.5851193199994,603,51
(562) ERIE VA MEDICAL CENTER,-800.6558028999999,421.0267314999999,5,0
(564) FAYETTEVILLE AR VAMC,-1224.0416000799996,469.00397206000014,3,1
(565) FAYETTEVILLE NC VAMC,-1893.0626971200006,842.1733288799995,30,0
(568) BLACK HILLS HCS,-1966.02238503,843.83791895,1,0
(570) FRESNO VA MEDICAL CENTER,-838.4547431399999,257.40608704999994,7,0
(573) N. FLORIDA/S. GEORGIA HCS,-3046.7661436699996,1096.6235446599999,28,0
(575) GRAND JUNCTION VAMC,-759.7850445500001,273.54090953,3,0
"(578) HINES, IL VAMC",-1317.61024455,627.9092427,103,7
(580) HOUSTON VAMC,-1526.21989968,475.3042140799999,32,4
(581) HUNTINGTON VAMC,-660.14333488,307.07234912000007,5,1
(583) RICHARD L. ROUDEBUSH VAMC,-1551.35623608,716.0360956200002,171,17
(585) IRON MOUNTAIN VAMC,-1056.7221119999997,549.72024,0,0
(586) JACKSON VAMC,-1623.0731760000006,581.8829039999998,24,0
(589) KANSAS CITY VAMC,-1606.9888061000006,664.1432652999998,74,1
"(589A4) COLUMBIA, MO VAMC",-1661.9127735600007,700.8767452799998,4,1
(589A5) EKHCS TOPEKA VAMC,-2105.9482754199994,858.6008428799996,22,0
(589A7) WICHITA VAMC,-1556.3760054400004,602.87676576,7,1
(590) HAMPTON VA MEDICAL CENTER,-992.33240808,481.1988759499999,60,1
(593) SOUTHERN NEVADA HCS,-1150.9868597,362.8298333999999,56,0
(595) LEBANON VA MEDICAL CENTER,-840.49187486,443.46309887,61,1
(596) LEXINGTON VAMC-LEESTOWN,-1098.9878343599999,494.9720913800001,6,0
(598) CENTRAL ARKANSAS HCS,-1661.7951334799993,625.4100579599999,33,2
(600) LONG BEACH VAMC,-1299.31922527,371.5286132799999,67,2
(603) ROBLEY REX VAMC,-1199.7184934000004,535.79109248,53,3
(605) LOMA LINDA HCS,-1524.2807322599997,442.6520065500001,37,0
(607) WILLIAM S. MIDDLETON VAMC,-1073.1723906000002,516.9017575199999,17,2
(608) MANCHESTER VAMC,-642.9540226500001,387.10759464,6,0
(610) MARION VA MEDICAL CENTER,-942.0086990600003,445.76105783,14,2
(612A4) SACRAMENTO VA MEDICAL CENTER,-2304.6378929899997,732.8700487700003,30,3
(613) MARTINSBURG VA MEDICAL CENTER,-934.9319589599999,473.0065464,30,0
(614) MEMPHIS VA MEDICAL CENTER,-1800.5079624000007,702.8497612,27,1
(618) MINNEAPOLIS VA HCS,-2143.6889577899997,1032.7427919600002,68,7
(619) CENTRAL ALABAMA HCS,-1034.9595127200002,388.5587528399999,17,0
(620) HUDSON VALLEY HCS VAMC,-1256.7490143699995,701.1673269600001,185,2
(621) JAMES H. QUILLEN VAMC,-1482.662214,653.6098800000001,13,0
(623) JACK C. MONTGOMERY VAMC,-1049.54971429,393.41386755,21,1
(626) TENNESSEE VALLEY HCS,-2604.1430210999993,1084.2700599000002,43,3
(629) SE LOUISIANA VETERANS HCS,-1081.0144335600003,359.56196687999994,479,35
(630) NEW YORK HHS,-961.7089847299998,529.5748519100001,583,62
(631) VA CNTRL WSTRN MASSCHUSETS HCS,-1017.6247122999997,592.8727365400001,51,0
(632) NORTHPORT VAMC,-879.6683986800002,490.7829847200001,167,15
(635) OKLAHOMA CITY VAMC,-2632.38443541,958.0261122,22,1
"(636) VA NWIHS, OMAHA DIVISION",-2207.410042870001,948.6384660999996,45,2
"(636A6) VA CIHS, DES MOINES DIVISION",-1311.2230248599997,582.7883642000002,15,1
(636A8) IOWA CITY HCS,-1739.41871175,791.6282251699998,22,1
(637) CHARLES GEORGE VAMC,-577.4009303999999,249.11101852000002,13,1
(640) PALO ALTO VA MEDICAL CENTER,-2442.7817125999995,748.0254078000002,37,3
"(642) PHILADELPHIA, PA VAMC",-827.2140615200002,439.4477115599999,262,9
(644) PHOENIX VAMC,-2129.2522905699993,636.40039991,42,2
(646) PITTSBURGH VAMC UNIVERSITY DR.,-879.55563454,444.89208137,36,2
(648) PORTLAND VA MEDICAL CENTER,-1962.9259532799995,727.9593831999998,11,1
(649) NORTHERN ARIZONA HCS,-1799.22678768,552.82323216,10,0
(650) PROVIDENCE VAMC,-571.47863848,334.67141704,54,2
(652) HUNTER HOLMES MCGUIRE HOSPITAL,-1007.1131857800002,487.48347829999994,74,5
(653) ROSEBURG VA MEDICAL CENTER,-986.9366959999999,345.82874167999995,3,0
(654) IOANNIS A. LOUGARIS VAMC,-1437.5819457599998,474.19598016000003,21,2
(655) ALEDA E. LUTZ VAMC,-1091.5054889699998,564.7679349000001,17,0
(656) ST. CLOUD VA HCS,-847.9600585200002,410.1092357400001,4,0
(657) ST. LOUIS VAMC,-1985.0572387799996,850.1127377600003,99,4
(657A4) POPLAR BLUFF MO VAMC,-994.5989304900003,404.4880423099999,1,0
(657A5) MARION IL VAMC,-1779.1203428000006,754.5949801999998,0,0
(658) SALEM VA MEDICAL CENTER,-800.2275392,372.7651387000001,4,0
(659) W.G. HEFNER SALISBURY VAMC,-965.8344051600002,428.20215,57,1
(660) GEORGE E. WAHLEN VAMC,-2124.93257084,774.4075658600002,21,0
(662) SAN FRANCISCO VAMC,-1960.0580472,604.49867024,26,2
(663) SEATTLE VA MEDICAL CENTER,-3180.086035880002,1236.6119942799994,80,0
(664) SAN DIEGO HCS,-1875.7027691199992,525.94915888,45,0
(666) SHERIDAN VA MEDICAL CENTER,-1390.8034908299999,582.75060389,1,0
(667) SHREVEPORT VAMC,-843.50564892,292.50006741000004,58,6
(668) MANN-GRANDSTAFF VAMC,-1409.7074468400003,572.4231433199999,33,1
(671) AUDIE L. MURPHY MEMORIAL HOSP,-3450.328983499999,1032.7946258000006,44,3
(672) SAN JUAN VA MEDICAL CENTER,-991.2493501500003,275.8645497,70,0
(673) TAMPA FL VAMC,-1895.8019530099996,645.47570254,17,3
(674) OLIN E. TEAGUE VET CENTER,-1654.9372256900006,528.3244138999997,23,0
(675) ORLANDO VAMC,-1625.5300678,567.3338314,74,1
(676) TOMAH VAMC,-814.44519036,396.00996561,4,0
(678) SOUTHERN ARIZONA VA HCS,-1775.4921193599994,514.9016470400001,26,2
(679) TUSCALOOSA,-612.4185611600001,232.35249009,5,0
(687) JONATHAN M. WAINWRIGHT VAMC,-1420.2637794000002,552.6318112799999,7,0
(688) WASHINGTON VA MEDICAL CENTER,-1848.2618652,934.3467287999995,253,16
(689) CONNECTICUT HCS,-1313.2316336400002,743.1184605600001,215,3
(691) WEST LA VAMC,-3079.919581440002,885.3621649600004,85,7
(692) WHITE CITY VA MEDICAL CENTER,-491.34563136,169.75929436,0,0
(693) WILKES-BARRE VAMC,-1137.5571526500003,618.72148875,53,1
(695) MILWAUKEE VAMC,-1319.64237045,645.2940943499999,79,5
(740) HARLINGEN VA CLINIC,-1465.0191214499998,392.55929610000004,3,0
(756) EL PASO VA HCS,-1064.6145004999996,318.188716,10,0
(757) COLUMBUS VAMC,-663.29465832,319.8509904,11,0
