Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths,InitialVaccineVeteranTotal,CompletedVaccineVeteranTotal
"Anchorage, AK HCS",604,15,578,11,2390,133
"Chillicothe, OH HCS",554,24,517,13,3441,769
"Albany, NY HCS",543,46,463,34,2448,38
"Big Spring, TX HCS",529,14,475,40,1844,400
"Manchester, NH HCS",513,25,464,24,1425,178
"Butler, PA HCS",475,14,446,15,2515,730
"Togus, ME HCS",465,42,405,18,1690,261
"Clarksburg, WV HCS",430,36,371,23,2854,386
"Grand Junction, CO HCS",422,29,373,20,2097,242
"Coatesville, PA HCS",416,13,385,18,2332,557
"Walla Walla, WA HCS",372,4,347,21,2229,264
"Sheridan, WY HCS",340,9,325,6,1339,168
"Honolulu, HI HCS",285,5,268,12,2875,307
"Spokane, WA HCS",256,2,234,20,1518,0
"Beckley, WV HCS",253,12,233,8,1483,148
"Roseburg, OR HCS",201,12,182,7,1837,34
"White City, OR HCS",194,8,167,19,1735,144
"White River Junction, VT HCS",191,22,164,5,1602,68
"Manila, PI HCS",2,0,2,0,0,0
