Locality,Facility,Facility Type,Status,Date VDH Notified,Cases,Deaths,Active,FIPS,Report Date
Henrico,Our Lady of Hope,Multicare,Outbreak Closed,2020-05-26,8,0,0,51087,2020-09-24
Henrico,Spring Arbor of Richmond,Assisted Living,Outbreak in Progress,2020-08-17,9,*,1,51087,2020-09-24
Henrico,Sunrise Villa Tuckahoe,Assisted Living,Outbreak in Progress,2020-08-17,*,0,1,51087,2020-09-24
Henrico,The Village at Manor Care,Assisted Living,Outbreak Closed,2020-08-13,5,0,0,51087,2020-09-24
Henrico,Westminster Canterbury,Multicare,Outbreak in Progress,2020-07-07,20,0,1,51087,2020-09-24
Henrico,Westport Rehabilitation & Nursing Center,Nursing Home,Outbreak Closed,2020-04-05,127,11,0,51087,2020-09-24
Henry,Martinsville Health and Rehabilitation,Nursing Home,Outbreak in Progress,2020-09-01,26,*,1,51089,2020-09-24
Henry,Stanleytown Healthcare Center,Nursing Home,Outbreak in Progress,2020-07-15,80,9,1,51089,2020-09-24
Hopewell,Hopewell Healthcare Center,Nursing Home,Outbreak in Progress,2020-05-10,30,*,1,51670,2020-09-24
Hopewell,River View on the Appomattox Health & Rehab,Nursing Home,Outbreak in Progress,2020-07-31,*,0,1,51670,2020-09-24
Isle of Wight,Consulate Health Care of Windsor,Nursing Home,Outbreak Closed,2020-03-31,56,9,0,51093,2020-09-24
James City,Chambrel at Williamsburg Assisted Living,Assisted Living,Outbreak Closed,2020-04-16,20,*,0,51095,2020-09-24
James City,Consulate Health Care of Williamsburg,Nursing Home,Outbreak Closed,2020-04-06,9,*,0,51095,2020-09-24
James City,Edgeworth Park at New Town,Assisted Living,Outbreak Closed,2020-07-08,*,0,0,51095,2020-09-24
James City,WindsorMeade of Williamsburg,Multicare,Outbreak Closed,2020-04-23,5,0,0,51095,2020-09-24
King George,Heritage Hall - King George,Nursing Home,Outbreak Closed,2020-05-02,10,0,0,51099,2020-09-24
King George,Heritage Hall - King George,Nursing Home,Outbreak in Progress,2020-08-23,5,0,1,51099,2020-09-24
King William,Riverside Convalescent Center - West Point,Nursing Home,Outbreak in Progress,2020-09-01,*,0,1,51101,2020-09-24
Lancaster,Rappahannock Westminster Canterbury,Nursing Home,Outbreak in Progress,2020-07-17,7,0,1,51103,2020-09-24
Lee,Lee Health & Rehabilitation,Nursing Home,Outbreak Pending Closure,2020-07-04,13,*,0,51105,2020-09-24
Loudoun,Ashby Ponds,Multicare,Outbreak Pending Closure,2020-04-06,62,10,0,51107,2020-09-24
Loudoun,Ashleigh at Lansdowne,Multicare,Outbreak Pending Closure,2020-04-23,31,9,0,51107,2020-09-24
Loudoun,Atria Sterling,Assisted Living,Outbreak Pending Closure,2020-04-23,19,*,0,51107,2020-09-24
Loudoun,Heritage Hall Nursing and Rehab,Nursing Home,Outbreak Closed,2020-05-19,90,17,0,51107,2020-09-24
Loudoun,Heritage Hall Nursing and Rehab,Nursing Home,Outbreak in Progress,2020-09-18,19,*,1,51107,2020-09-24
Loudoun,Inova Loudoun Nursing and Rehabilitation Center,Nursing Home,Outbreak Pending Closure,2020-09-04,*,0,0,51107,2020-09-24
Loudoun,Johnson Center at Falcons Landing,Multicare,Outbreak Pending Closure,2020-03-28,71,6,0,51107,2020-09-24
Loudoun,Poet's Walk - A Spring Hill Memory Care Community,Assisted Living,Outbreak Pending Closure,2020-04-23,29,7,0,51107,2020-09-24
Loudoun,Potomac Falls Health and Rehab Center,Multicare,Outbreak Pending Closure,2020-04-10,86,23,0,51107,2020-09-24
Loudoun,Sunrise at Countryside,Assisted Living,Outbreak Pending Closure,2020-04-07,17,5,0,51107,2020-09-24
Loudoun,Tribute at One Loudoun,Multicare,Outbreak Pending Closure,2020-04-16,48,11,0,51107,2020-09-24
Loudoun,Waltonwood at Ashburn,Multicare,Outbreak Pending Closure,2020-04-13,9,*,0,51107,2020-09-24
Lunenburg,Jan's Residential of Lunenburg,Assisted Living,Outbreak Pending Closure,2020-08-12,5,*,0,51111,2020-09-24
Lynchburg,Guggenheimer Nursing Facility,Nursing Home,Outbreak Closed,2020-06-23,5,0,0,51680,2020-09-24
Lynchburg,Heartland Health Care Center,Multicare,Outbreak in Progress,2020-09-04,8,0,1,51680,2020-09-24
Lynchburg,Lynchburg Health and Rehabilitation Center,Nursing Home,Outbreak Pending Closure,2020-07-04,19,*,0,51680,2020-09-24
Madison,Countryside Assisted Living,Assisted Living,Outbreak Pending Closure,2020-08-12,11,*,0,51113,2020-09-24
Martinsville,King's Grant Retirement Community,Nursing Home,Outbreak in Progress,2020-06-20,*,0,1,51690,2020-09-24
Martinsville,Mulberry Creek Nursing and Rehab,Nursing Home,Outbreak Pending Closure,2020-05-18,28,*,0,51690,2020-09-24
Martinsville,Piedmont ICF/ID Home,Assisted Living,Outbreak in Progress,2020-07-17,*,0,1,51690,2020-09-24
Mecklenburg,Chase City Health and Rehab Center,Nursing Home,Outbreak Pending Closure,2020-05-08,94,13,0,51117,2020-09-24
Mecklenburg,Hundley Center LTCF,Nursing Home,Outbreak in Progress,2020-09-14,*,0,1,51117,2020-09-24
Mecklenburg,Meadow View Terrace,Nursing Home,Outbreak Pending Closure,2020-04-04,84,14,0,51117,2020-09-24
Middlesex,Dockside Health & Rehabilitation Center,Nursing Home,Outbreak Pending Closure,2020-07-31,78,10,0,51119,2020-09-24
Newport News,Hilton Plaza,Assisted Living,Outbreak in Progress,2020-07-11,*,*,1,51700,2020-09-24
Newport News,James River Convalescent and Rehabilitation Center,Nursing Home,Outbreak Closed,2020-05-14,*,0,0,51700,2020-09-24
Newport News,James River Convalescent and Rehabilitation Center,Nursing Home,Outbreak in Progress,2020-09-01,48,*,1,51700,2020-09-24
Newport News,Newport News Nursing and Rehabilitation Center,Nursing Home,Outbreak in Progress,2020-07-08,8,*,1,51700,2020-09-24
Newport News,The Gardens at Warwick Forest,Nursing Home,Outbreak Closed,2020-03-30,7,0,0,51700,2020-09-24
Newport News,The Gardens at Warwick Forest,Nursing Home,Outbreak Pending Closure,2020-07-19,27,*,0,51700,2020-09-24
Norfolk,Autumn Care of Norfolk,Nursing Home,Outbreak in Progress,2020-07-08,*,0,1,51710,2020-09-24
Norfolk,Commonwealth Leigh Hall,Assisted Living,Outbreak in Progress,2020-07-07,*,*,1,51710,2020-09-24
Norfolk,Consulate Health Care of Norfolk,Nursing Home,Outbreak Pending Closure,2020-06-29,81,*,0,51710,2020-09-24
Norfolk,Harbor's Edge,Assisted Living,Outbreak Pending Closure,2020-07-13,*,0,0,51710,2020-09-24
Norfolk,Lake Taylor Transitional Care Hospital,Nursing Home,Outbreak in Progress,2020-07-13,16,0,1,51710,2020-09-24
Norfolk,Norfolk Health and Rehab Center,Nursing Home,Outbreak Closed,2020-03-28,*,0,0,51710,2020-09-24
Norfolk,Pelican Health Care,Assisted Living,Outbreak Pending Closure,2020-06-25,*,0,0,51710,2020-09-24
Norfolk,"Signature HealthCare, LLC",Nursing Home,Outbreak Pending Closure,2020-06-05,43,7,0,51710,2020-09-24
Norfolk,St. Marys Home for Disabled Children,Nursing Home,Outbreak Pending Closure,2020-07-07,*,0,0,51710,2020-09-24
Norfolk,The Ballentine,Assisted Living,Outbreak Pending Closure,2020-07-05,7,*,0,51710,2020-09-24
Northampton,Heritage Hall - Nassawadox,Nursing Home,Outbreak Closed,2020-04-22,114,20,0,51131,2020-09-24
Nottoway,Heritage Hall Nursing Home,Nursing Home,Outbreak Pending Closure,2020-07-15,*,0,0,51135,2020-09-24
Nottoway,Hickory Hill Retirement Community,Assisted Living,Outbreak Pending Closure,2020-05-28,57,7,0,51135,2020-09-24
