Locality,Facility,Facility Type,Status,Date VDH Notified,Cases,Deaths,Active,FIPS,Report Date
Arlington,Sunrise of Arlington,Assisted Living,Outbreak in Progress,2020-08-05,*,0,1,51013,2020-09-09
Arlington,The Jefferson,Multicare,Outbreak Pending Closure,2020-04-04,38,9,0,51013,2020-09-09
Augusta,Golden Gardens Residential Living,Assisted Living,Outbreak Pending Closure,2020-05-06,*,0,0,51015,2020-09-09
Bedford,Bedford County Nursing Home,Nursing Home,Outbreak Pending Closure,2020-08-20,10,0,0,51019,2020-09-09
Bedford,Oakwood Manor Nursing Home,Nursing Home,Outbreak Pending Closure,2020-05-27,9,*,0,51019,2020-09-09
Bland,Bland County Nursing and Rehab,Multicare,Outbreak in Progress,2020-08-10,27,*,1,51021,2020-09-09
Botetourt,Carrington Place at Botetourt,Nursing Home,Outbreak Pending Closure,2020-06-24,23,5,0,51023,2020-09-09
Botetourt,The Glebe Retirement Community,Multicare,Outbreak in Progress,2020-08-25,7,0,1,51023,2020-09-09
Bristol,NHC Healthcare,Nursing Home,Outbreak in Progress,2020-08-10,*,0,1,51520,2020-09-09
Bristol,Rehab Center and Memory Care of Bristol,Assisted Living,Outbreak in Progress,2020-08-04,54,*,1,51520,2020-09-09
Carroll,Commonwealth Assisted Living at Hillsville,Assisted Living,Outbreak in Progress,2020-08-14,41,*,1,51035,2020-09-09
Carroll,Hillsville Health and Rehab,Nursing Home,Outbreak Pending Closure,2020-05-14,65,9,0,51035,2020-09-09
Charlottesville,Cedars Healthcare Center,Nursing Home,Outbreak Pending Closure,2020-07-10,142,9,0,51540,2020-09-09
Chesapeake,Autum Care of Chesapeake,Nursing Home,Outbreak Pending Closure,2020-04-13,41,5,0,51550,2020-09-09
Chesapeake,Cedar Manor,Assisted Living,Outbreak Closed,2020-04-17,16,*,0,51550,2020-09-09
Chesapeake,Chesapeake Health and Rehab Center,Nursing Home,Outbreak Closed,2020-06-15,13,*,0,51550,2020-09-09
Chesapeake,Chesapeake Health and Rehab Center,Nursing Home,Outbreak Pending Closure,2020-07-22,20,0,0,51550,2020-09-09
Chesapeake,Chesapeake Place ALF,Assisted Living,Outbreak in Progress,2020-07-21,7,0,1,51550,2020-09-09
Chesapeake,Commonwealth Memory Care,Assisted Living,Outbreak Pending Closure,2020-07-16,15,*,0,51550,2020-09-09
Chesapeake,Greenbrier Regional Medical Center,Nursing Home,Outbreak Pending Closure,2020-06-09,51,9,0,51550,2020-09-09
Chesapeake,Harmony at Oakbrooke,Assisted Living,Outbreak Closed,2020-04-29,11,*,0,51550,2020-09-09
Chesapeake,Sentara Nursing Center - Chesapeake,Nursing Home,Outbreak Closed,2020-04-23,*,0,0,51550,2020-09-09
Chesapeake,Sentara Nursing Center - Chesapeake,Nursing Home,Outbreak Closed,2020-04-05,5,0,0,51550,2020-09-09
Chesapeake,Sentara Nursing Center - Chesapeake,Nursing Home,Outbreak Pending Closure,2020-07-24,6,*,0,51550,2020-09-09
Chesapeake,Sentara Nursing Center - Chesapeake,Nursing Home,Outbreak in Progress,2020-08-11,6,*,1,51550,2020-09-09
Chesapeake,Virginia Home for Adults,Assisted Living,Outbreak Pending Closure,2020-06-15,*,0,0,51550,2020-09-09
Chesapeake,Virginia Home for Adults,Assisted Living,Outbreak Pending Closure,2020-08-11,5,0,0,51550,2020-09-09
Chesterfield,Auburn Hill Senior Living,Assisted Living,Outbreak in Progress,2020-08-10,*,0,1,51041,2020-09-09
Chesterfield,Brandermill Woods,Multicare,Outbreak Closed,2020-04-30,41,7,0,51041,2020-09-09
Chesterfield,Elmcroft of Chesterfield,Assisted Living,Outbreak in Progress,2020-06-24,*,0,1,51041,2020-09-09
Chesterfield,Laurels of Bon Air,Nursing Home,Outbreak Closed,2020-04-12,12,5,0,51041,2020-09-09
Chesterfield,Laurels of Willow Creek,Nursing Home,Outbreak in Progress,2020-05-27,27,8,1,51041,2020-09-09
Chesterfield,Lucy Corr Village,Assisted Living,Outbreak Closed,2020-04-03,*,0,0,51041,2020-09-09
Chesterfield,Morningside of Bellgrade,Assisted Living,Outbreak Pending Closure,2020-04-14,33,9,0,51041,2020-09-09
Chesterfield,Spring Arbor of Salisbury,Assisted Living,Outbreak Closed,2020-04-02,37,7,0,51041,2020-09-09
Chesterfield,The Crossings at Bon Air,Assisted Living,Outbreak in Progress,2020-07-22,*,0,1,51041,2020-09-09
Chesterfield,The Memory Center of Richmond,Assisted Living,Outbreak in Progress,2020-08-05,*,0,1,51041,2020-09-09
Chesterfield,Tyler's Retreat at Iron Bridge,Nursing Home,Outbreak in Progress,2020-08-05,*,0,1,51041,2020-09-09
Colonial Heights,Colonial Heights Health Care Center,Nursing Home,Outbreak Pending Closure,2020-04-07,53,16,0,51570,2020-09-09
Colonial Heights,Dunlop House,Assisted Living,Outbreak Closed,2020-04-29,5,*,0,51570,2020-09-09
Culpeper,Culpeper Health and Rehab,Nursing Home,Outbreak Pending Closure,2020-07-21,27,*,0,51047,2020-09-09
Danville,Brookdale Danville Piedmont,Assisted Living,Outbreak Pending Closure,2020-04-16,*,*,0,51590,2020-09-09
Danville,Riverside Health and Rehabilitation Center,Multicare,Outbreak in Progress,2020-07-13,46,5,1,51590,2020-09-09
Danville,Roman Eagle Memorial Home,Nursing Home,Outbreak in Progress,2020-07-20,30,*,1,51590,2020-09-09
Dinwiddie,Dinwiddie Health and Rehab Center,Nursing Home,Outbreak Pending Closure,2020-06-15,16,*,0,51053,2020-09-09
Emporia,Accordius Health and Rehab,Nursing Home,Outbreak Closed,2020-04-20,55,13,0,51595,2020-09-09
Emporia,Emporia/Greensville Manor,Nursing Home,Outbreak in Progress,2020-05-30,46,*,1,51595,2020-09-09
Emporia,Eugene H Bloom Retirement Center,Assisted Living,Outbreak in Progress,2020-07-06,*,0,1,51595,2020-09-09
Fairfax,Aarondale Retirement and Assisted Living Community,Assisted Living,Outbreak Closed,2020-04-09,*,*,0,51059,2020-09-09
Fairfax,Aarondale Retirement and Assisted Living Community,Assisted Living,Outbreak in Progress,2020-08-27,*,0,1,51059,2020-09-09
Fairfax,Annandale Healthcare Center,Nursing Home,Outbreak Pending Closure,2020-04-09,156,55,0,51059,2020-09-09
Fairfax,Arbor Terrace at Herndon,Assisted Living,Outbreak in Progress,2020-05-12,5,*,1,51059,2020-09-09
Fairfax,Arbor Terrace Memory Care,Assisted Living,Outbreak Closed,2020-04-15,19,8,0,51059,2020-09-09
Fairfax,Arden Courts of Annandale,Assisted Living,Outbreak Closed,2020-04-09,13,5,0,51059,2020-09-09
Fairfax,Arden Courts of Fair Oaks,Assisted Living,Outbreak Pending Closure,2020-04-17,5,*,0,51059,2020-09-09
Fairfax,Arleigh Burke Pavilion,Multicare,Outbreak Pending Closure,2020-04-15,46,8,0,51059,2020-09-09
Fairfax,Bright View Woodburn,Assisted Living,Outbreak Pending Closure,2020-04-28,29,10,0,51059,2020-09-09
Fairfax,Brightview of Great Falls,Assisted Living,Outbreak Closed,2020-04-24,7,*,0,51059,2020-09-09
Fairfax,Burke Health Care Center,Nursing Home,Outbreak Closed,2020-04-09,129,22,0,51059,2020-09-09
Fairfax,Chesterbrook Residences,Assisted Living,Outbreak Pending Closure,2020-04-07,31,7,0,51059,2020-09-09
Fairfax,Dulles Health & Rehab,Nursing Home,Outbreak Closed,2020-03-29,101,23,0,51059,2020-09-09
Fairfax,Fairfax Nursing and Rehabilitation Center,Nursing Home,Outbreak Pending Closure,2020-04-17,71,14,0,51059,2020-09-09
Fairfax,Gardens at Fair Oaks,Assisted Living,Outbreak Pending Closure,2020-05-21,14,*,0,51059,2020-09-09
Fairfax,Goodwin House - Bailey's Crossroads,Multicare,Outbreak Pending Closure,2020-04-24,28,*,0,51059,2020-09-09
Fairfax,Great Falls Assisted Living,Assisted Living,Outbreak Closed,2020-04-17,19,6,0,51059,2020-09-09
Fairfax,Greenspring Village Assisted Living,Multicare,Outbreak Pending Closure,2020-04-17,68,20,0,51059,2020-09-09
Fairfax,Greenspring Village Assisted Living,Multicare,Outbreak in Progress,2020-08-06,7,0,1,51059,2020-09-09
Fairfax,Harmony at Chantilly,Assisted Living,Outbreak Pending Closure,2020-05-01,19,*,0,51059,2020-09-09
Fairfax,Harmony at Spring Hill,Assisted Living,Outbreak in Progress,2020-05-12,*,0,1,51059,2020-09-09
Fairfax,Heatherwood Retirement Community,Assisted Living,Outbreak Pending Closure,2020-04-11,50,11,0,51059,2020-09-09
Fairfax,Hunter's Woods at Trails Edge,Multicare,Outbreak Pending Closure,2020-06-04,10,*,0,51059,2020-09-09
Fairfax,Iliff Nursing and Rehabilitation Center,Nursing Home,Outbreak Closed,2020-04-09,78,13,0,51059,2020-09-09
Fairfax,Larmax Homes,Assisted Living,Outbreak Pending Closure,2020-04-17,17,*,0,51059,2020-09-09
Fairfax,Leewood Healthcare Center,Multicare,Outbreak Closed,2020-05-28,9,*,0,51059,2020-09-09
Fairfax,Leewood Healthcare Center,Multicare,Outbreak Pending Closure,2020-04-09,114,35,0,51059,2020-09-09
Fairfax,ManorCare Health Services-Alexandria,Nursing Home,Outbreak Pending Closure,2020-04-24,79,7,0,51059,2020-09-09
Fairfax,ManorCare Health Services-Fair Oaks,Nursing Home,Outbreak Pending Closure,2020-05-04,136,13,0,51059,2020-09-09
Fairfax,Mount Vernon Nursing and Rehabilitation Center,Nursing Home,Outbreak Pending Closure,2020-04-09,79,15,0,51059,2020-09-09
Fairfax,Powhatan Nursing Home,Nursing Home,Outbreak Closed,2020-05-12,*,0,0,51059,2020-09-09
Fairfax,Renaissance of Annandale,Assisted Living,Outbreak Closed,2020-05-12,27,*,0,51059,2020-09-09
Fairfax,Spring Hills Mount Vernon,Assisted Living,Outbreak Pending Closure,2020-05-12,14,*,0,51059,2020-09-09
Fairfax,Spring Hills Mount Vernon,Assisted Living,Outbreak Pending Closure,2020-07-24,31,0,0,51059,2020-09-09
Fairfax,Stevenson's Place,Assisted Living,Outbreak Closed,2020-06-04,*,0,0,51059,2020-09-09
Fairfax,Sunrise Assisted Living of McLean,Assisted Living,Outbreak Closed,2020-03-20,59,14,0,51059,2020-09-09
Fairfax,Sunrise at Mount Vernon,Assisted Living,Outbreak Closed,2020-04-07,16,*,0,51059,2020-09-09
Fairfax,Sunrise at Mount Vernon,Assisted Living,Outbreak in Progress,2020-08-28,*,*,1,51059,2020-09-09
Fairfax,Sunrise of Hunter Mill,Assisted Living,Outbreak in Progress,2020-05-27,*,0,1,51059,2020-09-09
Fairfax,Sunrise of Springfield,Assisted Living,Outbreak Pending Closure,2020-04-10,22,*,0,51059,2020-09-09
Fairfax,Sylvestery of Vinson Hall,Multicare,Outbreak in Progress,2020-05-27,8,0,1,51059,2020-09-09
Fairfax,Tall Oaks,Assisted Living,Outbreak Pending Closure,2020-04-30,47,11,0,51059,2020-09-09
Fairfax,The Fairfax at Belvoir Woods,Multicare,Outbreak Pending Closure,2020-04-24,11,*,0,51059,2020-09-09
Fairfax,The Fairfax at Belvoir Woods,Multicare,Outbreak Pending Closure,2020-07-14,16,*,0,51059,2020-09-09
Fairfax,The Kensington Falls Church,Assisted Living,Outbreak Pending Closure,2020-03-17,27,*,0,51059,2020-09-09
Fairfax,The Lincolnian,Assisted Living,Outbreak Closed,2020-04-24,26,*,0,51059,2020-09-09
Fairfax,The Virginian Retirement Community,Multicare,Outbreak Pending Closure,2020-04-09,141,26,0,51059,2020-09-09
Fairfax,Tysons Woods Assisted Living,Assisted Living,Outbreak Pending Closure,2020-05-20,10,*,0,51059,2020-09-09
Fauquier,Brookside Rehab & Nursing Ctr (Oak Springs),Nursing Home,Outbreak in Progress,2020-08-14,76,11,1,51061,2020-09-09
Floyd,Skyline Manor Nursing and Rehab Center,Nursing Home,Outbreak in Progress,2020-06-25,*,0,1,51063,2020-09-09
Fluvanna,Envoy at the Village,Nursing Home,Outbreak Closed,2020-04-08,65,8,0,51065,2020-09-09
Franklin City,Village At Woods Edge,Assisted Living,Outbreak Closed,2020-06-23,9,*,0,51620,2020-09-09
Frederick,Hilltop House,Assisted Living,Outbreak Closed,2020-07-03,15,*,0,51069,2020-09-09
Frederick,The Village at Orchard Ridge,Assisted Living,Outbreak Pending Closure,2020-07-17,16,0,0,51069,2020-09-09
Fredericksburg,Hughes Home for Adults,Assisted Living,Outbreak Pending Closure,2020-07-15,39,*,0,51630,2020-09-09
Fredericksburg,Poets Walk,Assisted Living,Outbreak Closed,2020-06-03,15,0,0,51630,2020-09-09
Fredericksburg,Poets Walk Memory Care,Assisted Living,Outbreak Pending Closure,2020-08-25,*,0,0,51630,2020-09-09
Galax,Galax Health and Rehab,Nursing Home,Outbreak Pending Closure,2020-05-27,90,18,0,51640,2020-09-09
Galax,Waddell Nursing and Rehab,Nursing Home,Outbreak in Progress,2020-05-24,12,0,1,51640,2020-09-09
Gloucester,Walter Reed Convalescent Center- Gloucester,Nursing Home,Outbreak in Progress,2020-08-14,*,0,1,51073,2020-09-09
Grayson,Grayson Nursing and Rehabilitation Center,Nursing Home,Outbreak in Progress,2020-08-30,27,0,1,51077,2020-09-09
Greene,Grace Health and Rehab Center of Greene County,Nursing Home,Outbreak Pending Closure,2020-07-06,7,0,0,51079,2020-09-09
Hampton,Coliseum Park Conv and Rehab Center,Nursing Home,Outbreak in Progress,2020-07-22,*,0,1,51650,2020-09-09
Hampton,Golden Care Assisted Living,Assisted Living,Outbreak in Progress,2020-08-24,7,0,1,51650,2020-09-09
Hampton,Hampton VA Hospital- LTC unit,Nursing Home,Outbreak Closed,2020-04-01,37,0,0,51650,2020-09-09
Hampton,Northampton Convalescent & Rehabilitation Center,Nursing Home,Outbreak in Progress,2020-08-09,*,0,1,51650,2020-09-09
Hampton,Riverside Convalescent Center - Hampton,Nursing Home,Outbreak in Progress,2020-07-22,*,0,1,51650,2020-09-09
Hanover,Ashland Convalescent Center,Nursing Home,Outbreak Pending Closure,2020-05-06,18,*,0,51085,2020-09-09
Hanover,Autumn Care of Mechanicsville,Nursing Home,Outbreak Closed,2020-04-05,45,11,0,51085,2020-09-09
Hanover,Covenant Woods Nursing Home,Multicare,Outbreak in Progress,2020-05-20,*,0,1,51085,2020-09-09
Hanover,Hanover Healthcare,Nursing Home,Outbreak Pending Closure,2020-08-10,*,0,0,51085,2020-09-09
Hanover,The Crossings at Hanover,Assisted Living,Outbreak Closed,2020-04-03,60,12,0,51085,2020-09-09
Harrisonburg,Accordius Health at Harrisonburg,Nursing Home,Outbreak in Progress,2020-04-08,112,25,1,51660,2020-09-09
Harrisonburg,Harrisonburg Health and Rehabilitation Center,Nursing Home,Outbreak Pending Closure,2020-05-27,93,5,0,51660,2020-09-09
Henrico,Beth Sholom Home of Virginia,Multicare,Outbreak Closed,2020-03-28,76,17,0,51087,2020-09-09
Henrico,Beth Sholom Parkside,Assisted Living,Outbreak Closed,2020-04-17,*,*,0,51087,2020-09-09
Henrico,Blue Ridge Senior Living,Assisted Living,Outbreak in Progress,2020-08-21,19,0,1,51087,2020-09-09
Henrico,Canterbury Health and Rehab,Nursing Home,Outbreak Closed,2020-03-17,177,51,0,51087,2020-09-09
Henrico,Canterbury Health and Rehab,Nursing Home,Outbreak Closed,2020-07-06,*,0,0,51087,2020-09-09
Henrico,Cedarfield Retirement Community,Assisted Living,Outbreak Closed,2020-04-14,27,*,0,51087,2020-09-09
Henrico,Chestnut Grove Assisted Living Facility,Assisted Living,Outbreak Closed,2020-06-02,*,0,0,51087,2020-09-09
Henrico,Glenburnie Nursing & Rehab,Nursing Home,Outbreak Pending Closure,2020-04-30,96,22,0,51087,2020-09-09
Henrico,Henrico Health and Rehabilitation Center,Nursing Home,Outbreak Closed,2020-04-05,114,17,0,51087,2020-09-09
Henrico,Henrico Health and Rehabilitation Center,Nursing Home,Outbreak in Progress,2020-09-04,5,0,1,51087,2020-09-09
Henrico,Lakewood Manor Baptist Retirement Community,Multicare,Outbreak Closed,2020-04-09,15,*,0,51087,2020-09-09
Henrico,Manor Care Health Services,Nursing Home,Outbreak Closed,2020-04-01,11,*,0,51087,2020-09-09
Henrico,Masonic Home of Virginia,Assisted Living,Outbreak Closed,2020-03-28,45,6,0,51087,2020-09-09
Henrico,Our Lady of Hope,Multicare,Outbreak Closed,2020-05-26,8,0,0,51087,2020-09-09
Henrico,Spring Arbor of Richmond,Assisted Living,Outbreak in Progress,2020-08-17,9,0,1,51087,2020-09-09
Henrico,Sunrise Villa Tuckahoe,Assisted Living,Outbreak in Progress,2020-08-17,*,0,1,51087,2020-09-09
Henrico,The Village at Manor Care,Assisted Living,Outbreak in Progress,2020-08-13,5,0,1,51087,2020-09-09
Henrico,Westminster Canterbury,Multicare,Outbreak Pending Closure,2020-07-07,16,0,0,51087,2020-09-09
Henrico,Westport Rehabilitation & Nursing Center,Nursing Home,Outbreak Pending Closure,2020-04-05,127,11,0,51087,2020-09-09
Henry,Stanleytown Healthcare Center,Nursing Home,Outbreak in Progress,2020-07-15,79,7,1,51089,2020-09-09
Hopewell,Hopewell Healthcare Center,Nursing Home,Outbreak Pending Closure,2020-05-10,27,*,0,51670,2020-09-09
Hopewell,River View on the Appomattox Health & Rehab,Nursing Home,Outbreak in Progress,2020-07-31,*,0,1,51670,2020-09-09
Isle of Wight,Consulate Health Care of Windsor,Nursing Home,Outbreak Closed,2020-03-31,55,9,0,51093,2020-09-09
James City,Chambrel at Williamsburg Assisted Living,Assisted Living,Outbreak Closed,2020-04-16,20,*,0,51095,2020-09-09
James City,Consulate Health Care of Williamsburg,Nursing Home,Outbreak Closed,2020-04-06,9,*,0,51095,2020-09-09
James City,Edgeworth Park at New Town,Assisted Living,Outbreak Closed,2020-07-08,*,0,0,51095,2020-09-09
James City,WindsorMeade of Williamsburg,Multicare,Outbreak Closed,2020-04-23,5,0,0,51095,2020-09-09
King George,Heritage Hall - King George,Nursing Home,Outbreak Closed,2020-05-02,10,0,0,51099,2020-09-09
King George,Heritage Hall - King George,Nursing Home,Outbreak in Progress,2020-08-23,*,0,1,51099,2020-09-09
King William,Riverside Convalescent Center - West Point,Nursing Home,Outbreak in Progress,2020-09-01,*,0,1,51101,2020-09-09
Lancaster,Rappahannock Westminster Canterbury,Nursing Home,Outbreak in Progress,2020-07-17,7,0,1,51103,2020-09-09
Lee,Lee Health & Rehabilitation,Nursing Home,Outbreak in Progress,2020-07-04,13,0,1,51105,2020-09-09
Loudoun,Ashby Ponds,Multicare,Outbreak Pending Closure,2020-04-06,62,10,0,51107,2020-09-09
Loudoun,Ashleigh at Lansdowne,Multicare,Outbreak Pending Closure,2020-04-23,31,9,0,51107,2020-09-09
Loudoun,Atria Sterling,Assisted Living,Outbreak Pending Closure,2020-04-23,19,*,0,51107,2020-09-09
Loudoun,Heritage Hall Nursing and Rehab,Nursing Home,Outbreak Pending Closure,2020-05-19,90,16,0,51107,2020-09-09
Loudoun,Johnson Center at Falcons Landing,Multicare,Outbreak Pending Closure,2020-03-28,71,6,0,51107,2020-09-09
Loudoun,Poet's Walk - A Spring Hill Memory Care Community,Assisted Living,Outbreak Pending Closure,2020-04-23,29,6,0,51107,2020-09-09
Loudoun,Potomac Falls Health and Rehab Center,Multicare,Outbreak Pending Closure,2020-04-10,86,21,0,51107,2020-09-09
Loudoun,Sunrise at Countryside,Assisted Living,Outbreak Pending Closure,2020-04-07,15,5,0,51107,2020-09-09
Loudoun,Tribute at One Loudoun,Multicare,Outbreak Pending Closure,2020-04-16,48,11,0,51107,2020-09-09
Loudoun,Waltonwood at Ashburn,Multicare,Outbreak Pending Closure,2020-04-13,9,*,0,51107,2020-09-09
Lunenburg,Jan's Residential of Lunenburg,Assisted Living,Outbreak in Progress,2020-08-12,5,*,1,51111,2020-09-09
Lynchburg,Guggenheimer Nursing Facility,Nursing Home,Outbreak in Progress,2020-06-23,5,0,1,51680,2020-09-09
Lynchburg,Lynchburg Health and Rehabilitation Center,Nursing Home,Outbreak Pending Closure,2020-07-04,19,*,0,51680,2020-09-09
Madison,Countryside Assisted Living,Assisted Living,Outbreak in Progress,2020-08-12,10,*,1,51113,2020-09-09
Martinsville,King's Grant Retirement Community,Nursing Home,Outbreak in Progress,2020-06-20,*,0,1,51690,2020-09-09
Martinsville,Mulberry Creek Nursing and Rehab,Nursing Home,Outbreak in Progress,2020-05-18,22,0,1,51690,2020-09-09
Martinsville,Piedmont ICF/ID Home,Assisted Living,Outbreak in Progress,2020-07-17,*,0,1,51690,2020-09-09
Mecklenburg,Chase City Health and Rehab Center,Nursing Home,Outbreak Pending Closure,2020-05-08,93,13,0,51117,2020-09-09
Mecklenburg,Meadow View Terrace,Nursing Home,Outbreak Pending Closure,2020-04-04,84,14,0,51117,2020-09-09
Middlesex,Dockside Health & Rehabilitation Center,Nursing Home,Outbreak in Progress,2020-07-31,53,*,1,51119,2020-09-09
Newport News,Hilton Plaza,Assisted Living,Outbreak in Progress,2020-07-11,*,*,1,51700,2020-09-09
Newport News,James River Convalescent and Rehabilitation Center,Nursing Home,Outbreak Closed,2020-05-14,*,0,0,51700,2020-09-09
Newport News,James River Convalescent and Rehabilitation Center,Nursing Home,Outbreak in Progress,2020-09-01,15,0,1,51700,2020-09-09
Newport News,Newport News Nursing and Rehabilitation Center,Nursing Home,Outbreak in Progress,2020-07-08,8,*,1,51700,2020-09-09
Newport News,The Gardens at Warwick Forest,Nursing Home,Outbreak Closed,2020-03-30,7,0,0,51700,2020-09-09
Newport News,The Gardens at Warwick Forest,Nursing Home,Outbreak Pending Closure,2020-07-19,27,*,0,51700,2020-09-09
Norfolk,Autumn Care of Norfolk,Nursing Home,Outbreak in Progress,2020-07-08,*,0,1,51710,2020-09-09
Norfolk,Commonwealth Leigh Hall,Assisted Living,Outbreak in Progress,2020-07-07,*,*,1,51710,2020-09-09
Norfolk,Consulate Health Care of Norfolk,Nursing Home,Outbreak Pending Closure,2020-06-29,81,*,0,51710,2020-09-09
Norfolk,Harbor's Edge,Assisted Living,Outbreak Pending Closure,2020-07-13,*,0,0,51710,2020-09-09
Norfolk,Lake Taylor Transitional Care Hospital,Nursing Home,Outbreak in Progress,2020-07-13,6,0,1,51710,2020-09-09
Norfolk,Norfolk Health and Rehab Center,Nursing Home,Outbreak Pending Closure,2020-03-28,*,0,0,51710,2020-09-09
Norfolk,Pelican Health Care,Assisted Living,Outbreak Pending Closure,2020-06-25,*,0,0,51710,2020-09-09
Norfolk,"Signature HealthCare, LLC",Nursing Home,Outbreak in Progress,2020-06-05,42,7,1,51710,2020-09-09
Norfolk,St. Marys Home for Disabled Children,Nursing Home,Outbreak Pending Closure,2020-07-07,*,0,0,51710,2020-09-09
Norfolk,The Ballentine,Assisted Living,Outbreak Pending Closure,2020-07-05,6,*,0,51710,2020-09-09
Northampton,Heritage Hall - Nassawadox,Nursing Home,Outbreak Closed,2020-04-22,114,18,0,51131,2020-09-09
Nottoway,Heritage Hall Nursing Home,Nursing Home,Outbreak Pending Closure,2020-07-15,*,0,0,51135,2020-09-09
Nottoway,Hickory Hill Retirement Community,Assisted Living,Outbreak Pending Closure,2020-05-28,57,7,0,51135,2020-09-09
Orange,Dogwood Village of Orange County,Nursing Home,Outbreak Closed,2020-06-03,*,0,0,51137,2020-09-09
Orange,The Village at Gordon House,Assisted Living,Outbreak Closed,2020-05-28,*,0,0,51137,2020-09-09
Page,Skyview Springs Nursing Home (frmly Montvue),Nursing Home,Outbreak Closed,2020-04-21,154,23,0,51139,2020-09-09
Patrick,Blue Ridge Nursing Center (Stuart),Nursing Home,Outbreak in Progress,2020-07-23,66,6,1,51141,2020-09-09
Petersburg,Battlefield Park Healthcare Center,Nursing Home,Outbreak Pending Closure,2020-07-02,78,6,0,51730,2020-09-09
Petersburg,Fillmore Place,Assisted Living,Outbreak in Progress,2020-06-08,13,0,1,51730,2020-09-09
Petersburg,Petersburg Healthcare Center,Nursing Home,Outbreak Pending Closure,2020-05-25,56,9,0,51730,2020-09-09
Portsmouth,Autumn Care of Portsmouth,Nursing Home,Outbreak in Progress,2020-08-17,7,*,1,51740,2020-09-09
Portsmouth,Emily Green Shores Assisted Living Facility,Assisted Living,Outbreak Pending Closure,2020-07-28,14,0,0,51740,2020-09-09
Portsmouth,Mayfair House Assisted Living,Assisted Living,Outbreak Closed,2020-04-27,5,*,0,51740,2020-09-09
Portsmouth,Portside Health and Rehab,Nursing Home,Outbreak Pending Closure,2020-07-16,8,0,0,51740,2020-09-09
Portsmouth,Portsmouth Health and Rehab,Nursing Home,Outbreak in Progress,2020-08-17,13,*,1,51740,2020-09-09
