Report Date,FIPS,Locality,Facility Type,Status,Facility,Date VDH Notified,Cases,Deaths,Active
2020-09-23,51059,Fairfax,Multicare,Outbreak Pending Closure,Greenspring Village Assisted Living,2020-08-06,7,0,0
2020-09-23,51059,Fairfax,Assisted Living,Outbreak Pending Closure,Harmony at Chantilly,2020-05-01,19,*,0
2020-09-23,51059,Fairfax,Assisted Living,Outbreak in Progress,Harmony at Spring Hill,2020-05-12,*,0,1
2020-09-23,51059,Fairfax,Assisted Living,Outbreak Pending Closure,Heatherwood Retirement Community,2020-04-11,50,11,0
2020-09-23,51059,Fairfax,Multicare,Outbreak Pending Closure,Hunter's Woods at Trails Edge,2020-06-04,10,*,0
2020-09-23,51059,Fairfax,Nursing Home,Outbreak Closed,Iliff Nursing and Rehabilitation Center,2020-04-09,78,13,0
2020-09-23,51059,Fairfax,Assisted Living,Outbreak Pending Closure,Larmax Homes,2020-04-17,17,*,0
2020-09-23,51059,Fairfax,Multicare,Outbreak Closed,Leewood Healthcare Center,2020-05-28,9,*,0
2020-09-23,51059,Fairfax,Multicare,Outbreak Pending Closure,Leewood Healthcare Center,2020-04-09,114,35,0
2020-09-23,51059,Fairfax,Nursing Home,Outbreak Pending Closure,ManorCare Health Services-Alexandria,2020-04-24,79,8,0
2020-09-23,51059,Fairfax,Nursing Home,Outbreak Pending Closure,ManorCare Health Services-Fair Oaks,2020-05-04,136,13,0
2020-09-23,51059,Fairfax,Nursing Home,Outbreak Pending Closure,Mount Vernon Nursing and Rehabilitation Center,2020-04-09,79,15,0
2020-09-23,51059,Fairfax,Nursing Home,Outbreak Closed,Powhatan Nursing Home,2020-05-12,*,0,0
2020-09-23,51059,Fairfax,Nursing Home,Outbreak in Progress,Powhatan Nursing Home,2020-09-21,*,*,1
2020-09-23,51059,Fairfax,Assisted Living,Outbreak Closed,Renaissance of Annandale,2020-05-12,27,*,0
2020-09-23,51059,Fairfax,Assisted Living,Outbreak Pending Closure,Spring Hills Mount Vernon,2020-05-12,14,*,0
2020-09-23,51059,Fairfax,Assisted Living,Outbreak Pending Closure,Spring Hills Mount Vernon,2020-07-24,31,0,0
2020-09-23,51059,Fairfax,Assisted Living,Outbreak Closed,Stevenson's Place,2020-06-04,*,0,0
2020-09-23,51059,Fairfax,Assisted Living,Outbreak Closed,Sunrise Assisted Living of McLean,2020-03-20,59,14,0
2020-09-23,51059,Fairfax,Assisted Living,Outbreak Closed,Sunrise at Mount Vernon,2020-04-07,16,*,0
2020-09-23,51059,Fairfax,Assisted Living,Outbreak in Progress,Sunrise at Mount Vernon,2020-08-28,*,*,1
2020-09-23,51059,Fairfax,Assisted Living,Outbreak in Progress,Sunrise of Hunter Mill,2020-05-27,*,0,1
2020-09-23,51059,Fairfax,Assisted Living,Outbreak in Progress,Sunrise of Hunter Mill,2020-09-04,*,0,1
2020-09-23,51059,Fairfax,Assisted Living,Outbreak Pending Closure,Sunrise of Springfield,2020-04-10,22,*,0
2020-09-23,51059,Fairfax,Multicare,Outbreak in Progress,Sylvestery of Vinson Hall,2020-05-27,8,0,1
2020-09-23,51059,Fairfax,Assisted Living,Outbreak Pending Closure,Tall Oaks,2020-04-30,47,11,0
2020-09-23,51059,Fairfax,Multicare,Outbreak Pending Closure,The Fairfax at Belvoir Woods,2020-04-24,11,*,0
2020-09-23,51059,Fairfax,Multicare,Outbreak Pending Closure,The Fairfax at Belvoir Woods,2020-07-14,16,*,0
2020-09-23,51059,Fairfax,Assisted Living,Outbreak Pending Closure,The Kensington Falls Church,2020-03-17,27,*,0
2020-09-23,51059,Fairfax,Assisted Living,Outbreak Closed,The Lincolnian,2020-04-24,26,*,0
2020-09-23,51059,Fairfax,Multicare,Outbreak Pending Closure,The Virginian Retirement Community,2020-04-09,141,26,0
2020-09-23,51059,Fairfax,Assisted Living,Outbreak Pending Closure,Tysons Woods Assisted Living,2020-05-20,10,*,0
2020-09-23,51061,Fauquier,Nursing Home,Outbreak in Progress,Brookside Rehab & Nursing Ctr (Oak Springs),2020-08-14,93,15,1
2020-09-23,51063,Floyd,Nursing Home,Outbreak in Progress,Skyline Manor Nursing and Rehab Center,2020-06-25,*,0,1
2020-09-23,51063,Floyd,Nursing Home,Outbreak in Progress,Skyline Manor Nursing and Rehab Center,2020-08-24,21,*,1
2020-09-23,51065,Fluvanna,Nursing Home,Outbreak Closed,Envoy at the Village,2020-04-08,65,8,0
2020-09-23,51620,Franklin City,Assisted Living,Outbreak Closed,Village At Woods Edge,2020-06-23,9,*,0
2020-09-23,51069,Frederick,Assisted Living,Outbreak Closed,Hilltop House,2020-07-03,15,*,0
2020-09-23,51069,Frederick,Assisted Living,Outbreak Closed,The Village at Orchard Ridge,2020-07-17,16,0,0
2020-09-23,51630,Fredericksburg,Assisted Living,Outbreak Closed,Hughes Home for Adults,2020-07-15,42,5,0
2020-09-23,51630,Fredericksburg,Assisted Living,Outbreak Closed,Poets Walk,2020-06-03,15,0,0
2020-09-23,51630,Fredericksburg,Assisted Living,Outbreak Closed,Poets Walk Memory Care,2020-08-25,*,0,0
2020-09-23,51640,Galax,Nursing Home,Outbreak Pending Closure,Galax Health and Rehab,2020-05-27,93,19,0
2020-09-23,51640,Galax,Nursing Home,Outbreak in Progress,Waddell Nursing and Rehab,2020-05-24,12,0,1
2020-09-23,51073,Gloucester,Nursing Home,Outbreak in Progress,Walter Reed Convalescent Center- Gloucester,2020-08-14,*,0,1
2020-09-23,51077,Grayson,Nursing Home,Outbreak in Progress,Grayson Nursing and Rehabilitation Center,2020-08-30,65,0,1
2020-09-23,51079,Greene,Nursing Home,Outbreak Pending Closure,Grace Health and Rehab Center of Greene County,2020-07-06,7,0,0
2020-09-23,51650,Hampton,Nursing Home,Outbreak in Progress,Coliseum Park Conv and Rehab Center,2020-07-22,*,*,1
2020-09-23,51650,Hampton,Assisted Living,Outbreak in Progress,Golden Care Assisted Living,2020-08-24,7,0,1
2020-09-23,51650,Hampton,Nursing Home,Outbreak Closed,Hampton VA Hospital- LTC unit,2020-04-01,37,0,0
2020-09-23,51650,Hampton,Nursing Home,Outbreak in Progress,Northampton Convalescent & Rehabilitation Center,2020-08-09,*,0,1
2020-09-23,51650,Hampton,Nursing Home,Outbreak in Progress,Riverside Convalescent Center - Hampton,2020-07-22,*,0,1
2020-09-23,51085,Hanover,Nursing Home,Outbreak Pending Closure,Ashland Convalescent Center,2020-05-06,18,*,0
2020-09-23,51085,Hanover,Nursing Home,Outbreak Closed,Autumn Care of Mechanicsville,2020-04-05,45,11,0
2020-09-23,51085,Hanover,Multicare,Outbreak in Progress,Covenant Woods Nursing Home,2020-05-20,*,0,1
2020-09-23,51085,Hanover,Nursing Home,Outbreak Pending Closure,Hanover Healthcare,2020-08-10,*,0,0
2020-09-23,51085,Hanover,Assisted Living,Outbreak Closed,The Crossings at Hanover,2020-04-03,60,12,0
2020-09-23,51660,Harrisonburg,Nursing Home,Outbreak Pending Closure,Accordius Health at Harrisonburg,2020-04-08,112,25,0
2020-09-23,51660,Harrisonburg,Nursing Home,Outbreak Pending Closure,Harrisonburg Health and Rehabilitation Center,2020-05-27,93,5,0
2020-09-23,51087,Henrico,Multicare,Outbreak Closed,Beth Sholom Home of Virginia,2020-03-28,76,17,0
2020-09-23,51087,Henrico,Assisted Living,Outbreak Closed,Beth Sholom Parkside,2020-04-17,*,*,0
2020-09-23,51087,Henrico,Assisted Living,Outbreak in Progress,Blue Ridge Senior Living,2020-08-21,20,*,1
2020-09-23,51087,Henrico,Multicare,Outbreak Closed,Brookdale West End,2020-07-27,22,*,0
2020-09-23,51087,Henrico,Nursing Home,Outbreak Closed,Canterbury Health and Rehab,2020-03-17,177,51,0
2020-09-23,51087,Henrico,Nursing Home,Outbreak Closed,Canterbury Health and Rehab,2020-07-06,*,0,0
2020-09-23,51087,Henrico,Assisted Living,Outbreak Closed,Cedarfield Retirement Community,2020-04-14,27,*,0
2020-09-23,51087,Henrico,Assisted Living,Outbreak Closed,Chestnut Grove Assisted Living Facility,2020-06-02,*,0,0
2020-09-23,51087,Henrico,Nursing Home,Outbreak Closed,Glenburnie Nursing & Rehab,2020-04-30,96,22,0
2020-09-23,51087,Henrico,Nursing Home,Outbreak Closed,Henrico Health and Rehabilitation Center,2020-04-05,114,17,0
2020-09-23,51087,Henrico,Nursing Home,Outbreak in Progress,Henrico Health and Rehabilitation Center,2020-09-04,5,*,1
2020-09-23,51087,Henrico,Multicare,Outbreak Closed,Lakewood Manor Baptist Retirement Community,2020-04-09,15,*,0
2020-09-23,51087,Henrico,Nursing Home,Outbreak Closed,Manor Care Health Services,2020-04-01,11,*,0
2020-09-23,51087,Henrico,Assisted Living,Outbreak Closed,Masonic Home of Virginia,2020-03-28,45,6,0
2020-09-23,51087,Henrico,Multicare,Outbreak Closed,Our Lady of Hope,2020-05-26,8,0,0
2020-09-23,51087,Henrico,Assisted Living,Outbreak in Progress,Spring Arbor of Richmond,2020-08-17,9,*,1
2020-09-23,51087,Henrico,Assisted Living,Outbreak in Progress,Sunrise Villa Tuckahoe,2020-08-17,*,0,1
2020-09-23,51087,Henrico,Assisted Living,Outbreak Closed,The Village at Manor Care,2020-08-13,5,0,0
2020-09-23,51087,Henrico,Multicare,Outbreak in Progress,Westminster Canterbury,2020-07-07,20,0,1
2020-09-23,51087,Henrico,Nursing Home,Outbreak Closed,Westport Rehabilitation & Nursing Center,2020-04-05,127,11,0
2020-09-23,51089,Henry,Nursing Home,Outbreak in Progress,Martinsville Health and Rehabilitation,2020-09-01,26,*,1
2020-09-23,51089,Henry,Nursing Home,Outbreak in Progress,Stanleytown Healthcare Center,2020-07-15,80,9,1
2020-09-23,51670,Hopewell,Nursing Home,Outbreak in Progress,Hopewell Healthcare Center,2020-05-10,30,*,1
2020-09-23,51670,Hopewell,Nursing Home,Outbreak in Progress,River View on the Appomattox Health & Rehab,2020-07-31,*,0,1
2020-09-23,51093,Isle of Wight,Nursing Home,Outbreak Closed,Consulate Health Care of Windsor,2020-03-31,56,9,0
2020-09-23,51095,James City,Assisted Living,Outbreak Closed,Chambrel at Williamsburg Assisted Living,2020-04-16,20,*,0
2020-09-23,51095,James City,Nursing Home,Outbreak Closed,Consulate Health Care of Williamsburg,2020-04-06,9,*,0
2020-09-23,51095,James City,Assisted Living,Outbreak Closed,Edgeworth Park at New Town,2020-07-08,*,0,0
2020-09-23,51095,James City,Multicare,Outbreak Closed,WindsorMeade of Williamsburg,2020-04-23,5,0,0
2020-09-23,51099,King George,Nursing Home,Outbreak Closed,Heritage Hall - King George,2020-05-02,10,0,0
2020-09-23,51099,King George,Nursing Home,Outbreak in Progress,Heritage Hall - King George,2020-08-23,5,0,1
2020-09-23,51101,King William,Nursing Home,Outbreak in Progress,Riverside Convalescent Center - West Point,2020-09-01,*,0,1
2020-09-23,51103,Lancaster,Nursing Home,Outbreak in Progress,Rappahannock Westminster Canterbury,2020-07-17,7,0,1
2020-09-23,51105,Lee,Nursing Home,Outbreak Pending Closure,Lee Health & Rehabilitation,2020-07-04,13,*,0
2020-09-23,51107,Loudoun,Multicare,Outbreak Pending Closure,Ashby Ponds,2020-04-06,62,10,0
2020-09-23,51107,Loudoun,Multicare,Outbreak Pending Closure,Ashleigh at Lansdowne,2020-04-23,31,9,0
2020-09-23,51107,Loudoun,Assisted Living,Outbreak Pending Closure,Atria Sterling,2020-04-23,19,*,0
2020-09-23,51107,Loudoun,Nursing Home,Outbreak Closed,Heritage Hall Nursing and Rehab,2020-05-19,90,16,0
2020-09-23,51107,Loudoun,Nursing Home,Outbreak in Progress,Heritage Hall Nursing and Rehab,2020-09-18,19,*,1
2020-09-23,51107,Loudoun,Nursing Home,Outbreak Pending Closure,Inova Loudoun Nursing and Rehabilitation Center,2020-09-04,*,0,0
2020-09-23,51107,Loudoun,Multicare,Outbreak Pending Closure,Johnson Center at Falcons Landing,2020-03-28,71,6,0
2020-09-23,51107,Loudoun,Assisted Living,Outbreak Pending Closure,Poet's Walk - A Spring Hill Memory Care Community,2020-04-23,29,7,0
2020-09-23,51107,Loudoun,Multicare,Outbreak Pending Closure,Potomac Falls Health and Rehab Center,2020-04-10,86,23,0
2020-09-23,51107,Loudoun,Assisted Living,Outbreak Pending Closure,Sunrise at Countryside,2020-04-07,17,5,0
2020-09-23,51107,Loudoun,Multicare,Outbreak Pending Closure,Tribute at One Loudoun,2020-04-16,48,11,0
2020-09-23,51107,Loudoun,Multicare,Outbreak Pending Closure,Waltonwood at Ashburn,2020-04-13,9,*,0
2020-09-23,51111,Lunenburg,Assisted Living,Outbreak Pending Closure,Jan's Residential of Lunenburg,2020-08-12,5,*,0
2020-09-23,51680,Lynchburg,Nursing Home,Outbreak Closed,Guggenheimer Nursing Facility,2020-06-23,5,0,0
2020-09-23,51680,Lynchburg,Multicare,Outbreak in Progress,Heartland Health Care Center,2020-09-04,8,0,1
2020-09-23,51680,Lynchburg,Nursing Home,Outbreak Pending Closure,Lynchburg Health and Rehabilitation Center,2020-07-04,19,*,0
2020-09-23,51113,Madison,Assisted Living,Outbreak Pending Closure,Countryside Assisted Living,2020-08-12,11,*,0
2020-09-23,51690,Martinsville,Nursing Home,Outbreak in Progress,King's Grant Retirement Community,2020-06-20,*,0,1
2020-09-23,51690,Martinsville,Nursing Home,Outbreak Pending Closure,Mulberry Creek Nursing and Rehab,2020-05-18,28,0,0
2020-09-23,51690,Martinsville,Assisted Living,Outbreak in Progress,Piedmont ICF/ID Home,2020-07-17,*,0,1
2020-09-23,51117,Mecklenburg,Nursing Home,Outbreak Pending Closure,Chase City Health and Rehab Center,2020-05-08,94,13,0
2020-09-23,51117,Mecklenburg,Nursing Home,Outbreak in Progress,Hundley Center LTCF,2020-09-14,*,0,1
2020-09-23,51117,Mecklenburg,Nursing Home,Outbreak Pending Closure,Meadow View Terrace,2020-04-04,84,14,0
2020-09-23,51119,Middlesex,Nursing Home,Outbreak Pending Closure,Dockside Health & Rehabilitation Center,2020-07-31,78,10,0
2020-09-23,51700,Newport News,Assisted Living,Outbreak in Progress,Hilton Plaza,2020-07-11,*,*,1
2020-09-23,51700,Newport News,Nursing Home,Outbreak Closed,James River Convalescent and Rehabilitation Center,2020-05-14,*,0,0
2020-09-23,51700,Newport News,Nursing Home,Outbreak in Progress,James River Convalescent and Rehabilitation Center,2020-09-01,47,*,1
2020-09-23,51700,Newport News,Nursing Home,Outbreak in Progress,Newport News Nursing and Rehabilitation Center,2020-07-08,8,*,1
2020-09-23,51700,Newport News,Nursing Home,Outbreak Closed,The Gardens at Warwick Forest,2020-03-30,7,0,0
2020-09-23,51700,Newport News,Nursing Home,Outbreak Pending Closure,The Gardens at Warwick Forest,2020-07-19,27,*,0
2020-09-23,51710,Norfolk,Nursing Home,Outbreak in Progress,Autumn Care of Norfolk,2020-07-08,*,0,1
2020-09-23,51710,Norfolk,Assisted Living,Outbreak in Progress,Commonwealth Leigh Hall,2020-07-07,*,*,1
2020-09-23,51710,Norfolk,Nursing Home,Outbreak Pending Closure,Consulate Health Care of Norfolk,2020-06-29,81,*,0
2020-09-23,51710,Norfolk,Assisted Living,Outbreak Pending Closure,Harbor's Edge,2020-07-13,*,0,0
2020-09-23,51710,Norfolk,Nursing Home,Outbreak in Progress,Lake Taylor Transitional Care Hospital,2020-07-13,16,0,1
2020-09-23,51710,Norfolk,Nursing Home,Outbreak Closed,Norfolk Health and Rehab Center,2020-03-28,*,0,0
2020-09-23,51710,Norfolk,Assisted Living,Outbreak Pending Closure,Pelican Health Care,2020-06-25,*,0,0
2020-09-23,51710,Norfolk,Nursing Home,Outbreak Pending Closure,"Signature HealthCare, LLC",2020-06-05,43,7,0
2020-09-23,51710,Norfolk,Nursing Home,Outbreak Pending Closure,St. Marys Home for Disabled Children,2020-07-07,*,0,0
2020-09-23,51710,Norfolk,Assisted Living,Outbreak Pending Closure,The Ballentine,2020-07-05,7,*,0
2020-09-23,51131,Northampton,Nursing Home,Outbreak Closed,Heritage Hall - Nassawadox,2020-04-22,114,20,0
2020-09-23,51135,Nottoway,Nursing Home,Outbreak Pending Closure,Heritage Hall Nursing Home,2020-07-15,*,0,0
2020-09-23,51135,Nottoway,Assisted Living,Outbreak Pending Closure,Hickory Hill Retirement Community,2020-05-28,57,7,0
