"Administration Date",FIPS,Locality,"Health District","Facility Type","Vaccine Manufacturer","Dose Number","Vaccine Doses Administered Count"
12/16/2020,51023,Botetourt,Alleghany,Hospitals,Pfizer,1,14
01/19/2021,51175,Southampton,"Western Tidewater","Federal LTCF Program",Pfizer,1,31
01/15/2021,51051,Dickenson,"Cumberland Plateau","Local Health Departments",Moderna,1,9
01/30/2021,51800,Suffolk,"Western Tidewater","Other Community Health Providers",Moderna,1,418
01/25/2021,51047,Culpeper,"Rappahannock Rapidan","Local Health Departments",Moderna,1,7
01/13/2021,51620,"Franklin City","Western Tidewater","Federal LTCF Program",Pfizer,1,5
02/04/2021,"Not Reported","Not Reported","Not Reported","Local Health Departments",Moderna,2,133
02/08/2021,51700,"Newport News",Peninsula,"Medical Practices",Pfizer,2,17
01/30/2021,51187,Warren,"Lord Fairfax",Hospitals,Moderna,2,2
02/01/2021,51127,"New Kent",Chickahominy,"Medical Practices",Pfizer,2,4
02/05/2021,51640,Galax,"Mount Rogers",Pharmacies,Moderna,1,6
01/25/2021,51145,Powhatan,Chesterfield,"Medical Practices",Pfizer,2,1
02/04/2021,51061,Fauquier,"Rappahannock Rapidan","Other Community Health Providers",Pfizer,2,1
01/22/2021,51610,"Falls Church",Fairfax,Hospitals,Moderna,1,5
01/30/2021,51175,Southampton,"Western Tidewater","Medical Practices",Moderna,1,14
12/27/2020,51073,Gloucester,"Three Rivers",Hospitals,Moderna,1,1
01/18/2021,51195,Wise,Lenowisco,Hospitals,Pfizer,2,15
01/12/2021,51119,Middlesex,"Three Rivers","Federal LTCF Program",Pfizer,1,43
01/29/2021,51083,Halifax,Southside,Pharmacies,Moderna,1,32
01/27/2021,"Out of State","Out of State","Out of State","Local Health Departments",Moderna,2,1
01/14/2021,51105,Lee,Lenowisco,"Federal LTCF Program",Pfizer,1,4
02/08/2021,51113,Madison,"Rappahannock Rapidan","Local Health Departments",Moderna,2,1
01/02/2021,51510,Alexandria,Alexandria,Hospitals,Pfizer,1,13
01/14/2021,51570,"Colonial Heights",Chesterfield,"Medical Practices",Pfizer,1,1
02/04/2021,51057,Essex,"Three Rivers",Hospitals,Moderna,1,1
02/08/2021,51199,York,Peninsula,"Local Health Departments",Moderna,1,52
02/08/2021,"Out of State","Out of State","Out of State","Medical Practices",Pfizer,2,1
01/22/2021,51059,Fairfax,Fairfax,"Medical Practices",Pfizer,1,7
01/19/2021,51001,Accomack,"Eastern Shore","Federal LTCF Program",Pfizer,2,1
02/03/2021,"Out of State","Out of State","Out of State","Other Community Health Providers",Pfizer,1,1
01/26/2021,51019,Bedford,"Central Virginia",Hospitals,Moderna,2,6
02/04/2021,"Out of State","Out of State","Out of State","Local Health Departments",Moderna,1,1
01/14/2021,"Out of State","Out of State","Out of State",Pharmacies,Moderna,1,9
12/28/2020,51137,Orange,"Rappahannock Rapidan",Hospitals,Pfizer,1,2
02/04/2021,"Out of State","Out of State","Out of State",Hospitals,Moderna,1,1
01/05/2021,"Out of State","Out of State","Out of State","Local Health Departments",Moderna,1,10
01/06/2021,51650,Hampton,Hampton,Hospitals,Pfizer,1,35
02/06/2021,51089,Henry,"West Piedmont",Hospitals,Pfizer,1,1
01/30/2021,51087,Henrico,Henrico,"Local Health Departments",Moderna,2,2
12/23/2020,"Out of State","Out of State","Out of State","Local Health Departments",Moderna,1,3
02/09/2021,51097,"King and Queen","Three Rivers","Medical Practices",Pfizer,1,1
01/22/2021,51197,Wythe,"Mount Rogers","Other Community Health Providers",Moderna,1,10
01/19/2021,51019,Bedford,"Central Virginia",Hospitals,Pfizer,1,16
01/30/2021,51157,Rappahannock,"Rappahannock Rapidan",Hospitals,Moderna,1,4
01/12/2021,"Out of State","Out of State","Out of State",Hospitals,Pfizer,2,13
12/29/2020,51530,"Buena Vista City","Central Shenandoah","Local Health Departments",Moderna,1,2
02/03/2021,51063,Floyd,"New River","Other Community Health Providers",Moderna,1,1
01/28/2021,51019,Bedford,"Central Virginia","Other Community Health Providers",Moderna,2,1
12/30/2020,51145,Powhatan,Chesterfield,Hospitals,Pfizer,1,4
01/21/2021,"Out of State","Out of State","Out of State","Local Health Departments",Moderna,1,5
01/18/2021,"Out of State","Out of State","Out of State","Local Health Departments",Moderna,1,2
02/04/2021,51197,Wythe,"Mount Rogers",Pharmacies,Moderna,2,6
01/26/2021,51115,Mathews,"Three Rivers","Federal LTCF Program",Pfizer,2,1
01/13/2021,51153,"Prince William","Prince William","Other Community Health Providers",Moderna,1,124
01/19/2021,51119,Middlesex,"Three Rivers","Medical Practices",Pfizer,2,2
01/14/2021,51670,Hopewell,Crater,Hospitals,Pfizer,2,1
02/02/2021,51117,Mecklenburg,Southside,"Other Community Health Providers",Moderna,1,38
01/20/2021,51139,Page,"Lord Fairfax",Hospitals,Pfizer,1,86
02/01/2021,51165,Rockingham,"Central Shenandoah","Other Community Health Providers",Pfizer,1,1
02/09/2021,51610,"Falls Church",Fairfax,"Medical Practices",Moderna,1,1
02/06/2021,51067,"Franklin County","West Piedmont","Other Community Health Providers",Moderna,1,1
01/31/2021,51610,"Falls Church",Fairfax,Hospitals,Pfizer,2,8
01/23/2021,51187,Warren,"Lord Fairfax",Hospitals,Pfizer,1,3
02/03/2021,51171,Shenandoah,"Lord Fairfax","Local Health Departments",Moderna,1,17
02/02/2021,51013,Arlington,Arlington,"Other Community Health Providers",Pfizer,1,1
01/21/2021,51137,Orange,"Rappahannock Rapidan","Other Community Health Providers",Pfizer,1,5
02/02/2021,51093,"Isle of Wight","Western Tidewater","Medical Practices",Moderna,1,42
01/29/2021,51037,Charlotte,Piedmont,"Medical Practices",Pfizer,1,1
01/18/2021,"Out of State","Out of State","Out of State","Federal LTCF Program",Pfizer,2,2
02/05/2021,51003,Albemarle,"Blue Ridge",Hospitals,Pfizer,1,2
02/04/2021,51810,"Virginia Beach","Virginia Beach","Other Community Health Providers",Moderna,1,8
12/21/2020,51107,Loudoun,Loudoun,Hospitals,Pfizer,1,149
01/23/2021,51143,Pittsylvania,Pittsylvania-Danville,"Medical Practices",Moderna,1,15
01/27/2021,51027,Buchanan,"Cumberland Plateau","Local Health Departments",Moderna,1,89
01/31/2021,51059,Fairfax,Fairfax,Pharmacies,Moderna,1,4
02/01/2021,51650,Hampton,Hampton,"Federal LTCF Program",Pfizer,1,20
12/18/2020,51109,Louisa,"Blue Ridge",Hospitals,Pfizer,1,15
01/10/2021,51820,Waynesboro,"Central Shenandoah","Other Community Health Providers",Pfizer,2,4
02/05/2021,"Out of State","Out of State","Out of State","Medical Practices",Pfizer,1,1
01/20/2021,51163,Rockbridge,"Central Shenandoah","Medical Practices",Moderna,1,1
02/03/2021,51083,Halifax,Southside,"Local Health Departments",Moderna,2,1
01/12/2021,51550,Chesapeake,Chesapeake,"Medical Practices",Pfizer,1,21
01/29/2021,51775,Salem,Alleghany,"Other Community Health Providers",Pfizer,1,8
01/19/2021,51550,Chesapeake,Chesapeake,"Federal LTCF Program",Pfizer,2,23
01/12/2021,51029,Buckingham,Piedmont,"Other Community Health Providers",Pfizer,1,4
01/27/2021,51191,Washington,"Mount Rogers","Other Community Health Providers",Pfizer,2,16
01/12/2021,51101,"King William","Three Rivers","Local Health Departments",Moderna,1,14
01/18/2021,51167,Russell,"Cumberland Plateau","Local Health Departments",Moderna,1,171
01/16/2021,51181,Surry,Crater,Hospitals,Pfizer,1,1
01/21/2021,51013,Arlington,Arlington,"Local Health Departments",Moderna,2,2
02/03/2021,51179,Stafford,Rappahannock,"Local Health Departments",Pfizer,1,9
02/01/2021,51710,Norfolk,Norfolk,"Local Health Departments",Moderna,1,310
01/29/2021,"Out of State","Out of State","Out of State","Federal LTCF Program",Pfizer,1,33
02/06/2021,51760,"Richmond City",Richmond,Pharmacies,Moderna,1,62
02/09/2021,"Out of State","Out of State","Out of State","Local Health Departments",Moderna,2,1
01/05/2021,51680,Lynchburg,"Central Virginia","Other Community Health Providers",Moderna,1,1
01/26/2021,51113,Madison,"Rappahannock Rapidan","Local Health Departments",Moderna,1,21
02/09/2021,51103,Lancaster,"Three Rivers",Hospitals,Moderna,1,1
01/14/2021,"Not Reported","Not Reported","Not Reported",Hospitals,Pfizer,1,901
02/02/2021,51041,Chesterfield,Chesterfield,Hospitals,Moderna,1,4
12/30/2020,51015,Augusta,"Central Shenandoah","Medical Practices",Moderna,1,13
01/13/2021,51063,Floyd,"New River","Local Health Departments",Moderna,1,112
02/01/2021,51121,Montgomery,"New River","Other Community Health Providers",Moderna,1,1
02/03/2021,51620,"Franklin City","Western Tidewater","Local Health Departments",Moderna,1,2
01/18/2021,51159,"Richmond County","Three Rivers","Medical Practices",Moderna,1,6
01/21/2021,"Out of State","Out of State","Out of State","Medical Practices",Moderna,1,1
01/19/2021,51087,Henrico,Henrico,"Other Community Health Providers",Pfizer,1,33
01/19/2021,51710,Norfolk,Norfolk,"Federal LTCF Program",Pfizer,2,29
02/07/2021,51810,"Virginia Beach","Virginia Beach","Other Community Health Providers",Pfizer,2,1
01/29/2021,51007,Amelia,Piedmont,"Other Community Health Providers",Moderna,1,4
01/13/2021,51025,Brunswick,Southside,"Medical Practices",Moderna,1,3
02/03/2021,51720,Norton,Lenowisco,Hospitals,Pfizer,2,1
01/27/2021,51730,Petersburg,Crater,Pharmacies,Moderna,1,3
01/13/2021,51033,Caroline,Rappahannock,"Other Community Health Providers",Moderna,1,5
01/20/2021,"Out of State","Out of State","Out of State",Hospitals,Pfizer,1,15
02/05/2021,51031,Campbell,"Central Virginia","Medical Practices",Moderna,1,16
01/26/2021,51105,Lee,Lenowisco,"Other Community Health Providers",Moderna,1,11
02/04/2021,51131,Northampton,"Eastern Shore","Federal LTCF Program",Pfizer,1,2
01/15/2021,51073,Gloucester,"Three Rivers","Federal LTCF Program",Pfizer,1,99
12/22/2020,51045,Craig,Alleghany,Hospitals,Moderna,1,2
02/07/2021,51007,Amelia,Piedmont,"Federal LTCF Program",Pfizer,1,1
01/21/2021,51590,Danville,Pittsylvania-Danville,"Local Health Departments",Moderna,1,29
01/12/2021,51775,Salem,Alleghany,"Medical Practices",Moderna,1,25
01/25/2021,51061,Fauquier,"Rappahannock Rapidan","Local Health Departments",Moderna,1,22
02/02/2021,51750,Radford,"New River",Pharmacies,Moderna,1,21
01/19/2021,51051,Dickenson,"Cumberland Plateau",Hospitals,Pfizer,2,15
12/30/2020,51005,Alleghany,Alleghany,"Medical Practices",Moderna,1,2
01/18/2021,"Out of State","Out of State","Out of State","Other Community Health Providers",Moderna,1,2
12/29/2020,51169,Scott,Lenowisco,"Medical Practices",Pfizer,1,19
01/18/2021,"Out of State","Out of State","Out of State","Federal LTCF Program",Pfizer,2,2
02/08/2021,51041,Chesterfield,Chesterfield,Hospitals,Pfizer,2,63
01/28/2021,51077,Grayson,"Mount Rogers","Medical Practices",Moderna,2,1
12/19/2020,"Out of State","Out of State","Out of State",Hospitals,Pfizer,1,1
02/04/2021,51710,Norfolk,Norfolk,"Local Health Departments",Pfizer,1,235
12/17/2020,"Out of State","Out of State","Out of State",Hospitals,Pfizer,1,2
01/04/2021,51053,Dinwiddie,Crater,Hospitals,Pfizer,1,1
02/04/2021,"Out of State","Out of State","Out of State","Other Community Health Providers",Pfizer,1,1
02/04/2021,51111,Lunenburg,Piedmont,"Other Community Health Providers",Moderna,1,1
12/21/2020,51125,Nelson,"Blue Ridge",Hospitals,Pfizer,1,2
01/28/2021,51113,Madison,"Rappahannock Rapidan","Other Community Health Providers",Pfizer,1,4
01/11/2021,51139,Page,"Lord Fairfax","Other Community Health Providers",Pfizer,1,1
01/20/2021,51155,Pulaski,"New River",Hospitals,Moderna,1,8
01/04/2021,"Out of State","Out of State","Out of State","Local Health Departments",Moderna,1,1
01/30/2021,51810,"Virginia Beach","Virginia Beach","Local Health Departments",Pfizer,1,1
02/02/2021,51101,"King William","Three Rivers","Medical Practices",Moderna,1,1
01/08/2021,51127,"New Kent",Chickahominy,Pharmacies,Moderna,1,3
01/16/2021,51710,Norfolk,Norfolk,"Medical Practices",Pfizer,2,1
01/29/2021,"Not Reported","Not Reported","Not Reported","Federal LTCF Program",Pfizer,1,153
02/05/2021,51127,"New Kent",Chickahominy,"Other Community Health Providers",Pfizer,2,1
01/22/2021,51153,"Prince William","Prince William",Pharmacies,Moderna,1,16
01/28/2021,"Not Reported","Not Reported","Not Reported","Medical Practices",Pfizer,1,365
01/14/2021,51087,Henrico,Henrico,"Medical Practices",Pfizer,1,16
01/31/2021,51047,Culpeper,"Rappahannock Rapidan","Other Community Health Providers",Pfizer,1,2
02/08/2021,51069,Frederick,"Lord Fairfax","Local Health Departments",Pfizer,1,1
01/28/2021,51830,Williamsburg,Peninsula,"Medical Practices",Moderna,1,1
01/22/2021,51173,Smyth,"Mount Rogers","Medical Practices",Moderna,1,3
01/08/2021,51710,Norfolk,Norfolk,Pharmacies,Moderna,1,1
01/26/2021,"Out of State","Out of State","Out of State",Hospitals,Pfizer,2,3
12/22/2020,51035,Carroll,"Mount Rogers",Hospitals,Moderna,1,1
01/28/2021,"Not Reported","Not Reported","Not Reported","Local Health Departments",Moderna,1,84
