"Report Date",FIPS,Locality,"VDH Health District","Total Cases",Hospitalizations,Deaths
2020-03-17,51193,Westmoreland,"Three Rivers",0,0,0
2020-03-17,51195,Wise,Lenowisco,0,0,0
2020-03-17,51197,Wythe,"Mount Rogers",0,0,0
2020-03-17,51199,York,Peninsula,1,0,1
2020-03-17,51510,Alexandria,Alexandria,2,0,0
2020-03-17,51520,Bristol,"Mount Rogers",0,0,0
2020-03-17,51530,"Buena Vista City","Central Shenandoah",0,0,0
2020-03-17,51540,Charlottesville,"Thomas Jefferson",1,0,0
2020-03-17,51550,Chesapeake,Chesapeake,0,0,0
2020-03-17,51570,"Colonial Heights",Chesterfield,0,0,0
2020-03-17,51580,Covington,Alleghany,0,0,0
2020-03-17,51590,Danville,Pittsylvania-Danville,0,0,0
2020-03-17,51595,Emporia,Crater,0,0,0
2020-03-17,51600,"Fairfax City",Fairfax,0,0,0
2020-03-17,51610,"Falls Church",Fairfax,0,0,0
2020-03-17,51620,"Franklin City","Western Tidewater",0,0,0
2020-03-17,51630,Fredericksburg,Rappahannock,0,0,0
2020-03-17,51640,Galax,"Mount Rogers",0,0,0
2020-03-17,51650,Hampton,Hampton,0,0,0
2020-03-17,51660,Harrisonburg,"Central Shenandoah",1,1,0
2020-03-17,51670,Hopewell,Crater,0,0,0
2020-03-17,51678,Lexington,"Central Shenandoah",0,0,0
2020-03-17,51680,Lynchburg,"Central Virginia",0,0,0
2020-03-17,51683,"Manassas City","Prince William",0,0,0
2020-03-17,51685,"Manassas Park","Prince William",0,0,0
2020-03-17,51690,Martinsville,"West Piedmont",0,0,0
2020-03-17,51700,"Newport News",Peninsula,0,0,0
2020-03-17,51710,Norfolk,Norfolk,0,0,0
2020-03-17,51720,Norton,Lenowisco,0,0,0
2020-03-17,51730,Petersburg,Crater,0,0,0
2020-03-17,51735,Poquoson,Peninsula,0,0,0
2020-03-17,51740,Portsmouth,Portsmouth,0,0,0
2020-03-17,51750,Radford,"New River",0,0,0
2020-03-17,51760,"Richmond City",Richmond,0,0,0
2020-03-17,51770,"Roanoke City",Roanoke,0,0,0
2020-03-17,51775,Salem,Alleghany,0,0,0
2020-03-17,51790,Staunton,"Central Shenandoah",0,0,0
2020-03-17,51800,Suffolk,"Western Tidewater",0,0,0
2020-03-17,51810,"Virginia Beach","Virginia Beach",4,0,0
2020-03-17,51820,Waynesboro,"Central Shenandoah",0,0,0
2020-03-17,51830,Williamsburg,Peninsula,1,0,0
2020-03-17,51840,Winchester,"Lord Fairfax",0,0,0
2020-03-18,51001,Accomack,"Eastern Shore",0,0,0
2020-03-18,51003,Albemarle,"Thomas Jefferson",0,0,0
2020-03-18,51005,Alleghany,Alleghany,0,0,0
2020-03-18,51007,Amelia,Piedmont,0,0,0
2020-03-18,51009,Amherst,"Central Virginia",0,0,0
2020-03-18,51011,Appomattox,"Central Virginia",0,0,0
2020-03-18,51013,Arlington,Arlington,14,1,0
2020-03-18,51015,Augusta,"Central Shenandoah",0,0,0
2020-03-18,51017,Bath,"Central Shenandoah",0,0,0
2020-03-18,51019,Bedford,"Central Virginia",0,0,0
2020-03-18,51021,Bland,"Mount Rogers",0,0,0
2020-03-18,51023,Botetourt,Alleghany,0,0,0
2020-03-18,51025,Brunswick,Southside,0,0,0
2020-03-18,51027,Buchanan,"Cumberland Plateau",0,0,0
2020-03-18,51029,Buckingham,Piedmont,0,0,0
2020-03-18,51031,Campbell,"Central Virginia",0,0,0
2020-03-18,51033,Caroline,Rappahannock,0,0,0
2020-03-18,51035,Carroll,"Mount Rogers",0,0,0
2020-03-18,51036,"Charles City",Chickahominy,1,0,0
2020-03-18,51037,Charlotte,Piedmont,0,0,0
2020-03-18,51041,Chesterfield,Chesterfield,5,2,0
2020-03-18,51043,Clarke,"Lord Fairfax",0,0,0
2020-03-18,51045,Craig,Alleghany,0,0,0
2020-03-18,51047,Culpeper,"Rappahannock Rapidan",0,0,0
2020-03-18,51049,Cumberland,Piedmont,0,0,0
2020-03-18,51051,Dickenson,"Cumberland Plateau",0,0,0
2020-03-18,51053,Dinwiddie,Crater,0,0,0
2020-03-18,51057,Essex,"Three Rivers",0,0,0
2020-03-18,51059,Fairfax,Fairfax,14,3,0
2020-03-18,51061,Fauquier,"Rappahannock Rapidan",0,0,0
2020-03-18,51063,Floyd,"New River",0,0,0
2020-03-18,51065,Fluvanna,"Thomas Jefferson",0,0,0
2020-03-18,51067,"Franklin County","West Piedmont",0,0,0
2020-03-18,51069,Frederick,"Lord Fairfax",0,0,0
2020-03-18,51071,Giles,"New River",0,0,0
2020-03-18,51073,Gloucester,"Three Rivers",0,0,0
2020-03-18,51075,Goochland,Chickahominy,1,0,0
2020-03-18,51077,Grayson,"Mount Rogers",0,0,0
2020-03-18,51079,Greene,"Thomas Jefferson",0,0,0
2020-03-18,51081,Greensville,Crater,0,0,0
2020-03-18,51083,Halifax,Southside,0,0,0
2020-03-18,51085,Hanover,Chickahominy,1,0,0
2020-03-18,51087,Henrico,Henrico,2,1,0
2020-03-18,51089,Henry,"West Piedmont",0,0,0
2020-03-18,51091,Highland,"Central Shenandoah",0,0,0
2020-03-18,51093,"Isle of Wight","Western Tidewater",0,0,0
2020-03-18,51095,"James City",Peninsula,13,4,1
2020-03-18,51097,"King and Queen","Three Rivers",0,0,0
2020-03-18,51099,"King George",Rappahannock,0,0,0
2020-03-18,51101,"King William","Three Rivers",0,0,0
2020-03-18,51103,Lancaster,"Three Rivers",0,0,0
2020-03-18,51105,Lee,Lenowisco,0,0,0
2020-03-18,51107,Loudoun,Loudoun,5,2,0
2020-03-18,51109,Louisa,"Thomas Jefferson",0,0,0
2020-03-18,51111,Lunenburg,Piedmont,0,0,0
2020-03-18,51113,Madison,"Rappahannock Rapidan",0,0,0
2020-03-18,51115,Mathews,"Three Rivers",0,0,0
2020-03-18,51117,Mecklenburg,Southside,0,0,0
2020-03-18,51119,Middlesex,"Three Rivers",0,0,0
2020-03-18,51121,Montgomery,"New River",0,0,0
2020-03-18,51125,Nelson,"Thomas Jefferson",0,0,0
2020-03-18,51127,"New Kent",Chickahominy,0,0,0
2020-03-18,51131,Northampton,"Eastern Shore",0,0,0
2020-03-18,51133,Northumberland,"Three Rivers",0,0,0
2020-03-18,51135,Nottoway,Piedmont,0,0,0
2020-03-18,51137,Orange,"Rappahannock Rapidan",0,0,0
2020-03-18,51139,Page,"Lord Fairfax",0,0,0
2020-03-18,51141,Patrick,"West Piedmont",0,0,0
2020-03-18,51143,Pittsylvania,Pittsylvania-Danville,0,0,0
2020-03-18,51145,Powhatan,Chesterfield,0,0,0
2020-03-18,51147,"Prince Edward",Piedmont,1,0,0
2020-03-18,51149,"Prince George",Crater,0,0,0
2020-03-18,51153,"Prince William","Prince William",4,1,0
2020-03-18,51155,Pulaski,"New River",0,0,0
2020-03-18,51157,Rappahannock,"Rappahannock Rapidan",0,0,0
2020-03-18,51159,"Richmond County","Three Rivers",0,0,0
2020-03-18,51161,"Roanoke County",Alleghany,0,0,0
2020-03-18,51163,Rockbridge,"Central Shenandoah",0,0,0
2020-03-18,51165,Rockingham,"Central Shenandoah",0,0,0
2020-03-18,51167,Russell,"Cumberland Plateau",0,0,0
2020-03-18,51169,Scott,Lenowisco,0,0,0
2020-03-18,51171,Shenandoah,"Lord Fairfax",0,0,0
2020-03-18,51173,Smyth,"Mount Rogers",0,0,0
2020-03-18,51175,Southampton,"Western Tidewater",0,0,0
2020-03-18,51177,Spotsylvania,Rappahannock,1,0,0
2020-03-18,51179,Stafford,Rappahannock,2,1,0
2020-03-18,51181,Surry,Crater,0,0,0
2020-03-18,51183,Sussex,Crater,0,0,0
2020-03-18,51185,Tazewell,"Cumberland Plateau",0,0,0
2020-03-18,51187,Warren,"Lord Fairfax",0,0,0
2020-03-18,51191,Washington,"Mount Rogers",0,0,0
2020-03-18,51193,Westmoreland,"Three Rivers",0,0,0
2020-03-18,51195,Wise,Lenowisco,0,0,0
2020-03-18,51197,Wythe,"Mount Rogers",0,0,0
2020-03-18,51199,York,Peninsula,1,1,1
2020-03-18,51510,Alexandria,Alexandria,2,0,0
2020-03-18,51520,Bristol,"Mount Rogers",0,0,0
2020-03-18,51530,"Buena Vista City","Central Shenandoah",0,0,0
2020-03-18,51540,Charlottesville,"Thomas Jefferson",1,0,0
2020-03-18,51550,Chesapeake,Chesapeake,0,0,0
2020-03-18,51570,"Colonial Heights",Chesterfield,0,0,0
2020-03-18,51580,Covington,Alleghany,0,0,0
2020-03-18,51590,Danville,Pittsylvania-Danville,0,0,0
2020-03-18,51595,Emporia,Crater,0,0,0
2020-03-18,51600,"Fairfax City",Fairfax,0,0,0
2020-03-18,51610,"Falls Church",Fairfax,0,0,0
2020-03-18,51620,"Franklin City","Western Tidewater",0,0,0
2020-03-18,51630,Fredericksburg,Rappahannock,0,0,0
2020-03-18,51640,Galax,"Mount Rogers",0,0,0
2020-03-18,51650,Hampton,Hampton,0,0,0
2020-03-18,51660,Harrisonburg,"Central Shenandoah",1,1,0
2020-03-18,51670,Hopewell,Crater,0,0,0
2020-03-18,51678,Lexington,"Central Shenandoah",0,0,0
2020-03-18,51680,Lynchburg,"Central Virginia",0,0,0
2020-03-18,51683,"Manassas City","Prince William",0,0,0
2020-03-18,51685,"Manassas Park","Prince William",0,0,0
2020-03-18,51690,Martinsville,"West Piedmont",0,0,0
2020-03-18,51700,"Newport News",Peninsula,0,0,0
2020-03-18,51710,Norfolk,Norfolk,0,0,0
2020-03-18,51720,Norton,Lenowisco,0,0,0
2020-03-18,51730,Petersburg,Crater,0,0,0
2020-03-18,51735,Poquoson,Peninsula,0,0,0
2020-03-18,51740,Portsmouth,Portsmouth,0,0,0
2020-03-18,51750,Radford,"New River",0,0,0
2020-03-18,51760,"Richmond City",Richmond,3,0,0
2020-03-18,51770,"Roanoke City",Roanoke,0,0,0
2020-03-18,51775,Salem,Alleghany,0,0,0
2020-03-18,51790,Staunton,"Central Shenandoah",0,0,0
2020-03-18,51800,Suffolk,"Western Tidewater",0,0,0
2020-03-18,51810,"Virginia Beach","Virginia Beach",4,0,0
2020-03-18,51820,Waynesboro,"Central Shenandoah",0,0,0
2020-03-18,51830,Williamsburg,Peninsula,1,0,0
2020-03-18,51840,Winchester,"Lord Fairfax",0,0,0
2020-03-19,51001,Accomack,"Eastern Shore",0,0,0
2020-03-19,51003,Albemarle,"Thomas Jefferson",0,0,0
2020-03-19,51005,Alleghany,Alleghany,0,0,0
2020-03-19,51007,Amelia,Piedmont,0,0,0
2020-03-19,51009,Amherst,"Central Virginia",0,0,0
2020-03-19,51011,Appomattox,"Central Virginia",0,0,0
2020-03-19,51013,Arlington,Arlington,17,1,0
2020-03-19,51015,Augusta,"Central Shenandoah",0,0,0
2020-03-19,51017,Bath,"Central Shenandoah",0,0,0
2020-03-19,51019,Bedford,"Central Virginia",0,0,0
2020-03-19,51021,Bland,"Mount Rogers",0,0,0
2020-03-19,51023,Botetourt,Alleghany,0,0,0
2020-03-19,51025,Brunswick,Southside,0,0,0
2020-03-19,51027,Buchanan,"Cumberland Plateau",0,0,0
2020-03-19,51029,Buckingham,Piedmont,0,0,0
2020-03-19,51031,Campbell,"Central Virginia",0,0,0
2020-03-19,51033,Caroline,Rappahannock,0,0,0
2020-03-19,51035,Carroll,"Mount Rogers",0,0,0
2020-03-19,51036,"Charles City",Chickahominy,1,0,0
2020-03-19,51037,Charlotte,Piedmont,0,0,0
2020-03-19,51041,Chesterfield,Chesterfield,6,3,0
2020-03-19,51043,Clarke,"Lord Fairfax",0,0,0
2020-03-19,51045,Craig,Alleghany,0,0,0
2020-03-19,51047,Culpeper,"Rappahannock Rapidan",0,0,0
2020-03-19,51049,Cumberland,Piedmont,0,0,0
2020-03-19,51051,Dickenson,"Cumberland Plateau",0,0,0
2020-03-19,51053,Dinwiddie,Crater,0,0,0
2020-03-19,51057,Essex,"Three Rivers",0,0,0
2020-03-19,51059,Fairfax,Fairfax,16,3,0
2020-03-19,51061,Fauquier,"Rappahannock Rapidan",0,0,0
2020-03-19,51063,Floyd,"New River",0,0,0
2020-03-19,51065,Fluvanna,"Thomas Jefferson",0,0,0
2020-03-19,51067,"Franklin County","West Piedmont",0,0,0
2020-03-19,51069,Frederick,"Lord Fairfax",0,0,0
2020-03-19,51071,Giles,"New River",0,0,0
2020-03-19,51073,Gloucester,"Three Rivers",0,0,0
2020-03-19,51075,Goochland,Chickahominy,1,0,0
2020-03-19,51077,Grayson,"Mount Rogers",0,0,0
2020-03-19,51079,Greene,"Thomas Jefferson",0,0,0
2020-03-19,51081,Greensville,Crater,0,0,0
2020-03-19,51083,Halifax,Southside,0,0,0
2020-03-19,51085,Hanover,Chickahominy,1,0,0
2020-03-19,51087,Henrico,Henrico,3,1,0
2020-03-19,51089,Henry,"West Piedmont",0,0,0
2020-03-19,51091,Highland,"Central Shenandoah",0,0,0
2020-03-19,51093,"Isle of Wight","Western Tidewater",0,0,0
2020-03-19,51095,"James City",Peninsula,14,4,1
2020-03-19,51097,"King and Queen","Three Rivers",0,0,0
2020-03-19,51099,"King George",Rappahannock,0,0,0
2020-03-19,51101,"King William","Three Rivers",0,0,0
2020-03-19,51103,Lancaster,"Three Rivers",0,0,0
2020-03-19,51105,Lee,Lenowisco,0,0,0
2020-03-19,51107,Loudoun,Loudoun,5,2,0
2020-03-19,51109,Louisa,"Thomas Jefferson",0,0,0
2020-03-19,51111,Lunenburg,Piedmont,0,0,0
2020-03-19,51113,Madison,"Rappahannock Rapidan",0,0,0
2020-03-19,51115,Mathews,"Three Rivers",0,0,0
2020-03-19,51117,Mecklenburg,Southside,0,0,0
2020-03-19,51119,Middlesex,"Three Rivers",0,0,0
2020-03-19,51121,Montgomery,"New River",0,0,0
2020-03-19,51125,Nelson,"Thomas Jefferson",0,0,0
2020-03-19,51127,"New Kent",Chickahominy,0,0,0
2020-03-19,51131,Northampton,"Eastern Shore",0,0,0
2020-03-19,51133,Northumberland,"Three Rivers",0,0,0
2020-03-19,51135,Nottoway,Piedmont,0,0,0
2020-03-19,51137,Orange,"Rappahannock Rapidan",0,0,0
2020-03-19,51139,Page,"Lord Fairfax",0,0,0
2020-03-19,51141,Patrick,"West Piedmont",0,0,0
2020-03-19,51143,Pittsylvania,Pittsylvania-Danville,0,0,0
2020-03-19,51145,Powhatan,Chesterfield,0,0,0
2020-03-19,51147,"Prince Edward",Piedmont,1,0,0
2020-03-19,51149,"Prince George",Crater,0,0,0
2020-03-19,51153,"Prince William","Prince William",11,1,0
2020-03-19,51155,Pulaski,"New River",0,0,0
2020-03-19,51157,Rappahannock,"Rappahannock Rapidan",0,0,0
2020-03-19,51159,"Richmond County","Three Rivers",0,0,0
2020-03-19,51161,"Roanoke County",Alleghany,0,0,0
2020-03-19,51163,Rockbridge,"Central Shenandoah",0,0,0
2020-03-19,51165,Rockingham,"Central Shenandoah",0,0,0
2020-03-19,51167,Russell,"Cumberland Plateau",0,0,0
2020-03-19,51169,Scott,Lenowisco,0,0,0
2020-03-19,51171,Shenandoah,"Lord Fairfax",0,0,0
2020-03-19,51173,Smyth,"Mount Rogers",0,0,0
2020-03-19,51175,Southampton,"Western Tidewater",0,0,0
2020-03-19,51177,Spotsylvania,Rappahannock,1,0,0
2020-03-19,51179,Stafford,Rappahannock,2,1,0
2020-03-19,51181,Surry,Crater,0,0,0
2020-03-19,51183,Sussex,Crater,0,0,0
2020-03-19,51185,Tazewell,"Cumberland Plateau",0,0,0
2020-03-19,51187,Warren,"Lord Fairfax",0,0,0
2020-03-19,51191,Washington,"Mount Rogers",0,0,0
2020-03-19,51193,Westmoreland,"Three Rivers",0,0,0
2020-03-19,51195,Wise,Lenowisco,0,0,0
2020-03-19,51197,Wythe,"Mount Rogers",0,0,0
2020-03-19,51199,York,Peninsula,1,1,1
2020-03-19,51510,Alexandria,Alexandria,4,0,0
2020-03-19,51520,Bristol,"Mount Rogers",0,0,0
2020-03-19,51530,"Buena Vista City","Central Shenandoah",0,0,0
2020-03-19,51540,Charlottesville,"Thomas Jefferson",1,0,0
2020-03-19,51550,Chesapeake,Chesapeake,0,0,0
2020-03-19,51570,"Colonial Heights",Chesterfield,0,0,0
2020-03-19,51580,Covington,Alleghany,0,0,0
2020-03-19,51590,Danville,Pittsylvania-Danville,0,0,0
2020-03-19,51595,Emporia,Crater,0,0,0
2020-03-19,51600,"Fairfax City",Fairfax,0,0,0
2020-03-19,51610,"Falls Church",Fairfax,0,0,0
2020-03-19,51620,"Franklin City","Western Tidewater",0,0,0
2020-03-19,51630,Fredericksburg,Rappahannock,0,0,0
2020-03-19,51640,Galax,"Mount Rogers",0,0,0
2020-03-19,51650,Hampton,Hampton,0,0,0
2020-03-19,51660,Harrisonburg,"Central Shenandoah",1,1,0
2020-03-19,51670,Hopewell,Crater,0,0,0
2020-03-19,51678,Lexington,"Central Shenandoah",0,0,0
2020-03-19,51680,Lynchburg,"Central Virginia",0,0,0
2020-03-19,51683,"Manassas City","Prince William",0,0,0
2020-03-19,51685,"Manassas Park","Prince William",0,0,0
2020-03-19,51690,Martinsville,"West Piedmont",0,0,0
2020-03-19,51700,"Newport News",Peninsula,0,0,0
2020-03-19,51710,Norfolk,Norfolk,0,0,0
2020-03-19,51720,Norton,Lenowisco,0,0,0
2020-03-19,51730,Petersburg,Crater,0,0,0
2020-03-19,51735,Poquoson,Peninsula,0,0,0
2020-03-19,51740,Portsmouth,Portsmouth,0,0,0
2020-03-19,51750,Radford,"New River",0,0,0
2020-03-19,51760,"Richmond City",Richmond,3,0,0
2020-03-19,51770,"Roanoke City",Roanoke,0,0,0
2020-03-19,51775,Salem,Alleghany,0,0,0
2020-03-19,51790,Staunton,"Central Shenandoah",0,0,0
2020-03-19,51800,Suffolk,"Western Tidewater",0,0,0
2020-03-19,51810,"Virginia Beach","Virginia Beach",4,0,0
2020-03-19,51820,Waynesboro,"Central Shenandoah",0,0,0
2020-03-19,51830,Williamsburg,Peninsula,1,0,0
2020-03-19,51840,Winchester,"Lord Fairfax",0,0,0
2020-03-20,51001,Accomack,"Eastern Shore",1,0,0
2020-03-20,51003,Albemarle,"Thomas Jefferson",0,0,0
2020-03-20,51005,Alleghany,Alleghany,0,0,0
2020-03-20,51007,Amelia,Piedmont,0,0,0
2020-03-20,51009,Amherst,"Central Virginia",0,0,0
2020-03-20,51011,Appomattox,"Central Virginia",0,0,0
2020-03-20,51013,Arlington,Arlington,17,2,0
2020-03-20,51015,Augusta,"Central Shenandoah",0,0,0
2020-03-20,51017,Bath,"Central Shenandoah",0,0,0
2020-03-20,51019,Bedford,"Central Virginia",0,0,0
2020-03-20,51021,Bland,"Mount Rogers",0,0,0
2020-03-20,51023,Botetourt,Alleghany,0,0,0
2020-03-20,51025,Brunswick,Southside,0,0,0
2020-03-20,51027,Buchanan,"Cumberland Plateau",0,0,0
2020-03-20,51029,Buckingham,Piedmont,0,0,0
2020-03-20,51031,Campbell,"Central Virginia",0,0,0
2020-03-20,51033,Caroline,Rappahannock,0,0,0
2020-03-20,51035,Carroll,"Mount Rogers",0,0,0
2020-03-20,51036,"Charles City",Chickahominy,1,0,0
2020-03-20,51037,Charlotte,Piedmont,0,0,0
2020-03-20,51041,Chesterfield,Chesterfield,5,1,0
2020-03-20,51043,Clarke,"Lord Fairfax",0,0,0
2020-03-20,51045,Craig,Alleghany,0,0,0
2020-03-20,51047,Culpeper,"Rappahannock Rapidan",0,0,0
2020-03-20,51049,Cumberland,Piedmont,0,0,0
2020-03-20,51051,Dickenson,"Cumberland Plateau",0,0,0
2020-03-20,51053,Dinwiddie,Crater,0,0,0
2020-03-20,51057,Essex,"Three Rivers",0,0,0
2020-03-20,51059,Fairfax,Fairfax,16,1,0
2020-03-20,51061,Fauquier,"Rappahannock Rapidan",0,0,0
2020-03-20,51063,Floyd,"New River",0,0,0
2020-03-20,51065,Fluvanna,"Thomas Jefferson",0,0,0
2020-03-20,51067,"Franklin County","West Piedmont",0,0,0
2020-03-20,51069,Frederick,"Lord Fairfax",0,0,0
2020-03-20,51071,Giles,"New River",0,0,0
2020-03-20,51073,Gloucester,"Three Rivers",1,0,0
2020-03-20,51075,Goochland,Chickahominy,1,0,0
2020-03-20,51077,Grayson,"Mount Rogers",0,0,0
2020-03-20,51079,Greene,"Thomas Jefferson",0,0,0
2020-03-20,51081,Greensville,Crater,0,0,0
2020-03-20,51083,Halifax,Southside,0,0,0
2020-03-20,51085,Hanover,Chickahominy,1,0,0
2020-03-20,51087,Henrico,Henrico,3,1,0
2020-03-20,51089,Henry,"West Piedmont",0,0,0
2020-03-20,51091,Highland,"Central Shenandoah",0,0,0
2020-03-20,51093,"Isle of Wight","Western Tidewater",0,0,0
2020-03-20,51095,"James City",Peninsula,19,5,1
2020-03-20,51097,"King and Queen","Three Rivers",0,0,0
2020-03-20,51099,"King George",Rappahannock,0,0,0
2020-03-20,51101,"King William","Three Rivers",0,0,0
2020-03-20,51103,Lancaster,"Three Rivers",0,0,0
2020-03-20,51105,Lee,Lenowisco,0,0,0
2020-03-20,51107,Loudoun,Loudoun,9,2,0
2020-03-20,51109,Louisa,"Thomas Jefferson",0,0,0
2020-03-20,51111,Lunenburg,Piedmont,0,0,0
2020-03-20,51113,Madison,"Rappahannock Rapidan",0,0,0
2020-03-20,51115,Mathews,"Three Rivers",0,0,0
2020-03-20,51117,Mecklenburg,Southside,0,0,0
2020-03-20,51119,Middlesex,"Three Rivers",0,0,0
2020-03-20,51121,Montgomery,"New River",0,0,0
2020-03-20,51125,Nelson,"Thomas Jefferson",0,0,0
2020-03-20,51127,"New Kent",Chickahominy,0,0,0
2020-03-20,51131,Northampton,"Eastern Shore",0,0,0
2020-03-20,51133,Northumberland,"Three Rivers",0,0,0
2020-03-20,51135,Nottoway,Piedmont,0,0,0
2020-03-20,51137,Orange,"Rappahannock Rapidan",0,0,0
2020-03-20,51139,Page,"Lord Fairfax",0,0,0
2020-03-20,51141,Patrick,"West Piedmont",0,0,0
2020-03-20,51143,Pittsylvania,Pittsylvania-Danville,0,0,0
2020-03-20,51145,Powhatan,Chesterfield,0,0,0
2020-03-20,51147,"Prince Edward",Piedmont,1,0,0
2020-03-20,51149,"Prince George",Crater,0,0,0
2020-03-20,51153,"Prince William","Prince William",12,4,0
2020-03-20,51155,Pulaski,"New River",0,0,0
2020-03-20,51157,Rappahannock,"Rappahannock Rapidan",0,0,0
