Date,"Total COVID-19 Patients","ICU Patients","Vent Patients",PPE,Capacity,"Surge Capacity","Beds Occupied"
01/31/2021,2516,496,315,0,16476,19771.2,13155
09/21/2020,995,217,106,0,16476,19771.2,12691
12/05/2020,1852,407,183,0,16476,19771.2,13164
04/21/2020,1331,403,251,4,16476,19771.2,11011
10/26/2020,1048,230,114,0,16476,19771.2,12824
12/09/2020,2004,429,197,0,16476,19771.2,13241
01/01/2021,2754,557,322,0,16476,19771.2,13193
04/23/2020,1379,400,249,3,16476,19771.2,11149
10/27/2020,1081,230,106,0,16476,19771.2,13047
04/29/2020,1566,387,222,1,16476,19771.2,11324
08/18/2020,1253,300,163,0,16476,19771.2,12679
11/25/2020,1549,361,153,0,16476,19771.2,12943
04/15/2020,1298,394,234,6,16476,19771.2,10859
08/23/2020,1155,251,130,1,16476,19771.2,12561
09/22/2020,940,213,113,0,16476,19771.2,12731
05/29/2020,1524,373,193,0,16476,19771.2,12369
10/31/2020,1026,228,104,0,16476,19771.2,13109
05/01/2020,1431,366,193,2,16476,19771.2,11295
05/17/2020,1524,379,195,0,16476,19771.2,11926
06/28/2020,818,235,107,0,16476,19771.2,12449
05/23/2020,1384,330,213,0,16476,19771.2,12191
06/29/2020,796,225,101,0,16476,19771.2,12374
02/05/2021,2363,462,294,0,16476,19771.2,13165
07/26/2020,1174,268,143,0,16476,19771.2,12625
08/27/2020,1174,264,148,1,16476,19771.2,12968
06/06/2020,1171,324,169,0,16476,19771.2,12280
10/20/2020,937,194,98,0,16476,19771.2,12664
01/24/2021,2850,546,329,0,16476,19771.2,13315
07/14/2020,1127,249,112,0,16476,19771.2,12705
09/23/2020,916,215,113,0,16476,19771.2,13065
07/23/2020,1218,257,136,1,16476,19771.2,12990
09/01/2020,1039,258,130,1,16476,19771.2,12821
07/15/2020,1081,246,113,0,16476,19771.2,12933
08/21/2020,1233,263,142,0,16476,19771.2,13059
07/16/2020,1134,248,118,0,16476,19771.2,13014
11/08/2020,1090,202,90,0,16476,19771.2,12611
11/17/2020,1392,272,103,0,16476,19771.2,12920
08/10/2020,1251,279,159,1,16476,19771.2,12775
05/15/2020,1511,362,195,0,16476,19771.2,12148
04/27/2020,1455,389,217,2,16476,19771.2,11043
