Report Date,Date VDH Notified,Status,Locality,FIPS,Facility,Facility Type,Cases,Deaths,Active
2020-12-18,2020-12-12,Outbreak in Progress,Lexington,51678,Heritage Hall - Lexington,Nursing Home,*,0,1
2020-12-18,2020-11-14,Outbreak in Progress,Rockbridge,51163,Manor of Natural Bridge,Assisted Living,42,0,1
2020-12-18,2020-10-01,Outbreak in Progress,Rockingham,51165,Bridgewater Retirement Community,Nursing Home,17,*,1
2020-12-18,2020-06-02,Outbreak in Progress,Rockingham,51165,Sunnyside Communities,Nursing Home,24,*,1
2020-12-18,2020-10-25,Outbreak Pending Closure,Rockingham,51165,Willow Estates Retirement Inc,Assisted Living,52,5,0
2020-12-18,2020-08-10,Outbreak in Progress,Staunton,51790,Envoy of Staunton,Nursing Home,88,*,1
2020-12-18,2020-09-17,Outbreak Pending Closure,Staunton,51790,Grace Christian School,K-12,19,0,0
2020-12-18,2020-10-09,Outbreak in Progress,Staunton,51790,King's Daughters Community Health and Rehabilitation Center,Nursing Home,114,12,1
2020-12-18,2020-05-13,Outbreak Pending Closure,Staunton,51790,Ritenour Rest Home,Assisted Living,25,0,0
2020-12-18,2020-10-07,Outbreak Pending Closure,Waynesboro,51820,Accordius Health at Waynesboro,Nursing Home,13,0,0
2020-12-18,2020-11-19,Outbreak in Progress,Waynesboro,51820,Community Living Services,Group Home,30,0,1
2020-12-18,2020-07-29,Outbreak Pending Closure,Amherst,51009,Fairmont Crossing Health & Rehabilitation Center,Nursing Home,14,*,0
2020-12-18,2020-10-21,Outbreak Pending Closure,Amherst,51009,Temple Christian School,K-12,16,0,0
2020-12-18,2020-07-29,Outbreak Closed,Appomattox,51011,Appomattox Health & Rehabilitation Center,Multicare,*,0,0
2020-12-18,2020-08-20,Outbreak Closed,Bedford,51019,Bedford County Nursing Home,Nursing Home,18,*,0
2020-12-18,2020-10-22,Outbreak Closed,Bedford,51019,Forest Middle School,K-12,7,0,0
2020-12-18,2020-05-27,Outbreak Closed,Bedford,51019,Oakwood Health & Rehabilitation Center,Multicare,11,*,0
2020-12-18,2020-09-24,Outbreak Closed,Bedford,51019,Stewartsville Elementary School,K-12,*,0,0
2020-12-18,2020-09-11,Outbreak Closed,Campbell,51031,Altavista Elementary School,K-12,*,0,0
2020-12-18,2020-11-24,Outbreak Pending Closure,Campbell,51031,Heritage Hall - Brookneal,Nursing Home,*,0,0
2020-12-18,2020-11-10,Outbreak Pending Closure,Lynchburg,51680,Bentley Commons at Lynchburg,Assisted Living,*,0,0
2020-12-18,2020-10-30,Outbreak Closed,Lynchburg,51680,Centra Lynchburg General Hospital,Medical Facility,8,*,0
2020-12-18,2020-06-23,Outbreak Closed,Lynchburg,51680,Guggenheimer Health & Rehabilitation Center,Nursing Home,5,0,0
2020-12-18,2020-09-04,Outbreak Closed,Lynchburg,51680,Heartland Health Care Center - Lynchburg,Multicare,8,*,0
2020-12-18,2020-12-08,Outbreak in Progress,Lynchburg,51680,Heartland Health Care Center - Lynchburg,Multicare,*,0,1
2020-12-18,2020-09-24,Outbreak Closed,Lynchburg,51680,Liberty Ridge Health & Rehabilitation Center,Multicare,5,0,0
2020-12-18,2020-07-04,Outbreak Pending Closure,Lynchburg,51680,Lynchburg Health & Rehabilitation Center,Nursing Home,21,*,0
2020-12-18,2020-09-22,Outbreak Closed,Lynchburg,51680,Rivermont School - Lynchburg South,K-12,11,0,0
2020-12-18,2020-11-17,Outbreak Pending Closure,Lynchburg,51680,Runk & Pratt Senior Living Communities,Assisted Living,11,*,0
2020-12-18,2020-11-17,Outbreak Pending Closure,Lynchburg,51680,Runk & Pratt Senior Living Communities,Multicare,14,0,0
2020-12-18,2020-09-22,Outbreak Closed,Lynchburg,51680,The Carrington House,Nursing Home,27,*,0
2020-12-18,2020-10-20,Outbreak Closed,Lynchburg,51680,The Williams Home,Assisted Living,5,*,0
2020-12-18,2020-09-18,Outbreak Closed,Chesapeake,51550,Atlantic Shores Christian School,K-12,*,0,0
2020-12-18,2020-04-13,Outbreak Closed,Chesapeake,51550,Autumn Care of Chesapeake,Nursing Home,61,5,0
2020-12-18,2020-04-17,Outbreak Closed,Chesapeake,51550,Commonwealth Senior Living at Cedar Manor,Assisted Living,16,*,0
2020-12-18,2020-06-15,Outbreak Closed,Chesapeake,51550,Chesapeake Health & Rehabilitation Center,Nursing Home,13,*,0
2020-12-18,2020-07-22,Outbreak Pending Closure,Chesapeake,51550,Chesapeake Health & Rehabilitation Center,Nursing Home,20,*,0
2020-12-18,2020-09-18,Outbreak Pending Closure,Chesapeake,51550,Chesapeake Place,Assisted Living,9,*,0
2020-12-18,2020-07-21,Outbreak Pending Closure,Chesapeake,51550,Chesapeake Place,Assisted Living,11,0,0
2020-12-18,2020-11-25,Outbreak in Progress,Chesapeake,51550,Chesapeake Regional Medical Center,Medical Facility,9,0,1
2020-12-18,2020-07-16,Outbreak Closed,Chesapeake,51550,Commonwealth Memory Care at Chesapeake,Assisted Living,16,*,1
2020-12-18,2020-11-04,Outbreak Closed,Chesapeake,51550,Dominion Village at Chesapeake,Assisted Living,14,*,0
2020-12-18,2020-11-24,Outbreak in Progress,Chesapeake,51550,Great Hope Baptist School,K-12,12,0,1
2020-12-18,2020-06-09,Outbreak Closed,Chesapeake,51550,Greenbrier Regional Medical Center,Nursing Home,51,9,0
2020-12-18,2020-04-29,Outbreak Closed,Chesapeake,51550,Harmony at Oakbrooke,Assisted Living,11,*,0
2020-12-18,2020-04-23,Outbreak Closed,Chesapeake,51550,Sentara Nursing Center - Chesapeake,Nursing Home,*,0,0
2020-12-18,2020-04-05,Outbreak Closed,Chesapeake,51550,Oak Grove Health & Rehab,Nursing Home,5,0,0
2020-12-18,2020-12-09,Outbreak in Progress,Chesapeake,51550,Oak Grove Health & Rehab,Nursing Home,10,0,1
2020-12-18,2020-07-24,Outbreak Pending Closure,Chesapeake,51550,Sentara Nursing Center - Chesapeake,Nursing Home,6,*,0
2020-12-18,2020-08-11,Outbreak Pending Closure,Chesapeake,51550,Sentara Nursing Center - Chesapeake,Nursing Home,6,*,0
2020-12-18,2020-08-16,Outbreak Closed,Chesapeake,51550,Plan Bee Academy,K-12,*,0,0
2020-12-18,2020-09-18,Outbreak Closed,Chesapeake,51550,StoneBridge School,K-12,10,0,0
2020-12-18,2020-06-15,Outbreak Closed,Chesapeake,51550,Virginia Home for Adults,Assisted Living,6,0,0
2020-12-18,2020-08-11,Outbreak Pending Closure,Chesapeake,51550,Virginia Home for Adults,Assisted Living,13,0,0
2020-12-18,2020-11-04,Outbreak Pending Closure,Chesterfield,51041,Al Madina School of Richmond,K-12,6,0,0
2020-12-18,2020-10-30,Outbreak Pending Closure,Chesterfield,51041,Bickford of Chesterfield,Assisted Living,5,0,0
2020-12-18,2020-10-21,Outbreak Pending Closure,Chesterfield,51041,Bon Air Elementary School,K-12,*,0,0
2020-12-18,2020-04-30,Outbreak Closed,Chesterfield,51041,Brandermill Woods,Multicare,42,7,0
2020-12-18,2020-09-22,Outbreak Closed,Chesterfield,51041,Clover Hill Elementary School,K-12,*,0,0
2020-12-18,2020-06-24,Outbreak Closed,Chesterfield,51041,Elmcroft of Chesterfield,Assisted Living,*,0,0
2020-12-18,2020-11-27,Outbreak in Progress,Chesterfield,51041,Elmcroft of Chesterfield,Assisted Living,8,0,1
2020-12-18,2020-12-01,Outbreak in Progress,Chesterfield,51041,Johnston-Willis Hospital,Medical Facility,6,0,1
2020-12-18,2020-04-12,Outbreak Closed,Chesterfield,51041,The Laurels of Bon Air,Nursing Home,12,5,0
2020-12-18,2020-11-11,Outbreak in Progress,Chesterfield,51041,The Laurels of Bon Air,Nursing Home,101,*,1
2020-12-18,2020-05-27,Outbreak Closed,Chesterfield,51041,The Laurels of Willow Creek,Nursing Home,29,8,0
2020-12-18,2020-09-13,Outbreak Closed,Chesterfield,51041,The Laurels of Willow Creek,Nursing Home,*,0,0
2020-12-18,2020-11-11,Outbreak in Progress,Chesterfield,51041,The Laurels of Willow Creek,Nursing Home,37,*,1
2020-12-18,2020-04-03,Outbreak Closed,Chesterfield,51041,Lucy Corr,Assisted Living,*,0,1
2020-12-18,2020-11-27,Outbreak in Progress,Chesterfield,51041,Magnolias of Chesterfield,Assisted Living,*,0,1
2020-12-18,2020-04-14,Outbreak Closed,Chesterfield,51041,Morningside of Bellgrade,Assisted Living,51,11,0
2020-12-18,2020-11-27,Outbreak Pending Closure,Chesterfield,51041,Morningside of Bellgrade,Assisted Living,40,0,0
2020-12-18,2020-11-13,Outbreak Pending Closure,Chesterfield,51041,O.B. Gates Elementary School,K-12,*,0,0
2020-12-18,2020-10-30,Outbreak Pending Closure,Chesterfield,51041,Providence Middle School,K-12,*,0,0
2020-12-18,2020-09-04,Outbreak Closed,Chesterfield,51041,Richmond Christian School,K-12,19,0,0
2020-12-18,2020-10-16,Outbreak Pending Closure,Chesterfield,51041,Spring Arbor Cottage of Salisbury,Assisted Living,14,0,0
2020-12-18,2020-04-02,Outbreak Closed,Chesterfield,51041,Spring Arbor Cottage of Salisbury,Assisted Living,37,7,0
2020-12-18,2020-11-04,Outbreak Pending Closure,Chesterfield,51041,Sunrise Senior Living - Bon Air,Assisted Living,40,5,0
2020-12-18,2020-07-22,Outbreak Closed,Chesterfield,51041,The Crossings at Bon Air,Assisted Living,*,0,1
2020-12-18,2020-08-05,Outbreak Closed,Chesterfield,51041,The Memory Center Richmond,Assisted Living,*,0,0
2020-12-18,2020-08-05,Outbreak Closed,Chesterfield,51041,Tyler's Retreat at Iron Bridge,Nursing Home,*,0,0
2020-12-18,2020-10-01,Outbreak Pending Closure,Chesterfield,51041,Tyler's Retreat at Iron Bridge,Nursing Home,101,19,0
2020-12-18,2020-04-07,Outbreak Closed,Colonial Heights,51570,Colonial Heights Rehabilitation and Nursing Center,Nursing Home,59,17,0
2020-12-18,2020-04-29,Outbreak Closed,Colonial Heights,51570,Dunlop House,Assisted Living,6,*,0
2020-12-18,2020-11-18,Outbreak in Progress,Colonial Heights,51570,Dunlop House,Assisted Living,69,8,1
2020-12-18,2020-12-02,Outbreak in Progress,Colonial Heights,51570,Tussing Elementary School,K-12,*,0,1
2020-12-18,2020-12-02,Outbreak in Progress,Powhatan,51145,Pocahontas Elementary School,K-12,5,0,1
2020-12-18,2020-09-11,Outbreak Closed,Goochland,51075,Benedictine College Preparatory,K-12,*,0,0
2020-12-18,2020-05-06,Outbreak Closed,Hanover,51085,Ashland Nursing and Rehabilitation Center,Nursing Home,19,*,0
2020-12-18,2020-11-02,Outbreak in Progress,Hanover,51085,Ashland Nursing and Rehabilitation Center,Nursing Home,41,*,1
2020-12-18,2020-04-05,Outbreak Closed,Hanover,51085,Autumn Care of Mechanicsville,Nursing Home,45,11,0
2020-12-18,2020-12-04,Outbreak Pending Closure,Hanover,51085,Cool Spring Elementary School,K-12,*,0,0
2020-12-18,2020-05-20,Outbreak Closed,Hanover,51085,Covenant Woods,Multicare,*,0,0
2020-12-18,2020-08-10,Outbreak Closed,Hanover,51085,Hanover Health & Rehabilitation Center,Nursing Home,29,*,0
2020-12-18,2020-12-07,Outbreak in Progress,Hanover,51085,Hanover Health & Rehabilitation Center,Nursing Home,*,0,1
2020-12-18,2020-12-05,Outbreak Pending Closure,Hanover,51085,Hanover High School,K-12,*,0,0
2020-12-18,2020-11-06,Outbreak Pending Closure,Hanover,51085,Heritage Green,Assisted Living,12,*,0
2020-12-18,2020-09-24,Outbreak Closed,Hanover,51085,John M. Gandy Elementary,K-12,*,0,0
2020-12-18,2020-09-18,Outbreak Closed,Hanover,51085,Kersey Creek Elementary School,K-12,*,0,0
2020-12-18,2020-09-07,Outbreak Closed,Hanover,51085,Liberty Middle School,K-12,8,0,0
2020-12-18,2020-04-03,Outbreak Closed,Hanover,51085,The Crossings at Hanover,Assisted Living,60,12,0
2020-12-18,2020-11-25,Outbreak in Progress,New Kent,51127,Cumberland Hospital for Children and Adolescents,Medical Facility,*,0,1
2020-12-18,2020-09-24,Outbreak Closed,Dinwiddie,51053,Rivermont School - Greater Petersburg,K-12,5,0,0
2020-12-18,2020-06-15,Outbreak Closed,Dinwiddie,51053,Dinwiddie Health & Rehab Center,Nursing Home,17,*,0
2020-12-18,2020-04-20,Outbreak Closed,Emporia,51595,Accordius Health at Emporia,Nursing Home,55,13,0
2020-12-18,2020-05-30,Outbreak Pending Closure,Emporia,51595,Greensville Health and Rehabilitation Center,Nursing Home,54,11,0
2020-12-18,2020-07-06,Outbreak Closed,Emporia,51595,Eugene H Bloom Retirement Center,Assisted Living,*,0,0
2020-12-18,2020-05-10,Outbreak Pending Closure,Hopewell,51670,Hopewell Health Care Center,Nursing Home,31,*,0
2020-12-18,2020-10-20,Outbreak Closed,Hopewell,51670,Hopewell High School,K-12,*,0,0
2020-12-18,2020-07-31,Outbreak Closed,Hopewell,51670,River View on the Appomattox Health & Rehab Center,Nursing Home,*,0,0
2020-12-18,2020-07-02,Outbreak Closed,Petersburg,51730,Battlefield Park Healthcare Center,Nursing Home,78,10,0
2020-12-18,2020-06-08,Outbreak Closed,Petersburg,51730,Fillmore Place,Assisted Living,13,0,0
2020-12-18,2020-05-25,Outbreak Closed,Petersburg,51730,Petersburg Healthcare Center,Nursing Home,58,11,0
2020-12-18,2020-12-05,Outbreak in Progress,Petersburg,51730,Petersburg Healthcare Center,Nursing Home,*,0,1
2020-12-18,2020-05-10,Outbreak Closed,Sussex,51183,Waverly Health & Rehabilitation Center,Nursing Home,92,6,0
2020-12-18,2020-11-09,Outbreak in Progress,Buchanan,51027,Heritage Hall - Grundy,Nursing Home,146,16,1
2020-12-18,2020-04-10,Outbreak Closed,Buchanan,51027,Mountain Mission School,K-12,18,0,0
2020-12-18,2020-09-10,Outbreak Closed,Dickenson,51051,Ridgeview High School,K-12,*,0,0
2020-12-18,2020-11-03,Outbreak Closed,Russell,51167,Honaker Elementary School,K-12,6,0,0
2020-12-18,2020-07-30,Outbreak Pending Closure,Russell,51167,Mountain View Retirement Home,Assisted Living,20,*,0
2020-12-18,2020-12-01,Outbreak in Progress,Tazewell,51185,Heritage Hall - Tazewell,Nursing Home,131,*,1
2020-12-18,2020-10-21,Outbreak Closed,Tazewell,51185,Richlands Middle School,K-12,7,0,0
2020-12-18,2020-10-21,Outbreak Closed,Accomack,51001,Nandua High School,K-12,*,0,0
2020-12-18,2020-11-18,Outbreak Pending Closure,Accomack,51001,Riverside Shore Memorial Hospital,Medical Facility,7,0,0
2020-12-18,2020-05-04,Outbreak Closed,Accomack,51001,Shore Health & Rehabilitation Center,Nursing Home,17,0,0
2020-12-18,2020-12-09,Outbreak in Progress,Accomack,51001,Shore Health and Rehabilitation Center,Nursing Home,42,0,1
2020-12-18,2020-04-22,Outbreak Closed,Northampton,51131,Heritage Hall - Nassawadox,Nursing Home,114,20,0
2020-12-18,2020-11-28,Outbreak in Progress,Northampton,51131,Occohannock Elementary School,K-12,8,0,1
2020-12-18,2020-04-09,Outbreak Closed,Fairfax,51059,Aarondale Retirement and Assisted Living Community,Assisted Living,*,0,0
2020-12-18,2020-08-27,Outbreak Closed,Fairfax,51059,Aarondale Retirement and Assisted Living Community,Assisted Living,5,*,0
2020-12-18,2020-04-09,Outbreak Closed,Fairfax,51059,Annandale Healthcare Center,Nursing Home,164,53,0
2020-12-18,2020-05-12,Outbreak Closed,Fairfax,51059,Arbor Terrace of Herndon,Assisted Living,6,*,0
2020-12-18,2020-04-15,Outbreak Closed,Fairfax,51059,Arbor Terrace - Fairfax,Assisted Living,19,8,0
2020-12-18,2020-04-09,Outbreak Closed,Fairfax,51059,Arden Courts of Annandale,Assisted Living,13,5,0
2020-12-18,2020-04-17,Outbreak Closed,Fairfax,51059,Arden Courts of Fair Oaks,Assisted Living,7,*,0
2020-12-18,2020-04-15,Outbreak Closed,Fairfax,51059,Arleigh Burke Pavilion - Vinson Hall,Multicare,45,8,0
2020-12-18,2020-11-24,Outbreak in Progress,Fairfax,51059,Sunrise Senior Living - Braddock Glen,Assisted Living,35,0,1
2020-12-18,2020-04-28,Outbreak Closed,Fairfax,51059,Brightview Senior Living - Woodburn,Assisted Living,28,10,0
2020-12-18,2020-04-24,Outbreak Closed,Fairfax,51059,Brightview Senior Living - Great Falls,Assisted Living,8,*,0
2020-12-18,2020-11-23,Outbreak in Progress,Fairfax,51059,Brightview Senior Living - Great Falls,Assisted Living,12,*,1
2020-12-18,2020-09-11,Outbreak Closed,Fairfax,51059,Brightview Senior Living - Woodburn,Multicare,*,*,0
2020-12-18,2020-04-09,Outbreak Closed,Fairfax,51059,Burke Health & Rehabilitation Center,Nursing Home,133,26,0
2020-12-18,2020-11-23,Outbreak in Progress,Fairfax,51059,Burke Health & Rehabilitation Center,Nursing Home,12,0,1
2020-12-18,2020-11-17,Outbreak Pending Closure,Fairfax,51059,Chesterbrook Elementary School,K-12,*,0,0
2020-12-18,2020-04-07,Outbreak Closed,Fairfax,51059,Chesterbrook Residences,Assisted Living,31,7,0
2020-12-18,2020-03-29,Outbreak Closed,Fairfax,51059,Dulles Health & Rehab Center,Nursing Home,101,21,0
2020-12-18,2020-10-28,Outbreak Closed,Fairfax,51059,"Exploring, Learning, & Fun Child Enrichment Center",Daycare / Pre-K,11,0,0
2020-12-18,2020-04-17,Outbreak Closed,Fairfax,51059,Fairfax Rehabilitation and Nursing Center,Nursing Home,95,16,0
2020-12-18,2020-05-21,Outbreak Closed,Fairfax,51059,The Gardens at Fair Oaks,Assisted Living,19,*,0
2020-12-18,2020-04-24,Outbreak Closed,Fairfax,51059,Goodwin House - Bailey's Crossroads,Multicare,39,*,0
2020-12-18,2020-04-17,Outbreak Closed,Fairfax,51059,Great Falls Assisted Living,Assisted Living,19,6,0
2020-12-18,2020-04-17,Outbreak Closed,Fairfax,51059,Greenspring Senior Living Community,Multicare,56,16,0
2020-12-18,2020-08-06,Outbreak Closed,Fairfax,51059,Greenspring,Multicare,8,0,0
2020-12-18,2020-05-01,Outbreak Closed,Fairfax,51059,Harmony at Chantilly,Assisted Living,19,*,0
2020-12-18,2020-05-12,Outbreak Closed,Fairfax,51059,Harmony at Spring Hill,Assisted Living,*,0,0
2020-12-18,2020-04-11,Outbreak Closed,Fairfax,51059,Heatherwood Independent and Assisted Living,Assisted Living,50,11,0
2020-12-18,2020-06-04,Outbreak Closed,Fairfax,51059,Hunters Woods at Trails Edge,Multicare,10,*,0
2020-12-18,2020-04-09,Outbreak Closed,Fairfax,51059,Iliff Nursing and Rehabilitation Center,Nursing Home,78,14,0
2020-12-18,2020-10-28,Outbreak Closed,Fairfax,51059,Inova Fairfax Medical Campus,Medical Facility,*,0,0
2020-12-18,2020-11-18,Outbreak Closed,Fairfax,51059,KinderCare - Herndon Parkway,Daycare / Pre-K,6,0,0
2020-12-18,2020-12-04,Outbreak in Progress,Fairfax,51059,KinderCare - Oakton,Daycare / Pre-K,5,0,1
2020-12-18,2020-12-03,Outbreak in Progress,Fairfax,51059,KinderCare - Burke,Daycare / Pre-K,5,0,1
2020-12-18,2020-11-13,Outbreak Closed,Fairfax,51059,La Petite Academy of Fairfax Station,Daycare / Pre-K,*,0,0
2020-12-18,2020-10-12,Outbreak Pending Closure,Fairfax,51059,LaBier Assisted Living,Assisted Living,6,0,0
2020-12-18,2020-12-07,Outbreak in Progress,Fairfax,51059,Lanier Middle School,K-12,*,0,1
2020-12-18,2020-04-17,Outbreak Closed,Fairfax,51059,Larmax Homes,Assisted Living,17,*,0
2020-12-18,2020-04-09,Outbreak Closed,Fairfax,51059,Leewood Healthcare Center,Multicare,116,36,0
2020-12-18,2020-05-28,Outbreak Closed,Fairfax,51059,Leewood Healthcare Center,Multicare,*,*,0
2020-12-18,2020-04-24,Outbreak Closed,Fairfax,51059,ManorCare Health Services - Alexandria,Nursing Home,77,8,0
2020-12-18,2020-05-04,Outbreak Closed,Fairfax,51059,ManorCare Health Services - Fair Oaks,Nursing Home,136,13,0
2020-12-18,2020-04-09,Outbreak Closed,Fairfax,51059,Mount Vernon Nursing & Rehabilitation Center,Nursing Home,78,13,0
2020-12-18,2020-12-07,Outbreak in Progress,Fairfax,51059,Northern Virginia Mental Health Institute,Medical Facility,11,0,1
2020-12-18,2020-05-12,Outbreak Closed,Fairfax,51059,Powhatan Nursing Home,Nursing Home,*,0,0
2020-12-18,2020-09-21,Outbreak Closed,Fairfax,51059,Powhatan Nursing Home,Nursing Home,21,5,0
2020-12-18,2020-05-12,Outbreak Closed,Fairfax,51059,Renaissance of Annandale,Assisted Living,27,*,0
2020-12-18,2020-05-12,Outbreak Closed,Fairfax,51059,Spring Hills Senior Communities - Mount Vernon,Assisted Living,23,*,0
2020-12-18,2020-07-24,Outbreak Closed,Fairfax,51059,Spring Hills Senior Communities - Mount Vernon,Assisted Living,57,*,0
2020-12-18,2020-11-24,Outbreak in Progress,Fairfax,51059,Spring Hills Senior Communities - Mount Vernon,Assisted Living,16,0,1
2020-12-18,2020-06-04,Outbreak Closed,Fairfax,51059,Stevenson Place,Assisted Living,*,0,0
2020-12-18,2020-03-20,Outbreak Closed,Fairfax,51059,Sunrise Senior Living - McLean,Assisted Living,59,14,0
2020-12-18,2020-11-24,Outbreak in Progress,Fairfax,51059,Sunrise Senior Living - Fair Oaks,Assisted Living,9,0,1
2020-12-18,2020-04-07,Outbreak Closed,Fairfax,51059,Sunrise Senior Living - Mount Vernon,Assisted Living,16,*,0
2020-12-18,2020-08-28,Outbreak Closed,Fairfax,51059,Sunrise Senior Living - Mount Vernon,Assisted Living,10,0,0
