"Administration Date",FIPS,Locality,"Health District","Facility Type","Vaccine Manufacturer","Dose Number","Vaccine Doses Administered Count"
2021-01-14,51109,Louisa,"Blue Ridge",Hospitals,Moderna,1,18
2021-02-09,51520,Bristol,"Mount Rogers","Federal LTCF Program",Pfizer,2,3
2020-12-29,51017,Bath,"Central Shenandoah",Hospitals,Pfizer,1,2
2021-01-05,51071,Giles,"New River","Medical Practices",Moderna,1,2
2021-01-29,51021,Bland,"Mount Rogers",Pharmacies,Moderna,1,12
2021-01-05,51540,Charlottesville,"Blue Ridge","Medical Practices",Pfizer,1,1
2021-01-12,51113,Madison,"Rappahannock Rapidan","Other Community Health Providers",Pfizer,2,1
2021-02-06,51133,Northumberland,"Three Rivers",Pharmacies,Moderna,1,8
2021-01-07,51167,Russell,"Cumberland Plateau",Hospitals,Pfizer,2,16
2020-12-30,51730,Petersburg,Crater,Hospitals,Pfizer,1,5
2021-02-09,51023,Botetourt,Alleghany,"Local Health Departments",Pfizer,2,7
2021-02-03,"Not Reported","Not Reported","Not Reported",Hospitals,Pfizer,2,684
2021-01-11,51171,Shenandoah,"Lord Fairfax","Local Health Departments",Moderna,1,24
2021-02-12,51680,Lynchburg,"Central Virginia","Medical Practices",Pfizer,1,99
2020-12-21,51077,Grayson,"Mount Rogers",Hospitals,Pfizer,1,9
2021-01-21,51059,Fairfax,Fairfax,"Medical Practices",Pfizer,1,5
2021-01-05,51019,Bedford,"Central Virginia","Medical Practices",Moderna,1,14
2020-12-15,51191,Washington,"Mount Rogers","Other Community Health Providers",Moderna,1,1
2021-02-03,51013,Arlington,Arlington,"Federal LTCF Program",Pfizer,2,89
2021-02-03,51800,Suffolk,"Western Tidewater","Medical Practices",Pfizer,1,154
2021-01-06,51079,Greene,"Blue Ridge","Other Community Health Providers",Pfizer,2,5
2021-01-09,51015,Augusta,"Central Shenandoah","Medical Practices",Pfizer,1,1
2021-01-08,51119,Middlesex,"Three Rivers",Hospitals,Pfizer,2,1
2021-02-04,51790,Staunton,"Central Shenandoah","Local Health Departments",Moderna,1,2
2021-01-28,51037,Charlotte,Piedmont,"Medical Practices",Moderna,1,11
2021-01-08,51550,Chesapeake,Chesapeake,"Medical Practices",Pfizer,2,20
2021-01-27,51161,"Roanoke County",Alleghany,"Other Community Health Providers",Moderna,1,1
2021-01-18,51131,Northampton,"Eastern Shore","Other Community Health Providers",Moderna,1,22
2021-01-06,51099,"King George",Rappahannock,Hospitals,Moderna,1,1
2021-01-26,51159,"Richmond County","Three Rivers","Local Health Departments",Moderna,1,3
2021-02-12,51183,Sussex,Crater,"Other Community Health Providers",Moderna,1,27
2021-01-19,51195,Wise,Lenowisco,"Other Community Health Providers",Moderna,1,62
2021-01-24,51107,Loudoun,Loudoun,"Federal LTCF Program",Pfizer,2,7
2021-01-13,51047,Culpeper,"Rappahannock Rapidan","Federal LTCF Program",Pfizer,1,18
2021-02-03,51191,Washington,"Mount Rogers",Pharmacies,Moderna,1,2
2021-01-15,51157,Rappahannock,"Rappahannock Rapidan",Hospitals,Moderna,1,8
2020-12-29,51067,"Franklin County","West Piedmont",Hospitals,Pfizer,1,7
2021-02-08,51550,Chesapeake,Chesapeake,Pharmacies,Moderna,1,27
2021-01-26,51009,Amherst,"Central Virginia","Local Health Departments",Moderna,1,2
2021-02-03,51029,Buckingham,Piedmont,"Medical Practices",Moderna,2,1
2021-01-05,51660,Harrisonburg,"Central Shenandoah","Local Health Departments",Moderna,1,10
2021-01-14,51770,"Roanoke City",Roanoke,"Medical Practices",Pfizer,1,2
2021-01-20,51163,Rockbridge,"Central Shenandoah",Hospitals,Pfizer,2,6
2021-02-06,51073,Gloucester,"Three Rivers",Hospitals,Pfizer,1,39
2021-02-03,51770,"Roanoke City",Roanoke,"Medical Practices",Moderna,2,31
2021-01-13,51167,Russell,"Cumberland Plateau","Other Community Health Providers",Pfizer,1,13
2020-12-28,51027,Buchanan,"Cumberland Plateau","Local Health Departments",Moderna,1,12
2021-02-05,51057,Essex,"Three Rivers","Local Health Departments",Moderna,2,1
2021-01-11,51005,Alleghany,Alleghany,Hospitals,Pfizer,2,9
2021-02-08,51089,Henry,"West Piedmont","Local Health Departments",Moderna,1,3
2021-01-18,51005,Alleghany,Alleghany,"Local Health Departments",Moderna,1,1
2021-01-27,51730,Petersburg,Crater,"Local Health Departments",Moderna,1,4
2021-01-26,51041,Chesterfield,Chesterfield,"Local Health Departments",Pfizer,2,1
2021-01-13,51770,"Roanoke City",Roanoke,Hospitals,Moderna,1,1
2020-12-29,51195,Wise,Lenowisco,Hospitals,Pfizer,1,32
2021-01-22,51199,York,Peninsula,"Local Health Departments",Pfizer,1,1
2021-02-03,51033,Caroline,Rappahannock,Hospitals,Pfizer,2,4
2021-02-04,51043,Clarke,"Lord Fairfax","Local Health Departments",Moderna,2,12
2021-01-14,51019,Bedford,"Central Virginia",Pharmacies,Moderna,1,9
2021-02-11,51099,"King George",Rappahannock,Hospitals,Pfizer,2,2
2021-01-14,51700,"Newport News",Peninsula,"Local Health Departments",Moderna,1,29
2021-01-26,51169,Scott,Lenowisco,"Federal LTCF Program",Pfizer,1,3
2021-01-11,51710,Norfolk,Norfolk,"Medical Practices",Pfizer,2,2
2021-01-16,51033,Caroline,Rappahannock,"Federal LTCF Program",Pfizer,1,2
2021-02-11,51121,Montgomery,"New River","Medical Practices",Moderna,2,4
2021-01-29,51047,Culpeper,"Rappahannock Rapidan","Medical Practices",Moderna,1,4
2021-01-28,51053,Dinwiddie,Crater,"Federal LTCF Program",Pfizer,1,9
2020-12-18,51510,Alexandria,Alexandria,Hospitals,Pfizer,1,28
2021-01-23,51683,"Manassas City","Prince William","Local Health Departments",Moderna,2,1
2021-01-16,51810,"Virginia Beach","Virginia Beach",Hospitals,Pfizer,2,116
2021-01-20,51033,Caroline,Rappahannock,"Other Community Health Providers",Moderna,1,1
2021-02-06,51135,Nottoway,Piedmont,Pharmacies,Moderna,1,2
2021-01-28,51181,Surry,Crater,"Medical Practices",Moderna,2,1
2021-01-26,51047,Culpeper,"Rappahannock Rapidan","Local Health Departments",Pfizer,1,1
2021-02-02,51051,Dickenson,"Cumberland Plateau","Other Community Health Providers",Pfizer,2,4
2021-01-29,51165,Rockingham,"Central Shenandoah",Hospitals,Pfizer,2,1
2021-01-29,51027,Buchanan,"Cumberland Plateau","Other Community Health Providers",Pfizer,1,10
2021-02-04,51735,Poquoson,Peninsula,Hospitals,Pfizer,2,4
2021-01-08,51003,Albemarle,"Blue Ridge","Other Community Health Providers",Pfizer,2,30
2021-02-04,51149,"Prince George",Crater,Hospitals,Moderna,2,1
2021-01-12,51660,Harrisonburg,"Central Shenandoah",Hospitals,Pfizer,2,6
2020-12-30,51510,Alexandria,Alexandria,"Medical Practices",Moderna,1,18
2021-01-26,51173,Smyth,"Mount Rogers",Pharmacies,Moderna,1,22
2021-02-11,51071,Giles,"New River",Pharmacies,Moderna,1,2
2021-01-22,51147,"Prince Edward",Piedmont,"Local Health Departments",Pfizer,1,3
2021-01-15,51127,"New Kent",Chickahominy,Hospitals,Pfizer,1,12
2021-01-19,51099,"King George",Rappahannock,Hospitals,Moderna,1,1
2021-01-27,51081,Greensville,Crater,Hospitals,Moderna,2,7
2021-01-02,51540,Charlottesville,"Blue Ridge","Local Health Departments",Moderna,1,4
2021-02-05,51027,Buchanan,"Cumberland Plateau","Other Community Health Providers",Pfizer,2,1
2020-12-30,51177,Spotsylvania,Rappahannock,"Other Community Health Providers",Moderna,1,4
2021-01-18,"Out of State","Out of State","Out of State","Medical Practices",Moderna,1,7
2021-01-13,51145,Powhatan,Chesterfield,Hospitals,Pfizer,1,3
2021-02-02,51107,Loudoun,Loudoun,"Local Health Departments",Moderna,1,17
2021-02-04,51023,Botetourt,Alleghany,"Medical Practices",Moderna,2,6
2021-02-03,51007,Amelia,Piedmont,"Federal LTCF Program",Pfizer,1,4
2021-02-11,51027,Buchanan,"Cumberland Plateau","Federal LTCF Program",Moderna,1,6
2021-02-04,51710,Norfolk,Norfolk,"Local Health Departments",Pfizer,1,235
2021-01-04,51109,Louisa,"Blue Ridge",Hospitals,Moderna,1,1
2021-01-29,51051,Dickenson,"Cumberland Plateau","Other Community Health Providers",Moderna,1,79
2021-01-06,51087,Henrico,Henrico,"Medical Practices",Pfizer,1,3
2020-12-30,51083,Halifax,Southside,Hospitals,Moderna,1,3
2021-02-04,51185,Tazewell,"Cumberland Plateau","Local Health Departments",Moderna,1,72
2021-02-11,51015,Augusta,"Central Shenandoah",Pharmacies,Moderna,1,1
2021-01-14,51730,Petersburg,Crater,"Local Health Departments",Moderna,1,34
2021-01-28,51740,Portsmouth,Portsmouth,"Local Health Departments",Moderna,2,4
2021-01-25,51033,Caroline,Rappahannock,"Federal LTCF Program",Pfizer,1,2
2021-02-12,"Out of State","Out of State","Out of State",Pharmacies,Moderna,2,11
2021-02-09,"Not Reported","Not Reported","Not Reported","Local Health Departments",Pfizer,1,158
2021-01-13,51053,Dinwiddie,Crater,"Federal LTCF Program",Pfizer,1,26
2021-02-10,51610,"Falls Church",Fairfax,"Other Community Health Providers",Pfizer,1,1
2021-02-11,"Not Reported","Not Reported","Not Reported",Pharmacies,Moderna,1,74
2021-02-11,51077,Grayson,"Mount Rogers","Local Health Departments",Moderna,2,9
2021-01-30,51165,Rockingham,"Central Shenandoah","Medical Practices",Pfizer,2,1
2021-01-20,51071,Giles,"New River","Medical Practices",Moderna,1,2
2020-12-28,51810,"Virginia Beach","Virginia Beach","Other Community Health Providers",Pfizer,1,2
2021-02-01,51009,Amherst,"Central Virginia","Other Community Health Providers",Pfizer,1,52
2021-01-23,51093,"Isle of Wight","Western Tidewater",Pharmacies,Moderna,1,1
2020-12-16,51730,Petersburg,Crater,Hospitals,Pfizer,1,8
2021-01-31,51770,"Roanoke City",Roanoke,"Federal LTCF Program",Pfizer,2,76
2020-12-19,51195,Wise,Lenowisco,Hospitals,Pfizer,1,45
2021-01-18,51650,Hampton,Hampton,Hospitals,Pfizer,1,58
2020-12-18,51185,Tazewell,"Cumberland Plateau",Hospitals,Pfizer,1,41
2021-01-26,51137,Orange,"Rappahannock Rapidan","Federal LTCF Program",Pfizer,1,15
2021-01-12,51735,Poquoson,Peninsula,"Local Health Departments",Moderna,1,4
2021-01-26,51081,Greensville,Crater,"Other Community Health Providers",Moderna,2,1
2020-12-28,51119,Middlesex,"Three Rivers",Hospitals,Moderna,1,6
2021-01-27,51059,Fairfax,Fairfax,"Medical Practices",Pfizer,1,77
2021-01-21,51187,Warren,"Lord Fairfax","Medical Practices",Moderna,1,12
2021-02-12,51053,Dinwiddie,Crater,Hospitals,Moderna,2,4
2021-01-19,51021,Bland,"Mount Rogers",Pharmacies,Moderna,1,9
2021-01-18,51075,Goochland,Chickahominy,Hospitals,Moderna,2,1
2021-01-25,51810,"Virginia Beach","Virginia Beach",Hospitals,Pfizer,2,97
2021-02-06,51810,"Virginia Beach","Virginia Beach","Federal LTCF Program",Pfizer,2,205
2021-01-29,51177,Spotsylvania,Rappahannock,"Local Health Departments",Moderna,1,223
2020-12-29,51075,Goochland,Chickahominy,Hospitals,Pfizer,1,2
2021-01-11,51840,Winchester,"Lord Fairfax","Local Health Departments",Moderna,1,218
2021-01-20,51019,Bedford,"Central Virginia","Medical Practices",Moderna,1,52
2020-12-20,51520,Bristol,"Mount Rogers","Medical Practices",Pfizer,1,2
2020-12-19,51073,Gloucester,"Three Rivers",Hospitals,Pfizer,1,69
2021-01-09,51700,"Newport News",Peninsula,"Medical Practices",Pfizer,1,124
2020-12-21,51113,Madison,"Rappahannock Rapidan",Hospitals,Pfizer,1,6
2021-01-13,51037,Charlotte,Piedmont,"Medical Practices",Moderna,1,2
2021-01-11,51031,Campbell,"Central Virginia","Other Community Health Providers",Pfizer,1,1
2021-01-18,51167,Russell,"Cumberland Plateau",Hospitals,Pfizer,2,13
2021-02-12,51087,Henrico,Henrico,Hospitals,Pfizer,1,12
2021-02-06,51053,Dinwiddie,Crater,"Medical Practices",Moderna,1,1
2021-02-01,51073,Gloucester,"Three Rivers",Hospitals,Moderna,2,1
2021-01-27,51093,"Isle of Wight","Western Tidewater",Hospitals,Pfizer,1,12
2021-01-15,51009,Amherst,"Central Virginia","Local Health Departments",Moderna,1,2
2021-02-06,51800,Suffolk,"Western Tidewater","Local Health Departments",Moderna,1,32
2021-01-22,51650,Hampton,Hampton,Hospitals,Pfizer,2,7
2021-01-29,51041,Chesterfield,Chesterfield,"Medical Practices",Moderna,2,1
2020-12-27,51087,Henrico,Henrico,Hospitals,Moderna,1,37
2021-01-21,51003,Albemarle,"Blue Ridge","Local Health Departments",Pfizer,1,4
2020-12-31,51061,Fauquier,"Rappahannock Rapidan","Other Community Health Providers",Pfizer,1,1
2020-12-30,51630,Fredericksburg,Rappahannock,"Local Health Departments",Moderna,1,4
2021-02-11,51149,"Prince George",Crater,"Local Health Departments",Pfizer,1,1
2021-02-09,51650,Hampton,Hampton,"Medical Practices",Moderna,1,7
2021-02-07,51510,Alexandria,Alexandria,Hospitals,Pfizer,1,7
2021-01-16,51149,"Prince George",Crater,"Other Community Health Providers",Moderna,1,2
2020-12-29,51181,Surry,Crater,"Local Health Departments",Moderna,1,1
2021-01-14,51015,Augusta,"Central Shenandoah","Local Health Departments",Moderna,1,25
2021-01-26,51083,Halifax,Southside,"Local Health Departments",Moderna,2,4
2021-01-11,51169,Scott,Lenowisco,"Medical Practices",Pfizer,2,10
2021-02-06,51179,Stafford,Rappahannock,"Other Community Health Providers",Moderna,1,2
2021-01-27,51770,"Roanoke City",Roanoke,"Medical Practices",Pfizer,1,1
2020-12-28,51187,Warren,"Lord Fairfax","Federal LTCF Program",Pfizer,1,5
2021-01-25,51520,Bristol,"Mount Rogers","Medical Practices",Moderna,2,1
2021-01-14,51075,Goochland,Chickahominy,"Other Community Health Providers",Pfizer,1,1
2021-02-05,51800,Suffolk,"Western Tidewater",Pharmacies,Moderna,1,43
2021-01-26,51107,Loudoun,Loudoun,"Federal LTCF Program",Pfizer,2,13
2021-01-26,51610,"Falls Church",Fairfax,"Local Health Departments",Moderna,2,14
2020-12-19,51121,Montgomery,"New River","Other Community Health Providers",Pfizer,1,1
2020-12-18,51139,Page,"Lord Fairfax","Medical Practices",Pfizer,1,1
2021-02-01,51095,"James City",Peninsula,"Medical Practices",Pfizer,2,71
2021-01-30,51033,Caroline,Rappahannock,Hospitals,Pfizer,2,1
2021-02-10,51185,Tazewell,"Cumberland Plateau","Federal LTCF Program",Pfizer,1,4
2021-01-18,51157,Rappahannock,"Rappahannock Rapidan",Hospitals,Pfizer,1,4
2020-12-30,51775,Salem,Alleghany,"Other Community Health Providers",Pfizer,1,1
2021-02-09,51061,Fauquier,"Rappahannock Rapidan","Local Health Departments",Moderna,2,42
2021-01-28,51540,Charlottesville,"Blue Ridge","Medical Practices",Moderna,1,2
2021-02-09,51045,Craig,Alleghany,"Local Health Departments",Pfizer,1,3
2021-01-30,51085,Hanover,Chickahominy,"Other Community Health Providers",Pfizer,1,1
2021-02-11,51127,"New Kent",Chickahominy,"Medical Practices",Pfizer,1,1
2021-01-12,51530,"Buena Vista City","Central Shenandoah",Hospitals,Moderna,1,1
2021-02-06,51117,Mecklenburg,Southside,"Medical Practices",Pfizer,2,1
2021-01-27,51079,Greene,"Blue Ridge","Other Community Health Providers",Moderna,2,18
2021-01-20,51137,Orange,"Rappahannock Rapidan",Hospitals,Moderna,1,166
2021-01-10,51065,Fluvanna,"Blue Ridge","Other Community Health Providers",Pfizer,1,9
2021-01-19,51107,Loudoun,Loudoun,"Local Health Departments",Moderna,1,1022
2021-01-26,51037,Charlotte,Piedmont,"Other Community Health Providers",Moderna,1,24
2021-02-07,51680,Lynchburg,"Central Virginia","Federal LTCF Program",Pfizer,1,11
2021-01-20,51007,Amelia,Piedmont,"Federal LTCF Program",Pfizer,1,4
2021-02-10,51680,Lynchburg,"Central Virginia","Other Community Health Providers",Moderna,1,12
2021-02-06,51510,Alexandria,Alexandria,"Local Health Departments",Moderna,1,39
2021-01-14,51111,Lunenburg,Piedmont,"Federal LTCF Program",Pfizer,1,4
2021-01-12,51193,Westmoreland,"Three Rivers","Other Community Health Providers",Moderna,1,3
2021-01-25,51053,Dinwiddie,Crater,Hospitals,Moderna,2,10
2020-12-28,51127,"New Kent",Chickahominy,Hospitals,Pfizer,1,4
2021-01-24,51095,"James City",Peninsula,Hospitals,Pfizer,2,1
2021-02-04,51107,Loudoun,Loudoun,"Other Community Health Providers",Moderna,1,61
2021-02-12,51540,Charlottesville,"Blue Ridge",Hospitals,Pfizer,1,4
2021-01-28,51099,"King George",Rappahannock,"Other Community Health Providers",Moderna,1,1
2020-12-27,51095,"James City",Peninsula,Hospitals,Moderna,1,1
2021-01-21,51159,"Richmond County","Three Rivers","Other Community Health Providers",Moderna,1,3
2021-02-13,51683,"Manassas City","Prince William",Hospitals,Pfizer,2,6
2021-01-25,51550,Chesapeake,Chesapeake,"Medical Practices",Moderna,2,1
2021-01-27,51790,Staunton,"Central Shenandoah","Other Community Health Providers",Moderna,1,8
2021-01-22,51650,Hampton,Hampton,"Medical Practices",Moderna,1,20
2021-02-05,51109,Louisa,"Blue Ridge","Federal LTCF Program",Pfizer,1,12
2021-01-11,51650,Hampton,Hampton,"Federal LTCF Program",Pfizer,1,55
2021-01-24,51620,"Franklin City","Western Tidewater","Federal LTCF Program",Pfizer,1,2
2021-01-22,51570,"Colonial Heights",Chesterfield,Hospitals,Moderna,2,2
2021-01-08,51079,Greene,"Blue Ridge","Federal LTCF Program",Pfizer,1,4
2020-12-16,51630,Fredericksburg,Rappahannock,"Other Community Health Providers",Pfizer,1,11
2021-01-23,51177,Spotsylvania,Rappahannock,"Federal LTCF Program",Pfizer,1,16
2021-01-22,51175,Southampton,"Western Tidewater","Medical Practices",Moderna,1,2
2021-01-14,51077,Grayson,"Mount Rogers","Other Community Health Providers",Moderna,1,1
2021-01-15,51139,Page,"Lord Fairfax","Other Community Health Providers",Pfizer,1,1
2021-02-12,51083,Halifax,Southside,"Other Community Health Providers",Moderna,2,2
2021-01-20,51820,Waynesboro,"Central Shenandoah","Federal LTCF Program",Pfizer,2,5
2021-02-02,51021,Bland,"Mount Rogers",Pharmacies,Moderna,1,9
2021-01-31,51153,"Prince William","Prince William",Hospitals,Pfizer,1,79
2021-02-05,51640,Galax,"Mount Rogers","Federal LTCF Program",Pfizer,2,1
2020-12-28,51590,Danville,Pittsylvania-Danville,"Federal LTCF Program",Pfizer,1,91
2020-12-29,"Out of State","Out of State","Out of State",Hospitals,Moderna,1,62
2021-01-26,51640,Galax,"Mount Rogers",Hospitals,Moderna,2,3
2021-02-08,51101,"King William","Three Rivers","Local Health Departments",Moderna,1,1
2021-01-16,51181,Surry,Crater,"Local Health Departments",Moderna,1,4
2021-02-10,51059,Fairfax,Fairfax,"Medical Practices",Pfizer,1,68
2021-01-12,51540,Charlottesville,"Blue Ridge","Federal LTCF Program",Pfizer,1,11
2021-01-27,51103,Lancaster,"Three Rivers",Pharmacies,Moderna,1,24
2021-02-10,51620,"Franklin City","Western Tidewater","Federal LTCF Program",Pfizer,2,1
2021-01-13,51007,Amelia,Piedmont,"Medical Practices",Moderna,1,1
2021-01-26,51085,Hanover,Chickahominy,"Medical Practices",Moderna,1,30
2021-01-14,51195,Wise,Lenowisco,"Other Community Health Providers",Pfizer,1,3
2021-01-22,51057,Essex,"Three Rivers",Pharmacies,Moderna,1,2
2021-01-18,51740,Portsmouth,Portsmouth,"Federal LTCF Program",Pfizer,2,2
2021-02-07,51720,Norton,Lenowisco,"Federal LTCF Program",Pfizer,2,1
2021-02-02,51179,Stafford,Rappahannock,"Federal LTCF Program",Pfizer,1,10
2021-01-16,51013,Arlington,Arlington,Hospitals,Pfizer,2,19
2021-01-20,51137,Orange,"Rappahannock Rapidan","Local Health Departments",Moderna,1,84
2021-02-11,51173,Smyth,"Mount Rogers","Local Health Departments",Moderna,2,391
2021-01-07,51163,Rockbridge,"Central Shenandoah","Other Community Health Providers",Pfizer,1,1
2021-01-06,51015,Augusta,"Central Shenandoah","Other Community Health Providers",Pfizer,1,23
2020-12-30,51145,Powhatan,Chesterfield,Hospitals,Pfizer,1,4
2021-01-28,51119,Middlesex,"Three Rivers","Local Health Departments",Moderna,2,1
2021-01-10,51085,Hanover,Chickahominy,Hospitals,Pfizer,2,1
2020-12-23,51087,Henrico,Henrico,"Medical Practices",Pfizer,1,4
2021-01-28,51071,Giles,"New River",Pharmacies,Moderna,1,8
2021-01-03,51590,Danville,Pittsylvania-Danville,Hospitals,Pfizer,1,1
2021-02-10,51087,Henrico,Henrico,"Federal LTCF Program",Moderna,1,1
2021-01-12,51540,Charlottesville,"Blue Ridge","Other Community Health Providers",Pfizer,1,195
2021-02-02,51660,Harrisonburg,"Central Shenandoah","Medical Practices",Moderna,1,9
2021-01-08,51015,Augusta,"Central Shenandoah","Federal LTCF Program",Pfizer,1,23
2021-02-13,51173,Smyth,"Mount Rogers",Pharmacies,Moderna,1,1
2021-02-10,51035,Carroll,"Mount Rogers","Local Health Departments",Moderna,1,31
2021-01-27,51059,Fairfax,Fairfax,"Other Community Health Providers",Pfizer,1,58
2021-02-10,51081,Greensville,Crater,Hospitals,Moderna,2,2
2021-01-18,51097,"King and Queen","Three Rivers","Medical Practices",Pfizer,1,2
2021-01-14,51001,Accomack,"Eastern Shore","Other Community Health Providers",Moderna,1,94
2021-01-27,51119,Middlesex,"Three Rivers","Other Community Health Providers",Pfizer,1,1
2021-01-19,51109,Louisa,"Blue Ridge","Other Community Health Providers",Pfizer,1,27
2021-02-02,51065,Fluvanna,"Blue Ridge","Medical Practices",Pfizer,1,1
2021-01-26,51173,Smyth,"Mount Rogers","Other Community Health Providers",Pfizer,1,41
2021-01-20,51810,"Virginia Beach","Virginia Beach","Other Community Health Providers",Moderna,1,18
2021-02-11,51051,Dickenson,"Cumberland Plateau","Federal LTCF Program",Pfizer,2,2
2021-01-12,"Out of State","Out of State","Out of State",Hospitals,Pfizer,2,166
2021-01-20,51051,Dickenson,"Cumberland Plateau",Hospitals,Pfizer,2,7
2021-01-09,"Not Reported","Not Reported","Not Reported","Local Health Departments",Moderna,1,187
2021-01-13,51173,Smyth,"Mount Rogers",Pharmacies,Moderna,1,23
2021-02-04,51075,Goochland,Chickahominy,"Other Community Health Providers",Moderna,1,48
2021-01-28,51163,Rockbridge,"Central Shenandoah","Medical Practices",Pfizer,1,1
2021-02-10,51181,Surry,Crater,"Local Health Departments",Moderna,1,1
2021-01-14,51165,Rockingham,"Central Shenandoah","Medical Practices",Moderna,1,1
2021-01-22,51001,Accomack,"Eastern Shore","Local Health Departments",Pfizer,1,2
2021-01-28,51103,Lancaster,"Three Rivers","Local Health Departments",Moderna,2,2
2021-01-08,51179,Stafford,Rappahannock,"Federal LTCF Program",Pfizer,1,7
2021-02-11,51183,Sussex,Crater,Pharmacies,Moderna,1,4
2020-12-31,51683,"Manassas City","Prince William","Local Health Departments",Moderna,1,7
2021-02-08,51840,Winchester,"Lord Fairfax","Medical Practices",Pfizer,2,5
2021-01-01,51121,Montgomery,"New River","Medical Practices",Moderna,1,1
2021-01-07,51820,Waynesboro,"Central Shenandoah",Hospitals,Pfizer,1,1
2021-02-02,51161,"Roanoke County",Alleghany,Pharmacies,Moderna,1,4
2021-01-13,51683,"Manassas City","Prince William",Hospitals,Pfizer,2,5
2021-01-14,51540,Charlottesville,"Blue Ridge",Hospitals,Pfizer,1,15
2021-02-04,51127,"New Kent",Chickahominy,"Medical Practices",Moderna,2,2
2021-01-25,51013,Arlington,Arlington,"Medical Practices",Moderna,1,37
2021-01-07,51089,Henry,"West Piedmont",Hospitals,Pfizer,2,32
2021-02-01,51191,Washington,"Mount Rogers","Local Health Departments",Moderna,2,89
2021-01-08,51053,Dinwiddie,Crater,Pharmacies,Moderna,1,2
2021-01-23,51029,Buckingham,Piedmont,"Local Health Departments",Moderna,1,3
2021-02-02,51820,Waynesboro,"Central Shenandoah","Medical Practices",Pfizer,2,2
2021-02-01,51019,Bedford,"Central Virginia","Local Health Departments",Pfizer,1,32
2021-02-02,51117,Mecklenburg,Southside,"Local Health Departments",Moderna,2,6
2021-01-22,51043,Clarke,"Lord Fairfax","Medical Practices",Moderna,1,3
2021-01-07,51700,"Newport News",Peninsula,"Federal LTCF Program",Pfizer,1,44
2021-01-22,51087,Henrico,Henrico,"Other Community Health Providers",Moderna,2,37
2021-01-25,51187,Warren,"Lord Fairfax","Local Health Departments",Pfizer,1,2
2021-02-12,51161,"Roanoke County",Alleghany,"Local Health Departments",Moderna,2,7
2021-01-27,51005,Alleghany,Alleghany,"Federal LTCF Program",Pfizer,1,2
2020-12-22,51159,"Richmond County","Three Rivers",Hospitals,Moderna,1,1
2021-01-23,51700,"Newport News",Peninsula,"Medical Practices",Moderna,1,52
2021-02-08,51680,Lynchburg,"Central Virginia",Hospitals,Pfizer,2,33
2021-02-08,51125,Nelson,"Blue Ridge","Federal LTCF Program",Pfizer,2,4
2021-02-08,51049,Cumberland,Piedmont,"Local Health Departments",Moderna,2,3
2021-01-25,51720,Norton,Lenowisco,"Other Community Health Providers",Pfizer,1,2
2020-12-27,51700,"Newport News",Peninsula,Hospitals,Moderna,1,1
2021-01-26,51670,Hopewell,Crater,Hospitals,Moderna,2,7
2021-01-19,51197,Wythe,"Mount Rogers",Hospitals,Pfizer,2,3
